wid,test_type,overlay,train_presentation_duration,recall_time,afc_time,afc_bonus_time,n_pair,n_repeat,n_distractor,bonus_rate_critical,bonus_rate_afc,bonus_rate_distractor,bonus_rate_speed,afc_scores,completed,bonus,version,math_correct
w190d01c,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'cactus': 6.600811569350739, 'finger': 6.838058807322912, 'pig': 6.519108042734289, 'tread': 6.738265970541284, 'jeans': 6.750757996124253, 'stranger': 6.631834989525821, 'agent': 7.051711052952761, 'tractor': 6.8216624049546235, 'refrigerator': 6.830190966679912, 'keeper': 7.0376374990548385, 'virus': 6.847998948377216, 'ghost': 6.877126883284209, 'parrot': 6.814026301774972, 'follower': 6.532988977943909, 'mister': 6.786305861827465, 'stable': 6.655336366410229, 'transplant': 7.019304052532395, 'penguin': 6.576795461005592, 'quill': 6.730511143843373, 'well': 6.589280949602183, 'volunteer': 6.605000138648662, 'rouge': 6.729633914769962, 'society': 6.89420600839071, 'lover': 6.7181187221228456, 'elbow': 6.580023799919044, 'application': 6.662465882459682, 'seagull': 6.637410851806345, 'cookie': 6.641527271357632, 'bug': 7.031497905681966, 'territory': 6.745829678497103, 'empire': 6.841022171123691, 'pillow': 6.68678525740355, 'banana': 7.230993168370052, 'sand': 6.695913457998586, 'donor': 6.999440669875207, 'barracuda': 6.577197452425227, 'tulip': 6.781584421309265, 'fellow': 7.143078222572798, 'shoelace': 6.5379693903131395, 'daisy': 6.775511493451607}",True,2.25,v4.0,8.0
w38984f0,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'baby': 7.494584071437033, 'octopus': 7.716910610238315, 'idol': 7.0300030478613875, 'application': 7.948084616389099, 'antelope': 7.719062642613682, 'seagull': 7.459686317144797, 'grizzly': 7.112300000951344, 'chimney': 7.568713556840259, 'enemy': 7.467672011406241, 'tulip': 7.622830507884056, 'crook': 7.6030201997044635, 'refrigerator': 7.775122922983775, 'frog': 7.437791669266253, 'shoelace': 7.2539945790376095, 'personnel': 7.339748674340261, 'pillow': 7.4740902495501755, 'tomato': 7.896111492666204, 'carrot': 7.321872220332566, 'barracuda': 7.329573209638213, 'agent': 7.694266196079894, 'captive': 7.915429946154056, 'rouge': 7.658508740212892, 'scenery': 7.878059824336165, 'gravel': 7.14711443573838, 'finger': 7.5184821559106405, 'follower': 7.425231436304689, 'donor': 7.607759487841471, 'tart': 7.627824604833061, 'dandelion': 7.651539585314407, 'flower': 7.456516971863628, 'pitchfork': 7.506789694244575, 'lover': 7.175321583509704, 'critic': 7.436793787887267, 'atom': 7.282161418805558, 'consumer': 7.326252177080474, 'saxophone': 7.857750340090081, 'scapegoat': 7.717240328441974, 'elephant': 7.562898321743486, 'hero': 7.21041782336777, 'fellow': 7.366313808729568}",True,2.01,v4.0,5.0
w57f0402,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'tractor': 7.710684296398434, 'banana': 7.205699621254276, 'horse': 7.0470756347772365, 'winner': 7.716628524282778, 'house': 7.318346441130685, 'rouge': 7.261146305233783, 'fellow': 7.660149793973578, 'quill': 7.10031236401612, 'community': 7.301410161330073, 'pig': 7.08367576678128, 'villain': 6.833955281167131, 'society': 6.709927891549204, 'parrot': 7.473460051796438, 'stairs': 7.449705230224912, 'carrot': 7.22759703679715, 'neck': 6.942627961280837, 'tread': 7.187554669406531, 'donor': 7.732794724456067, 'daisy': 6.948084791606647, 'apple': 7.118088940957467, 'electron': 6.8738772896920475, 'keeper': 7.525710977109022, 'idol': 7.067159838356109, 'suburb': 7.29221258019954, 'major': 7.626309486958376, 'tomato': 7.121844532487001, 'seagull': 7.302656666812005, 'patient': 7.284497670888091, 'empire': 7.246102349817442, 'gravel': 7.549743333610099, 'scapegoat': 6.903945189201437, 'hamburger': 6.940416842654703, 'tulip': 7.548466695562342, 'walrus': 7.107886005816016, 'tart': 6.919913803549942, 'follower': 6.66407881077895, 'handkerchief': 6.892955103202829, 'agent': 7.102474392381104, 'rebel': 6.919510652125297, 'chimney': 7.234400124230998}",True,1.99,v4.0,0.0
wfdce0ad,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'critic': 7.089840173078419, 'stable': 7.102293891267634, 'territory': 6.747363955160066, 'goddess': 6.821212001104329, 'transplant': 6.986593928623818, 'handkerchief': 6.9075916568303946, 'tart': 6.718375466735942, 'empire': 6.868945579600944, 'tomato': 6.560705272649797, 'hamburger': 6.9646718457749754, 'refrigerator': 6.991464815988119, 'jeans': 6.963443194367122, 'tiger': 6.9869450358096294, 'grizzly': 7.026697094852966, 'barracuda': 6.860491225023208, 'captive': 6.7538618211685515, 'daisy': 6.962457691022383, 'stairs': 6.986008066939331, 'goat': 6.9167557777439095, 'agent': 6.970764552136207, 'penguin': 6.960614576918286, 'pig': 6.797378205490382, 'volunteer': 6.9807370150461985, 'horse': 7.0217837396404414, 'donor': 6.915531652166684, 'crook': 6.813985339496821, 'baby': 6.695956892076576, 'enemy': 6.661884879246841, 'major': 6.853798959900104, 'pitchfork': 6.894567405669105, 'house': 7.119421264953263, 'tractor': 6.9708406005762695, 'lover': 6.755559859877621, 'ghost': 6.894794705043025, 'cue': 7.007864597038776, 'roost': 6.648064352575383, 'walrus': 6.820822498061102, 'elbow': 6.836522291586064, 'rebel': 6.926792616569949, 'apple': 7.11938307553643}",True,2.11,v4.0,4.0
w019a226,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'stranger': 6.947004438805042, 'application': 7.2314907259658625, 'parrot': 7.1459479186549615, 'pig': 6.805235242758424, 'patient': 6.782808702571908, 'follower': 7.039375140480945, 'pitchfork': 6.932363945211688, 'vagrant': 7.31625823372936, 'critic': 6.991642757110945, 'handkerchief': 6.827980173490194, 'mister': 6.873989737495126, 'strawberry': 6.651195742318005, 'finger': 6.623666406568912, 'pizza': 6.914426511047484, 'antelope': 7.228639422217043, 'society': 6.666349651102962, 'ear': 6.881506195268867, 'tread': 6.573513194082262, 'donor': 6.933083689600719, 'ghost': 6.755794602038107, 'cactus': 6.64049963840623, 'cookie': 6.5190767433707135, 'stairs': 7.066892062445329, 'bed': 6.756170113659267, 'agent': 7.042086129156175, 'dandelion': 6.879034918965769, 'tomato': 6.958356119907939, 'quill': 6.988662010792488, 'territory': 7.005070841329627, 'sand': 6.784358313261994, 'chimney': 6.852906588256936, 'community': 6.780706132658458, 'consumer': 7.014762021265143, 'lover': 7.084841300466397, 'rebel': 7.066750739146779, 'villain': 6.9636536100612645, 'jeans': 6.8792140199013, 'personnel': 6.891101490663005, 'frog': 6.791205234667256, 'department': 6.876889562847303}",True,2.11,v4.0,8.0
w3e9174c,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'tulip': 7.29220972847832, 'well': 7.946146798280673, 'carrot': 7.16132922393285, 'dandelion': 7.222638127660027, 'quill': 7.747265606440589, 'tractor': 6.857827104966067, 'application': 7.067825617291727, 'roost': 6.906632187771102, 'major': 7.609171798795484, 'vagrant': 6.982099408960807, 'finger': 6.909947098386532, 'grizzly': 8.015421606453513, 'rebel': 7.166557026537937, 'electron': 6.699502701060896, 'walrus': 6.703855925891163, 'crook': 6.798147639715617, 'flower': 7.638159550039866, 'horse': 7.538171900563346, 'bed': 6.679679959229994, 'gravel': 7.079581091609509, 'hero': 7.477137459122365, 'lover': 7.093910019742469, 'baby': 7.1256578615052115, 'society': 6.832469835206517, 'critic': 7.559242877590017, 'jeans': 7.070110964775009, 'saxophone': 7.133526946458176, 'house': 7.572724899950578, 'strawberry': 7.0994594003852916, 'neck': 6.673893787438544, 'apple': 7.57300472842675, 'scapegoat': 6.908741796382723, 'atom': 7.052848979820699, 'sand': 7.669896667599193, 'tart': 6.982474537920005, 'donor': 7.032073676018098, 'pillow': 6.826443080278163, 'personnel': 7.160089422797655, 'captive': 6.893431607478647, 'villain': 6.602652141140623}",True,1.92,v4.0,9.0
wf9158af,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'magazine': 7.254462329246448, 'hero': 7.281823907600441, 'roost': 7.344426916397794, 'horse': 7.539500177931029, 'critic': 7.3215442321106226, 'jeans': 7.156122152350046, 'quill': 7.460454344328485, 'banana': 7.654077264679576, 'major': 7.859527734116495, 'electron': 7.631184831252502, 'pitchfork': 7.229060759758951, 'keeper': 7.306313611432386, 'application': 7.399741426202676, 'ear': 7.505057752909649, 'personnel': 7.376931260074907, 'tiger': 7.6235738923889445, 'daisy': 7.160511214729206, 'agent': 7.075142539259557, 'society': 7.2853560554614445, 'ghost': 7.325802116825501, 'grizzly': 7.37657769997988, 'strawberry': 6.95017919996791, 'octopus': 7.373800004997687, 'lover': 6.700430374720026, 'tread': 7.6671430801073805, 'finger': 7.008415541266113, 'house': 7.226684369253967, 'donor': 7.259575445298179, 'tractor': 7.356321945323052, 'elbow': 7.266212170538783, 'handkerchief': 7.573433266459393, 'winner': 7.3248800004999595, 'apple': 7.12068730425944, 'penguin': 7.149218567074464, 'follower': 7.2868329632011735, 'sand': 7.170372114403992, 'rouge': 6.93096332065031, 'cauliflower': 7.288503003302559, 'well': 7.188576878963254, 'scapegoat': 7.394794033211063}",True,2.04,v4.0,4.0
w1bbdd1b,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'cookie': 7.149954738373734, 'elbow': 7.0250175763336165, 'parrot': 7.002792822402349, 'tread': 7.083907219801726, 'antelope': 7.246356650743291, 'pillow': 7.121541317976593, 'goddess': 6.911059276810349, 'crook': 7.340189155830468, 'tart': 7.137883976402628, 'chimney': 7.03655054819149, 'idol': 7.098659824117003, 'shoelace': 6.957671905336963, 'pizza': 7.013122411832948, 'apple': 6.9232655196898145, 'society': 7.046690869295464, 'seagull': 7.137814370566264, 'hero': 6.863358630007557, 'bug': 7.013635479187975, 'refrigerator': 6.967461984866136, 'community': 6.818595807492788, 'scenery': 7.173799540297787, 'enemy': 7.054477554303965, 'ozone': 7.151649626939633, 'frog': 6.916958703008589, 'ghost': 6.844513037282492, 'flower': 6.772289100443435, 'tomato': 6.919844983444906, 'lover': 6.856745163104204, 'scapegoat': 7.083477360725348, 'consumer': 6.9588301235347005, 'fellow': 6.900082274901791, 'penguin': 6.906468172880956, 'keeper': 7.07171792281202, 'magazine': 6.840190171102377, 'barracuda': 6.989518383541146, 'quill': 7.414629275203883, 'patient': 6.900377982842177, 'tractor': 7.003439743940617, 'transplant': 7.04044790887352, 'roost': 6.848662798528516}",True,2.24,v4.0,6.0
w5951b9f,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'elephant': 7.1619794446286775, 'ozone': 7.370029850977763, 'stable': 7.197809158845537, 'tread': 7.346521088958833, 'walrus': 7.157190215110141, 'virus': 6.926467720550747, 'idol': 6.8031985342142045, 'traitor': 7.527129437309104, 'pitchfork': 7.702505909549501, 'sand': 7.13652032358674, 'major': 7.095579684191665, 'well': 6.751127106868817, 'follower': 7.476311184067313, 'editorial': 7.065541924993716, 'barracuda': 7.7541801547839695, 'enemy': 7.406525762221714, 'patient': 7.203717580812516, 'tomato': 7.375269235351676, 'cauliflower': 6.99477787789012, 'hamburger': 7.067252777862684, 'octopus': 6.756417388077097, 'grizzly': 7.013249876336162, 'apple': 7.518624827841755, 'jeans': 7.471965743557555, 'rebel': 7.779113234226053, 'horse': 7.071172820866937, 'villain': 7.124596467013158, 'eagle': 7.7244953518565564, 'neck': 7.867746813759669, 'captive': 7.569605423487771, 'cookie': 7.315622555676687, 'handkerchief': 7.672985010598219, 'penguin': 7.320648220532113, 'keeper': 7.154019948856749, 'dandelion': 7.424833320992023, 'frog': 6.771369379871487, 'elbow': 7.398228696965771, 'personnel': 7.334370854273054, 'roost': 7.263084302681114, 'agent': 7.800784322932533}",True,2.18,v4.0,5.0
wd3ad28f,simple-recall,True,2000,15000,,5000,20,2,10,2,1,1,0.25,"{'enemy': 7.531918931681768, 'tractor': 7.590936464336174, 'transplant': 7.348276770473173, 'apple': 6.72191569090634, 'winner': 7.014225945350737, 'vagrant': 7.027756618852796, 'empire': 6.921432469834552, 'handkerchief': 6.707959067980309, 'stable': 7.163378743311753, 'sand': 7.133473605402476, 'cauliflower': 6.935326647291407, 'stairs': 7.034183123086154, 'traitor': 7.53525955648081, 'magazine': 7.119617436369914, 'bed': 6.751014989368621, 'patient': 7.000662951969911, 'agent': 6.943779641085225, 'gravel': 6.738040865726163, 'frog': 6.91863886433443, 'goat': 6.75682957321975, 'barracuda': 6.84014055361741, 'carrot': 6.882798183796425, 'flower': 6.943354235018663, 'stranger': 7.337715843581965, 'penguin': 7.362340735296125, 'major': 7.131278248282714, 'volunteer': 6.773583920750917, 'critic': 7.2181135413747555, 'territory': 7.432280899667553, 'keeper': 7.040270132949128, 'roost': 6.978901569674875, 'pig': 6.608950145202615, 'shoelace': 6.7005557415432975, 'virus': 7.203676678125082, 'ear': 6.967780645974561, 'fellow': 6.922234765578042, 'octopus': 6.741829894643128, 'suburb': 7.048090473305575, 'rebel': 6.9441079699686625, 'elbow': 7.1044590067610605}",True,2.01,v4.0,9.0
