wid,practice,presentation_times,primed_word,first_seen,first_word,second_word,choice,choice_rt,typing_rt,word,response,response_rt,response_type
wab341e8,False,"[881.9999999998836, 965, 1026]",puzzle,left,puzzle,sand,left,2872.9999999998836,3621.9999999998836,puzzle,puzzle,5816.999999999884,correct
wab341e8,False,"[784.9999999998836, 1302, 1462.9999999998836]",rabbit,left,rabbit,cat,left,3549.999999999767,3802.0,rabbit,rabbit,5131.999999999884,correct
wab341e8,False,"[825, 3367]",door,left,duck,door,right,4192.0,4708.000000000116,door,hinge,5533.000000000116,other
wab341e8,False,"[645.0, 2454.000000000233]",apple,left,bag,apple,right,3099.000000000233,3486.0000000001164,apple,apple,4511.000000000233,correct
wab341e8,False,"[980, 3875]",jeans,left,bear,jeans,right,4855.0,6293.000000000233,jeans,jean,7097.0,correct
wab341e8,False,"[788, 2009]",computer,left,hay,computer,right,2797.0,3064.0,computer,computer,7022.0,correct
wab341e8,False,"[672.0, 2847.0]",cake,left,cake,hat,right,3519.0,3974.000000000233,hat,hat,4902.0,correct
wab341e8,False,[1801],ear,left,ear,horse,left,1801.0,2389.0,ear,ear,3170.000000000233,correct
wab341e8,False,"[679, 1347]",heart,left,volcano,heart,right,2026.0,2578.0,heart,heart,3919.0,correct
wab341e8,False,"[970.0, 3683.0]",lawn,left,bird,lawn,right,4653.0,4929.0,lawn,lawn,6020.0,correct
wab341e8,False,"[561, 2661.000000000233]",window,left,window,egg,right,3222.000000000233,3648.0,egg,egg,4408.0,correct
w0eb4c6c,True,"[815.9000000953674, 680.0999999046326, 1912.0999999046326]",sand,left,bee,sand,left,3408.0999999046326,4312.200000047684,bee,bee,8624.200000047684,correct
w0eb4c6c,False,"[552.0, 1648.0]",fence,right,fence,potato,left,2200.0,2984.199999809265,potato,potato,3920.0,correct
w0eb4c6c,False,"[439.80000019073486, 536.0, 1352.1999998092651]",bag,left,bag,lion,left,2328.0,3104.0,bag,bag,3567.9000000953674,correct
w0eb4c6c,False,[1479.9000000953674],dog,left,bear,dog,left,1479.9000000953674,2143.9000000953674,bear,bear,3031.9000000953674,correct
w0eb4c6c,False,[1744.2000000476837],pig,left,window,pig,left,1744.2000000476837,2424.2000000476837,window,window,3328.0999999046326,correct
w0eb4c6c,False,[2520.0],heart,left,heart,nut,left,2520.0,3304.2000000476837,heart,heart,5743.799999952316,correct
w0eb4c6c,False,[1567.9000000953674],bed,left,cake,bed,left,1567.9000000953674,2192.0,cake,cake,2975.9000000953674,correct
w0eb4c6c,False,[1568.0999999046326],egg,right,truck,egg,right,1568.0999999046326,2424.0,truck,truck,3264.0999999046326,correct
w0eb4c6c,False,[1240.0999999046326],computer,left,hay,computer,left,1240.0999999046326,2103.9000000953674,hay,hay,2624.0,correct
w0eb4c6c,False,"[991.9000000953674, 1656.2000000476837]",lawn,left,lawn,door,right,2648.100000143051,3264.0,door,door,3855.9000000953674,correct
w0eb4c6c,False,[1456.5],puzzle,right,puzzle,volcano,right,1456.5,2360.399999856949,puzzle,puzzle,3392.2999999523163,correct
w0eb4c6c,False,[1303.8000001907349],hat,left,horse,hat,left,1303.8000001907349,2023.9000000953674,horse,horse,2839.7000000476837,correct
w0eb4c6c,False,"[768.0, 3728.0]",candle,left,candle,toilet,right,4496.0,4983.900000095367,toilet,toilet,6768.0,correct
w0eb4c6c,False,"[631.7000000476837, 1248.1999998092651]",bird,right,bone,bird,left,1879.8999998569489,2568.0999999046326,bird,bird,3095.899999856949,correct
w0eb4c6c,False,[1312.0999999046326],cat,right,milk,cat,right,1312.0999999046326,1840.1999998092651,milk,milk,2536.0,correct
w0eb4c6c,False,[1264.0999999046326],rabbit,right,apple,rabbit,right,1264.0999999046326,1672.0999999046326,apple,apple,2680.0,correct
w0eb4c6c,False,[],ear,,,,left,,,jeans,ear,,intrusion
w0eb4c6c,False,"[791.9000000953674, 1568.0]",drink,left,drink,eye,right,2359.9000000953674,2696.0,eye,eye,3232.0999999046326,correct
w0eb4c6c,False,[1575.8999998569489],snake,left,duck,snake,left,1575.8999998569489,2071.7999999523163,duck,duck,2792.2000000476837,correct
w0eb4c6c,False,"[703.7999999523163, 1192.2000000476837]",flower,right,bread,flower,left,1896.0,2256.0,flower,flower,2992.2999999523163,correct
w463be60,True,"[1864.9000000357628, 2562.899999976158, 2134.800000011921, 3166.300000011921]",egg,left,egg,bag,right,9728.900000035763,12082.600000023842,bag,bar,12793.700000047684,correct
w463be60,False,"[1817.0, 2220.5]",truck,left,truck,bear,right,4037.5,5070.400000035763,bear,bear,5557.5,correct
w463be60,False,"[1534.1000000238419, 696.1999999880791, 874.6000000238419]",apple,left,hat,apple,left,3104.900000035763,4054.300000011921,hat,hat,5275.100000023842,correct
w463be60,False,"[1098.5999999642372, 951.4000000357628, 1862.2999999523163, 1367.9000000357628, 1080.300000011921]",door,left,flower,door,left,6360.5,9341.299999952316,flower,dog,9799.299999952316,intrusion
w463be60,False,"[1088.6000000238419, 538.5999999642372, 380.30000001192093]",cake,left,cake,computer,left,2007.5,2761.699999988079,cake,cake,3335.0,correct
w463be60,False,"[646.6999999880791, 1881.9000000357628]",bed,left,bed,hay,right,2528.600000023842,3298.600000023842,hay,hay,4052.300000011921,correct
w463be60,False,"[1270.800000011921, 3066.100000023842, 1528.3999999761581, 972.1999999880791]",snake,left,snake,bird,right,6837.5,7558.800000011921,bird,bird,8854.300000011921,correct
w463be60,False,"[950.0, 553.5, 535.3999999761581]",sand,left,sand,lawn,left,2038.8999999761581,2718.699999988079,sand,sand,5809.199999988079,correct
w463be60,False,"[465.80000001192093, 378.5999999642372, 1529.6000000238419, 1064.300000011921]",horse,left,horse,volcano,right,3438.300000011921,4607.899999976158,volcano,volcano,6494.599999964237,correct
w463be60,False,"[641.9000000357628, 1157.5, 4079.7999999523163]",nut,left,nut,fence,left,5879.199999988079,6745.400000035763,nut,nut,7805.199999988079,correct
w463be60,False,"[459.19999998807907, 950.9000000357628]",lion,left,puzzle,lion,right,1410.1000000238419,1863.199999988079,lion,lion,2917.899999976158,correct
w463be60,False,"[478.0, 1036.8999999761581, 2280.800000011921]",window,left,window,milk,left,3795.699999988079,4153.0,window,window,5579.599999964237,correct
w463be60,False,"[543.6999999880791, 1046.300000011921, 691.0]",bee,left,bee,bone,left,2281.0,2802.0,bee,bee,3305.099999964237,correct
w463be60,False,[1206.5],drink,left,drink,potato,left,1206.5,1839.199999988079,drink,drink,2874.600000023842,correct
w463be60,False,"[612.5, 1436.4000000357628]",pig,left,toilet,pig,right,2048.900000035763,2823.800000011921,pig,pig,3419.600000023842,correct
w463be60,False,"[1001.3000000119209, 934.1999999880791, 1045.3999999761581]",candle,left,duck,candle,left,2980.899999976158,3778.0,duck,candle,5081.5,intrusion
w463be60,False,[1098.5],jeans,left,jeans,ear,left,1098.5,1604.6000000238419,jeans,jeans,2323.0,correct
w463be60,False,"[487.30000001192093, 1325.0999999642372]",dog,left,heart,dog,right,1812.3999999761581,2402.0,dog,dog,3267.600000023842,correct
w463be60,False,"[461.5999999642372, 1335.0]",bread,left,eye,bread,right,1796.5999999642372,2265.099999964237,bread,bread,3088.199999988079,correct
w463be60,False,"[541.6999999880791, 739.8999999761581, 563.1000000238419]",rabbit,left,rabbit,cat,left,1844.699999988079,2649.899999976158,rabbit,rabbit,3925.5,correct
we2937e1,True,"[4080.199999988079, 783.0, 869.9000000357628, 523.2999999523163, 639.2000000476837, 499.0, 541.5999999642372, 441.4000000357628, 1768.2999999523163]",volcano,left,volcano,cat,left,10145.899999976158,11930.199999988079,,,,timeout
we2937e1,True,"[4080.199999988079, 783.0, 869.9000000357628, 523.2999999523163, 639.2000000476837, 499.0, 541.5999999642372, 441.4000000357628, 1768.2999999523163]",volcano,left,volcano,cat,left,10145.899999976158,11930.199999988079,,,,timeout
we2937e1,False,[3888.600000023842],bear,left,truck,bear,left,3888.600000023842,,,,,timeout
we2937e1,False,[3124.300000011921],dog,right,lawn,dog,left,3124.300000011921,3304.400000035763,,,,timeout
we2937e1,False,[2046.9000000357628],toilet,left,toilet,candle,left,2046.9000000357628,2996.900000035763,toilet,toilet,4250.900000035763,correct
we2937e1,False,"[452.89999997615814, 773.3000000119209, 643.8999999761581, 6109.0, 1659.800000011921]",bed,left,hat,bed,left,9638.899999976158,10456.399999976158,hat,hay,10868.899999976158,intrusion
we2937e1,False,"[717.9000000357628, 2622.300000011921]",egg,left,egg,bone,left,3340.2000000476837,4175.100000023842,egg,york,4949.700000047684,other
we2937e1,False,"[585.6999999880791, 4604.699999988079, 717.1000000238419, 3448.699999988079]",pig,left,pig,lion,left,9356.199999988079,9724.399999976158,pig,lion,10489.599999964237,intrusion
we2937e1,False,"[683.1000000238419, 658.0, 5577.800000011921]",duck,left,duck,bee,left,6918.900000035763,8099.700000047684,duck,duck,8928.800000011921,correct
we2937e1,False,"[755.6999999880791, 1711.3999999761581]",bag,left,bird,bag,left,2467.099999964237,2802.399999976158,bird,bag,3407.5,intrusion
we2937e1,False,"[610.1999999880791, 690.3000000119209, 2179.7999999523163]",jeans,left,horse,jeans,right,3480.2999999523163,4277.699999988079,jeans,bag,10334.299999952316,intrusion
we2937e1,False,"[504.30000001192093, 437.69999998807907, 975.8999999761581]",flower,left,rabbit,flower,left,1917.8999999761581,2654.199999988079,rabbit,rabbit,3881.899999976158,correct
we2937e1,False,"[605.1000000238419, 1187.1000000238419, 1076.0999999642372]",door,left,cake,door,left,2868.300000011921,4205.200000047684,cake,cake,6042.5,correct
we2937e1,False,"[588.0, 508.19999998807907, 898.0999999642372]",snake,left,snake,eye,left,1994.2999999523163,2360.699999988079,snake,snake,3105.7999999523163,correct
we2937e1,False,"[477.5, 3413.300000011921]",heart,left,window,heart,right,3890.800000011921,5107.5,heart,heart,7021.800000011921,correct
we2937e1,False,"[642.2999999523163, 4013.0]",apple,left,apple,drink,right,4655.299999952316,5524.399999976158,drink,drink,6612.599999964237,correct
we2937e1,False,"[509.80000001192093, 805.1000000238419, 4260.399999976158]",nut,left,nut,potato,left,5575.300000011921,5955.699999988079,nut,nut,6827.400000035763,correct
we2937e1,False,"[714.3999999761581, 1941.4000000357628]",hay,left,hay,fence,right,2655.800000011921,3598.399999976158,fence,fence,4517.0,correct
we2937e1,False,"[427.69999998807907, 1526.5]",computer,left,ear,computer,right,1954.199999988079,2286.300000011921,computer,computer,4190.600000023842,correct
we2937e1,False,"[626.0, 530.4000000357628, 777.5999999642372]",puzzle,right,puzzle,bread,right,1934.0,2842.7000000476837,puzzle,puzzle,5505.900000035763,correct
wbd16977,True,[],rabbit,,,,left,,,rabbit,,,empty
wbd16977,False,"[874, 3874]",lawn,left,lawn,door,right,4748.0,6445.0,door,pig,7892.0,intrusion
wbd16977,False,"[2482.9999999998836, 482, 858]",lion,left,volcano,lion,left,3822.9999999998836,4627.999999999884,volcano,volcano,5929.999999999884,correct
wbd16977,False,[2415.0000000001164],dog,left,dog,flower,left,2415.0000000001164,3015.0,dog,dog,3559.0000000001164,correct
wbd16977,False,[1759],window,left,sand,window,left,1759.0,2319.0,sand,sand,3211.0,correct
wbd16977,False,[1676],cat,left,cat,bee,left,1676.0,2571.0000000001164,cat,cat,3324.0,correct
wbd16977,False,[1266],drink,left,ear,drink,left,1266.0,1809.0,ear,ear,2448.0000000001164,correct
wbd16977,False,[1357],snake,left,bear,snake,left,1357.0,1801.0,bear,bear,2695.0,correct
wbd16977,False,[1218],fence,left,fence,bag,left,1218.0,1721.0,fence,fence,2758.0,correct
wbd16977,False,[1156.0],candle,left,potato,candle,left,1156.0,1744.0000000001164,potato,potato,3351.0,correct
wbd16977,False,[1077],duck,left,milk,duck,left,1077.0,1532.0000000001164,milk,milk,2390.0,correct
wbd16977,False,[1134],hay,left,jeans,hay,left,1134.0,1610.0,jeans,jeans,3291.0,correct
wbd16977,False,[1223],apple,left,apple,nut,left,1223.0,1638.0,apple,apple,2608.0,correct
wbd16977,False,[1053],hat,left,eye,hat,left,1053.0,1524.0,eye,eye,3201.0,correct
wbd16977,False,[1619],bird,left,bird,bed,left,1619.0,2173.0,bird,bird,2822.0,correct
wbd16977,False,[1646],egg,left,horse,egg,left,1646.0,2011.0,horse,horse,2834.0,correct
wbd16977,False,[1630.0],heart,left,puzzle,heart,left,1630.0,2091.0,puzzle,puzzle,3599.0,correct
wbd16977,False,[1392.0000000001164],pig,left,toilet,pig,left,1392.0000000001164,1904.0,toilet,toilet,3608.0000000001164,correct
wbd16977,False,[1049],computer,left,truck,computer,left,1049.0,1413.0,truck,truck,2147.0000000001164,correct
wbd16977,False,[2591],cake,right,bone,cake,right,2591.0,3177.0,bone,bone,3841.0,correct
w9a79f23,True,"[788.5, 945.9000000357628, 1451.199999988079, 1098.0999999642372, 1181.9000000357628]",bread,left,bread,fence,left,5465.600000023842,6803.800000011921,bread,bread,7838.100000023842,correct
w9a79f23,False,"[828.0, 1250.3999999761581, 1387.6000000238419]",ear,left,pig,ear,left,3466.0,4246.199999988079,pig,pig,5007.099999964237,correct
w9a79f23,False,"[730.8000000119209, 1205.699999988079, 585.8999999761581, 1173.9000000357628]",bone,left,drink,bone,right,3696.300000011921,4509.899999976158,bone,bird,5540.199999988079,intrusion
w9a79f23,False,"[807.5, 942.8000000119209, 2248.0]",hat,left,hat,nut,left,3998.300000011921,5641.099999964237,hat,hat,6154.300000011921,correct
w9a79f23,False,"[775.5, 982.5, 2450.399999976158]",duck,left,duck,heart,left,4208.399999976158,4728.800000011921,duck,bird,6950.600000023842,intrusion
w9a79f23,False,"[722.5, 712.2999999523163, 559.7000000476837]",eye,left,eye,cat,left,1994.5,2448.099999964237,eye,eye,3073.099999964237,correct
w9a79f23,False,[1582.800000011921],potato,left,potato,bear,left,1582.800000011921,1914.5,potato,potato,5181.600000023842,correct
w9a79f23,False,[1359.5],hay,left,egg,hay,left,1359.5,1692.5,egg,egg,2485.699999988079,correct
w9a79f23,False,[1961.3999999761581],flower,left,flower,computer,left,1961.3999999761581,2516.599999964237,flower,plant,3696.099999964237,other
w9a79f23,False,"[730.5999999642372, 2279.100000023842]",door,left,horse,door,right,3009.699999988079,4347.699999988079,door,door,4876.300000011921,correct
w9a79f23,False,"[740.1999999880791, 1891.9000000357628]",window,left,window,lawn,right,2632.100000023842,3260.0,lawn,lawn,4340.699999988079,correct
w9a79f23,False,"[680.3000000119209, 883.8999999761581, 1436.6000000238419]",volcano,left,bird,volcano,left,3000.800000011921,3448.800000011921,bird,bird,4121.5,correct
w9a79f23,False,[1161.699999988079],candle,left,candle,bed,left,1161.699999988079,1491.0,candle,candle,2490.0,correct
w9a79f23,False,"[632.0999999642372, 1400.1000000238419]",snake,left,dog,snake,right,2032.199999988079,2399.399999976158,snake,shark,3610.899999976158,other
w9a79f23,False,[1194.300000011921],puzzle,left,milk,puzzle,left,1194.300000011921,1592.199999988079,milk,milk,2310.5,correct
w9a79f23,False,"[693.0999999642372, 1484.9000000357628]",bee,left,apple,bee,right,2178.0,2446.099999964237,bee,bee,2869.699999988079,correct
w9a79f23,False,[1464.1000000238419],sand,left,sand,lion,left,1464.1000000238419,2327.400000035763,sand,sand,3015.199999988079,correct
w9a79f23,False,[1482.800000011921],cake,left,cake,bag,left,1482.800000011921,1869.1000000238419,cake,cake,2524.600000023842,correct
w9a79f23,False,[1130.8999999761581],truck,left,toilet,truck,left,1130.8999999761581,1429.8999999761581,toilet,toilet,2355.0,correct
w9a79f23,False,[1220.699999988079],rabbit,left,rabbit,jeans,left,1220.699999988079,1460.5999999642372,rabbit,rabbit,3674.399999976158,correct
w84d7f04,True,"[1804.3999999761581, 1668.8999999761581, 916.2000000476837, 7473.399999976158, 5031.5, 7017.899999976158, 3586.0]",truck,left,lion,truck,,,,,,,timeout
w84d7f04,False,"[932.3999999761581, 3698.8000000715256]",nut,left,egg,nut,left,4631.200000047684,7750.299999952316,egg,cashew,9290.600000023842,other
w84d7f04,False,"[1291.3999999761581, 7324.600000023842, 3765.399999976158]",snake,left,hay,snake,,,,,,,timeout
w84d7f04,False,"[7.899999976158142, 968.4000000953674, 744.5, 482.59999990463257, 1906.4000000953674]",apple,right,ear,apple,right,4109.800000071526,7841.0,ear,library,10574.200000047684,other
w84d7f04,False,"[680.5, 1601.2999999523163]",heart,left,heart,door,left,2281.7999999523163,3498.5,heart,,7350.100000023842,empty
w84d7f04,False,"[566.4000000953674, 4712.699999928474]",horse,left,eye,horse,right,5279.100000023842,8063.800000071526,horse,pig,9158.300000071526,intrusion
w84d7f04,False,"[406.6999999284744, 1324.8000000715256, 1558.8999999761581, 786.8999999761581, 702.8999999761581]",pig,right,pig,toilet,right,4780.199999928474,7319.5,pig,pig,8723.699999928474,correct
w84d7f04,False,[1674.5],cake,left,cat,cake,left,1674.5,3068.8000000715256,cat,egg,4415.0,intrusion
w84d7f04,False,"[570.5, 3020.5999999046326]",bag,right,jeans,bag,left,3591.0999999046326,4720.799999952316,bag,baag,5668.799999952316,correct
w84d7f04,False,"[433.60000002384186, 1872.7000000476837]",candle,right,candle,fence,left,2306.3000000715256,4942.899999976158,fence,weed,5778.600000023842,intrusion
w84d7f04,False,"[1018.2000000476837, 1837.5]",bee,right,bee,window,left,2855.7000000476837,4136.700000047684,window,window,6265.200000047684,correct
w84d7f04,False,"[823.8999999761581, 3020.0, 3244.0, 1300.4000000953674]",bear,right,dog,bear,left,8388.300000071526,9542.800000071526,bear,rabbit,11196.700000047684,intrusion
w84d7f04,False,"[1752.2000000476837, 654.2999999523163, 891.7000000476837]",flower,right,flower,bread,right,3298.2000000476837,4228.0,flower,flower,5531.399999976158,correct
w84d7f04,False,"[648.9000000953674, 1968.0999999046326]",bird,right,bird,drink,left,2617.0,3740.100000023842,drink,rabbit,5705.200000047684,intrusion
w84d7f04,False,"[988.7999999523163, 1391.3000000715256, 1436.3999999761581]",volcano,right,volcano,puzzle,right,3816.5,4845.199999928474,volcano,volcano,7617.100000023842,correct
w84d7f04,False,"[648.2000000476837, 2876.5, 2205.100000023842, 1019.7999999523163]",hat,right,hat,lawn,left,6749.600000023842,7735.300000071526,lawn,rabbit,9400.300000071526,intrusion
w84d7f04,False,"[845.3999999761581, 2670.899999976158]",computer,right,computer,rabbit,left,3516.2999999523163,7259.899999976158,rabbit,pig,8073.799999952316,intrusion
w84d7f04,False,"[683.3000000715256, 1763.5]",duck,right,duck,potato,left,2446.8000000715256,4212.399999976158,potato,potato,6660.100000023842,correct
w84d7f04,False,"[805.3000000715256, 3016.6999999284744]",bed,right,bed,sand,left,3822.0,4842.899999976158,sand,rabbit,6888.899999976158,intrusion
w84d7f04,False,"[729.8999999761581, 3209.5, 607.1000000238419, 963.8999999761581]",bone,right,milk,bone,left,5510.399999976158,7288.699999928474,bone,egg,8267.5,intrusion
weffa368,True,"[640.1000000238419, 598.8999999761581, 299.90000009536743, 240.29999995231628, 456.89999997615814, 436.0, 456.39999997615814, 270.0, 2358.600000023842, 311.89999997615814, 2357.600000023842, 244.70000004768372, 255.60000002384186]",bed,left,bird,bed,left,8926.900000095367,11434.900000095367,bird,bun,15049.200000047684,intrusion
weffa368,False,"[362.2000000476837, 2195.7999999523163]",bag,left,bag,computer,right,2558.0,3012.899999976158,computer,tote,3460.5,intrusion
weffa368,False,"[337.60000002384186, 1859.2000000476837]",puzzle,left,puzzle,bone,right,2196.8000000715256,3998.8000000715256,bone,jigsaw,4930.800000071526,other
weffa368,False,"[286.89999997615814, 906.8000000715256, 1818.0]",ear,left,eye,ear,left,3011.7000000476837,3773.8000000715256,eye,lobe,4329.600000023842,intrusion
weffa368,False,"[317.5, 720.4000000953674, 1876.0]",door,right,door,cake,right,2913.9000000953674,3707.600000023842,door,hinge,4699.400000095367,other
weffa368,False,"[300.0, 628.2000000476837, 1445.6000000238419]",bear,left,heart,bear,left,2373.8000000715256,2929.2000000476837,heart,teddy,3652.0,other
weffa368,False,"[256.10000002384186, 584.1000000238419, 826.3999999761581, 626.8000000715256, 1881.5999999046326]",toilet,left,toilet,fence,left,4175.0,5123.300000071526,toilet,flush,5619.200000047684,other
weffa368,False,"[285.89999997615814, 712.4000000953674, 451.59999990463257, 1721.1000000238419]",egg,left,dog,egg,right,3171.0,4138.300000071526,egg,egg,5150.700000047684,correct
weffa368,False,"[316.2000000476837, 635.7000000476837, 782.7999999523163, 834.0, 1225.3999999761581, 645.6000000238419]",sand,left,sand,drink,right,4439.700000047684,4875.5,drink,desert,5577.400000095367,other
weffa368,False,"[332.39999997615814, 871.8999999761581, 311.7000000476837, 1920.3999999761581]",milk,left,candle,milk,right,3436.399999976158,3868.1999999284744,milk,milk,4345.899999976158,correct
weffa368,False,"[338.39999997615814, 1534.6999999284744]",snake,left,hay,snake,right,1873.0999999046326,2380.5,snake,snake,2796.7999999523163,correct
weffa368,False,"[370.7999999523163, 1144.2000000476837, 1330.2999999523163]",flower,left,flower,cat,left,2845.2999999523163,3542.7000000476837,flower,flower,4026.0,correct
weffa368,False,[1140.5999999046326],volcano,right,volcano,bee,right,1140.5999999046326,1656.0,volcano,volcano,2384.6999999284744,correct
weffa368,False,"[422.7999999523163, 764.5, 694.6000000238419]",rabbit,left,rabbit,pig,left,1881.8999999761581,2874.100000023842,rabbit,bunny,3408.899999976158,other
weffa368,False,"[371.6999999284744, 983.8999999761581]",nut,left,lawn,nut,right,1355.5999999046326,1733.0999999046326,nut,nut,2087.7999999523163,correct
weffa368,False,"[400.60000002384186, 899.0, 1374.7999999523163]",potato,left,potato,truck,left,2674.399999976158,3119.600000023842,potato,potato,3716.2000000476837,correct
weffa368,False,"[320.10000002384186, 764.6999999284744, 732.5, 1475.3000000715256]",apple,left,duck,apple,right,3292.600000023842,3619.7999999523163,apple,apple,4117.5,correct
weffa368,False,"[379.39999997615814, 1258.8000000715256]",window,left,hat,window,right,1638.2000000476837,2138.899999976158,window,window,2660.7000000476837,correct
weffa368,False,"[423.0, 346.7000000476837, 476.0]",lion,left,lion,horse,left,1245.7000000476837,1732.0,lion,lion,2218.0,correct
weffa368,False,"[394.60000002384186, 1095.0, 1068.0]",bread,left,bread,jeans,left,2557.600000023842,2967.899999976158,bread,bread,3318.7000000476837,correct
wab0876a,True,[14398.90000000596],volcano,left,volcano,lion,left,14398.90000000596,18205.09999999404,volcano,volcano,20380.09999999404,correct
wab0876a,False,[5384.699999988079],rabbit,left,rabbit,jeans,left,5384.699999988079,6712.4000000059605,rabbit,rabbit,7968.0999999940395,correct
wab0876a,False,[2134.5999999940395],horse,left,horse,snake,left,2134.5999999940395,3238.5999999940395,horse,horse,4246.5999999940395,correct
wab0876a,False,"[624.0999999940395, 1264.7000000178814, 2167.7999999821186]",window,left,bear,window,left,4056.5999999940395,5087.9000000059605,bear,window,7647.5,intrusion
wab0876a,False,"[695.0999999940395, 936.0, 3143.7999999821186]",computer,left,computer,bee,left,4774.899999976158,5799.199999988079,computer,,5799.199999988079,empty
wab0876a,False,"[678.5, 1672.1000000238419]",toilet,left,bird,toilet,right,2350.600000023842,3639.5,toilet,toilet,5662.800000011921,correct
wab0876a,False,"[635.4000000059605, 1143.0999999940395, 1615.5999999940395]",milk,left,milk,potato,left,3394.0999999940395,4283.699999988079,milk,milk,6193.9000000059605,correct
wab0876a,False,"[793.0, 927.5, 518.7999999821186, 1024.0]",egg,left,egg,bed,right,3263.2999999821186,4383.199999988079,bed,egg,5007.5,intrusion
wab0876a,False,"[745.0, 871.8000000119209, 2134.199999988079]",cat,left,cat,dog,left,3751.0,4759.5,cat,cat,5415.5999999940395,correct
wab0876a,False,[1830.699999988079],flower,left,flower,sand,left,1830.699999988079,3030.399999976158,flower,flower,4270.199999988079,correct
wab0876a,False,"[704, 1257.5999999940395]",cake,left,pig,cake,right,1961.5999999940395,2911.9000000059605,cake,cake,3960.0999999940395,correct
wab0876a,False,"[531.5, 756.8000000119209, 1295.5]",drink,left,puzzle,drink,left,2583.800000011921,3480.300000011921,puzzle,puzzle,5615.5,correct
wab0876a,False,"[768.6999999880791, 367.0, 984.4000000059605]",hay,left,door,hay,left,2120.0999999940395,3655.5,door,door,4519.5,correct
wab0876a,False,"[624.0, 1841.0]",heart,left,duck,heart,right,2465.0,3495.300000011921,heart,heart,4975.5999999940395,correct
wab0876a,False,"[640.0, 847.3999999761581, 1119.300000011921, 1072.699999988079]",eye,left,eye,bread,right,3679.399999976158,4559.5,bread,bread,7214.5,correct
wab0876a,False,"[617.0999999940395, 2423.2000000178814]",bone,left,bone,truck,right,3040.300000011921,4110.300000011921,truck,truck,5462.5999999940395,correct
wab0876a,False,"[599.5999999940395, 742.5, 728.8000000119209, 1048.0999999940395]",fence,left,candle,fence,right,3119.0,3693.9000000059605,fence,fence,5014.200000017881,correct
wab0876a,False,"[629.1999999880791, 1464.5]",lawn,left,ear,lawn,right,2093.699999988079,2693.7999999821186,lawn,lawn,3700.7999999821186,correct
wab0876a,False,"[800.0, 2039.800000011921, 1463.8999999761581]",bag,left,bag,apple,left,4303.699999988079,5223.4000000059605,bag,bag,5879.699999988079,correct
wab0876a,False,"[551.5999999940395, 1648.9000000059605]",hat,left,nut,hat,right,2200.5,3184.4000000059605,hat,hat,3864.5999999940395,correct
wdbe1f80,True,"[1194.199999988079, 2055.5, 2732.400000035763]",bag,left,volcano,bag,left,5982.100000023842,7494.199999988079,volcano,volcano,23909.399999976158,correct
wdbe1f80,False,"[463.60000002384186, 786.5, 889.0999999642372, 378.9000000357628, 4384.5]",apple,left,bread,apple,left,6902.600000023842,8035.699999988079,bread,bread,9219.199999988079,correct
wdbe1f80,False,"[326.7999999523163, 2922.600000023842]",dog,left,dog,drink,right,3249.399999976158,4038.399999976158,drink,drink,5621.699999988079,correct
wdbe1f80,False,"[544.4000000357628, 487.0999999642372, 1806.9000000357628]",pig,left,pig,puzzle,left,2838.400000035763,3622.199999988079,pig,pig,4344.300000011921,correct
wdbe1f80,False,"[1998.0, 266.39999997615814, 666.9000000357628, 1064.5]",cake,left,rabbit,cake,right,3995.800000011921,4788.699999988079,cake,cake,5838.5,correct
wdbe1f80,False,"[1454.2999999523163, 551, 265.7000000476837, 1518.2999999523163, 1125.1000000238419, 631.8000000119209]",milk,left,sand,milk,right,5546.199999988079,6460.0,milk,milk,7220.5,correct
wdbe1f80,False,"[1429.5999999642372, 737.1000000238419, 2282.600000023842]",truck,left,jeans,truck,left,4449.300000011921,5278.300000011921,jeans,jeans,6288.0,correct
wdbe1f80,False,"[1280.0, 3091.099999964237]",computer,left,egg,computer,right,4371.099999964237,4958.599999964237,computer,computer,6692.0,correct
wdbe1f80,False,[2113],eye,left,eye,bee,left,2113.0,2927.7999999523163,eye,eye,3617.399999976158,correct
wdbe1f80,False,[2917.5],candle,left,ear,candle,left,2917.5,3568.5,ear,ear,4278.600000023842,correct
wdbe1f80,False,[1720.8999999761581],horse,left,door,horse,left,1720.8999999761581,2486.7999999523163,door,door,3161.7999999523163,correct
wdbe1f80,False,"[1108.7999999523163, 1764.0]",bed,left,bird,bed,right,2872.7999999523163,3560.0,bed,bed,4071.899999976158,correct
wdbe1f80,False,[1661.8999999761581],nut,left,nut,window,left,1661.8999999761581,2510.899999976158,nut,nut,3008.300000011921,correct
wdbe1f80,False,"[670.3000000119209, 601.1999999880791, 1790.9000000357628]",hat,left,hat,snake,left,3062.400000035763,3830.900000035763,hat,hat,4791.600000023842,correct
wdbe1f80,False,"[881.4000000357628, 3351.399999976158]",duck,left,hay,duck,right,4232.800000011921,5251.0,duck,duck,6067.200000047684,correct
wdbe1f80,False,"[603.6999999880791, 1663.699999988079]",bone,left,heart,bone,right,2267.399999976158,2972.699999988079,bone,bone,5866.300000011921,correct
wdbe1f80,False,[1550.9000000357628],cat,left,bear,cat,left,1550.9000000357628,2201.400000035763,bear,bear,3089.600000023842,correct
