wid,pretest_type,critical_type,overlay,fancy_critical,train_presentation_duration,recall_time,afc_time,afc_bonus_time,n_pair,n_repeat,n_practice_critical,n_distractor,bonus_rate_critical,bonus_rate_critical_speed,bonus_rate_afc,bonus_rate_pretest,bonus_rate_distractor,bonus_rate_speed,prime,prime_duration,prime_mask,prime_mask_surround,pairs,completed,bonus,version,math_correct,afc_scores,critical_pairs
wab0876a,simple-recall,multi-recall,True,False,2000,15000,,5000,40,2,3,10,2,0.1,1,1,1,0.25,True,100,False,False,"[{'word': 'horse', 'image': '../static/stimuli/images/forest/sun_atlxncsxfmqwisuw.jpg'}, {'word': 'fence', 'image': '../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg'}, {'word': 'dog', 'image': '../static/stimuli/images/ziggurat/sun_aiqkruqnfbmiiafv.jpg'}, {'word': 'door', 'image': '../static/stimuli/images/bookstore/sun_auwghripdoxzluuk.jpg'}, {'word': 'bread', 'image': '../static/stimuli/images/volcano/sun_ausfbukcukjcqubc.jpg'}, {'word': 'duck', 'image': '../static/stimuli/images/airport/sun_aojbxgadgjyajeaw.jpg'}, {'word': 'ear', 'image': '../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg'}, {'word': 'cake', 'image': '../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg'}, {'word': 'lion', 'image': '../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg'}, {'word': 'egg', 'image': '../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg'}, {'word': 'apple', 'image': '../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg'}, {'word': 'milk', 'image': '../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg'}, {'word': 'bird', 'image': '../static/stimuli/images/house/sun_admwlghhtfixlbsf.jpg'}, {'word': 'bee', 'image': '../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg'}, {'word': 'hat', 'image': '../static/stimuli/images/restaurant/sun_agizngsilvvsycgq.jpg'}, {'word': 'flower', 'image': '../static/stimuli/images/warehouse/sun_aivgpdzlwqiklrwe.jpg'}, {'word': 'truck', 'image': '../static/stimuli/images/beach/sun_abrqamdurwzygcjy.jpg'}, {'word': 'jeans', 'image': '../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg'}, {'word': 'drink', 'image': '../static/stimuli/images/railway/sun_aprfapnfngmvbixm.jpg'}, {'word': 'window', 'image': '../static/stimuli/images/street/sun_avddlmbtwpvlxdol.jpg'}, {'word': 'bear', 'image': '../static/stimuli/images/tenniscourt/sun_avbthoqreldjpsco.jpg'}, {'word': 'puzzle', 'image': '../static/stimuli/images/roof/sun_aqhqmhidvlrpfhie.jpg'}, {'word': 'rabbit', 'image': '../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg'}, {'word': 'bone', 'image': '../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg'}, {'word': 'sand', 'image': '../static/stimuli/images/vineyard/sun_aicvecccjhfzcjnt.jpg'}, {'word': 'nut', 'image': '../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg'}, {'word': 'computer', 'image': '../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg'}, {'word': 'toilet', 'image': '../static/stimuli/images/temple/sun_avabexehmngnxjjr.jpg'}, {'word': 'potato', 'image': '../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg'}, {'word': 'bag', 'image': '../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg'}, {'word': 'bed', 'image': '../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg'}, {'word': 'volcano', 'image': '../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg'}, {'word': 'pig', 'image': '../static/stimuli/images/campsite/sun_ahvodfpzghaczear.jpg'}, {'word': 'lawn', 'image': '../static/stimuli/images/footballfield/sun_aegayohtofbvbdoa.jpg'}, {'word': 'heart', 'image': '../static/stimuli/images/underwater/sun_aktxgxoebrjkepur.jpg'}, {'word': 'eye', 'image': '../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg'}, {'word': 'hay', 'image': '../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg'}, {'word': 'cat', 'image': '../static/stimuli/images/musuem/sun_aqrchpiffnzkysmc.jpg'}, {'word': 'candle', 'image': '../static/stimuli/images/sky/sun_abbtimwgskvvaeps.jpg'}, {'word': 'snake', 'image': '../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg'}]",True,0.86,v9.1,8.0,"{""jeans"": null, ""puzzle"": null, ""hat"": null, ""nut"": null, ""heart"": null, ""cat"": null, ""truck"": null, ""snake"": null, ""door"": null, ""lawn"": null, ""computer"": null, ""bee"": null, ""bread"": null, ""bear"": null, ""duck"": null, ""sand"": null, ""candle"": null, ""bird"": null, ""window"": null, ""apple"": null, ""rabbit"": null, ""lion"": null, ""eye"": null, ""flower"": null, ""cake"": null, ""hay"": null, ""drink"": null, ""pig"": null, ""toilet"": null, ""bed"": null, ""dog"": null, ""milk"": null, ""volcano"": null, ""bone"": null, ""fence"": null, ""bag"": null, ""horse"": null, ""potato"": null, ""egg"": null, ""ear"": null}","[[{""word"": ""horse"", ""image"": ""../static/stimuli/images/forest/sun_atlxncsxfmqwisuw.jpg""}, {""word"": ""snake"", ""image"": ""../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg""}], [{""word"": ""fence"", ""image"": ""../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg""}, {""word"": ""candle"", ""image"": ""../static/stimuli/images/sky/sun_abbtimwgskvvaeps.jpg""}], [{""word"": ""dog"", ""image"": ""../static/stimuli/images/ziggurat/sun_aiqkruqnfbmiiafv.jpg""}, {""word"": ""cat"", ""image"": ""../static/stimuli/images/musuem/sun_aqrchpiffnzkysmc.jpg""}], [{""word"": ""door"", ""image"": ""../static/stimuli/images/bookstore/sun_auwghripdoxzluuk.jpg""}, {""word"": ""hay"", ""image"": ""../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg""}], [{""word"": ""bread"", ""image"": ""../static/stimuli/images/volcano/sun_ausfbukcukjcqubc.jpg""}, {""word"": ""eye"", ""image"": ""../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg""}], [{""word"": ""duck"", ""image"": ""../static/stimuli/images/airport/sun_aojbxgadgjyajeaw.jpg""}, {""word"": ""heart"", ""image"": ""../static/stimuli/images/underwater/sun_aktxgxoebrjkepur.jpg""}], [{""word"": ""ear"", ""image"": ""../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg""}, {""word"": ""lawn"", ""image"": ""../static/stimuli/images/footballfield/sun_aegayohtofbvbdoa.jpg""}], [{""word"": ""cake"", ""image"": ""../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg""}, {""word"": ""pig"", ""image"": ""../static/stimuli/images/campsite/sun_ahvodfpzghaczear.jpg""}], [{""word"": ""lion"", ""image"": ""../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg""}, {""word"": ""volcano"", ""image"": ""../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg""}], [{""word"": ""egg"", ""image"": ""../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg""}, {""word"": ""bed"", ""image"": ""../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg""}], [{""word"": ""apple"", ""image"": ""../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg""}, {""word"": ""bag"", ""image"": ""../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg""}], [{""word"": ""milk"", ""image"": ""../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg""}, {""word"": ""potato"", ""image"": ""../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg""}], [{""word"": ""bird"", ""image"": ""../static/stimuli/images/house/sun_admwlghhtfixlbsf.jpg""}, {""word"": ""toilet"", ""image"": ""../static/stimuli/images/temple/sun_avabexehmngnxjjr.jpg""}], [{""word"": ""bee"", ""image"": ""../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg""}, {""word"": ""computer"", ""image"": ""../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg""}], [{""word"": ""hat"", ""image"": ""../static/stimuli/images/restaurant/sun_agizngsilvvsycgq.jpg""}, {""word"": ""nut"", ""image"": ""../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg""}], [{""word"": ""flower"", ""image"": ""../static/stimuli/images/warehouse/sun_aivgpdzlwqiklrwe.jpg""}, {""word"": ""sand"", ""image"": ""../static/stimuli/images/vineyard/sun_aicvecccjhfzcjnt.jpg""}], [{""word"": ""truck"", ""image"": ""../static/stimuli/images/beach/sun_abrqamdurwzygcjy.jpg""}, {""word"": ""bone"", ""image"": ""../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg""}], [{""word"": ""jeans"", ""image"": ""../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg""}, {""word"": ""rabbit"", ""image"": ""../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg""}], [{""word"": ""drink"", ""image"": ""../static/stimuli/images/railway/sun_aprfapnfngmvbixm.jpg""}, {""word"": ""puzzle"", ""image"": ""../static/stimuli/images/roof/sun_aqhqmhidvlrpfhie.jpg""}], [{""word"": ""window"", ""image"": ""../static/stimuli/images/street/sun_avddlmbtwpvlxdol.jpg""}, {""word"": ""bear"", ""image"": ""../static/stimuli/images/tenniscourt/sun_avbthoqreldjpsco.jpg""}]]"
w9c68907,simple-recall,multi-recall,True,False,2000,15000,,5000,40,2,3,10,2,0.1,1,1,1,0.25,True,100,False,False,"[{'word': 'heart', 'image': '../static/stimuli/images/computerroom/sun_aiwdglrsrkkfbgzz.jpg'}, {'word': 'jeans', 'image': '../static/stimuli/images/warehouse/sun_aboqyhgpfgwxwmut.jpg'}, {'word': 'fence', 'image': '../static/stimuli/images/ziggurat/fig2.png'}, {'word': 'toilet', 'image': '../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg'}, {'word': 'lion', 'image': '../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg'}, {'word': 'sand', 'image': '../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg'}, {'word': 'bag', 'image': '../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg'}, {'word': 'hay', 'image': '../static/stimuli/images/windmill/sun_avyfornqjbraqqsf.jpg'}, {'word': 'bed', 'image': '../static/stimuli/images/bookstore/sun_avqoszezjldwidcy.jpg'}, {'word': 'bone', 'image': '../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg'}, {'word': 'rabbit', 'image': '../static/stimuli/images/ranch/sun_ayvjppkciavpdbhs.jpg'}, {'word': 'bee', 'image': '../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg'}, {'word': 'snake', 'image': '../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg'}, {'word': 'puzzle', 'image': '../static/stimuli/images/campsite/sun_akmknzqdbcxpznth.jpg'}, {'word': 'ear', 'image': '../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg'}, {'word': 'computer', 'image': '../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg'}, {'word': 'eye', 'image': '../static/stimuli/images/house/sun_aahrslvfecptaudk.jpg'}, {'word': 'nut', 'image': '../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg'}, {'word': 'horse', 'image': '../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg'}, {'word': 'duck', 'image': '../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg'}, {'word': 'dog', 'image': '../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg'}, {'word': 'lawn', 'image': '../static/stimuli/images/street/sun_aaeluqrkikjbtquv.jpg'}, {'word': 'pig', 'image': '../static/stimuli/images/restaurant/sun_aejvqzvtonxptams.jpg'}, {'word': 'truck', 'image': '../static/stimuli/images/river/sun_awyqyxlrmqvjlwnd.jpg'}, {'word': 'potato', 'image': '../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg'}, {'word': 'door', 'image': '../static/stimuli/images/theater/sun_arhrqrqrgyhlozgq.jpg'}, {'word': 'bread', 'image': '../static/stimuli/images/roof/sun_ajxjjpvulhilcwcy.jpg'}, {'word': 'cat', 'image': '../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg'}, {'word': 'window', 'image': '../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg'}, {'word': 'volcano', 'image': '../static/stimuli/images/kitchen/sun_alazdvaixpjtegwg.jpg'}, {'word': 'bear', 'image': '../static/stimuli/images/vineyard/sun_axkbfhmkopqemnsq.jpg'}, {'word': 'apple', 'image': '../static/stimuli/images/skiresort/sun_aijypnsissxbdxyj.jpg'}, {'word': 'hat', 'image': '../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg'}, {'word': 'drink', 'image': '../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg'}, {'word': 'cake', 'image': '../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg'}, {'word': 'milk', 'image': '../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg'}, {'word': 'egg', 'image': '../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg'}, {'word': 'candle', 'image': '../static/stimuli/images/railway/sun_asgcpxncztcqwiyz.jpg'}, {'word': 'flower', 'image': '../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg'}, {'word': 'bird', 'image': '../static/stimuli/images/musuem/sun_argfiirfjlkefabp.jpg'}]",True,0.24,v9.1,5.0,"{""dog"": null, ""flower"": null, ""jeans"": null, ""truck"": null, ""sand"": null, ""bed"": null, ""cat"": null, ""heart"": null, ""door"": null, ""bag"": null, ""ear"": null, ""potato"": null, ""puzzle"": null, ""hay"": null, ""window"": null, ""snake"": null, ""nut"": null, ""bone"": null, ""hat"": null, ""pig"": null, ""toilet"": null, ""milk"": null, ""rabbit"": null, ""eye"": null, ""bird"": null, ""drink"": null, ""horse"": null, ""candle"": null, ""lawn"": null, ""bread"": null, ""cake"": null, ""bee"": null, ""duck"": null, ""apple"": null, ""volcano"": null, ""bear"": null, ""computer"": null, ""egg"": null, ""fence"": null, ""lion"": null}","[[{""word"": ""heart"", ""image"": ""../static/stimuli/images/computerroom/sun_aiwdglrsrkkfbgzz.jpg""}, {""word"": ""bird"", ""image"": ""../static/stimuli/images/musuem/sun_argfiirfjlkefabp.jpg""}], [{""word"": ""jeans"", ""image"": ""../static/stimuli/images/warehouse/sun_aboqyhgpfgwxwmut.jpg""}, {""word"": ""flower"", ""image"": ""../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg""}], [{""word"": ""fence"", ""image"": ""../static/stimuli/images/ziggurat/fig2.png""}, {""word"": ""candle"", ""image"": ""../static/stimuli/images/railway/sun_asgcpxncztcqwiyz.jpg""}], [{""word"": ""toilet"", ""image"": ""../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg""}, {""word"": ""egg"", ""image"": ""../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg""}], [{""word"": ""lion"", ""image"": ""../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg""}, {""word"": ""milk"", ""image"": ""../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg""}], [{""word"": ""sand"", ""image"": ""../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg""}, {""word"": ""cake"", ""image"": ""../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg""}], [{""word"": ""bag"", ""image"": ""../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg""}, {""word"": ""drink"", ""image"": ""../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg""}], [{""word"": ""hay"", ""image"": ""../static/stimuli/images/windmill/sun_avyfornqjbraqqsf.jpg""}, {""word"": ""hat"", ""image"": ""../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg""}], [{""word"": ""bed"", ""image"": ""../static/stimuli/images/bookstore/sun_avqoszezjldwidcy.jpg""}, {""word"": ""apple"", ""image"": ""../static/stimuli/images/skiresort/sun_aijypnsissxbdxyj.jpg""}], [{""word"": ""bone"", ""image"": ""../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg""}, {""word"": ""bear"", ""image"": ""../static/stimuli/images/vineyard/sun_axkbfhmkopqemnsq.jpg""}], [{""word"": ""rabbit"", ""image"": ""../static/stimuli/images/ranch/sun_ayvjppkciavpdbhs.jpg""}, {""word"": ""volcano"", ""image"": ""../static/stimuli/images/kitchen/sun_alazdvaixpjtegwg.jpg""}], [{""word"": ""bee"", ""image"": ""../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg""}, {""word"": ""window"", ""image"": ""../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg""}], [{""word"": ""snake"", ""image"": ""../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg""}, {""word"": ""cat"", ""image"": ""../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg""}], [{""word"": ""puzzle"", ""image"": ""../static/stimuli/images/campsite/sun_akmknzqdbcxpznth.jpg""}, {""word"": ""bread"", ""image"": ""../static/stimuli/images/roof/sun_ajxjjpvulhilcwcy.jpg""}], [{""word"": ""ear"", ""image"": ""../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg""}, {""word"": ""door"", ""image"": ""../static/stimuli/images/theater/sun_arhrqrqrgyhlozgq.jpg""}], [{""word"": ""computer"", ""image"": ""../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg""}, {""word"": ""potato"", ""image"": ""../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg""}], [{""word"": ""eye"", ""image"": ""../static/stimuli/images/house/sun_aahrslvfecptaudk.jpg""}, {""word"": ""truck"", ""image"": ""../static/stimuli/images/river/sun_awyqyxlrmqvjlwnd.jpg""}], [{""word"": ""nut"", ""image"": ""../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg""}, {""word"": ""pig"", ""image"": ""../static/stimuli/images/restaurant/sun_aejvqzvtonxptams.jpg""}], [{""word"": ""horse"", ""image"": ""../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg""}, {""word"": ""lawn"", ""image"": ""../static/stimuli/images/street/sun_aaeluqrkikjbtquv.jpg""}], [{""word"": ""duck"", ""image"": ""../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg""}, {""word"": ""dog"", ""image"": ""../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg""}]]"
