response_type,rt,first_pres_time,second_pres_time,third_pres_time,last_pres_time,choose_first,n_pres,total_first,total_second,pretest_accuracy_first,strength_first,pretest_accuracy_second,strength_second
empty,16529.950384776443,1662.157190983359,2126.788463099483,945.1289042139186,922.0243968051825,false,15,8446.659889272842,8083.290495503599,0.5,0.07434974177190323,0.0,-0.6068877396382201
empty,15524.961095220722,1715.6124161257062,512.0551047882918,921.4467002163663,499.04307091573247,false,12,9412.507825883587,6112.453269337135,0.5,-0.3699641184845017,1.0,-1.4050979840439661
correct,6717.595685756522,1294.7417374261825,1329.626200767492,939.6089006800204,690.0023823252316,false,6,3576.917779932473,3140.677905824048,0.0,-2.8388556420474735,1.0,0.6780988316752832
empty,15865.271416749816,1083.2079665320389,2218.7986350945503,1088.5733156992892,1677.8666439246592,false,13,7321.9354634741,8543.335953275715,0.0,-1.2212010329428236,0.0,-1.3213882999253732
empty,16110.713750837425,2308.994362378845,703.690573407944,743.3247544961016,483.5658470881825,false,14,9941.69471304265,6169.019037794774,0.0,-1.2061738893176304,0.0,-0.5202539954422402
correct,5208.6382373475135,2088.0736968323436,1101.363172297425,502.7482504633114,1516.4531177544332,false,4,2590.821947295655,2617.8162900518582,0.0,0.053084518790053936,1.0,1.5648350537205946
empty,16127.204705084949,522.658405726351,1090.7158553205,1682.1241664778831,481.2253857847414,false,14,9107.65804100976,7019.546664075189,0.0,-1.1738573124868261,0.0,-0.9581679287586193
empty,16385.467857718595,1679.8872442431086,684.5718444949841,1258.6578599072625,675.8153487086919,false,15,10092.347278884858,6293.1205788337365,0.0,-1.0362924237376194,0.0,-1.1665643730108304
correct,3948.523079537223,1262.5806392731292,1752.5156871653971,933.4267530986968,933.4267530986968,true,3,2196.007392371826,1752.5156871653971,1.0,0.7482683967820212,1.0,0.0787874863116127
empty,17331.08423734151,508.0214355197726,1869.9871014660077,521.7456635166304,1501.661050995157,false,18,7261.516025330334,10069.568212011178,0.0,-2.4269036733234732,0.0,-0.24489177345712365
correct,2979.364055414729,1106.3107297901108,892.8480385371143,455.5163485746306,524.6889385128733,false,4,1561.8270783647415,1417.5369770499876,1.0,0.4886978475809369,1.0,1.0032993153910548
empty,16460.905014255553,871.9485827211086,919.1890583243606,888.3143092733121,958.5613446313881,false,14,9277.062874578967,7183.842139676587,0.0,-0.7327218129347238,0.0,-1.5621826335128655
empty,17530.671820907308,487.8033183650821,746.9923576785294,1083.4167062409874,529.0233936084772,false,18,10321.553691457075,7209.118129450231,1.0,-0.8786792170182003,0.5,0.5055278742031842
correct,6388.365565750743,683.9978750616486,1478.3471134844635,2116.456391162771,880.3015272396844,true,5,3680.7557934641045,2707.609772286639,0.5,0.0827078882347215,0.0,-0.7844996348798192
empty,17546.831719543516,881.729875704558,871.2324069751969,669.7133801972468,697.5476611608433,false,18,8781.976100274496,8764.855619269018,0.0,-0.4017096223829754,0.0,-1.5189007778851868
empty,16336.135157815203,688.0516981108136,2121.3391522734714,1668.1050360300635,1469.2630776006747,false,15,8908.495005791703,7427.640152023499,0.0,-0.44223980457642464,0.0,-1.181594724947895
empty,16522.65639034721,1155.0083035344915,505.89713270520485,1681.7930513382742,735.5689005988145,false,15,9230.693464118765,7291.962926228443,0.0,-1.1713650222394467,0.5,-0.0848688039593195
correct,12080.246152086787,484.6421429481354,1058.969525556023,1311.082525584574,454.9856373043154,true,11,5260.146878759277,6820.099273327511,1.0,0.1523690012558951,0.0,-0.6961983009672598
correct,9739.08772905018,444.3025554966995,655.8764972482004,2115.394422986426,1516.2407586565485,false,8,6144.449675472808,3594.6380535773715,0.0,-0.857938471310168,0.0,0.4015129470716203
empty,15264.742318135373,1290.1134890720125,1122.555783430223,702.8061324411947,3299.898418242589,false,11,9962.830518581322,5301.911799554051,0.0,-1.1379621321187259,0.0,-0.7377333841053827
empty,15702.601487705706,3931.728863254415,1703.7260267756424,1362.2023494164623,1110.8435714507252,false,12,9490.593088112055,6212.008399593651,0.0,-1.3271159630381293,0.0,-0.40354697972015313
correct,3683.4965694039283,687.0772127043153,1103.854908201246,1892.5644484983668,1892.5644484983668,true,3,2579.6416612026824,1103.854908201246,0.5,0.0531571320011458,0.0,-1.4696622620215523
correct,8844.108781258969,1696.6392834828603,738.706150898409,1932.0800088161968,1064.546466667621,false,6,5371.5266850985645,3472.582096160405,0.0,-1.250177117951846,1.0,1.419354345968457
correct,3412.305641561347,507.6238038349362,1308.7086172469396,905.779901759539,690.193318719932,false,4,1413.4037055944752,1998.9019359668716,1.0,2.0134376456272176,1.0,2.4560268020626577
correct,3147.384262360004,701.2472841670112,895.422085403713,1054.0001863208288,496.714706468451,false,4,1755.24747048784,1392.136791872164,0.0,-0.7375019372001883,1.0,1.201307266458788
correct,2450.599269052667,932.9342565923461,1517.6650124603207,NaN,1517.6650124603207,false,2,932.9342565923461,1517.6650124603207,1.0,1.9269587147493126,1.0,1.7869727191648193
empty,15675.905515450331,465.4008065170643,1483.6870259564578,2285.4967322600123,1724.1085984821366,false,12,7168.097364336512,8507.808151113819,0.0,-0.8639173819997504,0.0,-1.772536494163988
correct,1930.6151457505662,1930.6151457505662,NaN,NaN,1930.6151457505662,true,1,1930.6151457505662,0.0,1.0,0.7330176548964796,1.0,1.792302278928461
empty,15583.859562746571,1071.833367718647,1310.2703924328293,1062.5071547199211,3106.2760757673373,false,12,7598.733515846205,7985.126046900366,0.0,-0.3505536620513171,0.0,-1.2358775039293908
correct,1967.007962704805,867.5830129704691,1099.424949734336,NaN,1099.424949734336,false,2,867.5830129704691,1099.424949734336,0.0,-0.777721779972059,0.0,-0.18759153325712596
correct,7218.136006726718,1554.554949158279,1872.9858834670215,1920.9031651396117,875.7846326920978,true,5,4351.2427469899885,2866.8932597367293,1.0,0.5243334134761389,1.0,-0.1357375826172187
correct,3143.3561536952575,451.8347378010579,1276.7128480674403,701.7296422517496,713.0789255750093,false,4,1153.5643800528076,1989.7917736424497,1.0,0.5409323055179912,0.0,0.8480664906969142
correct,5002.350203504671,1971.314753849396,3031.0354496552754,NaN,3031.0354496552754,false,2,1971.314753849396,3031.0354496552754,0.0,-0.41940989786293015,1.0,0.651721529857706
empty,14762.408164217808,3760.1117967041723,699.8782517040612,1962.1473887018535,2667.95431601896,false,9,11022.140953225582,3740.2672109922255,0.0,-1.1691313479640242,0.0,0.09730721936141148
empty,15572.700062780597,1700.5143486568995,1492.3684423219165,1866.163979104911,521.5488784278047,false,12,8357.210058830713,7215.490003949883,0.0,-0.2509460683801629,0.0,-1.6496498775576802
correct,3009.921721254724,497.72786027756945,882.3083412000681,1109.2320138958394,520.6535058812473,false,4,1606.959874173409,1402.9618470813152,0.0,0.9305523324022341,1.0,1.0676831048203899
empty,16070.367313587274,1919.706295286615,885.0151146343998,1102.8112523065693,704.4468156658637,false,14,8039.73701903082,8030.630294556455,1.0,-0.770828970100308,0.0,-0.8451220345432386
correct,6678.964095919026,3295.396189145599,496.38515166787806,686.9366235004622,1097.8796096897036,true,5,5080.212422335764,1598.7516735832614,0.0,0.12335548786345318,0.0,-1.2130777999947118
correct,9359.92177567476,669.8265279384598,676.2990573560852,1334.54514229495,1112.4470207735335,false,12,4846.815500517162,4513.106275157597,0.0,-0.8949497877041899,0.0,0.6333314473640298
correct,4934.673496344873,1109.1126189968684,1274.5628822145968,495.82396691176643,460.7224871126397,true,5,2065.6590730212743,2869.014423323598,1.0,1.0333233156438786,0.0,-1.2008467927272282
empty,15629.589082222305,1856.5151256863624,1242.2543858107256,936.2580689126352,1507.9976218264223,false,12,6199.677744554458,9429.911337667847,0.0,-0.6976260086458037,0.0,-0.5478005216706732
correct,3916.960716914846,864.1473960898389,1676.903836161743,667.9416040107901,707.967880652474,false,4,1532.0890001006292,2384.871716814217,0.5,-0.4272781587975329,0.0,0.7596401888931583
correct,5766.755922268448,2105.836203994226,703.2806731537333,523.9245006156569,496.01924406751635,false,6,3719.0998394042854,2047.6560828641625,0.0,0.12147282000328352,1.0,1.6170130915929666
correct,3148.1767776873226,2244.5612172664446,903.615560420878,NaN,903.615560420878,false,2,2244.5612172664446,903.615560420878,0.0,-0.7435597384109117,1.0,1.711622414091199
correct,6707.0923315037,1344.4190986871338,1250.6095672343686,695.5881542607309,896.3489566036495,true,7,3831.001389411723,2876.090942091977,1.0,0.5402043896835456,0.0,0.40915731790229404
correct,3856.622932866193,870.7284715668251,2499.8141504394907,486.08031085987705,486.08031085987705,true,3,1356.8087824267022,2499.8141504394907,1.0,0.9521854921500696,0.0,0.047250063406627296
correct,887.1750249493432,887.1750249493432,NaN,NaN,887.1750249493432,true,1,887.1750249493432,0.0,1.0,2.1051440806141817,1.0,1.3313118096427627
correct,11091.075142009198,1868.4026598949276,1507.3885075571359,1460.9422107228895,1095.5845949007978,false,10,6348.524541538573,4742.550600470624,0.0,-0.8037762181254369,0.0,0.21631796560157907
correct,703.8619929168975,703.8619929168975,NaN,NaN,703.8619929168975,true,1,703.8619929168975,0.0,1.0,1.3071679980151174,1.0,0.052555354584456884
correct,3127.514568474827,480.05259753611347,1075.0339985044982,686.936440727269,885.491531706946,false,4,1166.9890382633826,1960.5255302114442,0.0,-0.02697254535764293,1.0,1.399742926304125
correct,1323.2104968810681,1323.2104968810681,NaN,NaN,1323.2104968810681,true,1,1323.2104968810681,0.0,1.0,1.6580677886340207,0.5,-0.2651076243891847
empty,16168.669696860405,730.1769095497809,1309.5518207454618,709.6183831760701,685.943577692997,false,14,8471.039016919327,7697.630679941078,0.0,-0.023568071760434295,0.0,-1.629729017594558
correct,6211.893625885983,808.0264454137018,1081.4414617778598,536.1441834633388,495.08085288641666,true,7,2904.525072683506,3307.3685532024765,1.0,1.398501137236519,0.0,-0.6293198038938964
empty,17311.838109801494,1086.3676591280193,931.9563588383264,687.3129788032783,685.6047855023917,false,18,7719.598423261643,9592.23968653985,0.5,0.17382483291885997,0.0,-0.8249743131314414
correct,4142.762657469849,1063.3161871841958,906.3109026208347,1489.6657861861913,683.4697814786269,false,4,2552.981973370387,1589.7806840994617,0.0,-0.39802672380575,0.0,0.9758240909916098
correct,2418.95425277116,1113.016115324486,1305.938137446674,NaN,1305.938137446674,false,2,1113.016115324486,1305.938137446674,0.0,-2.0696738809384203,1.0,1.2536212152201625
correct,5867.724663384219,480.02994956575714,882.4793496910519,891.8707537706994,1105.64246437268,false,6,2230.0280534426947,3637.6966099415245,0.0,0.5792769420711363,1.0,0.7832595469206701
correct,2464.6075162601837,508.88134829885036,844.5860453328564,1111.1401226284768,1111.1401226284768,true,3,1620.021470927327,844.5860453328564,0.0,0.5965329493605522,0.5,0.1717940562390907
correct,3390.097822011766,1068.9357688375612,1151.7542864255402,686.9125429873906,482.49522376127385,false,4,1755.848311824952,1634.249510186814,1.0,1.5029846566182512,1.0,1.6398638685905653
correct,1724.3359832346612,1724.3359832346612,NaN,NaN,1724.3359832346612,true,1,1724.3359832346612,0.0,1.0,0.3998564921997327,1.0,2.085001801019922
correct,7547.584705143839,676.542597476694,889.5838966230518,1321.1865546453682,683.6906463032336,true,7,4377.007423442285,3170.577281701554,1.0,1.0187526415783448,0.0,-0.37080403096928455
empty,16053.056217178964,1279.3602977402877,931.0865904080745,682.9025873642018,497.84981454629053,false,13,6453.815460818014,9599.24075636095,0.0,-1.138176835933915,0.0,-0.693574482578179
empty,16116.985283355241,915.9594091465042,955.0774451174453,1538.7392823823277,1290.3468605521007,false,13,8256.97694177211,7860.0083415831305,0.5,-0.0677071360733498,0.0,-1.7281783450789665
empty,15274.060416752845,693.3982100199014,1680.6100999713917,2507.46538044789,920.7667064811618,false,11,9220.358084760848,6053.702331991997,0.5,-0.5498384576527285,0.5,-0.5471727538414287
correct,6621.607268973936,680.1742104427854,743.1487808397923,694.7376176747753,690.9516308937607,false,6,3692.106342549791,2929.5009264241444,0.5,0.10203192064075339,0.5,0.33476031832029174
correct,1851.5511926265342,861.3483393575415,462.99157796843406,527.2112753005586,527.2112753005586,true,3,1388.5596146581001,462.99157796843406,0.5,1.456542307578344,0.0,-2.576571894147161
empty,15227.424492478602,1062.5502119526593,907.5884033479117,2507.776870339013,1504.2752601769482,false,11,11123.978003409244,4103.446489069358,0.0,-2.045174397668821,0.0,-0.04324710148646686
correct,12889.459765864038,769.4082864141263,851.8176596850561,1295.5171982922293,672.9810439893503,true,9,7800.272460288152,5089.187305575885,0.0,0.2090780006101353,0.5,-0.1993497398490142
correct,3002.6726433971517,1501.4151210992113,1501.2575222979406,NaN,1501.2575222979406,false,2,1501.4151210992113,1501.2575222979406,0.0,-0.20447409439655156,0.5,0.32327236034668705
correct,1971.6341538493898,475.7180956177181,1495.9160582316717,NaN,1495.9160582316717,false,2,475.7180956177181,1495.9160582316717,0.0,-0.8554526433075803,0.0,0.2744660052794182
empty,15919.365963861394,1720.665359505619,1907.2904176329191,515.0503269804776,1317.5938062857504,false,13,7898.412094285725,8020.953869575668,0.0,0.09863704141941515,1.0,-0.3645003950778018
empty,14889.07922491569,472.32281634399845,2658.1563349203466,1300.309254600949,2879.860254615566,false,10,5091.467799873479,9797.61142504221,0.0,-0.13784059656544978,0.0,-0.45850056689965646
correct,8028.162083414994,1093.2107791307062,1278.9040662501377,2835.042589467184,1088.8387492343288,false,6,5016.945560032822,3011.2165233821725,0.0,-1.7468799654229887,0.5,0.680638623013108
correct,5479.079569333875,1113.4195361105346,1515.646868789353,687.2583458337593,1090.1894900027492,true,5,2890.867371947043,2588.2121973868325,0.0,0.18150193797769842,0.0,-0.5422165585788189
correct,5665.0833192283935,1133.0548369259457,1708.3790363554479,873.3465753461066,1306.4358763686168,true,5,3312.837288640669,2352.246030587725,1.0,0.5498476042835374,0.0,-1.147407613895722
correct,3161.77469155305,2485.611808284815,676.1628832682349,NaN,676.1628832682349,false,2,2485.611808284815,676.1628832682349,0.0,-1.1532914118186124,1.0,3.6592299085551137
correct,6498.626581851246,1053.6303675815477,1136.1553203153157,543.1771772777238,1522.3833765307943,true,7,4006.8738551443657,2491.7527267068804,1.0,0.43771673122136545,0.0,-1.4529028155085082
correct,1568.049147089103,457.5084233507518,651.6423413649608,458.8983823733905,458.8983823733905,true,3,916.4068057241423,651.6423413649608,1.0,1.200145039769656,1.0,0.7926176311541573
correct,1306.8821399747014,1306.8821399747014,NaN,NaN,1306.8821399747014,true,1,1306.8821399747014,0.0,1.0,0.5580028505062486,0.5,0.34405852997774067
empty,17497.318980835356,672.8296764329491,1474.9673937418527,1363.828429932345,1664.6664569098411,false,18,8407.942183220073,9089.376797615283,0.5,-0.23192176406311305,0.0,-0.4459436907024778
empty,15285.753352045407,1876.0833765632858,1116.3204191182945,883.9998225502053,5498.360478280116,false,11,11005.552204377578,4280.201147667829,1.0,0.1668738230890199,0.5,0.5891393767522364
correct,1266.4691724472398,1266.4691724472398,NaN,NaN,1266.4691724472398,true,1,1266.4691724472398,0.0,1.0,0.6231372486408818,1.0,1.7819591633134564
correct,8772.469926409794,3544.37938504625,1089.9674832258252,765.2494805964811,1708.2378903778776,false,6,5423.2308771686385,3349.2390492411555,0.0,-2.3520202281564857,1.0,1.036393040741032
empty,16141.805886855003,453.283615365846,1115.5880880306897,1884.0449362175618,1287.0998569511485,false,14,8540.042173203927,7601.7637136510775,0.0,-0.7568145357138091,0.0,-0.8291159729223941
empty,17087.987605727634,528.6958610088759,1906.3854322790378,1272.3983056956324,882.5380751460527,false,16,7554.416281329055,9533.57132439858,0.0,-1.707912277101552,0.0,0.1744940863099961
correct,8764.629428366245,497.2044217778466,726.3118314861368,487.7026822487196,464.59512532674034,false,10,5288.878781622985,3475.750646743259,0.0,-1.6570838190931167,0.0,-0.2162137866650118
correct,2906.2119873407437,1020.8816638064798,1456.2003876088272,429.12993592543637,429.12993592543637,true,3,1450.0115997319162,1456.2003876088272,1.0,2.297489403517064,0.0,-3.1052986000147285
empty,17299.4029323823,1169.2689174409263,504.1750140380739,888.4494836980018,519.800517950007,false,18,8406.022966015304,8893.379966366998,0.0,-3.8070264226265538,0.0,-0.723123683429945
correct,6504.761439475168,1346.655598804111,710.0520974808726,1558.6836744489685,882.4241375785386,false,6,4403.160315310408,2101.60112416476,0.5,0.55851459798115,0.0,0.3694496376089561
correct,2389.0323130809857,1079.6742970503396,1309.3580160306458,NaN,1309.3580160306458,false,2,1079.6742970503396,1309.3580160306458,0.5,-0.16940521268597736,1.0,0.2838729017794535
correct,7631.503072289002,879.7144200408947,1891.595714471801,1308.8652880898628,476.7855024105471,true,7,3399.4103963543344,4232.092675934668,0.5,1.0795199158706679,0.0,-1.1580657737110025
correct,5354.100564178247,1257.663774685362,742.7653327904557,892.2026747664164,466.2213359028709,false,6,3259.435191891319,2094.6653722869273,0.5,0.5059930779255606,1.0,0.20140423891097442
empty,17166.13513322686,718.3909552304008,987.6654270946118,930.7235284252215,1196.7824313852066,false,17,10971.283292177075,6194.851841049784,0.0,-1.4907815049237856,0.0,-1.3931190334516002
empty,14963.425576754868,926.6595460287657,1156.3793675817171,2898.216050820584,1844.2314225491189,false,10,7526.212444810041,7437.213131944825,0.0,-1.5247061224318021,0.0,-0.8539987628868204
correct,696.0971400687505,696.0971400687505,NaN,NaN,696.0971400687505,true,1,696.0971400687505,0.0,1.0,2.6466352652407013,0.0,-0.5655599499499766
correct,3099.4532023738147,872.204432090944,1305.6313961952762,921.6173740875944,921.6173740875944,true,3,1793.8218061785383,1305.6313961952762,1.0,1.6592402892244853,0.5,0.1693277768458288
empty,14645.35588094121,483.79278852847443,1878.764979814094,484.68192716090516,6072.819467528583,false,9,9017.960154452609,5627.395726488602,0.5,-0.8632357614710046,0.0,-0.23593932516101532
correct,2917.2730152854783,1341.346872102648,884.0159540526657,691.9101891301648,691.9101891301648,true,3,2033.2570612328127,884.0159540526657,1.0,0.8315092257615595,0.5,0.08043030865474526
correct,1281.8377722231137,1281.8377722231137,NaN,NaN,1281.8377722231137,true,1,1281.8377722231137,0.0,0.5,0.2799080309920828,0.0,-0.9630687705160752
correct,2789.8062272289844,723.2251781234761,2066.5810491055086,NaN,2066.5810491055086,false,2,723.2251781234761,2066.5810491055086,0.0,-0.10831217026243127,1.0,1.3713471834798323
correct,2645.007989168743,1294.9914479448005,877.4649785329835,472.5515626909587,472.5515626909587,true,3,1767.5430106357592,877.4649785329835,1.0,1.8650274235053041,0.5,0.4954953647494076
empty,16293.771861414178,893.8665227138927,1302.0302333301406,1703.484375768059,1102.7111588144865,false,14,7582.447307143475,8711.324554270703,0.0,-0.10675141132439725,0.0,-0.7878645468235181
correct,8922.736602188026,479.64452159139023,835.4938561629587,767.1947152604469,1083.74622001719,true,9,4168.421180516625,4754.3154216714,0.0,0.2248675845782761,0.0,-1.4367575146647467
empty,16026.953360248892,540.9142194940728,1101.701997764118,1702.151879169998,1706.7009562794092,false,13,8250.865045326704,7776.088314922187,0.0,-0.18161398124246225,0.5,0.16978662360506888
correct,1409.5471723071203,519.9601714717805,889.5870008353397,NaN,889.5870008353397,false,2,519.9601714717805,889.5870008353397,1.0,-0.6711301108856002,1.0,1.6671227232742942
correct,3503.3481113482294,555.3830843497344,837.0324441439609,883.022379094255,487.9598202196519,true,5,1926.3652836636413,1576.9828276845883,1.0,1.395219892900252,0.0,-1.474756914376428
correct,1433.8541379108356,688.4296859738653,745.4244519369702,NaN,745.4244519369702,false,2,688.4296859738653,745.4244519369702,0.0,-0.4447934887832141,1.0,1.7674583559707455
correct,2711.916179109108,656.0892772498786,919.6944598076602,1136.132442051569,1136.132442051569,true,3,1792.2217193014476,919.6944598076602,0.5,0.999244735169952,0.0,-2.7028947841257542
correct,13352.899671980442,871.9531938879668,1113.3577429273394,3155.0300048406966,1453.5229670239048,false,10,6315.425615851434,7037.474056129008,0.5,0.4866113131170287,1.0,0.0844226606207239
correct,1825.2117516292428,924.3940237000514,900.8177279291915,NaN,900.8177279291915,false,2,924.3940237000514,900.8177279291915,0.0,-0.7875143511776438,1.0,0.588878603387826
correct,944.1282858221955,944.1282858221955,NaN,NaN,944.1282858221955,true,1,944.1282858221955,0.0,0.5,0.34265198992527923,1.0,0.8903498527694141
empty,15824.184805239409,690.1166647788282,866.9932197749637,3118.1795572814867,489.21289216202445,false,13,10048.923778447597,5775.261026791813,0.0,-0.34565395595128295,0.0,-1.3183134528337257
correct,10779.573738483261,901.1704171259129,970.3920271448593,1268.2424534043598,481.89873958891906,true,11,6091.062938287088,4688.510800196173,0.0,0.16529644352144443,0.0,0.1679256283950757
correct,2460.557276031199,1318.6530160871723,1141.9042599440268,NaN,1141.9042599440268,false,2,1318.6530160871723,1141.9042599440268,1.0,1.2989656980863538,1.0,2.424983129590468
empty,15024.19202375695,1336.8553696705021,1255.7306709510863,1352.6293920971598,1097.6385174903653,false,10,6595.107629782592,8429.084393974357,0.0,-1.3583719301111299,0.0,-0.47757898371642876
empty,16927.830922368106,945.6529845968778,1105.976111126274,737.433925681024,1451.5868218891953,false,16,7094.799999287672,9833.030923080434,0.5,0.39949519643969944,0.0,-1.9057401357525274
empty,15945.546190694673,719.8439482104185,659.9370596540731,1256.5655471996752,2845.7867077478622,false,13,8975.956811431024,6969.58937926365,0.0,-0.7067647311135488,0.0,-0.8133985834913409
correct,3335.7044819835282,955.6913005776833,1090.0006947320708,1290.0124866737744,1290.0124866737744,true,3,2245.7037872514575,1090.0006947320708,0.5,1.265429231764275,1.0,0.39942743273982206
correct,3441.6728211984346,713.0779053507348,685.2203281069075,1296.7777599040821,746.5968278367102,false,4,2009.8556652548168,1431.8171559436178,0.0,-0.015200182333735157,0.5,1.1558474048523295
empty,16482.010514743753,680.8842633476928,1326.92368514912,676.1708529355435,888.1491185459405,false,15,7392.350012044072,9089.66050269968,0.0,0.04256315869437782,0.0,-1.3484949194713167
correct,8379.213706923461,1460.2575684720332,959.5279375060429,2322.2655528824594,2892.932761447845,true,5,6675.455882802338,1703.7578241211227,0.5,0.2730612680911512,0.0,-2.098959133595462
empty,16839.243335637962,1428.4907971798107,677.489111370397,736.8203277622586,516.9627237075779,false,16,10609.912864802338,6229.3304708356245,0.0,-2.1553218800385,0.0,-2.309593140797936
correct,2885.8191009591064,944.7557828593842,654.0496249570253,1287.013693142697,1287.013693142697,true,3,2231.7694760020813,654.0496249570253,1.0,0.7810031466969154,0.0,0.4306557555734579
empty,17585.227700959716,1057.8540016439251,1555.311970421015,881.8518826739439,783.9933152469875,false,18,9284.01317867713,8301.214522282586,0.0,-0.43645752996030557,1.0,0.05835887944639104
empty,16782.747562705736,481.78944084526336,899.1151007533995,852.600940181529,1265.8356129351764,false,17,8273.694037830941,8509.053524874795,0.0,-1.3654814625570466,1.0,-0.16726967944426083
empty,16569.189290247676,533.5812741474671,1076.9009525949916,1674.8126728027478,907.545541297613,false,15,8476.552593378636,8092.636696869039,0.5,-0.35778094298775787,0.0,-0.7038285548766283
empty,15570.272297545947,3078.877243505044,892.0689525882046,1138.6656015410813,692.1466034298436,false,12,9476.422037566716,6093.850259979233,0.0,-0.18263394481619133,0.0,-1.387044343760476
correct,11783.686709312522,506.45415430677645,915.6405009932246,1852.6009102473117,673.339477461405,true,9,6235.860102347263,5547.826606965258,0.5,0.7644879100408567,0.0,-0.6922297720270281
correct,4547.41443166634,664.3185753883599,480.5367918253799,2720.012396964448,682.5466674881521,false,4,3384.3309723528077,1163.083459313532,0.0,-2.068266755155808,1.0,1.837403444284769
empty,15186.955380216172,3108.680107758276,1907.590379157052,464.8066343096218,915.263417250776,false,11,7957.7708820244015,7229.184498191771,0.0,-0.759032674033499,0.0,-0.9370062925805722
correct,1719.330919259073,1719.330919259073,NaN,NaN,1719.330919259073,true,1,1719.330919259073,0.0,1.0,1.4399454160371052,1.0,1.9040635986990606
correct,1426.116178791422,521.4914209128533,904.6247578785687,NaN,904.6247578785687,false,2,521.4914209128533,904.6247578785687,0.0,-0.12798133631861475,1.0,1.5562882754107619
empty,16757.02380155517,897.6255640503773,940.9470654862268,680.4562596800711,898.3285598878535,false,16,8748.879418089182,8008.1443834659885,0.5,-0.6518383733769576,0.0,-1.077057907384365
empty,16635.392017682694,674.971225986215,693.3205913102602,879.0999368345938,902.2317209079172,false,16,9790.926145702375,6844.465871980321,0.0,-0.7364114331499441,0.0,-1.7156542550310605
