duration,presentation,n_pres,pretest_accuracy_first,pretest_accuracy_second,response_type,trial_id
2670.497029722927,5,11,0.0,0.5,empty,14
671.8628600912905,6,11,0.0,0.5,empty,14
731.7990631225106,7,11,0.0,0.5,empty,14
1466.621803888747,8,11,0.0,0.5,empty,14
478.06485979071635,9,11,0.0,0.5,empty,14
683.3358685086852,10,11,0.0,0.5,empty,14
491.25110812949447,11,11,0.0,0.5,empty,14
943.245833684701,1,3,0.5,0.0,correct,15
1084.0880162528733,2,3,0.5,0.0,correct,15
456.7649380811213,3,3,0.5,0.0,correct,15
906.7462913476281,1,4,0.5,1.0,correct,16
722.6197789839356,2,4,0.5,1.0,correct,16
911.3417775313789,3,4,0.5,1.0,correct,16
712.6190710305896,4,4,0.5,1.0,correct,16
1294.2336270995047,1,4,0.0,1.0,correct,17
888.6660510785837,2,4,0.0,1.0,correct,17
1270.876172672587,3,4,0.0,1.0,correct,17
457.989949700685,4,4,0.0,1.0,correct,17
876.4250802799696,1,14,0.0,0.0,empty,18
696.8978465560415,2,14,0.0,0.0,empty,18
1667.3852903910004,3,14,0.0,0.0,empty,18
911.4121266112961,4,14,0.0,0.0,empty,18
966.1133137983793,5,14,0.0,0.0,empty,18
536.5077853056972,6,14,0.0,0.0,empty,18
1087.2664676166626,7,14,0.0,0.0,empty,18
1476.786610151922,8,14,0.0,0.0,empty,18
482.28334162825973,9,14,0.0,0.0,empty,18
1282.2578455765304,10,14,0.0,0.0,empty,18
3263.965880245319,11,14,0.0,0.0,empty,18
848.9546566477791,12,14,0.0,0.0,empty,18
1105.6303379753058,13,14,0.0,0.0,empty,18
886.3954297700215,14,14,0.0,0.0,empty,18
676.0538839297167,1,13,0.5,0.0,empty,19
521.78963409308,2,13,0.5,0.0,empty,19
1437.8237475258866,3,13,0.5,0.0,empty,19
1508.5747557008187,4,13,0.5,0.0,empty,19
672.3963040664881,5,13,0.5,0.0,empty,19
3100.1911690656257,6,13,0.5,0.0,empty,19
667.4807211433234,7,13,0.5,0.0,empty,19
1371.9913178887045,8,13,0.5,0.0,empty,19
671.1790875121224,9,13,0.5,0.0,empty,19
1070.1665838231156,10,13,0.5,0.0,empty,19
2062.8433828745733,11,13,0.5,0.0,empty,19
1491.4987129969243,12,13,0.5,0.0,empty,19
525.0072640452971,13,13,0.5,0.0,empty,19
1662.157190983359,1,15,0.5,0.0,empty,20
2126.788463099483,2,15,0.5,0.0,empty,20
945.1289042139186,3,15,0.5,0.0,empty,20
1116.7217668660837,4,15,0.5,0.0,empty,20
1930.627490445701,5,15,0.5,0.0,empty,20
913.2042381047528,6,15,0.5,0.0,empty,20
696.2940087015146,7,15,0.5,0.0,empty,20
689.6058856824968,8,15,0.5,0.0,empty,20
897.7691073812917,9,15,0.5,0.0,empty,20
679.3098487327948,10,15,0.5,0.0,empty,20
507.8740176125428,11,15,0.5,0.0,empty,20
1709.4302378986981,12,15,0.5,0.0,empty,20
884.7847731293313,13,15,0.5,0.0,empty,20
848.2300551192908,14,15,0.5,0.0,empty,20
922.0243968051825,15,15,0.5,0.0,empty,20
1715.6124161257062,1,12,0.5,1.0,empty,21
512.0551047882918,2,12,0.5,1.0,empty,21
921.4467002163663,3,12,0.5,1.0,empty,21
458.87359062705207,4,12,0.5,1.0,empty,21
884.492094167669,5,12,0.5,1.0,empty,21
1891.4186392370184,6,12,0.5,1.0,empty,21
3135.0869852424808,7,12,0.5,1.0,empty,21
1879.279401237296,8,12,0.5,1.0,empty,21
1081.7987146607222,9,12,0.5,1.0,empty,21
871.7834625317437,10,12,0.5,1.0,empty,21
1674.0709154706428,11,12,0.5,1.0,empty,21
499.04307091573247,12,12,0.5,1.0,empty,21
1294.7417374261825,1,6,0.0,1.0,correct,22
1329.626200767492,2,6,0.0,1.0,correct,22
939.6089006800204,3,6,0.0,1.0,correct,22
1121.0493227313248,4,6,0.0,1.0,correct,22
1342.56714182627,5,6,0.0,1.0,correct,22
690.0023823252316,6,6,0.0,1.0,correct,22
1083.2079665320389,1,13,0.0,0.0,empty,23
2218.7986350945503,2,13,0.0,0.0,empty,23
1088.5733156992892,3,13,0.0,0.0,empty,23
1081.0708069549682,4,13,0.0,0.0,empty,23
681.9799212801804,5,13,0.0,0.0,empty,23
1333.9559509499968,6,13,0.0,0.0,empty,23
1516.3807945977608,7,13,0.0,0.0,empty,23
1093.6724405705338,8,13,0.0,0.0,empty,23
787.8824443648014,9,13,0.0,0.0,empty,23
2075.9061386772214,10,13,0.0,0.0,empty,23
486.0443770753712,11,13,0.0,0.0,empty,23
739.9319810284449,12,13,0.0,0.0,empty,23
1677.8666439246592,13,13,0.0,0.0,empty,23
2308.994362378845,1,14,0.0,0.0,empty,24
703.690573407944,2,14,0.0,0.0,empty,24
743.3247544961016,3,14,0.0,0.0,empty,24
846.6130513892082,4,14,0.0,0.0,empty,24
1691.904247585867,5,14,0.0,0.0,empty,24
1271.8726948531582,6,14,0.0,0.0,empty,24
1509.3896005183171,7,14,0.0,0.0,empty,24
1113.5581980681764,8,14,0.0,0.0,empty,24
1087.004529654167,9,14,0.0,0.0,empty,24
899.927758298968,10,14,0.0,0.0,empty,24
1093.8229848689725,11,14,0.0,0.0,empty,24
849.7909146891363,12,14,0.0,0.0,empty,24
1507.25423354038,13,14,0.0,0.0,empty,24
483.5658470881825,14,14,0.0,0.0,empty,24
2088.0736968323436,1,4,0.0,1.0,correct,25
1101.363172297425,2,4,0.0,1.0,correct,25
502.7482504633114,3,4,0.0,1.0,correct,25
1516.4531177544332,4,4,0.0,1.0,correct,25
522.658405726351,1,14,0.0,0.0,empty,26
1090.7158553205,2,14,0.0,0.0,empty,26
1682.1241664778831,3,14,0.0,0.0,empty,26
490.1016872139176,4,14,0.0,0.0,empty,26
1157.7196283762019,5,14,0.0,0.0,empty,26
1277.3108298708619,6,14,0.0,0.0,empty,26
1462.4676299579423,7,14,0.0,0.0,empty,26
679.094305934404,8,14,0.0,0.0,empty,26
675.8595343487648,9,14,0.0,0.0,empty,26
2080.456018168094,10,14,0.0,0.0,empty,26
870.8597730600864,11,14,0.0,0.0,empty,26
920.6425817826705,12,14,0.0,0.0,empty,26
2735.968903062528,13,14,0.0,0.0,empty,26
481.2253857847414,14,14,0.0,0.0,empty,26
1679.8872442431086,1,15,0.0,0.0,empty,27
684.5718444949841,2,15,0.0,0.0,empty,27
1258.6578599072625,3,15,0.0,0.0,empty,27
728.1582555666314,4,15,0.0,0.0,empty,27
670.5372903221056,5,15,0.0,0.0,empty,27
1458.3174023018462,6,15,0.0,0.0,empty,27
883.2236765644674,7,15,0.0,0.0,empty,27
508.35028647446586,8,15,0.0,0.0,empty,27
917.4199482747707,9,15,0.0,0.0,empty,27
693.4914921251653,10,15,0.0,0.0,empty,27
741.6337097960691,11,15,0.0,0.0,empty,27
1315.8626850050118,12,15,0.0,0.0,empty,27
3265.1722010683816,13,15,0.0,0.0,empty,27
904.3686128656319,14,15,0.0,0.0,empty,27
675.8153487086919,15,15,0.0,0.0,empty,27
1262.5806392731292,1,3,1.0,1.0,correct,28
1752.5156871653971,2,3,1.0,1.0,correct,28
933.4267530986968,3,3,1.0,1.0,correct,28
508.0214355197726,1,18,0.0,0.0,empty,29
1869.9871014660077,2,18,0.0,0.0,empty,29
521.7456635166304,3,18,0.0,0.0,empty,29
1108.540445898125,4,18,0.0,0.0,empty,29
662.9276413971311,5,18,0.0,0.0,empty,29
918.5267761403145,6,18,0.0,0.0,empty,29
709.3824404963168,7,18,0.0,0.0,empty,29
915.8211118633033,8,18,0.0,0.0,empty,29
1275.5763325162202,9,18,0.0,0.0,empty,29
1478.3166122430343,10,18,0.0,0.0,empty,29
890.956405591138,11,18,0.0,0.0,empty,29
464.5616951054982,12,18,0.0,0.0,empty,29
1267.7996943526132,13,18,0.0,0.0,empty,29
723.0077171988428,14,18,0.0,0.0,empty,29
909.0332896977885,15,18,0.0,0.0,empty,29
1089.1457011008956,16,18,0.0,0.0,empty,29
516.0731222427221,17,18,0.0,0.0,empty,29
1501.661050995157,18,18,0.0,0.0,empty,29
1106.3107297901108,1,4,1.0,1.0,correct,30
892.8480385371143,2,4,1.0,1.0,correct,30
455.5163485746306,3,4,1.0,1.0,correct,30
524.6889385128733,4,4,1.0,1.0,correct,30
871.9485827211086,1,14,0.0,0.0,empty,31
919.1890583243606,2,14,0.0,0.0,empty,31
888.3143092733121,3,14,0.0,0.0,empty,31
921.9637488146503,4,14,0.0,0.0,empty,31
2962.4528284287317,5,14,0.0,0.0,empty,31
484.31185685256344,6,14,0.0,0.0,empty,31
1280.6395124740288,7,14,0.0,0.0,empty,31
1936.418045160986,8,14,0.0,0.0,empty,31
913.8688757521243,9,14,0.0,0.0,empty,31
552.6323836430292,10,14,0.0,0.0,empty,31
893.9162342368811,11,14,0.0,0.0,empty,31
1410.7657022496096,12,14,0.0,0.0,empty,31
1465.922531692781,13,14,0.0,0.0,empty,31
958.5613446313881,14,14,0.0,0.0,empty,31
487.8033183650821,1,18,1.0,0.5,empty,32
746.9923576785294,2,18,1.0,0.5,empty,32
1083.4167062409874,3,18,1.0,0.5,empty,32
509.5126392192209,4,18,1.0,0.5,empty,32
908.2936736952395,5,18,1.0,0.5,empty,32
926.7555416966937,6,18,1.0,0.5,empty,32
692.0082955772955,7,18,1.0,0.5,empty,32
645.2501912649876,8,18,1.0,0.5,empty,32
1894.750675905535,9,18,1.0,0.5,empty,32
711.7094451145728,10,18,1.0,0.5,empty,32
1089.732973897148,11,18,1.0,0.5,empty,32
1299.7679802395978,12,18,1.0,0.5,empty,32
2114.280100672873,13,18,1.0,0.5,empty,32
514.4777535712637,14,18,1.0,0.5,empty,32
933.7422629996394,15,18,1.0,0.5,empty,32
1325.6288270568882,16,18,1.0,0.5,empty,32
1117.5256841032756,17,18,1.0,0.5,empty,32
529.0233936084772,18,18,1.0,0.5,empty,32
683.9978750616486,1,5,0.5,0.0,correct,33
1478.3471134844635,2,5,0.5,0.0,correct,33
2116.456391162771,3,5,0.5,0.0,correct,33
1229.262658802175,4,5,0.5,0.0,correct,33
880.3015272396844,5,5,0.5,0.0,correct,33
881.729875704558,1,18,0.0,0.0,empty,34
871.2324069751969,2,18,0.0,0.0,empty,34
669.7133801972468,3,18,0.0,0.0,empty,34
901.2166630135387,4,18,0.0,0.0,empty,34
1529.1320805730063,5,18,0.0,0.0,empty,34
703.6427787661479,6,18,0.0,0.0,empty,34
876.185684945084,7,18,0.0,0.0,empty,34
1113.7873441825466,8,18,0.0,0.0,empty,34
1509.5457631002648,9,18,0.0,0.0,empty,34
920.3170417675224,10,18,0.0,0.0,empty,34
722.0315264585134,11,18,0.0,0.0,empty,34
1509.550375190047,12,18,0.0,0.0,empty,34
919.8864261943082,13,18,0.0,0.0,empty,34
1156.271291480075,14,18,0.0,0.0,empty,34
770.4973849992289,15,18,0.0,0.0,empty,34
891.2900567331008,16,18,0.0,0.0,empty,34
903.2539781022851,17,18,0.0,0.0,empty,34
697.5476611608433,18,18,0.0,0.0,empty,34
688.0516981108136,1,15,0.0,0.0,empty,35
2121.3391522734714,2,15,0.0,0.0,empty,35
1668.1050360300635,3,15,0.0,0.0,empty,35
715.7596087482038,4,15,0.0,0.0,empty,35
868.8372177274565,5,15,0.0,0.0,empty,35
711.4930008724073,6,15,0.0,0.0,empty,35
888.5326283361214,7,15,0.0,0.0,empty,35
1477.608095984362,8,15,0.0,0.0,empty,35
742.5192028938635,9,15,0.0,0.0,empty,35
652.3300053696727,10,15,0.0,0.0,empty,35
899.2883550508536,11,15,0.0,0.0,empty,35
849.7569748649004,12,15,0.0,0.0,empty,35
1683.8977900418556,13,15,0.0,0.0,empty,35
899.3533139104811,14,15,0.0,0.0,empty,35
1469.2630776006747,15,15,0.0,0.0,empty,35
1155.0083035344915,1,15,0.0,0.5,empty,36
505.89713270520485,2,15,0.0,0.5,empty,36
1681.7930513382742,3,15,0.0,0.5,empty,36
1485.772726890413,4,15,0.0,0.5,empty,36
673.1021030452168,5,15,0.0,0.5,empty,36
865.1687206663461,6,15,0.0,0.5,empty,36
1094.1883570168982,7,15,0.0,0.5,empty,36
880.2487126963069,8,15,0.0,0.5,empty,36
1288.7202123031964,9,15,0.0,0.5,empty,36
951.375821321396,10,15,0.0,0.5,empty,36
895.6545367351803,11,15,0.0,0.5,empty,36
1697.463215398766,12,15,0.0,0.5,empty,36
1706.6579995466923,13,15,0.0,0.5,empty,36
906.036596550011,14,15,0.0,0.5,empty,36
735.5689005988145,15,15,0.0,0.5,empty,36
484.6421429481354,1,11,1.0,0.0,correct,37
1058.969525556023,2,11,1.0,0.0,correct,37
1311.082525584574,3,11,1.0,0.0,correct,37
644.2788303404891,4,11,1.0,0.0,correct,37
843.4194873114154,5,11,1.0,0.0,correct,37
3668.5191628839484,6,11,1.0,0.0,correct,37
1055.7715208623392,7,11,1.0,0.0,correct,37
540.3043052644423,8,11,1.0,0.0,correct,37
1110.245564748497,9,11,1.0,0.0,correct,37
908.0274492826073,10,11,1.0,0.0,correct,37
454.9856373043154,11,11,1.0,0.0,correct,37
444.3025554966995,1,8,0.0,0.0,correct,38
655.8764972482004,2,8,0.0,0.0,correct,38
2115.394422986426,3,8,0.0,0.0,correct,38
691.1101396889169,4,8,0.0,0.0,correct,38
1295.907912923819,5,8,0.0,0.0,correct,38
731.4106579837053,6,8,0.0,0.0,correct,38
2288.844784065863,7,8,0.0,0.0,correct,38
1516.2407586565485,8,8,0.0,0.0,correct,38
1290.1134890720125,1,11,0.0,0.0,empty,39
1122.555783430223,2,11,0.0,0.0,empty,39
702.8061324411947,3,11,0.0,0.0,empty,39
680.1437122671895,4,11,0.0,0.0,empty,39
2704.0746398235256,5,11,0.0,0.0,empty,39
683.5141275433315,6,11,0.0,0.0,empty,39
890.8846598443993,7,11,0.0,0.0,empty,39
1104.489455526676,8,11,0.0,0.0,empty,39
1075.0531791576016,9,11,0.0,0.0,empty,39
1711.2087207866302,10,11,0.0,0.0,empty,39
3299.898418242589,11,11,0.0,0.0,empty,39
3931.728863254415,1,12,0.0,0.0,empty,40
1703.7260267756424,2,12,0.0,0.0,empty,40
1362.2023494164623,3,12,0.0,0.0,empty,40
750.3404394301193,4,12,0.0,0.0,empty,40
1067.75373353431,5,12,0.0,0.0,empty,40
1081.7071947361705,6,12,0.0,0.0,empty,40
896.9536680752783,7,12,0.0,0.0,empty,40
862.2780313218312,8,12,0.0,0.0,empty,40
731.4665722926006,9,12,0.0,0.0,empty,40
703.1131358791624,10,12,0.0,0.0,empty,40
1500.4879015389893,11,12,0.0,0.0,empty,40
1110.8435714507252,12,12,0.0,0.0,empty,40
687.0772127043153,1,3,0.5,0.0,correct,41
1103.854908201246,2,3,0.5,0.0,correct,41
1892.5644484983668,3,3,0.5,0.0,correct,41
1696.6392834828603,1,6,0.0,1.0,correct,42
738.706150898409,2,6,0.0,1.0,correct,42
1932.0800088161968,3,6,0.0,1.0,correct,42
1669.3294785943754,4,6,0.0,1.0,correct,42
1742.8073927995076,5,6,0.0,1.0,correct,42
1064.546466667621,6,6,0.0,1.0,correct,42
507.6238038349362,1,4,1.0,1.0,correct,43
1308.7086172469396,2,4,1.0,1.0,correct,43
905.779901759539,3,4,1.0,1.0,correct,43
690.193318719932,4,4,1.0,1.0,correct,43
701.2472841670112,1,4,0.0,1.0,correct,44
895.422085403713,2,4,0.0,1.0,correct,44
1054.0001863208288,3,4,0.0,1.0,correct,44
496.714706468451,4,4,0.0,1.0,correct,44
932.9342565923461,1,2,1.0,1.0,correct,45
1517.6650124603207,2,2,1.0,1.0,correct,45
465.4008065170643,1,12,0.0,0.0,empty,46
1483.6870259564578,2,12,0.0,0.0,empty,46
2285.4967322600123,3,12,0.0,0.0,empty,46
1120.4230062479728,4,12,0.0,0.0,empty,46
1098.3396868432394,5,12,0.0,0.0,empty,46
1712.3843673789547,6,12,0.0,0.0,empty,46
846.9418490486398,7,12,0.0,0.0,empty,46
956.3800097821119,8,12,0.0,0.0,empty,46
950.848455710703,9,12,0.0,0.0,empty,46
1510.8251432661855,10,12,0.0,0.0,empty,46
1521.0698339568537,11,12,0.0,0.0,empty,46
1724.1085984821366,12,12,0.0,0.0,empty,46
1930.6151457505662,1,1,1.0,1.0,correct,47
1071.833367718647,1,12,0.0,0.0,empty,48
1310.2703924328293,2,12,0.0,0.0,empty,48
1062.5071547199211,3,12,0.0,0.0,empty,48
519.7994621200864,4,12,0.0,0.0,empty,48
477.82067551028854,5,12,0.0,0.0,empty,48
862.3997828260575,6,12,0.0,0.0,empty,48
2514.5095279112056,7,12,0.0,0.0,empty,48
463.36597371762616,8,12,0.0,0.0,empty,48
1556.5970299055803,9,12,0.0,0.0,empty,48
1723.0143600364288,10,12,0.0,0.0,empty,48
915.4657600805622,11,12,0.0,0.0,empty,48
3106.2760757673373,12,12,0.0,0.0,empty,48
867.5830129704691,1,2,0.0,0.0,correct,49
1099.424949734336,2,2,0.0,0.0,correct,49
1554.554949158279,1,5,1.0,1.0,correct,50
1872.9858834670215,2,5,1.0,1.0,correct,50
1920.9031651396117,3,5,1.0,1.0,correct,50
993.9073762697076,4,5,1.0,1.0,correct,50
875.7846326920978,5,5,1.0,1.0,correct,50
451.8347378010579,1,4,1.0,0.0,correct,51
1276.7128480674403,2,4,1.0,0.0,correct,51
701.7296422517496,3,4,1.0,0.0,correct,51
713.0789255750093,4,4,1.0,0.0,correct,51
1971.314753849396,1,2,0.0,1.0,correct,52
3031.0354496552754,2,2,0.0,1.0,correct,52
3760.1117967041723,1,9,0.0,0.0,empty,53
699.8782517040612,2,9,0.0,0.0,empty,53
1962.1473887018535,3,9,0.0,0.0,empty,53
1088.8454631319464,4,9,0.0,0.0,empty,53
1103.4066682015382,5,9,0.0,0.0,empty,53
908.2635431758396,6,9,0.0,0.0,empty,53
1528.520783599058,7,9,0.0,0.0,empty,53
1043.2799529803783,8,9,0.0,0.0,empty,53
2667.95431601896,9,9,0.0,0.0,empty,53
1700.5143486568995,1,12,0.0,0.0,empty,54
1492.3684423219165,2,12,0.0,0.0,empty,54
1866.163979104911,3,12,0.0,0.0,empty,54
1519.6291132857502,4,12,0.0,0.0,empty,54
1697.2485250299628,5,12,0.0,0.0,empty,54
1129.125424179591,6,12,0.0,0.0,empty,54
527.261950011964,7,12,0.0,0.0,empty,54
1682.8366838294971,8,12,0.0,0.0,empty,54
1290.6240152478535,9,12,0.0,0.0,empty,54
869.9814619053229,10,12,0.0,0.0,empty,54
1275.3972407791218,11,12,0.0,0.0,empty,54
521.5488784278047,12,12,0.0,0.0,empty,54
497.72786027756945,1,4,0.0,1.0,correct,55
882.3083412000681,2,4,0.0,1.0,correct,55
1109.2320138958394,3,4,0.0,1.0,correct,55
520.6535058812473,4,4,0.0,1.0,correct,55
1919.706295286615,1,14,1.0,0.0,empty,56
885.0151146343998,2,14,1.0,0.0,empty,56
1102.8112523065693,3,14,1.0,0.0,empty,56
1301.055697296258,4,14,1.0,0.0,empty,56
1455.6238044274105,5,14,1.0,0.0,empty,56
476.681772495206,6,14,1.0,0.0,empty,56
1075.9668834323948,7,14,1.0,0.0,empty,56
1673.4610066280725,8,14,1.0,0.0,empty,56
1083.2227755081828,9,14,1.0,0.0,empty,56
1080.9718322293322,10,14,1.0,0.0,empty,56
680.871773426273,11,14,1.0,0.0,empty,56
1908.9980556073228,12,14,1.0,0.0,empty,56
721.5342346433741,13,14,1.0,0.0,empty,56
704.4468156658637,14,14,1.0,0.0,empty,56
3295.396189145599,1,5,0.0,0.0,correct,57
496.38515166787806,2,5,0.0,0.0,correct,57
686.9366235004622,3,5,0.0,0.0,correct,57
1102.3665219153834,4,5,0.0,0.0,correct,57
1097.8796096897036,5,5,0.0,0.0,correct,57
669.8265279384598,1,12,0.0,0.0,correct,58
676.2990573560852,2,12,0.0,0.0,correct,58
1334.54514229495,3,12,0.0,0.0,correct,58
454.94907038662984,4,12,0.0,0.0,correct,58
687.4372557186986,5,12,0.0,0.0,correct,58
702.6079045494472,6,12,0.0,0.0,correct,58
899.8759331320158,7,12,0.0,0.0,correct,58
649.4051260989974,8,12,0.0,0.0,correct,58
699.2324536235758,9,12,0.0,0.0,correct,58
917.3980959929039,10,12,0.0,0.0,correct,58
555.8981878094618,11,12,0.0,0.0,correct,58
1112.4470207735335,12,12,0.0,0.0,correct,58
1109.1126189968684,1,5,1.0,0.0,correct,59
1274.5628822145968,2,5,1.0,0.0,correct,59
495.82396691176643,3,5,1.0,0.0,correct,59
1594.4515411090013,4,5,1.0,0.0,correct,59
460.7224871126397,5,5,1.0,0.0,correct,59
1856.5151256863624,1,12,0.0,0.0,empty,60
1242.2543858107256,2,12,0.0,0.0,empty,60
936.2580689126352,3,12,0.0,0.0,empty,60
737.7475013943466,4,12,0.0,0.0,empty,60
1078.047435166481,5,12,0.0,0.0,empty,60
1504.0323408104098,6,12,0.0,0.0,empty,60
704.2245007073341,7,12,0.0,0.0,empty,60
2343.8881605742445,8,12,0.0,0.0,empty,60
756.8615342840745,9,12,0.0,0.0,empty,60
2093.991327251699,10,12,0.0,0.0,empty,60
867.77107979757,11,12,0.0,0.0,empty,60
1507.9976218264223,12,12,0.0,0.0,empty,60
864.1473960898389,1,4,0.5,0.0,correct,61
1676.903836161743,2,4,0.5,0.0,correct,61
667.9416040107901,3,4,0.5,0.0,correct,61
707.967880652474,4,4,0.5,0.0,correct,61
2105.836203994226,1,6,0.0,1.0,correct,62
703.2806731537333,2,6,0.0,1.0,correct,62
523.9245006156569,3,6,0.0,1.0,correct,62
848.3561656429127,4,6,0.0,1.0,correct,62
1089.3391347944023,5,6,0.0,1.0,correct,62
496.01924406751635,6,6,0.0,1.0,correct,62
2244.5612172664446,1,2,0.0,1.0,correct,63
903.615560420878,2,2,0.0,1.0,correct,63
1344.4190986871338,1,7,1.0,0.0,correct,64
1250.6095672343686,2,7,1.0,0.0,correct,64
695.5881542607309,3,7,1.0,0.0,correct,64
664.8315575006364,4,7,1.0,0.0,correct,64
894.6451798602081,5,7,1.0,0.0,correct,64
960.6498173569722,6,7,1.0,0.0,correct,64
896.3489566036495,7,7,1.0,0.0,correct,64
870.7284715668251,1,3,1.0,0.0,correct,65
2499.8141504394907,2,3,1.0,0.0,correct,65
486.08031085987705,3,3,1.0,0.0,correct,65
887.1750249493432,1,1,1.0,1.0,correct,66
1868.4026598949276,1,10,0.0,0.0,correct,67
1507.3885075571359,2,10,0.0,0.0,correct,67
1460.9422107228895,3,10,0.0,0.0,correct,67
948.3969275479585,4,10,0.0,0.0,correct,67
667.8204913323531,5,10,0.0,0.0,correct,67
669.2961653314953,6,10,0.0,0.0,correct,67
1452.6271046341226,7,10,0.0,0.0,correct,67
521.8844051332363,8,10,0.0,0.0,correct,67
898.7320749542802,9,10,0.0,0.0,correct,67
1095.5845949007978,10,10,0.0,0.0,correct,67
703.8619929168975,1,1,1.0,1.0,correct,68
480.05259753611347,1,4,0.0,1.0,correct,69
1075.0339985044982,2,4,0.0,1.0,correct,69
686.936440727269,3,4,0.0,1.0,correct,69
885.491531706946,4,4,0.0,1.0,correct,69
1323.2104968810681,1,1,1.0,0.5,correct,70
730.1769095497809,1,14,0.0,0.0,empty,71
1309.5518207454618,2,14,0.0,0.0,empty,71
709.6183831760701,3,14,0.0,0.0,empty,71
972.1453396804443,4,14,0.0,0.0,empty,71
1066.549318874991,5,14,0.0,0.0,empty,71
1651.5628977341703,6,14,0.0,0.0,empty,71
737.9386508131643,7,14,0.0,0.0,empty,71
1475.2430054390072,8,14,0.0,0.0,empty,71
3123.703376218437,9,14,0.0,0.0,empty,71
689.8127995086168,10,14,0.0,0.0,empty,71
1044.4093294067807,11,14,0.0,0.0,empty,71
913.3712391403808,12,14,0.0,0.0,empty,71
1058.6430488801036,13,14,0.0,0.0,empty,71
685.943577692997,14,14,0.0,0.0,empty,71
