wid,word,image,practice,block,typing_rt,response,type_time,rt,response_type,judgement_type,judgement
w04ea39f,bee,../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg,True,0,4091.399999856949,,0.0,4091.399999856949,empty,fok,2.0
w04ea39f,sand,../static/stimuli/images/roof/sun_aqhqmhidvlrpfhie.jpg,True,0,1017.0999999046326,sand,1093.5,2110.5999999046326,correct,confidence,3.0
w04ea39f,bread,../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg,True,0,1711.3999998569489,,0.0,1711.3999998569489,empty,fok,1.0
w04ea39f,cat,../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg,False,0,1040.7999999523163,cat,563.0999999046326,1603.8999998569489,correct,confidence,5.0
w04ea39f,toilet,../static/stimuli/images/ziggurat/sun_agbaptlibgqhrwwn.jpg,False,0,1406.7999999523163,toilet,1048.4000000953674,2455.2000000476837,correct,confidence,2.0
w04ea39f,nut,../static/stimuli/images/theater/sun_arhrqrqrgyhlozgq.jpg,False,0,1144.7000000476837,nut,832.2999999523163,1977.0,correct,confidence,3.0
w04ea39f,bone,../static/stimuli/images/ranch/sun_aychrlbscvbnniew.jpg,False,0,1396.2999999523163,,0.0,1396.2999999523163,empty,fok,1.0
w04ea39f,milk,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,False,0,2195.100000143051,,0.0,2195.100000143051,empty,fok,1.0
w04ea39f,window,../static/stimuli/images/bookstore/sun_avsybhiblxqxcayh.jpg,False,0,990.0,window,1431.2000000476837,2421.2000000476837,correct,confidence,5.0
w04ea39f,pig,../static/stimuli/images/underwater/sun_axbjbqawtejfugwt.jpg,False,0,1059.7999999523163,pig,654.5999999046326,1714.3999998569489,correct,confidence,5.0
w04ea39f,fence,../static/stimuli/images/forest/sun_anfpmkqemzwfixbm.jpg,False,0,1201.0999999046326,fence,868.2000000476837,2069.2999999523163,correct,confidence,5.0
w04ea39f,dog,../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg,False,0,1291.6000001430511,egg,639.3999998569489,1931.0,intrusion,confidence,3.0
w04ea39f,flower,../static/stimuli/images/downtown/sun_axbzajoxhnjergfp.jpg,False,0,1943.2000000476837,flower,887.8999998569489,2831.0999999046326,correct,confidence,3.0
w04ea39f,puzzle,../static/stimuli/images/laundryroom/sun_dftejcrhqzltgvmr.jpg,False,0,1373.2999999523163,puzzle,1039.5,2412.7999999523163,correct,confidence,5.0
w04ea39f,lawn,../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg,False,0,1959.2999999523163,lawn,790.7000000476837,2750.0,correct,confidence,5.0
w04ea39f,computer,../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg,False,0,1605.7000000476837,,0.0,1605.7000000476837,empty,fok,1.0
w04ea39f,drink,../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg,False,0,1985.0,,0.09999990463256836,1985.0999999046326,empty,fok,1.0
w04ea39f,lion,../static/stimuli/images/volcano/sun_ausfbukcukjcqubc.jpg,False,0,1407.1000001430511,,0.0,1407.1000001430511,empty,fok,1.0
w04ea39f,eye,../static/stimuli/images/river/sun_advruofhmqeyqmbx.jpg,False,0,1692.0999999046326,,0.0,1692.0999999046326,empty,fok,1.0
w04ea39f,bird,../static/stimuli/images/waterfall/sun_adtiwvbnsxsyohuw.jpg,False,0,1379.1000001430511,bird,756.1999998092651,2135.2999999523163,correct,confidence,5.0
w04ea39f,egg,../static/stimuli/images/warehouse/sun_aivgpdzlwqiklrwe.jpg,False,0,1264.7999999523163,egg,662.2000000476837,1927.0,correct,confidence,3.0
w04ea39f,candle,../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg,False,0,1443.3999998569489,,0.10000014305114746,1443.5,empty,fok,1.0
w04ea39f,bear,../static/stimuli/images/skiresort/sun_ancomucdrbxydgbi.jpg,False,0,1327.9000000953674,,0.0,1327.9000000953674,empty,fok,2.0
w04ea39f,duck,../static/stimuli/images/campsite/sun_azvxwxzbkknkggng.jpg,False,0,1523.4000000953674,,0.0,1523.4000000953674,empty,fok,1.0
w04ea39f,apple,../static/stimuli/images/greenhouse/sun_amgolruftenzsoay.jpg,False,0,1021.7000000476837,apple,656.4000000953674,1678.1000001430511,correct,confidence,5.0
w04ea39f,ear,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,0,1223.7000000476837,ear,724.7999999523163,1948.5,correct,confidence,3.0
w04ea39f,bed,../static/stimuli/images/sky/sun_alpjwwozdavjucpu.jpg,False,0,867.9000000953674,bed,783.8999998569489,1651.7999999523163,correct,confidence,5.0
w04ea39f,bag,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,False,0,952.0,bag,496.5,1448.5,correct,confidence,5.0
w04ea39f,cake,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,0,1651.8999998569489,cake,807.5,2459.399999856949,correct,confidence,5.0
w04ea39f,volcano,../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg,False,0,2041.1999998092651,volcano,1056.1000001430511,3097.2999999523163,correct,confidence,3.0
w04ea39f,truck,../static/stimuli/images/grocery/sun_akqpikmgyzrpoilg.jpg,False,0,1179.9000000953674,truck,830.7999999523163,2010.7000000476837,correct,confidence,5.0
