wid,word,image,practice,block,prime,prime_related,typing_rt,response,type_time,rt,response_type
w6187456,volcano,../static/stimuli/images/castle/sun_apkncxxjepzqmdyk.jpg,True,-1,False,False,3852.0,bed,4787.0,8639.0,other
w6187456,hat,../static/stimuli/images/volcano/sun_axyqizdexdgrtfie.jpg,False,-1,False,False,2033.0,hat,3066.0,5099.0,intrusion
w6187456,snake,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,-1,False,False,1663.0,snake,1631.0,3294.0,correct
w6187456,bird,../static/stimuli/images/musuem/sun_atiiscmhrcnttlop.jpg,False,-1,False,False,2286.0,sky,2740.0,5026.0,intrusion
w6187456,heart,../static/stimuli/images/river/sun_aiazxjumlgdcrfpn.jpg,False,-1,False,False,1336.0,heart,1357.0,2693.0,intrusion
w6187456,cake,../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg,False,-1,False,False,2587.0,cake,1177.0,3764.0,intrusion
w6187456,flower,../static/stimuli/images/street/sun_avxrcniddstcuuuc.jpg,False,-1,False,False,1675.0,tree,1368.0,3043.0,intrusion
w6187456,bed,../static/stimuli/images/beach/sun_aawqdbpihmlbwyyn.jpg,False,-1,False,False,1656.0,sleep,1739.0,3395.0,intrusion
w6187456,bone,../static/stimuli/images/kitchen/sun_akzumputqvdvtqbq.jpg,False,-1,False,False,2355.0,dry,1906.0,4261.0,other
w6187456,eye,../static/stimuli/images/theater/sun_atelpfsrkdqaoyph.jpg,False,-1,False,False,2065.0,window,2891.0,4956.0,other
w6187456,cat,../static/stimuli/images/tenniscourt/sun_auqykplyynyhxcas.jpg,False,-1,False,False,3632.0,cat,927.0,4559.0,correct
w6187456,lawn,../static/stimuli/images/pool/sun_argikopryamoycho.jpg,False,-1,False,False,2025.0,lawn,1556.0,3581.0,correct
w6187456,egg,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,False,-1,False,False,1484.0,egg,1670.0,3154.0,correct
w6187456,rabbit,../static/stimuli/images/bookstore/sun_afhaekubmjvpmvre.jpg,False,-1,False,False,1672.0,rabbit,1346.0,3018.0,correct
w6187456,truck,../static/stimuli/images/campsite/sun_arwteuvpegqctvcg.jpg,False,-1,False,False,1338.0,truck,1258.0,2596.0,correct
w6187456,fence,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,-1,False,False,2287.0,window,6175.0,8462.0,other
w6187456,potato,../static/stimuli/images/roof/sun_ajxjjpvulhilcwcy.jpg,False,-1,False,False,2125.0,potato,2321.0,4446.0,correct
w6187456,bread,../static/stimuli/images/gym/sun_awvqsdkrklypaaep.jpg,False,-1,False,False,1373.0,toast,1575.0,2948.0,other
w6187456,computer,../static/stimuli/images/warehouse/sun_aibppakephiqqqrb.jpg,False,-1,False,False,1486.0,computer,2186.0,3672.0,correct
w6187456,bag,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,False,-1,False,False,5108.0,sky,985.0,6093.0,intrusion
w6187456,drink,../static/stimuli/images/windmill/sun_arostrfeclmqdszk.jpg,False,-1,False,False,1360.0,milk,1681.0,3041.0,intrusion
w6187456,puzzle,../static/stimuli/images/grocery/sun_acmmgshfrxgopxlk.jpg,False,-1,False,False,1949.0,puzzle,1323.0,3272.0,correct
w6187456,milk,../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg,False,-1,False,False,1163.0,milk,1276.0,2439.0,intrusion
w6187456,window,../static/stimuli/images/vineyard/sun_aicvecccjhfzcjnt.jpg,False,-1,False,False,3943.0,grass,1302.0,5245.0,other
w6187456,dog,../static/stimuli/images/footballfield/sun_ahqkbelqgjflpbjo.jpg,False,-1,False,False,1472.0,dog,1953.0,3425.0,correct
w6187456,sand,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,-1,False,False,2902.0,tower,1286.0,4188.0,intrusion
w6187456,bear,../static/stimuli/images/ranch/sun_atkydlwjcpmattts.jpg,False,-1,False,False,4590.0,blue,634.0,5224.0,intrusion
