wid,pretest_type,critical_type,overlay,fancy_critical,train_presentation_duration,recall_time,afc_time,afc_bonus_time,n_pair,n_repeat,n_practice_critical,n_distractor,bonus_rate_critical,bonus_rate_critical_speed,bonus_rate_afc,bonus_rate_pretest,bonus_rate_distractor,bonus_rate_speed,prime,prime_duration,prime_mask_duration,pairs,completed,bonus,version,math_correct,afc_scores,critical_pairs
wea8bbba,simple-recall,multi-recall,True,False,2000,15000,,5000,40,2,3,10,2,0.1,1,1,1,0.25,True,500,0,"[{'word': 'egg', 'image': '../static/stimuli/images/theater/sun_atelpfsrkdqaoyph.jpg'}, {'word': 'horse', 'image': '../static/stimuli/images/roof/sun_awyytziajjpreuke.jpg'}, {'word': 'duck', 'image': '../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg'}, {'word': 'lion', 'image': '../static/stimuli/images/sky/sun_awdlpzaohypbcfjk.jpg'}, {'word': 'cat', 'image': '../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg'}, {'word': 'bed', 'image': '../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg'}, {'word': 'jeans', 'image': '../static/stimuli/images/subway/sun_agpnhsuccwnvcjwe.jpg'}, {'word': 'truck', 'image': '../static/stimuli/images/temple/sun_aapfmtbuxevwbxck.jpg'}, {'word': 'bread', 'image': '../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg'}, {'word': 'computer', 'image': '../static/stimuli/images/auditorium/sun_akzbbqivzbpbnjbz.jpg'}, {'word': 'pig', 'image': '../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg'}, {'word': 'sand', 'image': '../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg'}, {'word': 'cake', 'image': '../static/stimuli/images/windmill/sun_awjnichhcaunlnrz.jpg'}, {'word': 'apple', 'image': '../static/stimuli/images/street/sun_avddlmbtwpvlxdol.jpg'}, {'word': 'bee', 'image': '../static/stimuli/images/railway/sun_acfjiedtgqzgvtnp.jpg'}, {'word': 'door', 'image': '../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg'}, {'word': 'puzzle', 'image': '../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg'}, {'word': 'fence', 'image': '../static/stimuli/images/skiresort/sun_aewjqygtlkyracri.jpg'}, {'word': 'heart', 'image': '../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg'}, {'word': 'volcano', 'image': '../static/stimuli/images/shoppingmall/sun_addqytasyktafwmq.jpg'}, {'word': 'ear', 'image': '../static/stimuli/images/ziggurat/fig1.png'}, {'word': 'bear', 'image': '../static/stimuli/images/pool/sun_aahnsyqkaacnevsz.jpg'}, {'word': 'drink', 'image': '../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg'}, {'word': 'rabbit', 'image': '../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg'}, {'word': 'dog', 'image': '../static/stimuli/images/waterfall/sun_acijjmbhzvfdnsrt.jpg'}, {'word': 'lawn', 'image': '../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg'}, {'word': 'milk', 'image': '../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg'}, {'word': 'flower', 'image': '../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg'}, {'word': 'hay', 'image': '../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg'}, {'word': 'hat', 'image': '../static/stimuli/images/bookstore/sun_aamunjvxvlcyagxh.jpg'}, {'word': 'potato', 'image': '../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg'}, {'word': 'eye', 'image': '../static/stimuli/images/ranch/sun_ayvjppkciavpdbhs.jpg'}, {'word': 'window', 'image': '../static/stimuli/images/castle/sun_alsmelmsufuoupht.jpg'}, {'word': 'bird', 'image': '../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg'}, {'word': 'bone', 'image': '../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg'}, {'word': 'nut', 'image': '../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg'}, {'word': 'bag', 'image': '../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg'}, {'word': 'toilet', 'image': '../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg'}, {'word': 'candle', 'image': '../static/stimuli/images/volcano/sun_aetnikjhplqgsznx.jpg'}, {'word': 'snake', 'image': '../static/stimuli/images/tower/sun_avnkmtvvzgltezto.jpg'}]",True,1.48,v9.0,8.0,"{""flower"": null, ""ear"": null, ""bag"": null, ""sand"": null, ""volcano"": null, ""bee"": null, ""egg"": null, ""bed"": null, ""fence"": null, ""lawn"": null, ""heart"": null, ""cake"": null, ""pig"": null, ""cat"": null, ""apple"": null, ""bear"": null, ""eye"": null, ""toilet"": null, ""candle"": null, ""dog"": null, ""lion"": null, ""rabbit"": null, ""hat"": null, ""puzzle"": null, ""hay"": null, ""milk"": null, ""door"": null, ""bread"": null, ""bird"": null, ""duck"": null, ""jeans"": null, ""computer"": null, ""snake"": null, ""nut"": null, ""bone"": null, ""truck"": null, ""horse"": null, ""window"": null, ""potato"": null, ""drink"": null}","[[{""word"": ""egg"", ""image"": ""../static/stimuli/images/theater/sun_atelpfsrkdqaoyph.jpg""}, {""word"": ""snake"", ""image"": ""../static/stimuli/images/tower/sun_avnkmtvvzgltezto.jpg""}], [{""word"": ""horse"", ""image"": ""../static/stimuli/images/roof/sun_awyytziajjpreuke.jpg""}, {""word"": ""candle"", ""image"": ""../static/stimuli/images/volcano/sun_aetnikjhplqgsznx.jpg""}], [{""word"": ""duck"", ""image"": ""../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg""}, {""word"": ""toilet"", ""image"": ""../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg""}], [{""word"": ""lion"", ""image"": ""../static/stimuli/images/sky/sun_awdlpzaohypbcfjk.jpg""}, {""word"": ""bag"", ""image"": ""../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg""}], [{""word"": ""cat"", ""image"": ""../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg""}, {""word"": ""nut"", ""image"": ""../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg""}], [{""word"": ""bed"", ""image"": ""../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg""}, {""word"": ""bone"", ""image"": ""../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg""}], [{""word"": ""jeans"", ""image"": ""../static/stimuli/images/subway/sun_agpnhsuccwnvcjwe.jpg""}, {""word"": ""bird"", ""image"": ""../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg""}], [{""word"": ""truck"", ""image"": ""../static/stimuli/images/temple/sun_aapfmtbuxevwbxck.jpg""}, {""word"": ""window"", ""image"": ""../static/stimuli/images/castle/sun_alsmelmsufuoupht.jpg""}], [{""word"": ""bread"", ""image"": ""../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg""}, {""word"": ""eye"", ""image"": ""../static/stimuli/images/ranch/sun_ayvjppkciavpdbhs.jpg""}], [{""word"": ""computer"", ""image"": ""../static/stimuli/images/auditorium/sun_akzbbqivzbpbnjbz.jpg""}, {""word"": ""potato"", ""image"": ""../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg""}], [{""word"": ""pig"", ""image"": ""../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg""}, {""word"": ""hat"", ""image"": ""../static/stimuli/images/bookstore/sun_aamunjvxvlcyagxh.jpg""}], [{""word"": ""sand"", ""image"": ""../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg""}, {""word"": ""hay"", ""image"": ""../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg""}], [{""word"": ""cake"", ""image"": ""../static/stimuli/images/windmill/sun_awjnichhcaunlnrz.jpg""}, {""word"": ""flower"", ""image"": ""../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg""}], [{""word"": ""apple"", ""image"": ""../static/stimuli/images/street/sun_avddlmbtwpvlxdol.jpg""}, {""word"": ""milk"", ""image"": ""../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg""}], [{""word"": ""bee"", ""image"": ""../static/stimuli/images/railway/sun_acfjiedtgqzgvtnp.jpg""}, {""word"": ""lawn"", ""image"": ""../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg""}], [{""word"": ""door"", ""image"": ""../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg""}, {""word"": ""dog"", ""image"": ""../static/stimuli/images/waterfall/sun_acijjmbhzvfdnsrt.jpg""}], [{""word"": ""puzzle"", ""image"": ""../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg""}, {""word"": ""rabbit"", ""image"": ""../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg""}], [{""word"": ""fence"", ""image"": ""../static/stimuli/images/skiresort/sun_aewjqygtlkyracri.jpg""}, {""word"": ""drink"", ""image"": ""../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg""}], [{""word"": ""heart"", ""image"": ""../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg""}, {""word"": ""bear"", ""image"": ""../static/stimuli/images/pool/sun_aahnsyqkaacnevsz.jpg""}], [{""word"": ""volcano"", ""image"": ""../static/stimuli/images/shoppingmall/sun_addqytasyktafwmq.jpg""}, {""word"": ""ear"", ""image"": ""../static/stimuli/images/ziggurat/fig1.png""}]]"
w3e04097,simple-recall,multi-recall,True,False,2000,15000,,5000,40,2,3,10,2,0.1,1,1,1,0.25,True,500,0,"[{'word': 'computer', 'image': '../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg'}, {'word': 'bag', 'image': '../static/stimuli/images/forest/sun_arwykvgzpgybhibg.jpg'}, {'word': 'cat', 'image': '../static/stimuli/images/street/sun_amjwoyuxrszlicsb.jpg'}, {'word': 'heart', 'image': '../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg'}, {'word': 'cake', 'image': '../static/stimuli/images/computerroom/sun_aknbqkyjmltzjpuf.jpg'}, {'word': 'bone', 'image': '../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg'}, {'word': 'toilet', 'image': '../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg'}, {'word': 'bird', 'image': '../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg'}, {'word': 'ear', 'image': '../static/stimuli/images/underwater/sun_azotfggtynldgbwm.jpg'}, {'word': 'pig', 'image': '../static/stimuli/images/shoppingmall/sun_asbknkxckcdqmjml.jpg'}, {'word': 'truck', 'image': '../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg'}, {'word': 'apple', 'image': '../static/stimuli/images/vineyard/sun_aotjqpvjaukupppc.jpg'}, {'word': 'puzzle', 'image': '../static/stimuli/images/theater/sun_atelpfsrkdqaoyph.jpg'}, {'word': 'jeans', 'image': '../static/stimuli/images/subway/sun_aoelchwqhnnizmrp.jpg'}, {'word': 'potato', 'image': '../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg'}, {'word': 'drink', 'image': '../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg'}, {'word': 'hat', 'image': '../static/stimuli/images/waterfall/sun_aecefabfvaewllpg.jpg'}, {'word': 'nut', 'image': '../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg'}, {'word': 'bread', 'image': '../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg'}, {'word': 'volcano', 'image': '../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg'}, {'word': 'dog', 'image': '../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg'}, {'word': 'duck', 'image': '../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg'}, {'word': 'sand', 'image': '../static/stimuli/images/musuem/sun_argfiirfjlkefabp.jpg'}, {'word': 'lawn', 'image': '../static/stimuli/images/roof/sun_awyytziajjpreuke.jpg'}, {'word': 'fence', 'image': '../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg'}, {'word': 'snake', 'image': '../static/stimuli/images/railway/sun_azmvasvseueupvyd.jpg'}, {'word': 'candle', 'image': '../static/stimuli/images/volcano/sun_ausfbukcukjcqubc.jpg'}, {'word': 'bed', 'image': '../static/stimuli/images/pool/sun_alkvkavnnunmdavq.jpg'}, {'word': 'door', 'image': '../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg'}, {'word': 'egg', 'image': '../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg'}, {'word': 'rabbit', 'image': '../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg'}, {'word': 'window', 'image': '../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg'}, {'word': 'milk', 'image': '../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg'}, {'word': 'bear', 'image': '../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg'}, {'word': 'hay', 'image': '../static/stimuli/images/tenniscourt/sun_arhfignuhjkxcmvk.jpg'}, {'word': 'horse', 'image': '../static/stimuli/images/airport/sun_aojbxgadgjyajeaw.jpg'}, {'word': 'bee', 'image': '../static/stimuli/images/river/sun_ahmmzoezbuevqzjm.jpg'}, {'word': 'flower', 'image': '../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg'}, {'word': 'eye', 'image': '../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg'}, {'word': 'lion', 'image': '../static/stimuli/images/skiresort/sun_aijypnsissxbdxyj.jpg'}]",True,0.84,v9.0,2.0,"{""fence"": null, ""bee"": null, ""apple"": null, ""heart"": null, ""pig"": null, ""ear"": null, ""hay"": null, ""cat"": null, ""lion"": null, ""duck"": null, ""eye"": null, ""egg"": null, ""snake"": null, ""bed"": null, ""bird"": null, ""computer"": null, ""horse"": null, ""flower"": null, ""hat"": null, ""nut"": null, ""cake"": null, ""bread"": null, ""sand"": null, ""drink"": null, ""dog"": null, ""milk"": null, ""bear"": null, ""door"": null, ""volcano"": null, ""window"": null, ""toilet"": null, ""puzzle"": null, ""potato"": null, ""bone"": null, ""jeans"": null, ""bag"": null, ""lawn"": null, ""candle"": null, ""rabbit"": null, ""truck"": null}","[[{""word"": ""computer"", ""image"": ""../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg""}, {""word"": ""lion"", ""image"": ""../static/stimuli/images/skiresort/sun_aijypnsissxbdxyj.jpg""}], [{""word"": ""bag"", ""image"": ""../static/stimuli/images/forest/sun_arwykvgzpgybhibg.jpg""}, {""word"": ""eye"", ""image"": ""../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg""}], [{""word"": ""cat"", ""image"": ""../static/stimuli/images/street/sun_amjwoyuxrszlicsb.jpg""}, {""word"": ""flower"", ""image"": ""../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg""}], [{""word"": ""heart"", ""image"": ""../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg""}, {""word"": ""bee"", ""image"": ""../static/stimuli/images/river/sun_ahmmzoezbuevqzjm.jpg""}], [{""word"": ""cake"", ""image"": ""../static/stimuli/images/computerroom/sun_aknbqkyjmltzjpuf.jpg""}, {""word"": ""horse"", ""image"": ""../static/stimuli/images/airport/sun_aojbxgadgjyajeaw.jpg""}], [{""word"": ""bone"", ""image"": ""../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg""}, {""word"": ""hay"", ""image"": ""../static/stimuli/images/tenniscourt/sun_arhfignuhjkxcmvk.jpg""}], [{""word"": ""toilet"", ""image"": ""../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg""}, {""word"": ""bear"", ""image"": ""../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg""}], [{""word"": ""bird"", ""image"": ""../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg""}, {""word"": ""milk"", ""image"": ""../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg""}], [{""word"": ""ear"", ""image"": ""../static/stimuli/images/underwater/sun_azotfggtynldgbwm.jpg""}, {""word"": ""window"", ""image"": ""../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg""}], [{""word"": ""pig"", ""image"": ""../static/stimuli/images/shoppingmall/sun_asbknkxckcdqmjml.jpg""}, {""word"": ""rabbit"", ""image"": ""../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg""}], [{""word"": ""truck"", ""image"": ""../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg""}, {""word"": ""egg"", ""image"": ""../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg""}], [{""word"": ""apple"", ""image"": ""../static/stimuli/images/vineyard/sun_aotjqpvjaukupppc.jpg""}, {""word"": ""door"", ""image"": ""../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg""}], [{""word"": ""puzzle"", ""image"": ""../static/stimuli/images/theater/sun_atelpfsrkdqaoyph.jpg""}, {""word"": ""bed"", ""image"": ""../static/stimuli/images/pool/sun_alkvkavnnunmdavq.jpg""}], [{""word"": ""jeans"", ""image"": ""../static/stimuli/images/subway/sun_aoelchwqhnnizmrp.jpg""}, {""word"": ""candle"", ""image"": ""../static/stimuli/images/volcano/sun_ausfbukcukjcqubc.jpg""}], [{""word"": ""potato"", ""image"": ""../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg""}, {""word"": ""snake"", ""image"": ""../static/stimuli/images/railway/sun_azmvasvseueupvyd.jpg""}], [{""word"": ""drink"", ""image"": ""../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg""}, {""word"": ""fence"", ""image"": ""../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg""}], [{""word"": ""hat"", ""image"": ""../static/stimuli/images/waterfall/sun_aecefabfvaewllpg.jpg""}, {""word"": ""lawn"", ""image"": ""../static/stimuli/images/roof/sun_awyytziajjpreuke.jpg""}], [{""word"": ""nut"", ""image"": ""../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg""}, {""word"": ""sand"", ""image"": ""../static/stimuli/images/musuem/sun_argfiirfjlkefabp.jpg""}], [{""word"": ""bread"", ""image"": ""../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg""}, {""word"": ""duck"", ""image"": ""../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg""}], [{""word"": ""volcano"", ""image"": ""../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg""}, {""word"": ""dog"", ""image"": ""../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg""}]]"
