wid,word,image,practice,word_type,rt,typing_rt,response,type_time,response_type
w8e3c0dd,transplant,../static/stimuli/images/subway/sun_apsbdxitmzdgpeyn.jpg,True,low,1,8744.0,traitor,9616.764999998733,intrusion
w8e3c0dd,hero,../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg,False,low,1,1538.0,hero,2361.0050000005867,correct
w8e3c0dd,volunteer,../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg,False,low,1,2784.0,,2783.5849999992643,empty
w8e3c0dd,apple,../static/stimuli/images/railway/sun_acfjiedtgqzgvtnp.jpg,False,high,1,1018.0,apple,1721.1499999994412,correct
w8e3c0dd,parrot,../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg,False,high,1,2936.0,,2935.2300000009127,empty
w8e3c0dd,society,../static/stimuli/images/laundryroom/sun_adldglebrfdkcxwu.jpg,False,low,1,4732.0,,4731.4900000002235,empty
w8e3c0dd,lover,../static/stimuli/images/musuem/sun_ayrwspiydnlwhouo.jpg,False,low,2,1046.0,lover,2547.3650000002235,correct
w8e3c0dd,traitor,../static/stimuli/images/street/sun_aczwveqpgvcxtjxr.jpg,False,low,1,9295.0,,9293.630000000121,empty
w8e3c0dd,antelope,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,False,high,1,1424.0,antelope,2680.730000000214,correct
w8e3c0dd,carrot,../static/stimuli/images/tenniscourt/sun_akifkmvcnuzulsxa.jpg,False,high,1,3591.0,tractor,5152.195000000531,intrusion
w8e3c0dd,saxophone,../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg,False,high,1,4810.0,,4808.760000000009,empty
w8e3c0dd,stable,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,False,low,1,2402.0,staple,3953.954999999143,other
w8e3c0dd,handkerchief,../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg,False,high,2,1728.0,staple,2832.6649999998044,other
w8e3c0dd,barracuda,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,False,high,1,7909.0,,7908.525000000605,empty
w8e3c0dd,jeans,../static/stimuli/images/skiresort/sun_ahlksvwmghqfwqtw.jpg,False,high,1,1492.0,jean,2034.4999999997672,correct
w8e3c0dd,community,../static/stimuli/images/roof/sun_aqhqmhidvlrpfhie.jpg,False,low,0,2040.0,community,3419.799999999581,correct
w8e3c0dd,rouge,../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg,False,low,1,1732.0,,2982.440000001574,empty
w8e3c0dd,roost,../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg,False,low,1,2268.0,tractor,3546.050000000978,intrusion
w8e3c0dd,tiger,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,False,high,1,1924.0,,1922.8400000010151,empty
w8e3c0dd,scenery,../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg,False,low,1,1928.0,scenery,5835.8550000011455,correct
w8e3c0dd,scapegoat,../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg,False,low,1,4289.0,scapegoat,5657.154999998864,correct
w8e3c0dd,tread,../static/stimuli/images/underwater/sun_aojrtoikxmtgzchi.jpg,False,low,1,1348.0,tread,3763.7700000014156,correct
w8e3c0dd,villain,../static/stimuli/images/ziggurat/fig2.png,False,low,1,6436.0,,6435.150000001071,empty
w8e3c0dd,elbow,../static/stimuli/images/theater/sun_alttxbnfjyibouth.jpg,False,high,1,2333.0,,2331.8399999989197,empty
w8e3c0dd,donor,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,False,low,1,1214.0,,1213.0600000000559,empty
w8e3c0dd,shoelace,../static/stimuli/images/waterfall/sun_aecefabfvaewllpg.jpg,False,high,1,1214.0,,1213.1050000006799,empty
w8e3c0dd,tractor,../static/stimuli/images/house/sun_awyiuqdptibtzfuh.jpg,False,high,1,3203.0,,3201.8750000006985,empty
w8e3c0dd,pillow,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,high,1,1015.0,pillow,2588.2849999996834,correct
w8e3c0dd,flower,../static/stimuli/images/footballfield/sun_aadxnjugrvhqyufw.jpg,False,high,1,2086.0,,2085.3300000000745,empty
w8e3c0dd,stranger,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,low,1,3622.0,stranger,5711.740000000689,correct
w8e3c0dd,daisy,../static/stimuli/images/tower/sun_avnkmtvvzgltezto.jpg,False,high,1,1445.0,,1443.6700000003912,empty
w8e3c0dd,gravel,../static/stimuli/images/vineyard/sun_axkbfhmkopqemnsq.jpg,False,high,1,1223.0,,1222.370000001276,empty
w8e3c0dd,well,../static/stimuli/images/warehouse/sun_ainoacwsquefrlbr.jpg,False,low,1,2237.0,,2236.134999999078,empty
w8e3c0dd,ghost,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,low,1,2371.0,ghost,3142.039999998873,correct
w8e3c0dd,walrus,../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg,False,high,1,1717.0,,1716.459999999497,empty
w8e3c0dd,cauliflower,../static/stimuli/images/sky/sun_agpvigtqjmmxbzwp.jpg,False,high,1,7228.0,,7226.99500000081,empty
w8e3c0dd,octopus,../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg,False,high,1,2093.0,octopus,3440.7200000004377,correct
w8e3c0dd,cactus,../static/stimuli/images/airport/sun_axuntpkgfijknxde.jpg,False,high,1,2962.0,,2960.885000000475,empty
w8e3c0dd,patient,../static/stimuli/images/garage/sun_davtjcuielbxnyza.jpg,False,low,1,2223.0,patient,3194.1049999985844,correct
w8e3c0dd,territory,../static/stimuli/images/shoppingmall/sun_avicxzccipgymejx.jpg,False,low,1,3214.0,,3213.175000000745,empty
w19e1e35,volunteer,../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg,True,low,1,1912.0,volunteer,3395.9749999993946,correct
w19e1e35,horse,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,high,1,1656.0,horse,2178.395000002696,correct
w19e1e35,virus,../static/stimuli/images/gym/sun_appsvbfzhwrmtrje.jpg,False,low,1,1099.0,virus,1687.630000000354,correct
w19e1e35,bed,../static/stimuli/images/sky/sun_aczjsyhtqawbyyer.jpg,False,high,1,1194.0,bed,1746.3850000022212,correct
