wid,word,image,practice,block,word_type,rt,typing_rt,response,type_time,response_type
w81e5ffa,ear,../static/stimuli/images/sky/sun_aczjsyhtqawbyyer.jpg,False,2,high,1,8287.0,ear,8285.899999856949,correct
w81e5ffa,empire,../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg,False,2,low,2,9935.0,baby,9933.300000190735,intrusion
w81e5ffa,stairs,../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg,False,2,high,2,13434.0,stairs,13432.600000143051,correct
w81e5ffa,banana,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,2,high,2,14509.0,atom,14507.100000143051,intrusion
w81e5ffa,villain,../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg,False,2,low,2,15072.0,,,timeout
w81e5ffa,patient,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,2,low,2,8049.0,patience,8047.0,other
w81e5ffa,traitor,../static/stimuli/images/roof/sun_ajxjjpvulhilcwcy.jpg,False,2,low,1,15032.0,traitor,15031.099999904633,correct
w81e5ffa,atom,../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg,False,2,low,2,14347.0,atom,14345.699999809265,correct
w81e5ffa,cactus,../static/stimuli/images/skiresort/sun_ahlksvwmghqfwqtw.jpg,False,2,high,2,14592.0,,,timeout
w81e5ffa,winner,../static/stimuli/images/gym/sun_appsvbfzhwrmtrje.jpg,False,2,low,2,8545.0,strong,8543.799999952316,other
w81e5ffa,quill,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,2,high,2,8013.0,quill,8011.0,correct
w81e5ffa,donor,../static/stimuli/images/subway/sun_amwmhabnpkxinmtz.jpg,False,2,low,2,,,,timeout
w81e5ffa,personnel,../static/stimuli/images/kitchen/sun_avlgzqfdedxwbiei.jpg,False,2,low,2,8170.0,personnel,8167.700000047684,correct
w81e5ffa,tart,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,2,low,2,10881.0,tart,10879.5,correct
w81e5ffa,vagrant,../static/stimuli/images/shoppingmall/sun_asbknkxckcdqmjml.jpg,False,2,low,2,15055.0,,,timeout
w81e5ffa,follower,../static/stimuli/images/ziggurat/fig1.png,False,2,low,2,6673.0,follower,6671.600000143051,correct
w81e5ffa,captive,../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg,False,2,low,2,10096.0,captive,10094.299999952316,correct
w81e5ffa,parrot,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,False,2,high,2,11751.0,long,11748.599999904633,other
w81e5ffa,walrus,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,False,2,high,2,12697.0,quill,12694.899999856949,intrusion
w81e5ffa,tomato,../static/stimuli/images/windmill/sun_awjnichhcaunlnrz.jpg,False,2,high,2,15012.0,chimney,15009.700000047684,intrusion
w81e5ffa,community,../static/stimuli/images/pool/sun_abmafiafisngvteo.jpg,False,2,low,2,14834.0,atom,14832.5,intrusion
w81e5ffa,agent,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,2,low,2,11771.0,agent,11768.900000095367,correct
w81e5ffa,lover,../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg,False,2,low,2,7084.0,lover,7082.0,correct
w81e5ffa,fellow,../static/stimuli/images/laundryroom/sun_abdhkuiitfxcgncb.jpg,False,2,low,2,5095.0,fellow,5093.300000190735,correct
w81e5ffa,antelope,../static/stimuli/images/tower/sun_asjapgpmkkhijtma.jpg,False,2,high,2,14666.0,pure,14663.700000047684,other
w81e5ffa,dandelion,../static/stimuli/images/waterfall/sun_acijjmbhzvfdnsrt.jpg,False,2,high,2,14626.0,,,timeout
w81e5ffa,grizzly,../static/stimuli/images/computerroom/sun_aagspgyvjmoiytfb.jpg,False,2,low,2,10838.0,grizzly,10835.599999904633,correct
w81e5ffa,strawberry,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,2,high,2,14489.0,pig,14487.200000047684,intrusion
w81e5ffa,refrigerator,../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg,False,2,high,2,12295.0,refrigerator,12292.599999904633,correct
w81e5ffa,bed,../static/stimuli/images/house/sun_awyiuqdptibtzfuh.jpg,False,2,high,2,,,,timeout
w81e5ffa,ghost,../static/stimuli/images/temple/sun_apdrdxoeskjgfrbj.jpg,False,2,low,1,14707.0,agent,14705.700000047684,intrusion
w81e5ffa,pig,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,2,high,1,10648.0,peg,10646.299999952316,other
w81e5ffa,baby,../static/stimuli/images/ranch/sun_adlocewvkpbsaigj.jpg,False,2,high,1,6614.0,baby,6612.400000095367,correct
w81e5ffa,chimney,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,False,2,high,1,11182.0,stair,11181.100000143051,intrusion
w81e5ffa,octopus,../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg,False,2,high,1,8657.0,octopus,8655.599999904633,correct
w81e5ffa,daisy,../static/stimuli/images/restaurant/sun_adozleohzzjtcftc.jpg,False,2,high,1,12168.0,classy,12166.600000143051,other
w81e5ffa,penguin,../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg,False,2,high,1,13976.0,car,13974.700000047684,other
wc96554f,penguin,../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg,True,1,high,0,3018.0,penguin,3017.2999999970198,correct
wc96554f,cue,../static/stimuli/images/temple/sun_aiqyivjtsjhjgqur.jpg,False,1,low,0,2110.0,cue,2109.5,correct
wc96554f,keeper,../static/stimuli/images/shoppingmall/sun_aqmgjlthiepxfbtd.jpg,False,1,low,0,8122.0,partner,8122.20000000298,other
wc96554f,society,../static/stimuli/images/roof/sun_awskptrfuzjyjwes.jpg,False,1,low,0,6486.0,,6485.4000000059605,empty
wc96554f,captive,../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg,False,1,low,0,1475.0,,1474.5999999940395,empty
wc96554f,finger,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,1,high,0,4426.0,,4425.9000000059605,empty
wc96554f,dandelion,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,False,1,high,0,3708.0,dandelion,3707.5999999940395,correct
wc96554f,major,../static/stimuli/images/garage/sun_delfxfnqyuiaselp.jpg,False,1,low,0,3713.0,mark,3712.5,other
wc96554f,tulip,../static/stimuli/images/restaurant/sun_adozleohzzjtcftc.jpg,False,1,high,0,2677.0,eat,2676.8999999910593,other
wc96554f,barracuda,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,False,1,high,0,1615.0,,1614.5,empty
wc96554f,lover,../static/stimuli/images/ziggurat/sun_apdphtulomykrqoa.jpg,False,1,low,0,1519.0,lover,1518.7000000029802,correct
wc96554f,hero,../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg,False,1,low,0,1668.0,hero,1667.9000000059605,correct
wc96554f,parrot,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,1,high,0,6417.0,,6417.0999999940395,empty
wc96554f,tiger,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,1,high,0,995.0,,995.2000000029802,empty
wc96554f,application,../static/stimuli/images/computerroom/sun_aagspgyvjmoiytfb.jpg,False,1,low,0,2464.0,application,2464.2000000029802,correct
wc96554f,territory,../static/stimuli/images/volcano/sun_alxwigenocbauhzw.jpg,False,1,low,0,2162.0,,2161.9000000059605,empty
wc96554f,apple,../static/stimuli/images/footballfield/sun_afihcbvbdxmnexyh.jpg,False,1,high,0,1362.0,apple,1361.7999999970198,correct
wc96554f,personnel,../static/stimuli/images/auditorium/sun_amnlhuknqqtssrhl.jpg,False,1,low,0,7432.0,participant,7431.4000000059605,other
wc96554f,flower,../static/stimuli/images/vineyard/sun_aotjqpvjaukupppc.jpg,False,1,high,0,2090.0,,2089.699999988079,empty
wc96554f,agent,../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg,False,1,low,0,1627.0,,1626.2999999970198,empty
wc96554f,rouge,../static/stimuli/images/warehouse/sun_ahkbykndmtongifl.jpg,False,1,low,0,2905.0,,2904.5999999940395,empty
wc96554f,crook,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,1,low,0,954.0,,953.5999999940395,empty
wc96554f,magazine,../static/stimuli/images/waterfall/sun_amyxrbqiudksvqun.jpg,False,1,high,0,2574.0,magazine,2573.8999999910593,correct
wc96554f,winner,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,False,1,low,0,3682.0,rich,3682.0,other
wc96554f,tart,../static/stimuli/images/gym/sun_appsvbfzhwrmtrje.jpg,False,1,low,0,1046.0,,1045.2999999970198,empty
wc96554f,seagull,../static/stimuli/images/house/sun_aswyksckmfyarwfk.jpg,False,1,high,0,3851.0,seagull,3850.7999999970198,correct
wc96554f,frog,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,1,high,0,1680.0,,1679.5999999940395,empty
wc96554f,fellow,../static/stimuli/images/laundryroom/sun_adldglebrfdkcxwu.jpg,False,1,low,0,3323.0,fellow,3322.5999999940395,correct
wc96554f,well,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,1,low,0,1529.0,well,1528.5999999940395,correct
wc96554f,mister,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,1,low,0,1601.0,mister,1601.0999999940395,correct
wc96554f,daisy,../static/stimuli/images/forest/sun_augxrcssyuvvueda.jpg,False,1,high,0,1865.0,,1864.7000000029802,empty
wc96554f,pig,../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg,False,1,high,0,1132.0,,1132.0,empty
wc96554f,tomato,../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg,False,1,high,0,2363.0,tomato,2362.2999999970198,correct
wc96554f,strawberry,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,1,high,0,2783.0,strawberry,2783.0,correct
wc96554f,scenery,../static/stimuli/images/campsite/sun_amejpvolcgftwwch.jpg,False,1,low,0,866.0,,865.7999999970198,empty
wc96554f,octopus,../static/stimuli/images/sky/sun_abbtimwgskvvaeps.jpg,False,1,high,0,3732.0,octopus,3731.7000000029802,correct
wc96554f,cactus,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,False,1,high,0,3876.0,,3876.199999988079,empty
wc96554f,community,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,1,low,0,713.0,,713.1999999880791,empty
wc96554f,neck,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,False,1,high,0,2018.0,neck,2017.6000000089407,correct
wc96554f,tractor,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,False,1,high,0,3191.0,tractor,3190.5,correct
wc96554f,hero,../static/stimuli/images/subway/sun_axjlvqkyqahstpwg.jpg,False,2,low,0,1968.0,hero,1967.9000000059605,correct
wc96554f,daisy,../static/stimuli/images/forest/sun_augxrcssyuvvueda.jpg,False,2,high,0,9572.0,,9571.40000000596,empty
wc96554f,penguin,../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg,False,2,high,0,2156.0,penguin,2155.5,correct
wc96554f,flower,../static/stimuli/images/vineyard/sun_aotjqpvjaukupppc.jpg,False,2,high,0,1795.0,flower,1794.5,correct
wc96554f,tomato,../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg,False,2,high,0,1778.0,tomato,1778.2000000029802,correct
wc96554f,major,../static/stimuli/images/garage/sun_delfxfnqyuiaselp.jpg,False,2,low,0,2382.0,major,2381.5,correct
wc96554f,strawberry,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,2,high,0,2850.0,strawberry,2849.5999999940395,correct
wc96554f,cactus,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,False,2,high,0,2652.0,cactus,2652.0,correct
wc96554f,finger,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,2,high,0,1654.0,finger,1654.0,correct
wc96554f,dandelion,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,False,2,high,0,2665.0,dandelion,2665.1000000089407,correct
wc96554f,crook,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,2,low,0,5950.0,crook,5950.20000000298,correct
wc96554f,barracuda,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,False,2,high,0,5693.0,barracuda,5693.199999988079,correct
wc96554f,territory,../static/stimuli/images/volcano/sun_alxwigenocbauhzw.jpg,False,2,low,0,2802.0,territory,2801.2999999970198,correct
wc96554f,keeper,../static/stimuli/images/shoppingmall/sun_aqmgjlthiepxfbtd.jpg,False,2,low,0,3143.0,keeper,3142.9000000059605,correct
wc96554f,agent,../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg,False,2,low,0,2975.0,agent,2975.0,correct
wc96554f,application,../static/stimuli/images/computerroom/sun_aagspgyvjmoiytfb.jpg,False,2,low,0,2765.0,application,2764.5,correct
wc96554f,mister,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,2,low,0,1791.0,mister,1790.5,correct
wc96554f,rouge,../static/stimuli/images/warehouse/sun_ahkbykndmtongifl.jpg,False,2,low,0,2298.0,rouge,2297.7999999970198,correct
wc96554f,society,../static/stimuli/images/roof/sun_awskptrfuzjyjwes.jpg,False,2,low,0,2248.0,society,2247.800000011921,correct
wc96554f,frog,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,2,high,0,2432.0,frog,2431.4000000059605,correct
wc96554f,parrot,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,2,high,0,7055.0,daisy,7054.79999999702,intrusion
wc96554f,fellow,../static/stimuli/images/laundryroom/sun_adldglebrfdkcxwu.jpg,False,2,low,0,2391.0,fellow,2390.9000000059605,correct
wc96554f,tiger,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,2,high,0,2530.0,tiger,2530.0,correct
wc96554f,community,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,2,low,0,2110.0,society,2109.7999999970198,intrusion
wc96554f,apple,../static/stimuli/images/footballfield/sun_afihcbvbdxmnexyh.jpg,False,2,high,0,1418.0,apple,1417.5,correct
wc96554f,tart,../static/stimuli/images/gym/sun_appsvbfzhwrmtrje.jpg,False,2,low,0,1603.0,tart,1602.800000011921,correct
wc96554f,pig,../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg,False,2,high,0,4044.0,pig,4043.2999999970198,correct
wc96554f,tulip,../static/stimuli/images/restaurant/sun_adozleohzzjtcftc.jpg,False,2,high,0,4301.0,tulip,4300.5999999940395,correct
wc96554f,personnel,../static/stimuli/images/auditorium/sun_amnlhuknqqtssrhl.jpg,False,2,low,0,3984.0,personnel,3984.2000000029802,correct
wc96554f,scenery,../static/stimuli/images/campsite/sun_amejpvolcgftwwch.jpg,False,2,low,0,2933.0,scenery,2932.5,correct
wc96554f,neck,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,False,2,high,0,1452.0,neck,1452.2000000029802,correct
wc96554f,well,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,2,low,0,1601.0,well,1600.5999999940395,correct
wc96554f,lover,../static/stimuli/images/ziggurat/sun_apdphtulomykrqoa.jpg,False,2,low,0,1609.0,lover,1609.2999999970198,correct
wc96554f,cue,../static/stimuli/images/temple/sun_aiqyivjtsjhjgqur.jpg,False,2,low,0,1570.0,cue,1569.5,correct
wc96554f,seagull,../static/stimuli/images/house/sun_aswyksckmfyarwfk.jpg,False,2,high,0,2510.0,seagull,2509.7000000029802,correct
wc96554f,captive,../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg,False,2,low,0,2682.0,captive,2682.0999999940395,correct
wc96554f,tractor,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,False,2,high,0,2862.0,tractor,2862.0999999940395,correct
wc96554f,winner,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,False,2,low,0,4940.0,winner,4939.9000000059605,correct
wc96554f,octopus,../static/stimuli/images/sky/sun_abbtimwgskvvaeps.jpg,False,2,high,0,2554.0,octopus,2553.7999999970198,correct
wc96554f,magazine,../static/stimuli/images/waterfall/sun_amyxrbqiudksvqun.jpg,False,2,high,0,2451.0,magazine,2451.0,correct
w6814d6f,editorial,../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg,True,1,low,1,6344.0,grizzly,6342.5999999940395,intrusion
w6814d6f,crook,../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg,False,1,low,1,3266.0,well,3264.9000000059605,intrusion
w6814d6f,application,../static/stimuli/images/volcano/sun_aojnxwnexkwltvvx.jpg,False,1,low,0,3944.0,antelope,3944.0,intrusion
w6814d6f,pig,../static/stimuli/images/waterfall/sun_amyxrbqiudksvqun.jpg,False,1,high,0,4944.0,hit,4943.20000000298,other
w6814d6f,handkerchief,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,1,high,0,8596.0,jeans,8596.0,intrusion
w6814d6f,grizzly,../static/stimuli/images/roof/sun_awskptrfuzjyjwes.jpg,False,1,low,0,4761.0,chimney,4760.5999999940395,intrusion
w6814d6f,community,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,1,low,1,5365.0,well,5364.4000000059605,intrusion
w6814d6f,ghost,../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg,False,1,low,1,3548.0,try,3547.5999999940395,other
w6814d6f,antelope,../static/stimuli/images/footballfield/sun_ahqkbelqgjflpbjo.jpg,False,1,high,1,3919.0,antelope,3918.0999999940395,correct
w6814d6f,department,../static/stimuli/images/underwater/sun_aufltyunbkquxrih.jpg,False,1,low,1,4899.0,pig,4898.600000008941,intrusion
w6814d6f,frog,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,1,high,1,3775.0,crook,3774.800000011921,intrusion
w6814d6f,cauliflower,../static/stimuli/images/bookstore/sun_arnqlbdckkrvjqjj.jpg,False,1,high,1,4587.0,antelope,4586.29999999702,intrusion
w6814d6f,scapegoat,../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg,False,1,low,1,2421.0,grizzly,2420.199999988079,intrusion
w6814d6f,cue,../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg,False,1,low,0,4386.0,crook,4385.5,intrusion
w6814d6f,empire,../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg,False,1,low,1,6629.0,antelope,6628.0,intrusion
w6814d6f,chimney,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,1,high,0,3153.0,chimney,3152.7000000029802,correct
w6814d6f,horse,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,1,high,0,3985.0,antelope,3984.800000011921,intrusion
w6814d6f,donor,../static/stimuli/images/beach/sun_aaapvfgggrgorgox.jpg,False,1,low,0,3348.0,grizzly,3347.7999999970198,intrusion
w6814d6f,house,../static/stimuli/images/house/sun_afejjgypgnszvwza.jpg,False,1,high,1,1912.0,crook,1910.7999999970198,intrusion
w6814d6f,elbow,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,1,high,0,2578.0,crook,2577.1000000089407,intrusion
w6814d6f,tart,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,1,low,0,2253.0,pig,2252.699999988079,intrusion
w6814d6f,major,../static/stimuli/images/ziggurat/fig2.png,False,1,low,1,5314.0,crook,5313.699999988079,intrusion
w6814d6f,daisy,../static/stimuli/images/tower/sun_abxucdjovctfgknh.jpg,False,1,high,1,2757.0,crook,2756.5999999940395,intrusion
w6814d6f,mister,../static/stimuli/images/campsite/sun_arwteuvpegqctvcg.jpg,False,1,low,0,3530.0,antelope,3529.3999999910593,intrusion
w6814d6f,pillow,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,False,1,high,1,4470.0,chimney,4469.600000008941,intrusion
w6814d6f,lover,../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg,False,1,low,1,1374.0,hit,1372.800000011921,other
w6814d6f,suburb,../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg,False,1,low,1,2460.0,crook,2458.7999999970198,intrusion
w6814d6f,villain,../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg,False,1,low,1,1806.0,crook,1805.3999999910593,intrusion
w6814d6f,gravel,../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg,False,1,high,1,1926.0,crook,1925.3999999910593,intrusion
w6814d6f,territory,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,False,1,low,1,7704.0,antelope,7702.899999991059,intrusion
w6814d6f,jeans,../static/stimuli/images/tenniscourt/sun_aczifhfuxagmsqub.jpg,False,1,high,0,2784.0,jeans,2783.2000000029802,correct
w6814d6f,parrot,../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg,False,1,high,1,1670.0,jeans,1669.3999999910593,intrusion
w6814d6f,carrot,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,1,high,1,2730.0,hit,2729.2000000029802,other
w6814d6f,tractor,../static/stimuli/images/downtown/sun_ahwvhnliokuzkazb.jpg,False,1,high,1,1669.0,hit,1668.4000000059605,other
w6814d6f,refrigerator,../static/stimuli/images/sky/sun_aboqqlnpqcqfghfo.jpg,False,1,high,1,3940.0,crook,3939.5,intrusion
