wid,practice,image,kind,rt,response
wd1f3d18,False,tower/sun_augaqwzgrksvvsgf,new,763.0,new
wd1f3d18,False,vineyard/sun_aioxamlvtxhpnzzt,new,531.0,new
wd1f3d18,False,river/sun_amqajokwdeitilnd,new,615.0,new
wd1f3d18,False,garage/sun_davtjcuielbxnyza,old,786.0,old
wd1f3d18,False,ranch/sun_acianlkkblpqgica,new,446.0,new
wd1f3d18,False,garage/sun_dmxrwdsmpakdmytc,new,564.0,new
wd1f3d18,False,temple/sun_aiqyivjtsjhjgqur,old,445.0,new
wd1f3d18,False,castle/sun_aieefrkagxyksfuj,old,860.0,old
wd1f3d18,False,roof/sun_airvzklrdchyytiu,old,744.0,old
wd1f3d18,False,tower/sun_amsimjdbtzyefqbh,old,711.0,old
wd1f3d18,False,ziggurat/fig2,old,689.0,new
wd1f3d18,False,tenniscourt/sun_aizsvornuhzvyvhc,old,668.0,old
wd1f3d18,False,castle/sun_apkncxxjepzqmdyk,new,513.0,new
wd1f3d18,False,house/sun_afejjgypgnszvwza,new,475.0,new
wd1f3d18,False,pool/sun_aexdaltifheurhfa,old,709.0,old
wd1f3d18,False,beach/sun_abkegkdifglzmevl,new,539.0,new
wd1f3d18,False,musuem/sun_axbkhklgdaevqxyj,new,506.0,new
wd1f3d18,False,windmill/sun_alrghzshdjgnywto,old,642.0,old
wd1f3d18,False,roof/sun_atghhbuspyfvqzao,new,445.0,new
wd1f3d18,False,restaurant/sun_agizngsilvvsycgq,old,935.0,old
wd1f3d18,False,street/sun_aaeluqrkikjbtquv,old,477.0,new
wd1f3d18,False,auditorium/sun_almcaxysfdwizxac,old,534.0,new
wd1f3d18,False,tenniscourt/sun_ayyvmiocpgbwlgot,new,622.0,new
wd1f3d18,False,shoppingmall/sun_abegyiikvbaqpooh,new,480.0,new
wd1f3d18,False,pool/sun_ammyodxmkwfauuzp,new,714.0,new
wd1f3d18,False,grocery/sun_ajxqnbvuflmzhcig,old,645.0,old
wd1f3d18,False,footballfield/sun_byyhmoxeyuabpnes,old,654.0,old
wd1f3d18,False,warehouse/sun_aadtsgkouwrqwvwl,old,544.0,new
wd1f3d18,False,theater/sun_alttxbnfjyibouth,old,821.0,old
wd1f3d18,False,subway/sun_alfhdavatfhkuxyo,new,633.0,new
wd1f3d18,False,waterfall/sun_bbvrdmjbnzoaqrmp,new,610.0,new
wd1f3d18,False,railway/sun_asgcpxncztcqwiyz,old,592.0,old
wd1f3d18,False,gym/sun_arcsudfqyrphzccy,new,508.0,new
wd1f3d18,False,warehouse/sun_aivgpdzlwqiklrwe,new,756.0,new
wd1f3d18,False,auditorium/sun_ahxfbcfdtvgnrivf,new,424.0,new
wd1f3d18,False,volcano/sun_agobzgvhyhaxalcv,old,743.0,old
wd1f3d18,False,skiresort/sun_ancomucdrbxydgbi,old,652.0,old
wd1f3d18,False,vineyard/sun_amazvkispkonazvz,old,561.0,new
wc8241da,True,underwater/sun_aufltyunbkquxrih,new,1071.0,new
wc8241da,False,shoppingmall/sun_aeqagrktttxaasae,new,807.0,new
wc8241da,False,roof/sun_asrztwexxagrlhem,old,640.0,old
wc8241da,False,tenniscourt/sun_akifkmvcnuzulsxa,old,776.0,old
wc8241da,False,airport/sun_aelkzcvlquyyzxlu,old,616.0,new
wc8241da,False,gym/sun_akhyzejtqpynaepu,new,720.0,new
wc8241da,False,tower/sun_abxucdjovctfgknh,old,519.0,new
wc8241da,False,ranch/sun_atkydlwjcpmattts,new,569.0,new
wc8241da,False,forest/sun_atohvclowaousrfh,old,585.0,new
wc8241da,False,grocery/sun_agipdkpovnqrcsgh,new,704.0,new
wc8241da,False,laundryroom/sun_amdxqjichaqshdel,new,584.0,new
wc8241da,False,footballfield/sun_aedcjgjztgoialpm,new,656.0,new
wc8241da,False,auditorium/sun_aiheutdgogkujwri,old,585.0,new
wc8241da,False,shoppingmall/sun_avicxzccipgymejx,old,576.0,new
wc8241da,False,railway/sun_axeddylwawkspiuo,old,567.0,old
wc8241da,False,street/sun_agtpyiscmdidhpgk,old,624.0,old
wc8241da,False,restaurant/sun_anyzuaevahatwgti,new,632.0,new
wc8241da,False,river/sun_amqajokwdeitilnd,new,518.0,new
wc8241da,False,greenhouse/sun_bhxqibazllyrcpje,old,576.0,old
wc8241da,False,campsite/sun_asbhlaoploqpjahx,old,624.0,new
wc8241da,False,bookstore/sun_aibnpvhkdpdnzcnz,new,760.0,new
wc8241da,False,bookstore/sun_avqoszezjldwidcy,old,513.0,new
wc8241da,False,subway/sun_aoelchwqhnnizmrp,new,625.0,new
wc8241da,False,temple/sun_aiqyivjtsjhjgqur,new,577.0,new
wc8241da,False,theater/sun_abnbylturqcwwiuz,old,720.0,old
wc8241da,False,beach/sun_aafwmyqvqgtvdkce,old,616.0,old
wc8241da,False,castle/sun_apkncxxjepzqmdyk,new,625.0,new
wc8241da,False,waterfall/sun_aecefabfvaewllpg,new,672.0,new
wc8241da,False,vineyard/sun_apdbcyzwitltnzyz,old,696.0,old
wc8241da,False,house/sun_afejjgypgnszvwza,old,623.0,old
wc8241da,False,warehouse/sun_abdmrgvlsfpsgxyu,old,577.0,old
wc8241da,False,castle/sun_apvtpjdfgucfbnsd,old,592.0,new
wc8241da,False,tower/sun_aqbekeygojzsbcsp,new,543.0,new
wc8241da,False,volcano/sun_aojnxwnexkwltvvx,new,456.0,new
wc8241da,False,river/sun_ahmmzoezbuevqzjm,old,616.0,old
wc8241da,False,musuem/sun_axbkhklgdaevqxyj,old,632.0,old
wc8241da,False,grocery/sun_acmmgshfrxgopxlk,old,672.0,old
wc8241da,False,sky/sun_awdlpzaohypbcfjk,new,648.0,old
wc8241da,False,garage/sun_dmxrwdsmpakdmytc,new,665.0,new
wc8241da,False,garage/sun_dfvgejtxiljzbywb,old,632.0,old
wc8241da,False,downtown/sun_ahtmvwmmrlbrfchd,new,736.0,new
wc8241da,False,warehouse/sun_aibppakephiqqqrb,new,640.0,new
wc8241da,False,house/sun_azzyyehcunxuhihg,new,529.0,new
wc8241da,False,street/sun_amwdevcpkorkaqcv,new,617.0,new
wc8241da,False,pool/sun_aexdaltifheurhfa,new,488.0,new
wc8241da,False,windmill/sun_ahkhvvnvkjevxvvu,old,649.0,old
wc8241da,False,greenhouse/sun_aqkjiolbtywtaxak,new,617.0,new
wc8241da,False,gym/sun_akecysmtkjijrbqr,old,649.0,old
wc8241da,False,computerroom/sun_ajcvdokgzllibdsg,old,688.0,old
wc8241da,False,computerroom/sun_aknbqkyjmltzjpuf,new,592.0,new
wc8241da,False,footballfield/sun_aszinldqqvnpmwfh,old,656.0,old
wc8241da,False,waterfall/sun_albucmtmstcfpynn,old,673.0,old
wc8241da,False,volcano/sun_alxwigenocbauhzw,old,712.0,old
wc8241da,False,sky/sun_aeglnxtxlevipkzh,old,656.0,old
wc8241da,False,downtown/sun_aljrvcabwnwkorml,old,832.0,old
wc8241da,False,campsite/sun_arwteuvpegqctvcg,new,657.0,new
wc8241da,False,roof/sun_awyytziajjpreuke,new,624.0,new
wc8241da,False,kitchen/sun_akzumputqvdvtqbq,new,552.0,new
wc8241da,False,skiresort/sun_ahlksvwmghqfwqtw,old,745.0,old
wc8241da,False,forest/sun_anfpmkqemzwfixbm,new,561.0,new
wc8241da,False,subway/sun_alfhdavatfhkuxyo,old,673.0,old
wc8241da,False,ziggurat/fig2,new,648.0,new
wc8241da,False,beach/sun_aabhqzsffoeycgje,new,657.0,new
wc8241da,False,pool/sun_amnkmeojepioccty,old,553.0,new
wc8241da,False,railway/sun_alhsawcptyqiooss,new,521.0,new
wc8241da,False,restaurant/sun_aiyfhlpenzexmqoi,old,544.0,new
wc8241da,False,theater/sun_acpdepnxayyyjqgs,new,496.0,new
wc8241da,False,temple/sun_avabexehmngnxjjr,old,593.0,new
wc8241da,False,tenniscourt/sun_aczifhfuxagmsqub,new,537.0,new
wc8241da,False,windmill/sun_aagvxopinmvnjsdt,new,489.0,new
wc8241da,False,underwater/sun_asqdtehokuizoxnq,old,352.0,new
wc8241da,False,laundryroom/sun_dftejcrhqzltgvmr,old,649.0,new
wc8241da,False,ranch/sun_ajxvkybqisznlxgg,old,784.0,old
wc8241da,False,airport/sun_axuntpkgfijknxde,new,568.0,new
wc8241da,False,auditorium/sun_ahwnrxacspjqqqfm,new,688.0,new
wc8241da,False,kitchen/sun_alazdvaixpjtegwg,old,663.0,old
wc8241da,False,skiresort/sun_aqtrvlzivijhozcl,new,680.0,new
wc8241da,False,ziggurat/sun_aecdvzqgcesggjrp,old,656.0,old
wc8241da,False,musuem/sun_akxippvbzxkxmejj,new,537.0,new
wc8241da,False,vineyard/sun_agfdrmftdzokxtnc,new,504.0,new
w7a8f60e,True,subway/sun_alfhdavatfhkuxyo,old,2268.0,old
w7a8f60e,False,theater/sun_abnbylturqcwwiuz,old,1115.0,old
w7a8f60e,False,beach/sun_aabhqzsffoeycgje,new,1280.0,new
w7a8f60e,False,tower/sun_amsimjdbtzyefqbh,old,912.0,old
w7a8f60e,False,underwater/sun_alunasorzxjzhjbv,old,722.0,old
w7a8f60e,False,grocery/sun_aczzweebuokhxnbb,old,1107.0,old
w7a8f60e,False,warehouse/sun_abdmrgvlsfpsgxyu,new,3031.0,new
w7a8f60e,False,pool/sun_aelfhlyhvuglfcha,new,2392.0,new
w7a8f60e,False,beach/sun_aafwmyqvqgtvdkce,old,1137.0,old
w7a8f60e,False,airport/sun_aelkzcvlquyyzxlu,old,1110.0,old
w7a8f60e,False,grocery/sun_acmmgshfrxgopxlk,new,1144.0,new
w7a8f60e,False,windmill/sun_acijpcruwskdzwbx,new,1237.0,new
w7a8f60e,False,kitchen/sun_aizcycyyvgfcdnzp,old,930.0,new
w7a8f60e,False,windmill/sun_awjnichhcaunlnrz,old,1055.0,old
w7a8f60e,False,subway/sun_axjlvqkyqahstpwg,new,1247.0,new
w7a8f60e,False,vineyard/sun_azygdhuijrbfollv,old,1370.0,old
w7a8f60e,False,theater/sun_acehmgvyiimdorgz,new,1737.0,new
w7a8f60e,False,auditorium/sun_almcaxysfdwizxac,new,1478.0,new
w7a8f60e,False,restaurant/sun_anyzuaevahatwgti,new,1291.0,new
w7a8f60e,False,bookstore/sun_aamunjvxvlcyagxh,old,998.0,old
w7a8f60e,False,volcano/sun_axyqizdexdgrtfie,old,1138.0,old
w7a8f60e,False,warehouse/sun_aibppakephiqqqrb,old,1321.0,old
w7a8f60e,False,musuem/sun_argfiirfjlkefabp,old,1070.0,old
w7a8f60e,False,river/sun_aiazxjumlgdcrfpn,new,950.0,new
w7a8f60e,False,railway/sun_alhsawcptyqiooss,old,1090.0,new
w7a8f60e,False,footballfield/sun_bxvamckmwplxbzxz,old,888.0,new
w7a8f60e,False,forest/sun_arwykvgzpgybhibg,new,939.0,new
w7a8f60e,False,kitchen/sun_alazdvaixpjtegwg,new,976.0,new
w7a8f60e,False,skiresort/sun_agpfoakkwrzedbll,new,2658.0,new
w7a8f60e,False,shoppingmall/sun_aeqagrktttxaasae,old,838.0,old
w7a8f60e,False,restaurant/sun_adozleohzzjtcftc,old,1428.0,old
w7a8f60e,False,street/sun_amjwoyuxrszlicsb,old,876.0,old
w7a8f60e,False,volcano/sun_ausfbukcukjcqubc,new,998.0,new
w7a8f60e,False,temple/sun_aeurbzlgbulzilum,new,916.0,new
w7a8f60e,False,campsite/sun_arwteuvpegqctvcg,old,1197.0,old
w7a8f60e,False,tower/sun_asjapgpmkkhijtma,new,996.0,new
w7a8f60e,False,pool/sun_alkvkavnnunmdavq,old,814.0,old
w7a8f60e,False,tenniscourt/sun_aizsvornuhzvyvhc,new,1573.0,new
w7a8f60e,False,downtown/sun_bctdtcqciqgupefg,old,3231.0,old
w7a8f60e,False,shoppingmall/sun_abmhoudmvlbwstuf,new,2189.0,new
w7a8f60e,False,waterfall/sun_amyxrbqiudksvqun,old,777.0,new
w7a8f60e,False,musuem/sun_aspbwvercyqvrrkn,new,700.0,new
w7a8f60e,False,computerroom/sun_ashjjvtrfwzoxxij,new,739.0,new
w7a8f60e,False,forest/sun_augxrcssyuvvueda,old,1697.0,old
w7a8f60e,False,street/sun_agtpyiscmdidhpgk,new,1061.0,new
w7a8f60e,False,house/sun_aswyksckmfyarwfk,new,668.0,new
w7a8f60e,False,castle/sun_apvtpjdfgucfbnsd,old,939.0,old
w7a8f60e,False,sky/sun_aeglnxtxlevipkzh,new,1035.0,new
w7a8f60e,False,river/sun_auvfucpnqlcaddzs,old,1357.0,old
w7a8f60e,False,temple/sun_ailcfqxmknysbavu,old,743.0,new
w7a8f60e,False,downtown/sun_bzwgvgvsqqpbjfwc,new,644.0,new
w7a8f60e,False,bookstore/sun_auwghripdoxzluuk,new,637.0,new
w7a8f60e,False,greenhouse/sun_bmkhcqoxkpbmqplr,new,711.0,new
w7a8f60e,False,vineyard/sun_adcctdabyxmhioeg,new,1141.0,old
w7a8f60e,False,garage/sun_dmxrwdsmpakdmytc,new,802.0,new
w7a8f60e,False,gym/sun_agptlflfgabhuxym,new,646.0,new
w7a8f60e,False,railway/sun_asgcpxncztcqwiyz,new,622.0,new
w7a8f60e,False,laundryroom/sun_abdhkuiitfxcgncb,new,583.0,new
w7a8f60e,False,greenhouse/sun_aqkjiolbtywtaxak,old,537.0,new
w7a8f60e,False,gym/sun_arcsudfqyrphzccy,old,542.0,new
w7a8f60e,False,footballfield/sun_bytuhfnudnbsojli,new,583.0,new
w7a8f60e,False,laundryroom/sun_amdxqjichaqshdel,old,665.0,old
w7a8f60e,False,tenniscourt/sun_ajmzjgescxgcfhdp,old,974.0,old
w7a8f60e,False,roof/sun_atghhbuspyfvqzao,old,950.0,old
w7a8f60e,False,computerroom/sun_adsueslplqfnwvqd,old,2249.0,old
w7a8f60e,False,house/sun_azzyyehcunxuhihg,old,1329.0,old
w7a8f60e,False,skiresort/sun_agehhpppqkifjwhn,old,1497.0,old
w7a8f60e,False,castle/sun_aduovtnrsmdtcpie,new,934.0,new
w7a8f60e,False,airport/sun_aonhxkxmksvewqlr,new,607.0,new
w7a8f60e,False,auditorium/sun_ahwnrxacspjqqqfm,old,943.0,old
w7a8f60e,False,waterfall/sun_adtiwvbnsxsyohuw,new,1401.0,new
w7a8f60e,False,roof/sun_aqhqmhidvlrpfhie,new,783.0,new
w7a8f60e,False,campsite/sun_akmknzqdbcxpznth,new,574.0,new
w7a8f60e,False,garage/sun_dqhbnkldvcwhjinp,old,938.0,old
w7a8f60e,False,ranch/sun_amqejeymhjlanyvr,new,1639.0,new
w7a8f60e,False,sky/sun_alpjwwozdavjucpu,old,505.0,new
w7a8f60e,False,underwater/sun_asqdtehokuizoxnq,new,609.0,new
w7a8f60e,False,ranch/sun_ayvjppkciavpdbhs,old,959.0,old
w7a8f60e,False,ziggurat/sun_aenpmgoxmkmwaoiq,new,856.0,new
w7a8f60e,False,ziggurat/fig2,old,494.0,new
w3621db0,True,greenhouse/sun_bmzsunjewvlfjojq,new,1062.0,new
w3621db0,False,grocery/sun_akqpikmgyzrpoilg,new,805.0,new
w3621db0,False,tenniscourt/sun_abhryuvnxasmofva,new,1070.0,new
w3621db0,False,tower/sun_avnkmtvvzgltezto,new,792.0,new
w3621db0,False,campsite/sun_agjhcohmxuuaimig,new,729.0,new
w3621db0,False,ziggurat/sun_amuijzzaceciuwpo,old,738.0,old
w3621db0,False,footballfield/sun_ahqkbelqgjflpbjo,new,1079.0,new
w3621db0,False,theater/sun_ahtaknlqeslujgbq,new,1316.0,new
w3621db0,False,tenniscourt/sun_aizsvornuhzvyvhc,old,697.0,old
w3621db0,False,river/sun_aiazxjumlgdcrfpn,old,820.0,old
w3621db0,False,kitchen/sun_avlgzqfdedxwbiei,new,747.0,new
w3621db0,False,volcano/sun_atcuupfdqteblxpx,old,723.0,old
w3621db0,False,forest/sun_atlxncsxfmqwisuw,new,1335.0,new
w3621db0,False,ranch/sun_atkydlwjcpmattts,new,848.0,new
w3621db0,False,airport/sun_aqogketumcqznmzs,old,807.0,new
w3621db0,False,roof/sun_aqhqmhidvlrpfhie,new,623.0,new
w3621db0,False,ziggurat/sun_agbaptlibgqhrwwn,new,665.0,new
w3621db0,False,house/sun_awyiuqdptibtzfuh,old,848.0,old
w3621db0,False,windmill/sun_alrghzshdjgnywto,new,3622.0,new
w3621db0,False,subway/sun_apgdazdsggmnohcz,old,821.0,old
w3621db0,False,castle/sun_aqdmndojwupcntcn,old,788.0,old
w3621db0,False,beach/sun_aaapvfgggrgorgox,old,807.0,old
w3621db0,False,gym/sun_arcsudfqyrphzccy,old,738.0,old
w3621db0,False,castle/sun_apbjjqvsvrybtdua,new,899.0,new
w3621db0,False,street/sun_agtpyiscmdidhpgk,old,773.0,old
w3621db0,False,grocery/sun_afjotbibjndyibuy,old,805.0,old
w3621db0,False,laundryroom/sun_abdhkuiitfxcgncb,new,738.0,new
w3621db0,False,underwater/sun_ajbkjsrhukffyqix,old,643.0,old
w3621db0,False,forest/sun_anfpmkqemzwfixbm,old,1211.0,old
w3621db0,False,volcano/sun_aetnikjhplqgsznx,new,632.0,old
w3621db0,False,greenhouse/sun_bmkhcqoxkpbmqplr,old,579.0,old
w3621db0,False,laundryroom/sun_aloupfszgaghffll,old,641.0,new
w3621db0,False,shoppingmall/sun_attlobbjfpnyzslo,new,779.0,new
w3621db0,False,computerroom/sun_ajcvdokgzllibdsg,old,730.0,old
w3621db0,False,kitchen/sun_aqeaevwwwjoqhzvl,old,802.0,new
w3621db0,False,shoppingmall/sun_aeqagrktttxaasae,old,749.0,old
w3621db0,False,river/sun_abktmmreusnujejq,new,1558.0,new
w3621db0,False,auditorium/sun_aiheutdgogkujwri,new,1173.0,new
w3621db0,False,theater/sun_abnbylturqcwwiuz,old,584.0,new
w3621db0,False,underwater/sun_asqdtehokuizoxnq,new,945.0,new
w3621db0,False,subway/sun_apsbdxitmzdgpeyn,new,553.0,new
w3621db0,False,railway/sun_atutomffrubpoiva,new,731.0,new
w3621db0,False,airport/sun_aqytxlpqgdgggfum,new,682.0,new
w3621db0,False,waterfall/sun_awrontvhyysjfacv,new,649.0,new
w3621db0,False,roof/sun_acebhjdzsytwpmoj,old,482.0,new
w3621db0,False,temple/sun_asirkyjruyeentuc,old,587.0,old
w3621db0,False,footballfield/sun_aszinldqqvnpmwfh,old,747.0,old
w3621db0,False,bookstore/sun_aauabdbreuzsnnrv,old,751.0,new
w3621db0,False,windmill/sun_ahkhvvnvkjevxvvu,old,1561.0,old
w3621db0,False,vineyard/sun_aicvecccjhfzcjnt,old,598.0,new
w3621db0,False,warehouse/sun_abdmrgvlsfpsgxyu,old,736.0,old
w3621db0,False,beach/sun_abkegkdifglzmevl,new,583.0,new
w3621db0,False,pool/sun_antxeexzhaspkvlj,new,639.0,old
w3621db0,False,house/sun_aacohnpwcrythslq,new,2284.0,new
w3621db0,False,campsite/sun_aommnycdukjoaebq,old,814.0,old
w3621db0,False,garage/sun_dmxrwdsmpakdmytc,old,1093.0,old
w3621db0,False,temple/sun_aiqyivjtsjhjgqur,new,968.0,new
w3621db0,False,musuem/sun_argfiirfjlkefabp,old,716.0,old
w3621db0,False,sky/sun_aeglnxtxlevipkzh,new,1013.0,new
w3621db0,False,street/sun_avxrcniddstcuuuc,new,779.0,new
w3621db0,False,bookstore/sun_avsybhiblxqxcayh,new,513.0,new
w3621db0,False,tower/sun_afyekzxxqtpzgqni,old,776.0,old
w3621db0,False,sky/sun_agpvigtqjmmxbzwp,old,649.0,old
w3621db0,False,pool/sun_aexdaltifheurhfa,old,657.0,new
w3621db0,False,restaurant/sun_agizngsilvvsycgq,old,1026.0,old
w3621db0,False,ranch/sun_adlocewvkpbsaigj,old,1229.0,new
w3621db0,False,skiresort/sun_aqtrvlzivijhozcl,old,1804.0,old
w3621db0,False,railway/sun_aqlgoveofhhmvrdh,old,804.0,old
w3621db0,False,warehouse/sun_ahkbykndmtongifl,new,663.0,new
w3621db0,False,waterfall/sun_acijjmbhzvfdnsrt,old,835.0,old
w3621db0,False,downtown/sun_abosdjemftsczdvd,old,746.0,old
w3621db0,False,garage/sun_daivjtyepudsqerl,new,576.0,new
w3621db0,False,vineyard/sun_axkbfhmkopqemnsq,new,675.0,new
w3621db0,False,restaurant/sun_anyzuaevahatwgti,new,698.0,new
w3621db0,False,computerroom/sun_atznfxhjiiugbvxi,new,732.0,new
w3621db0,False,auditorium/sun_ahxfbcfdtvgnrivf,old,552.0,new
w3621db0,False,downtown/sun_bshiuzzrrjsniwbh,new,648.0,new
w3621db0,False,musuem/sun_akxippvbzxkxmejj,new,553.0,new
w3621db0,False,gym/sun_auzbqfsaebhgtrig,new,532.0,new
w3621db0,False,skiresort/sun_agehhpppqkifjwhn,new,581.0,new
w32ddb76,True,gym/sun_auzbqfsaebhgtrig,new,6281.0,new
w32ddb76,False,musuem/sun_alsgupdkmpsptlos,old,4984.0,new
w32ddb76,False,windmill/sun_awjnichhcaunlnrz,old,1850.0,old
w32ddb76,False,downtown/sun_acbmuljpyqdcboxt,old,1089.0,old
w32ddb76,False,greenhouse/sun_apjhtwdcpezmnlze,old,724.0,old
w32ddb76,False,vineyard/sun_apdbcyzwitltnzyz,new,781.0,old
w32ddb76,False,temple/sun_ahuwbjbhgegvnlsq,old,732.0,old
w32ddb76,False,ziggurat/sun_aenpmgoxmkmwaoiq,old,729.0,old
w32ddb76,False,tenniscourt/sun_abhryuvnxasmofva,new,706.0,old
w32ddb76,False,laundryroom/sun_aamwlajirwqjrbun,new,1195.0,new
w32ddb76,False,skiresort/sun_aqtrvlzivijhozcl,new,664.0,old
w32ddb76,False,sky/sun_ampvdpptptmciwok,old,724.0,old
w32ddb76,False,volcano/sun_abmqyijpgbakeqkm,new,1015.0,new
w32ddb76,False,footballfield/sun_afuzusgbewygvixv,old,1143.0,new
w32ddb76,False,tenniscourt/sun_arhfignuhjkxcmvk,old,585.0,old
w32ddb76,False,theater/sun_arhrqrqrgyhlozgq,old,644.0,old
w32ddb76,False,castle/sun_alsmelmsufuoupht,new,934.0,old
w32ddb76,False,musuem/sun_atiiscmhrcnttlop,new,794.0,new
w32ddb76,False,gym/sun_akecysmtkjijrbqr,old,1136.0,new
w32ddb76,False,bookstore/sun_avsybhiblxqxcayh,new,692.0,old
w32ddb76,False,campsite/sun_agkgjmhhyqowlmdm,old,853.0,old
w32ddb76,False,airport/sun_ammfdrzrfvjsqahx,new,1091.0,new
w32ddb76,False,shoppingmall/sun_attlobbjfpnyzslo,new,1163.0,new
w32ddb76,False,restaurant/sun_agxfoksoiibofpna,old,795.0,old
w32ddb76,False,roof/sun_asrztwexxagrlhem,old,759.0,old
w32ddb76,False,greenhouse/sun_bmnxsjsqwqcaluzf,new,1171.0,new
w32ddb76,False,restaurant/sun_adozleohzzjtcftc,new,1038.0,old
w32ddb76,False,kitchen/sun_aibgyrlkgcnwvhxl,new,820.0,new
w32ddb76,False,waterfall/sun_acmlcxobalurtcmq,new,700.0,old
w32ddb76,False,castle/sun_apvtpjdfgucfbnsd,old,723.0,new
w32ddb76,False,roof/sun_awskptrfuzjyjwes,new,873.0,new
w32ddb76,False,garage/sun_danujvtkymldhxqn,new,877.0,new
w32ddb76,False,vineyard/sun_azygdhuijrbfollv,old,1368.0,new
w32ddb76,False,volcano/sun_alxwigenocbauhzw,old,635.0,old
w32ddb76,False,bookstore/sun_avqoszezjldwidcy,old,777.0,new
w32ddb76,False,river/sun_aahjsajmsehqtuox,new,758.0,old
w32ddb76,False,auditorium/sun_ahcmaddzrcfxzuuz,old,618.0,new
w32ddb76,False,beach/sun_acbeypdvskqxwbrf,new,1550.0,old
w32ddb76,False,campsite/sun_arwteuvpegqctvcg,new,2093.0,new
w32ddb76,False,ranch/sun_ajxvkybqisznlxgg,new,1935.0,old
w32ddb76,False,house/sun_awyiuqdptibtzfuh,new,831.0,new
w32ddb76,False,downtown/sun_ahwvhnliokuzkazb,new,1169.0,new
w32ddb76,False,street/sun_aqzrscvtljhimvtf,old,586.0,old
w32ddb76,False,warehouse/sun_ahkbykndmtongifl,old,889.0,new
w32ddb76,False,tower/sun_afjkdsegpwxewtah,old,1267.0,new
w32ddb76,False,warehouse/sun_agdmklchstfjclxg,new,1069.0,new
w32ddb76,False,computerroom/sun_aiwdglrsrkkfbgzz,old,845.0,new
w32ddb76,False,waterfall/sun_amyxrbqiudksvqun,old,778.0,old
w32ddb76,False,underwater/sun_azotfggtynldgbwm,new,1055.0,new
w32ddb76,False,footballfield/sun_aedcjgjztgoialpm,new,1502.0,old
w32ddb76,False,pool/sun_aztsporcpcmiibon,old,2129.0,new
w32ddb76,False,theater/sun_abnbylturqcwwiuz,new,1036.0,new
w32ddb76,False,forest/sun_avyyymflzsdrwgbe,old,1223.0,new
w32ddb76,False,skiresort/sun_adyplaxglzqyoynb,old,725.0,old
w32ddb76,False,auditorium/sun_ahwnrxacspjqqqfm,new,723.0,new
w32ddb76,False,subway/sun_axdrpmtfwsncbewy,old,1229.0,old
w32ddb76,False,pool/sun_aelfhlyhvuglfcha,new,1072.0,new
w32ddb76,False,house/sun_aahrslvfecptaudk,old,843.0,old
w32ddb76,False,airport/sun_axuntpkgfijknxde,old,1029.0,new
w32ddb76,False,sky/sun_alpjwwozdavjucpu,new,558.0,old
w32ddb76,False,kitchen/sun_akzumputqvdvtqbq,old,878.0,new
w32ddb76,False,river/sun_awyqyxlrmqvjlwnd,old,1249.0,old
w32ddb76,False,grocery/sun_acmmgshfrxgopxlk,old,627.0,new
w32ddb76,False,garage/sun_delfxfnqyuiaselp,old,1292.0,old
w32ddb76,False,railway/sun_axeddylwawkspiuo,new,758.0,new
w32ddb76,False,railway/sun_azmvasvseueupvyd,old,900.0,old
w32ddb76,False,windmill/sun_alrghzshdjgnywto,new,1004.0,old
w32ddb76,False,tower/sun_afyekzxxqtpzgqni,new,838.0,new
w32ddb76,False,temple/sun_aaexbfhvrzmbsfus,new,1139.0,old
w32ddb76,False,computerroom/sun_ajcvdokgzllibdsg,new,790.0,new
w32ddb76,False,grocery/sun_atlvleypygwzuszx,new,980.0,old
w32ddb76,False,ziggurat/fig1,new,544.0,new
w32ddb76,False,laundryroom/sun_adldglebrfdkcxwu,old,728.0,new
w32ddb76,False,street/sun_aaeryjozzmanouqj,new,938.0,new
w32ddb76,False,forest/sun_aoqjnzwgdikwayvw,new,839.0,new
w32ddb76,False,subway/sun_alfhdavatfhkuxyo,new,928.0,new
w32ddb76,False,underwater/sun_aktxgxoebrjkepur,old,679.0,old
w32ddb76,False,beach/sun_aabhqzsffoeycgje,old,737.0,old
w32ddb76,False,shoppingmall/sun_aqmgjlthiepxfbtd,old,629.0,new
w32ddb76,False,ranch/sun_ayvjppkciavpdbhs,old,977.0,new
wdb2aa82,True,kitchen/sun_avlgzqfdedxwbiei,new,1966.0,new
wdb2aa82,False,theater/sun_augboomebjfniikq,old,1270.0,old
wdb2aa82,False,greenhouse/sun_apjhtwdcpezmnlze,new,651.0,new
wdb2aa82,False,downtown/sun_aljrvcabwnwkorml,new,604.0,new
wdb2aa82,False,waterfall/sun_acijjmbhzvfdnsrt,new,838.0,new
wdb2aa82,False,tenniscourt/sun_aizsvornuhzvyvhc,old,590.0,new
wdb2aa82,False,forest/sun_abvrazjxgpqhvszy,new,1810.0,new
wdb2aa82,False,computerroom/sun_aiwdglrsrkkfbgzz,old,609.0,old
wdb2aa82,False,beach/sun_abylvpgvhrpaxgnk,new,659.0,new
wdb2aa82,False,roof/sun_awskptrfuzjyjwes,old,743.0,old
wdb2aa82,False,railway/sun_aqddawzjzkqycxjc,new,1174.0,new
wdb2aa82,False,musuem/sun_aqrchpiffnzkysmc,new,1298.0,new
wdb2aa82,False,gym/sun_auzbqfsaebhgtrig,old,682.0,old
wdb2aa82,False,bookstore/sun_arnqlbdckkrvjqjj,old,614.0,new
