wid,word,image,practice,block,typing_rt,response,type_time,rt,response_type,judgement_type,judgement
wcb8c911,hay,../static/stimuli/images/street/sun_amjwoyuxrszlicsb.jpg,True,0,1363.0,,0.0,1363.0,empty,fok,1
wcb8c911,bear,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,True,0,1112.0,,0.0,1112.0,empty,fok,2
wcb8c911,door,../static/stimuli/images/laundryroom/sun_dgpgttfvjctszkzz.jpg,True,0,917.0,door,1078.0,1995.0,correct,confidence,5
wcb8c911,rabbit,../static/stimuli/images/river/sun_awyqyxlrmqvjlwnd.jpg,False,0,816.0,,0.0,816.0,empty,fok,1
wcb8c911,horse,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,0,1334.9999999998836,horse,861.0,2195.9999999998836,correct,confidence,5
wcb8c911,window,../static/stimuli/images/sky/sun_alpjwwozdavjucpu.jpg,False,0,1081.0,window,735.0,1816.0,correct,confidence,5
wcb8c911,bread,../static/stimuli/images/roof/sun_airvzklrdchyytiu.jpg,False,0,1553.9999999998836,mud,1032.0,2585.9999999998836,intrusion,confidence,1
wcb8c911,flower,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,False,0,967.0,,0.0,967.0,empty,fok,1
wcb8c911,milk,../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg,False,0,930.0,,0.0,930.0,empty,fok,1
wcb8c911,bird,../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg,False,0,902.0,,0.0,902.0,empty,fok,1
wcb8c911,cake,../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg,False,0,902.0,,0.0,902.0,empty,fok,1
wcb8c911,apple,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,0,1050.0,apple,656.0000000001164,1706.0000000001164,correct,confidence,5
wcb8c911,duck,../static/stimuli/images/tenniscourt/sun_ayyvmiocpgbwlgot.jpg,False,0,1023.0,duck,912.0,1935.0,correct,confidence,2
wcb8c911,puzzle,../static/stimuli/images/shoppingmall/sun_addqytasyktafwmq.jpg,False,0,945.0,,0.0,945.0,empty,fok,1
wcb8c911,fence,../static/stimuli/images/temple/sun_aapfmtbuxevwbxck.jpg,False,0,1250.0,,0.0,1250.0,empty,fok,1
wcb8c911,dog,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,0,1246.9999999998836,,0.0,1246.9999999998836,empty,fok,1
wcb8c911,egg,../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg,False,0,737.0,,0.0,737.0,empty,fok,1
wcb8c911,lion,../static/stimuli/images/castle/sun_alevmcaohaqqwlic.jpg,False,0,1099.0,lion,769.0,1868.0,correct,confidence,5
wcb8c911,potato,../static/stimuli/images/windmill/sun_arostrfeclmqdszk.jpg,False,0,1047.0,,0.0,1047.0,empty,fok,1
wcb8c911,toilet,../static/stimuli/images/greenhouse/sun_aahkpmrwfcwqyfcf.jpg,False,0,772.0,,0.0,772.0,empty,fok,1
wcb8c911,lawn,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,False,0,547.0000000001164,,0.0,547.0000000001164,empty,fok,1
wcb8c911,drink,../static/stimuli/images/vineyard/sun_aicvecccjhfzcjnt.jpg,False,0,1006.0,,0.0,1006.0,empty,fok,1
wcb8c911,ear,../static/stimuli/images/ranch/sun_atkydlwjcpmattts.jpg,False,0,635.0,,1.0,636.0,empty,fok,1
wcb8c911,heart,../static/stimuli/images/musuem/sun_axbkhklgdaevqxyj.jpg,False,0,1137.0,,0.0,1137.0,empty,fok,1
wcb8c911,snake,../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg,False,0,640.0,,0.0,640.0,empty,fok,1
wcb8c911,pig,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,0,657.0,,0.0,657.0,empty,fok,1
wcb8c911,eye,../static/stimuli/images/volcano/sun_aetnikjhplqgsznx.jpg,False,0,763.0,,0.0,763.0,empty,fok,1
wcb8c911,sand,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,0,1942.0000000001164,sand,904.9999999998836,2847.0,correct,confidence,3
wcb8c911,jeans,../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg,False,0,1695.0,,0.0,1695.0,empty,fok,1
wcb8c911,bee,../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg,False,0,1058.9999999998836,egg,886.0,1944.9999999998836,intrusion,confidence,2
wcb8c911,cat,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,0,651.0,,0.0,651.0,empty,fok,1
wcb8c911,volcano,../static/stimuli/images/bookstore/sun_avsybhiblxqxcayh.jpg,False,0,700.0000000001164,,0.0,700.0000000001164,empty,fok,1
wcb8c911,hat,../static/stimuli/images/footballfield/sun_aedcjgjztgoialpm.jpg,False,0,710.0,,0.0,710.0,empty,fok,1
wcb8c911,candle,../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg,False,0,588.0,,0.0,588.0,empty,fok,1
wcb8c911,truck,../static/stimuli/images/theater/sun_ahtaknlqeslujgbq.jpg,False,0,565.0000000001164,,0.0,565.0000000001164,empty,fok,1
wcb8c911,bed,../static/stimuli/images/airport/sun_aqogketumcqznmzs.jpg,False,0,637.0000000001164,,0.0,637.0000000001164,empty,fok,1
wcb8c911,bag,../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg,False,0,735.0,,0.0,735.0,empty,fok,1
wcb8c911,bone,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,0,652.9999999998836,,0.0,652.9999999998836,empty,fok,1
wcb8c911,nut,../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg,False,0,1240.0,nut,867.0000000001164,2107.0000000001164,correct,confidence,5
wcb8c911,computer,../static/stimuli/images/subway/sun_alfhdavatfhkuxyo.jpg,False,0,698.0,,0.0,698.0,empty,fok,1
w42e1014,rabbit,../static/stimuli/images/waterfall/sun_acmlcxobalurtcmq.jpg,True,0,1208.5,rabbit,800.7000000029802,2009.2000000029802,correct,confidence,3
w42e1014,flower,../static/stimuli/images/windmill/sun_arzqgolrrmfeptxe.jpg,True,0,1692.7999999970198,,0.0,1692.7999999970198,empty,fok,1
w42e1014,nut,../static/stimuli/images/volcano/sun_axyqizdexdgrtfie.jpg,True,0,2235.0,,0.0,2235.0,empty,fok,2
w42e1014,duck,../static/stimuli/images/roof/sun_acebhjdzsytwpmoj.jpg,False,0,1461.1000000089407,duck,521.5999999940395,1982.7000000029802,correct,confidence,3
