wid,test_type,overlay,train_presentation_duration,recall_time,afc_time,afc_bonus_time,n_pair,n_repeat,n_practice_critical,n_distractor,bonus_rate_critical,bonus_rate_critical_speed,bonus_rate_afc,bonus_rate_distractor,bonus_rate_speed,afc_scores,completed,bonus,version,math_correct
wed805be,simple-recall,True,2000,15000,,5000,20,2,3,10,2,0.1,1,1,0.25,"{'elephant': 7.106014575763801, 'neck': 6.993896775355226, 'quill': 7.0737848798287954, 'ozone': 6.916235708435561, 'tiger': 7.053476207772552, 'personnel': 6.88995139839379, 'banana': 7.974102165199549, 'permit': 7.006658612662989, 'tulip': 7.023868559947225, 'goat': 7.306309689803221, 'stranger': 6.97790613781043, 'antelope': 7.267069833416745, 'volunteer': 6.813215460293946, 'agent': 7.549163534657263, 'strawberry': 6.886866078848217, 'scenery': 7.305088618352797, 'baby': 7.022290869285841, 'ghost': 7.00458090675779, 'mister': 6.922100648941071, 'roost': 7.525853063748703, 'jeans': 7.161745844585231, 'application': 7.309588243402014, 'apple': 7.186289002327325, 'gravel': 7.097536802336063, 'elbow': 7.206533911756534, 'daisy': 7.184002817197826, 'society': 7.350568540771604, 'patient': 7.155896648086653, 'editorial': 7.2106417722480955, 'ear': 6.779038981245815, 'octopus': 6.920481123854244, 'barracuda': 6.856156066740333, 'stable': 7.353681844551943, 'scapegoat': 7.064288774980544, 'rouge': 6.999038266866459, 'cauliflower': 7.387078266557339, 'tread': 7.558704621059026, 'bug': 6.873525193952105, 'atom': 6.644686251870532, 'rebel': 6.8653968260241145}",True,2.3809999999999985,v6.0,5.0
wbfc78c4,simple-recall,True,2000,15000,,5000,20,2,3,10,2,0.1,1,1,0.25,"{'vagrant': 7.093579817928369, 'patient': 7.061753825050037, 'bed': 6.837786904476062, 'pig': 6.567009405844011, 'magazine': 6.645031105003941, 'department': 6.864698443653817, 'carrot': 6.706609610281293, 'follower': 7.053107618078009, 'sand': 6.594472735771192, 'neck': 6.819452978037314, 'stable': 6.776501432373203, 'tomato': 6.5374514912616775, 'goddess': 6.63773778513609, 'barracuda': 6.710421982957139, 'personnel': 6.769999953677779, 'fellow': 6.684679830085545, 'jeans': 6.5194568007224065, 'refrigerator': 6.46796083926981, 'well': 6.792140691773408, 'hamburger': 6.557780807201234, 'pillow': 6.5453130479014865, 'permit': 6.808451124009289, 'idol': 6.50129162037837, 'finger': 6.642545402816303, 'saxophone': 6.756616780236064, 'tulip': 6.710088007453493, 'dandelion': 6.595951148621556, 'community': 6.452938711467994, 'suburb': 6.883077232124921, 'chimney': 6.747673890108556, 'lover': 6.594225841732062, 'ear': 6.468352677578154, 'virus': 6.597221017213347, 'ghost': 6.537840330223465, 'captive': 6.613437656274137, 'ozone': 6.44076787024209, 'empire': 6.601927324524623, 'tiger': 6.378672136422691, 'scenery': 6.696565229891199, 'cactus': 6.705613108152562}",True,2.4610000000000007,v6.0,7.0
w6bbde7b,simple-recall,True,2000,15000,,5000,20,2,3,10,2,0.1,1,1,0.25,"{'hamburger': 7.603274853762895, 'cookie': 7.824058892527383, 'patient': 8.11782143155989, 'bug': 7.834576762354253, 'carrot': 7.85169976175554, 'strawberry': 7.6684595437281295, 'critic': 7.697794818793743, 'idol': 7.332403225267268, 'dandelion': 7.888334360008102, 'penguin': 7.434412220651012, 'quill': 7.2814426584450915, 'keeper': 7.567700933024207, 'pizza': 7.757269647252552, 'rouge': 7.420393808794607, 'tread': 7.623562127908108, 'house': 7.605417029047314, 'handkerchief': 7.3298837484161785, 'goddess': 7.402163511417882, 'community': 7.61261624963637, 'personnel': 7.572794021222382, 'electron': 7.584427698848848, 'tart': 7.724666019736937, 'pig': 7.743882810885566, 'chimney': 7.630987132521759, 'scapegoat': 7.6843204548530295, 'villain': 7.406480547403046, 'neck': 7.755091435876806, 'stable': 7.977808270501413, 'apple': 7.598342310452338, 'banana': 8.098257882834863, 'donor': 7.668840848804307, 'jeans': 7.562120717109284, 'frog': 7.395989351057754, 'cue': 7.2008271503275125, 'shoelace': 7.921976408156084, 'empire': 7.133521243666853, 'crook': 7.495344555777339, 'application': 7.30812548139714, 'cauliflower': 7.891201256063609, 'suburb': 7.626317721342656}",True,1.087,v6.0,2.0
