wid,word,image,practice,block,typing_rt,response,type_time,rt,response_type,judgement_type,judgement
w5d22b20,cat,../static/stimuli/images/river/sun_amqajokwdeitilnd.jpg,True,0,1285.5999999046326,,0.0,1285.5999999046326,empty,fok,5
w5d22b20,puzzle,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,True,0,1433.7999999523163,,0.0,1433.7999999523163,empty,fok,3
w5d22b20,bird,../static/stimuli/images/subway/sun_alfhdavatfhkuxyo.jpg,True,0,5247.399999976158,,0.10000002384185791,5247.5,empty,fok,3
w5d22b20,truck,../static/stimuli/images/computerroom/sun_ashjjvtrfwzoxxij.jpg,False,0,1856.8000000715256,train,1397.2999999523163,3254.100000023842,other,confidence,4
w5d22b20,snake,../static/stimuli/images/volcano/sun_aacjsxcwmkbgvpmb.jpg,False,0,1068.8000000715256,,0.0,1068.8000000715256,empty,fok,3
w5d22b20,bag,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,0,1088.7000000476837,,0.0,1088.7000000476837,empty,fok,1
w5d22b20,hay,../static/stimuli/images/waterfall/sun_acmlcxobalurtcmq.jpg,False,0,744.1000000238419,,0.0,744.1000000238419,empty,fok,1
w5d22b20,jeans,../static/stimuli/images/restaurant/sun_agizngsilvvsycgq.jpg,False,0,837.1999999284744,,0.0,837.1999999284744,empty,fok,1
w5d22b20,bed,../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg,False,0,782.6000000238419,,0.0,782.6000000238419,empty,fok,1
w5d22b20,toilet,../static/stimuli/images/roof/sun_acebhjdzsytwpmoj.jpg,False,0,820.6999999284744,,0.10000002384185791,820.7999999523163,empty,fok,1
w5d22b20,bee,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,False,0,1807.6000000238419,bee,689.0999999046326,2496.6999999284744,correct,confidence,4
w5d22b20,heart,../static/stimuli/images/kitchen/sun_asrcfjusjydonoin.jpg,False,0,1171.1000000238419,love,1107.7000000476837,2278.8000000715256,intrusion,confidence,5
w5d22b20,potato,../static/stimuli/images/ziggurat/sun_adajysluigplgxal.jpg,False,0,1137.3000000715256,,0.0,1137.3000000715256,empty,fok,1
w5d22b20,ear,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,False,0,680.6000000238419,1,427.59999990463257,1108.1999999284744,empty,confidence,1
w5d22b20,bear,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,0,715.1000000238419,,0.0,715.1000000238419,empty,fok,1
w5d22b20,lion,../static/stimuli/images/tower/sun_asjapgpmkkhijtma.jpg,False,0,856.8000000715256,,0.10000002384185791,856.9000000953674,empty,fok,1
w5d22b20,volcano,../static/stimuli/images/ranch/sun_acianlkkblpqgica.jpg,False,0,1951.9000000953674,volcano,4037.0,5988.900000095367,correct,confidence,4
w5d22b20,eye,../static/stimuli/images/theater/sun_acpdepnxayyyjqgs.jpg,False,0,818.7000000476837,,0.0,818.7000000476837,empty,fok,1
w5d22b20,egg,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,False,0,716.2000000476837,,0.09999990463256836,716.2999999523163,empty,fok,1
w5d22b20,milk,../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg,False,0,751.2999999523163,,0.0,751.2999999523163,empty,fok,1
w5d22b20,hat,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,0,705.8000000715256,,0.09999990463256836,705.8999999761581,empty,fok,1
w5d22b20,computer,../static/stimuli/images/auditorium/sun_ahwuhefoqkvitxnk.jpg,False,0,1649.1000000238419,computer,2039.3999999761581,3688.5,correct,confidence,5
w5d22b20,flower,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,0,1680.8000000715256,flower,1468.0,3148.8000000715256,correct,confidence,5
w5d22b20,window,../static/stimuli/images/vineyard/sun_aicvecccjhfzcjnt.jpg,False,0,1286.6000000238419,window,1341.3999999761581,2628.0,correct,confidence,5
w5d22b20,apple,../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg,False,0,1132.2000000476837,apple,970.5,2102.7000000476837,correct,confidence,4
w5d22b20,sand,../static/stimuli/images/downtown/sun_axbzajoxhnjergfp.jpg,False,0,1577.3999999761581,,0.10000002384185791,1577.5,empty,fok,1
w5d22b20,horse,../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg,False,0,2554.899999976158,horse,1362.0,3916.899999976158,correct,confidence,5
w5d22b20,cake,../static/stimuli/images/greenhouse/sun_bhxqibazllyrcpje.jpg,False,0,925.2999999523163,,0.0,925.2999999523163,empty,fok,1
w5d22b20,rabbit,../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg,False,0,638.1000000238419,,1498.2999999523163,2136.399999976158,empty,fok,1
w5d22b20,duck,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,0,728.5,,0.0,728.5,empty,fok,1
w5d22b20,door,../static/stimuli/images/pool/sun_abmafiafisngvteo.jpg,False,0,897.0,,0.0,897.0,empty,fok,1
w5d22b20,lawn,../static/stimuli/images/warehouse/sun_ainoacwsquefrlbr.jpg,False,0,830.2000000476837,,0.0,830.2000000476837,empty,fok,1
w5d22b20,bone,../static/stimuli/images/sky/sun_awdlpzaohypbcfjk.jpg,False,0,1454.8999999761581,,0.10000002384185791,1455.0,empty,fok,1
w5d22b20,candle,../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg,False,0,725.7999999523163,,0.10000002384185791,725.8999999761581,empty,fok,1
w5d22b20,pig,../static/stimuli/images/airport/sun_aqogketumcqznmzs.jpg,False,0,729.7000000476837,,0.0,729.7000000476837,empty,fok,1
w5d22b20,nut,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,0,717.6000000238419,,0.0,717.6000000238419,empty,fok,1
w5d22b20,dog,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,False,0,1290.7999999523163,dog,908.8000000715256,2199.600000023842,correct,confidence,5
w5d22b20,fence,../static/stimuli/images/house/sun_aswyksckmfyarwfk.jpg,False,0,1369.7999999523163,,0.0,1369.7999999523163,empty,fok,1
w5d22b20,bread,../static/stimuli/images/shoppingmall/sun_avicxzccipgymejx.jpg,False,0,1438.0,bread,1237.8999999761581,2675.899999976158,correct,confidence,5
w5d22b20,drink,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,False,0,1072.8999999761581,,0.10000002384185791,1073.0,empty,fok,1
w27a4fd5,nut,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,True,0,1472.5,acorn,1920.2999999523163,3392.7999999523163,other,confidence,5
w27a4fd5,puzzle,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,True,0,1387.9000000953674,puzzle,2790.899999976158,4178.800000071526,correct,confidence,5
w27a4fd5,hay,../static/stimuli/images/musuem/sun_akxippvbzxkxmejj.jpg,True,0,2011.2000000476837,,0.0,2011.2000000476837,empty,fok,1
w27a4fd5,pig,../static/stimuli/images/subway/sun_abufzioeatuizeoh.jpg,False,0,1497.9000000953674,,0.09999990463256836,1498.0,empty,fok,1
w27a4fd5,bag,../static/stimuli/images/laundryroom/sun_aaawhgdexmmzrdci.jpg,False,0,1303.3999999761581,bag,835.6000000238419,2139.0,correct,confidence,4
w27a4fd5,fence,../static/stimuli/images/skiresort/sun_adyplaxglzqyoynb.jpg,False,0,1077.5999999046326,fence,1257.8000000715256,2335.399999976158,correct,confidence,5
w27a4fd5,cake,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,False,0,1525.5999999046326,,0.10000002384185791,1525.6999999284744,empty,fok,1
