wid,word,image,practice,block,prime,prime_related,typing_rt,response,type_time,rt,response_type
w3af6e59,door,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,True,-1,False,False,1640.0,door,1308.0,2948.0,intrusion
w3af6e59,puzzle,../static/stimuli/images/temple/sun_aaexbfhvrzmbsfus.jpg,False,-1,False,False,2171.0,,0.0,2171.0,empty
w3af6e59,hay,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,-1,False,False,1232.0,hay,1000.0,2232.0,intrusion
w3af6e59,bear,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,-1,False,False,2749.0,bear,2065.0,4814.0,intrusion
w3af6e59,computer,../static/stimuli/images/street/sun_amjwoyuxrszlicsb.jpg,False,-1,False,False,1187.0,computer,3666.0,4853.0,correct
w3af6e59,bird,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,-1,False,False,2050.0,bird,1935.0,3985.0,correct
w3af6e59,egg,../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg,False,-1,False,False,2759.0,,0.0,2759.0,empty
w3af6e59,bag,../static/stimuli/images/windmill/sun_acijpcruwskdzwbx.jpg,False,-1,False,False,3682.0,,0.0,3682.0,empty
w3af6e59,duck,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,-1,False,False,4959.0,car,973.0,5932.0,intrusion
w3af6e59,bread,../static/stimuli/images/volcano/sun_ausfbukcukjcqubc.jpg,False,-1,False,False,3222.0,car,1118.0,4340.0,intrusion
w3af6e59,volcano,../static/stimuli/images/skiresort/sun_akfvworuwhgwukzv.jpg,False,-1,False,False,1503.0,volcano,2909.0,4412.0,correct
w3af6e59,jeans,../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg,False,-1,False,False,3582.0,window,1924.0,5506.0,other
w3af6e59,bone,../static/stimuli/images/railway/sun_aprfapnfngmvbixm.jpg,False,-1,False,False,4927.0,bear,3480.0,8407.0,intrusion
w3af6e59,flower,../static/stimuli/images/tower/sun_abxucdjovctfgknh.jpg,False,-1,False,False,6618.0,window,3531.0,10149.0,other
w3af6e59,drink,../static/stimuli/images/footballfield/sun_bytuhfnudnbsojli.jpg,False,-1,False,False,2587.0,,0.0,2587.0,empty
w3af6e59,hat,../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg,False,-1,False,False,7115.0,,0.0,7115.0,empty
w3af6e59,horse,../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg,False,-1,False,False,3747.0,bird,2082.0,5829.0,other
w3af6e59,dog,../static/stimuli/images/theater/sun_abldnlzotzlgclky.jpg,False,-1,False,False,3016.0,dog,961.0,3977.0,correct
w3af6e59,rabbit,../static/stimuli/images/warehouse/sun_aaawomlbokrxmfyj.jpg,False,-1,False,False,2807.0,cat,988.0,3795.0,other
w3af6e59,potato,../static/stimuli/images/garage/sun_dmxrwdsmpakdmytc.jpg,False,-1,False,False,5659.0,,3418.0,9077.0,empty
w3af6e59,candle,../static/stimuli/images/subway/sun_axdrpmtfwsncbewy.jpg,False,-1,False,False,2712.0,pig,5113.0,7825.0,other
w3af6e59,eye,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,False,-1,False,False,2016.0,pig,761.0,2777.0,other
