wid,word,image,practice,block,typing_rt,response,type_time,rt,response_type,judgement,correct,pretest_accuracy,strength
wab06a32,bread,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,FALSE,0,1435.699999988079,bread,1546.7000000029802,1435.699999988079,correct,5,TRUE,1,1.313115641979155
wab06a32,milk,../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg,FALSE,0,1547.1000000089407,NA,0.09999999403953552,1547.1000000089407,empty,1,FALSE,0,-0.8440738674837819
wab06a32,fence,../static/stimuli/images/kitchen/sun_alazdvaixpjtegwg.jpg,FALSE,0,1416.8999999910593,NA,0.10000000894069672,1416.8999999910593,empty,1,FALSE,0,-0.8440738674837819
wab06a32,heart,../static/stimuli/images/bookstore/sun_arnqlbdckkrvjqjj.jpg,FALSE,0,1821.5999999940395,heart,1783.6000000089407,1821.5999999940395,correct,5,TRUE,0.5,0.19644977204130698
wab06a32,cake,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,FALSE,0,1339.199999988079,NA,0.20000000298023224,1339.199999988079,empty,1,FALSE,0,-0.8440738674837819
wab06a32,truck,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,FALSE,0,1272.2000000029802,NA,0,1272.2000000029802,empty,1,FALSE,0,-0.8440738674837819
wab06a32,apple,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,FALSE,0,1292.5,NA,0.29999999701976776,1292.5,empty,1,FALSE,0,-0.8440738674837819
wab06a32,jeans,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,FALSE,0,1423,NA,0.10000000894069672,1423,empty,1,FALSE,0,-0.8440738674837819
wab06a32,candle,../static/stimuli/images/ziggurat/sun_aecdvzqgcesggjrp.jpg,FALSE,0,1721.0999999940395,candle,3318.800000011921,1721.0999999940395,correct,5,TRUE,1,1.0157883593562402
wab06a32,egg,../static/stimuli/images/street/sun_amwdevcpkorkaqcv.jpg,FALSE,0,1817.79999999702,egg,1110.9000000059605,1817.79999999702,correct,5,TRUE,1,1.1412301289028828
wab06a32,hay,../static/stimuli/images/river/sun_amqajokwdeitilnd.jpg,FALSE,0,2652.699999988079,hay,1212.800000011921,2652.699999988079,correct,5,TRUE,1,1.2351727697401496
wab06a32,flower,../static/stimuli/images/greenhouse/sun_aahkpmrwfcwqyfcf.jpg,FALSE,0,1498.3999999910593,NA,0.10000000894069672,1498.3999999910593,empty,1,FALSE,0,-0.8440738674837819
wab06a32,snake,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,FALSE,0,1817.70000000298,snake,2210.1000000089407,1817.70000000298,correct,5,TRUE,1,1.2916469495683478
wab06a32,door,../static/stimuli/images/volcano/sun_abmqyijpgbakeqkm.jpg,FALSE,0,1499.2000000029802,door,1441,1499.2000000029802,correct,5,TRUE,1,1.2232568374669892
wab06a32,eye,../static/stimuli/images/ranch/sun_ajxvkybqisznlxgg.jpg,FALSE,0,1411.9000000059605,NA,0,1411.9000000059605,empty,1,FALSE,0,-0.8440738674837819
w7957307,horse,../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg,FALSE,0,10138.80000001192,door,3282.699999988079,10138.80000001192,intrusion,2,FALSE,0,-0.51970710657768
w7957307,volcano,../static/stimuli/images/campsite/sun_azvxwxzbkknkggng.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,heart,../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg,FALSE,0,3529.2000000476837,door,1800.5,3529.2000000476837,intrusion,2,FALSE,0,-0.51970710657768
w7957307,dog,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,FALSE,0,1981.699999988079,dog,2086.100000023842,1981.699999988079,correct,5,TRUE,1,1.699386310053627
w7957307,snake,../static/stimuli/images/ranch/sun_ajxvkybqisznlxgg.jpg,FALSE,0,9536,bot,1892,9536,other,1,FALSE,0,-0.51970710657768
w7957307,apple,../static/stimuli/images/auditorium/sun_almcaxysfdwizxac.jpg,FALSE,0,2365.5,toilet,3811.599999964237,2365.5,intrusion,3,FALSE,0,-0.51970710657768
w7957307,jeans,../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg,FALSE,0,4584.800000011921,door,1225.100000023842,4584.800000011921,intrusion,1,FALSE,0,-0.51970710657768
w7957307,window,../static/stimuli/images/windmill/sun_arzqgolrrmfeptxe.jpg,FALSE,0,8105,window,2824.100000023842,8105,correct,1,TRUE,0,-0.51970710657768
w7957307,bee,../static/stimuli/images/laundryroom/sun_adldglebrfdkcxwu.jpg,FALSE,0,11176.19999998808,door,1109.9000000357628,11176.19999998808,intrusion,1,FALSE,0,-0.51970710657768
w7957307,cake,../static/stimuli/images/waterfall/sun_aecefabfvaewllpg.jpg,FALSE,0,2352.100000023842,bird,2768,2352.100000023842,intrusion,2,FALSE,0,-0.51970710657768
w7957307,eye,../static/stimuli/images/computerroom/sun_aiwdglrsrkkfbgzz.jpg,FALSE,0,1503.199999988079,window,2494.900000035763,1503.199999988079,intrusion,5,FALSE,0,-0.51970710657768
w7957307,ear,../static/stimuli/images/pool/sun_amnkmeojepioccty.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,duck,../static/stimuli/images/footballfield/sun_ahqkbelqgjflpbjo.jpg,FALSE,0,1646.800000011921,duck,2933.900000035763,1646.800000011921,correct,5,TRUE,1,1.3635614531505829
w7957307,potato,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,FALSE,0,1269.899999976158,potato,1880.5,1269.899999976158,correct,5,TRUE,1,2.368787185770721
w7957307,flower,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,FALSE,0,1618.800000011921,flower,1855.800000011921,1618.800000011921,correct,5,TRUE,1,2.4148030470112234
w7957307,bread,../static/stimuli/images/grocery/sun_ajfkrdilcurxubxd.jpg,FALSE,0,1368.199999988079,bread,1465,1368.199999988079,correct,5,TRUE,1,2.118387580411763
w7957307,rabbit,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,FALSE,0,2490.900000035763,dog,1204.699999988079,2490.900000035763,intrusion,4,FALSE,0,-0.51970710657768
w7957307,lawn,../static/stimuli/images/subway/sun_apgdazdsggmnohcz.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,bird,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,FALSE,0,4001.799999952316,bird,1259.600000023842,4001.799999952316,correct,4,TRUE,1,1.1964438515029465
w7957307,milk,../static/stimuli/images/tenniscourt/sun_arhfignuhjkxcmvk.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,sand,../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg,FALSE,0,1364.5,fence,2125.399999976158,1364.5,intrusion,5,FALSE,0.5,-0.10114651015413238
w7957307,bed,../static/stimuli/images/castle/sun_alsmelmsufuoupht.jpg,FALSE,0,2826.099999964237,fence,2151.5,2826.099999964237,intrusion,4,FALSE,0,-0.51970710657768
w7957307,truck,../static/stimuli/images/skiresort/sun_adyplaxglzqyoynb.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,bag,../static/stimuli/images/gym/sun_akhyzejtqpynaepu.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,drink,../static/stimuli/images/warehouse/sun_aaawomlbokrxmfyj.jpg,FALSE,0,3937.599999964237,boat,1912.5,3937.599999964237,other,2,FALSE,0,-0.51970710657768
w7957307,cat,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,FALSE,0,NA,NA,NA,NA,timeout,NA,FALSE,0,-0.51970710657768
w7957307,bone,../static/stimuli/images/downtown/sun_ahwvhnliokuzkazb.jpg,FALSE,0,3671.300000011921,fence,1861.899999976158,3671.300000011921,intrusion,2,FALSE,0,-0.51970710657768
w7957307,nut,../static/stimuli/images/vineyard/sun_aokkqrsxsvimuubo.jpg,FALSE,0,2709,NA,829.4000000357628,2709,empty,2,FALSE,0,-0.51970710657768
w7957307,puzzle,../static/stimuli/images/sky/sun_aboqqlnpqcqfghfo.jpg,FALSE,0,2922.099999964237,NA,0,2922.099999964237,empty,1,FALSE,0,-0.51970710657768
w7957307,pig,../static/stimuli/images/bookstore/sun_afhaekubmjvpmvre.jpg,FALSE,0,2225.800000011921,NA,0,2225.800000011921,empty,1,FALSE,0,-0.51970710657768
w7957307,door,../static/stimuli/images/street/sun_amwdevcpkorkaqcv.jpg,FALSE,0,2202.100000023842,fence,1982.5,2202.100000023842,intrusion,2,FALSE,0,-0.51970710657768
w7957307,bear,../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg,FALSE,0,2387.7000000476837,NA,0,2387.7000000476837,empty,1,FALSE,0,-0.51970710657768
w7957307,fence,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,FALSE,0,1309.5,fence,1824.5,1309.5,correct,4,TRUE,1,1.411976455519252
w7957307,hat,../static/stimuli/images/roof/sun_airvzklrdchyytiu.jpg,FALSE,0,2054.2000000476837,sand,1467.2999999523165,2054.2000000476837,intrusion,4,FALSE,0,-0.51970710657768
w7957307,candle,../static/stimuli/images/forest/sun_aoqjnzwgdikwayvw.jpg,FALSE,0,925.5,NA,0,925.5,empty,1,FALSE,0,-0.51970710657768
w7957307,toilet,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,FALSE,0,1740.800000011921,toilet,2224.300000011921,1740.800000011921,correct,4,TRUE,1,2.0795996109090846
w7957307,computer,../static/stimuli/images/garage/sun_delfxfnqyuiaselp.jpg,FALSE,0,1166.199999988079,NA,0.10000002384185792,1166.199999988079,empty,1,FALSE,0,-0.51970710657768
w2f07db2,ear,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,FALSE,0,1640,ear,536,1640,correct,5,TRUE,1,0.7415816092962071
w2f07db2,flower,../static/stimuli/images/subway/sun_abufzioeatuizeoh.jpg,FALSE,0,2071,NA,369,2071,empty,1,FALSE,0,-1.8325790069686738
w2f07db2,bed,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,FALSE,0,1153,bed,399,1153,correct,5,TRUE,1,0.3096757744244808
w2f07db2,sand,../static/stimuli/images/sky/sun_aczjsyhtqawbyyer.jpg,FALSE,0,1759,sand,496,1759,correct,5,TRUE,1,0.07229114820146224
w2f07db2,volcano,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,FALSE,0,1352,volcano,1367,1352,correct,5,TRUE,1,0.5276636507713175
w2f07db2,hat,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,FALSE,0,1041,hat,449,1041,correct,5,TRUE,1,0.6922178575000234
w2f07db2,lawn,../static/stimuli/images/footballfield/sun_byyhmoxeyuabpnes.jpg,FALSE,0,1126,lawn,825,1126,correct,5,TRUE,1,0.9222249492171716
w2f07db2,bag,../static/stimuli/images/garage/sun_dfvgejtxiljzbywb.jpg,FALSE,0,1129,bag,431,1129,correct,5,TRUE,1,0.8412594017975312
w2f07db2,pig,../static/stimuli/images/warehouse/sun_agdmklchstfjclxg.jpg,FALSE,0,2031,pig,385,2031,correct,3,TRUE,0.5,-0.7664547867491838
w2f07db2,dog,../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg,FALSE,0,1041,dog,392,1041,correct,5,TRUE,1,0.7966158945008557
w2f07db2,heart,../static/stimuli/images/beach/sun_aacgcodmtsyjjmbx.jpg,FALSE,0,952,heart,639,952,correct,5,TRUE,1,0.679525183495769
w2f07db2,truck,../static/stimuli/images/campsite/sun_agkgjmhhyqowlmdm.jpg,FALSE,0,1343,truck,1056,1343,correct,4,TRUE,1,0.7066341367602154
w2f07db2,bee,../static/stimuli/images/volcano/sun_agobzgvhyhaxalcv.jpg,FALSE,0,2135,milk,665,2135,intrusion,2,FALSE,0,-1.8325790069686738
w2f07db2,bird,../static/stimuli/images/street/sun_amjwoyuxrszlicsb.jpg,FALSE,0,1057,bird,408,1057,correct,5,TRUE,1,0.5489433565237672
w2f07db2,lion,../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg,FALSE,0,1094,lion,2649,1094,correct,4,TRUE,1,0.39260933778350715
w2f07db2,bone,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,FALSE,0,1504,cow,400,1504,other,2,FALSE,0,-1.8325790069686738
w2f07db2,eye,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,FALSE,0,1176,eye,496,1176,correct,5,TRUE,1,0.9019305128556452
w2f07db2,horse,../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg,FALSE,0,1314,horse,703,1314,correct,5,TRUE,1,-0.37701722469744575
w2f07db2,duck,../static/stimuli/images/theater/sun_abldnlzotzlgclky.jpg,FALSE,0,1911,duck,682,1911,correct,5,TRUE,1,0.1418126298625571
w2f07db2,door,../static/stimuli/images/castle/sun_aduovtnrsmdtcpie.jpg,FALSE,0,1192,door,632,1192,correct,5,TRUE,1,0.5127231039436132
w2f07db2,window,../static/stimuli/images/river/sun_awyqyxlrmqvjlwnd.jpg,FALSE,0,1450,egg,462,1450,intrusion,1,FALSE,0,-1.8325790069686738
w2f07db2,cat,../static/stimuli/images/tenniscourt/sun_aczifhfuxagmsqub.jpg,FALSE,0,1314,cat,423,1314,correct,4,TRUE,1,0.16849274411976722
w2f07db2,drink,../static/stimuli/images/computerroom/sun_aiwdglrsrkkfbgzz.jpg,FALSE,0,1431,drink,705,1431,correct,4,TRUE,1,0.5335155253494933
w2f07db2,candle,../static/stimuli/images/windmill/sun_arostrfeclmqdszk.jpg,FALSE,0,1150,NA,280,1150,empty,1,FALSE,0,-1.8325790069686738
w2f07db2,puzzle,../static/stimuli/images/railway/sun_azmvasvseueupvyd.jpg,FALSE,0,1159,puzzle,1025,1159,correct,5,TRUE,1,0.7605723355340356
w2f07db2,fence,../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg,FALSE,0,1305,fence,728,1305,correct,5,TRUE,1,0.5876272646265966
w2f07db2,potato,../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg,FALSE,0,1072,potato,1057,1072,correct,5,TRUE,1,0.7746523239967542
w2f07db2,cake,../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg,FALSE,0,1447,cake,1344,1447,correct,5,TRUE,1,0.7832185707800029
w2f07db2,nut,../static/stimuli/images/bookstore/sun_auwghripdoxzluuk.jpg,FALSE,0,1089,nut,344,1089,correct,5,TRUE,1,0.7124230165175632
w2f07db2,snake,../static/stimuli/images/forest/sun_atlxncsxfmqwisuw.jpg,FALSE,0,1632,snake,736,1632,correct,5,TRUE,1,0.656389775302147
w2f07db2,jeans,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,FALSE,0,1294,jeans,569,1294,correct,5,TRUE,1,0.717408773246898
w2f07db2,apple,../static/stimuli/images/waterfall/sun_acijjmbhzvfdnsrt.jpg,FALSE,0,1526,apple,705,1526,correct,1,TRUE,0.5,-0.5823184299781794
w2f07db2,egg,../static/stimuli/images/shoppingmall/sun_aeqagrktttxaasae.jpg,FALSE,0,1318,pig,665,1318,intrusion,2,FALSE,0,-1.8325790069686738
w2f07db2,computer,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,FALSE,0,975,computer,832,975,correct,5,TRUE,1,0.9344430929263695
w2f07db2,bread,../static/stimuli/images/restaurant/sun_aiyfhlpenzexmqoi.jpg,FALSE,0,1615,bread,673,1615,correct,5,TRUE,1,-0.1486828521895635
w2f07db2,milk,../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg,FALSE,0,969,NA,728,969,empty,1,FALSE,0,-1.8325790069686738
w2f07db2,toilet,../static/stimuli/images/tower/sun_akmnewliaqefdugs.jpg,FALSE,0,1633,toilet,647,1633,correct,5,TRUE,0.5,-0.713925626938666
wa094301,hat,../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg,FALSE,0,1593.7999999523165,hat,1218.2999999523165,1593.7999999523165,correct,5,TRUE,1,1.7930458942044092
wa094301,drink,../static/stimuli/images/theater/sun_ahtaknlqeslujgbq.jpg,FALSE,0,1115,NA,0.10000002384185792,1115,empty,1,FALSE,0,-0.5533311747496428
wa094301,dog,../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg,FALSE,0,1042.7999999523165,NA,0.10000002384185792,1042.7999999523165,empty,1,FALSE,0,-0.5533311747496428
wa094301,eye,../static/stimuli/images/street/sun_amwdevcpkorkaqcv.jpg,FALSE,0,2334.899999976158,NA,0.10000002384185792,2334.899999976158,empty,1,FALSE,0,-0.5533311747496428
wa094301,volcano,../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg,FALSE,0,1276.5,NA,0.30000007152557373,1276.5,empty,1,FALSE,0,-0.5533311747496428
wa094301,cake,../static/stimuli/images/skiresort/sun_akfvworuwhgwukzv.jpg,FALSE,0,1268.899999976158,NA,0.19999992847442627,1268.899999976158,empty,1,FALSE,0,-0.5533311747496428
wa094301,bee,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,FALSE,0,1269.7999999523165,NA,0.10000002384185792,1269.7999999523165,empty,1,FALSE,0,-0.5533311747496428
wa094301,pig,../static/stimuli/images/house/sun_azzyyehcunxuhihg.jpg,FALSE,0,1609.5,pig,2283.5,1609.5,correct,5,TRUE,1,1.849108083292172
wa094301,flower,../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg,FALSE,0,1428.7999999523165,flower,1722.2999999523165,1428.7999999523165,correct,5,TRUE,1,1.1549419692883711
wa094301,duck,../static/stimuli/images/auditorium/sun_ahcmaddzrcfxzuuz.jpg,FALSE,0,1256.1999999284744,NA,0.30000007152557373,1256.1999999284744,empty,1,FALSE,0,-0.5533311747496428
wa094301,nut,../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg,FALSE,0,1213.5,NA,0.19999992847442627,1213.5,empty,1,FALSE,0,-0.5533311747496428
wa094301,fence,../static/stimuli/images/ziggurat/sun_aecdvzqgcesggjrp.jpg,FALSE,0,1128.9000000953674,NA,0.19999992847442627,1128.9000000953674,empty,1,FALSE,0,-0.5533311747496428
wa094301,puzzle,../static/stimuli/images/roof/sun_aqxzijexicadnjja.jpg,FALSE,0,1041.5,NA,0.19999992847442627,1041.5,empty,1,FALSE,0,-0.5533311747496428
wa094301,snake,../static/stimuli/images/subway/sun_axdrpmtfwsncbewy.jpg,FALSE,0,1361.100000023842,snake,1820.600000023842,1361.100000023842,correct,5,TRUE,1,1.8969787407614718
wa094301,bear,../static/stimuli/images/shoppingmall/sun_attlobbjfpnyzslo.jpg,FALSE,0,1573.600000023842,NA,0.10000002384185792,1573.600000023842,empty,1,FALSE,0,-0.5533311747496428
wa094301,bag,../static/stimuli/images/railway/sun_alhsawcptyqiooss.jpg,FALSE,0,969.600000023842,NA,0.19999992847442627,969.600000023842,empty,1,FALSE,0,-0.5533311747496428
wa094301,heart,../static/stimuli/images/warehouse/sun_aivgpdzlwqiklrwe.jpg,FALSE,0,981.100000023842,NA,0.19999992847442627,981.100000023842,empty,1,FALSE,0,-0.5533311747496428
wa094301,hay,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,FALSE,0,1130.6999999284744,NA,0.20000004768371585,1130.6999999284744,empty,1,FALSE,0,-0.5533311747496428
wa094301,bread,../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg,FALSE,0,3071.7000000476837,NA,0.20000004768371585,3071.7000000476837,empty,2,FALSE,1,1.2313053049366367
wa094301,door,../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg,FALSE,0,1706.100000023842,door,1555.7999999523165,1706.100000023842,correct,5,TRUE,1,1.7673772401970738
wa094301,toilet,../static/stimuli/images/tenniscourt/sun_auqykplyynyhxcas.jpg,FALSE,0,1527.7000000476835,NA,0.09999990463256836,1527.7000000476835,empty,1,FALSE,0,-0.5533311747496428
wa094301,ear,../static/stimuli/images/pool/sun_antxeexzhaspkvlj.jpg,FALSE,0,1040,NA,0.10000002384185792,1040,empty,1,FALSE,0,-0.5533311747496428
wa094301,candle,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,FALSE,0,1110.3000000715256,NA,0.19999992847442627,1110.3000000715256,empty,1,FALSE,0,-0.5533311747496428
wa094301,truck,../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg,FALSE,0,1069.5,NA,0.19999992847442627,1069.5,empty,1,FALSE,0,-0.5533311747496428
wa094301,jeans,../static/stimuli/images/garage/sun_dfvgejtxiljzbywb.jpg,FALSE,0,1466.100000023842,NA,0,1466.100000023842,empty,1,FALSE,0,-0.5533311747496428
wa094301,sand,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,FALSE,0,1339,NA,0.10000002384185792,1339,empty,1,FALSE,0,-0.5533311747496428
wa094301,milk,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,FALSE,0,1034.100000023842,NA,0.19999992847442627,1034.100000023842,empty,1,FALSE,0,-0.5533311747496428
wa094301,window,../static/stimuli/images/underwater/sun_aojrtoikxmtgzchi.jpg,FALSE,0,1114.2000000476835,NA,0,1114.2000000476835,empty,1,FALSE,0,-0.5533311747496428
wa094301,lion,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,FALSE,0,1668.5,NA,0.10000002384185792,1668.5,empty,1,FALSE,0,-0.5533311747496428
wa094301,rabbit,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,FALSE,0,2439.900000095367,rabbit,2171.1999999284744,2439.900000095367,correct,3,TRUE,1,1.9886150868034624
wa094301,bird,../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg,FALSE,0,2982.2000000476837,pig,1122.0999999046326,2982.2000000476837,intrusion,3,FALSE,0,-0.5533311747496428
wa094301,apple,../static/stimuli/images/downtown/sun_abosdjemftsczdvd.jpg,FALSE,0,2049.6999999284744,apple,1357.600000023842,2049.6999999284744,correct,1,TRUE,1,1.8854867347967403
wa094301,cat,../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg,FALSE,0,1331.6999999284744,cat,1485.8000000715256,1331.6999999284744,correct,5,TRUE,1,1.926413838709659
wa094301,bed,../static/stimuli/images/waterfall/sun_amyxrbqiudksvqun.jpg,FALSE,0,1132.5,NA,0.19999992847442627,1132.5,empty,1,FALSE,0,-0.5533311747496428
wa094301,lawn,../static/stimuli/images/musuem/sun_atiiscmhrcnttlop.jpg,FALSE,0,646.8000000715256,NA,0.10000002384185792,646.8000000715256,empty,1,FALSE,0,-0.5533311747496428
wa094301,horse,../static/stimuli/images/volcano/sun_abmqyijpgbakeqkm.jpg,FALSE,0,760,NA,0.20000004768371585,760,empty,1,FALSE,0,-0.5533311747496428
wa094301,potato,../static/stimuli/images/bookstore/sun_avqoszezjldwidcy.jpg,FALSE,0,2441.5,NA,0.10000002384185792,2441.5,empty,1,FALSE,0,-0.5533311747496428
wb56f1b5,bed,../static/stimuli/images/gym/sun_abcjjambqjxedqdv.jpg,FALSE,0,1298.3999998569489,iron,2556.5,1298.3999998569489,other,4,FALSE,0,-0.7821297241621826
wb56f1b5,door,../static/stimuli/images/waterfall/sun_awrontvhyysjfacv.jpg,FALSE,0,1863.0999999046328,NA,1537.8000001907349,1863.0999999046328,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,sand,../static/stimuli/images/theater/sun_abldnlzotzlgclky.jpg,FALSE,0,972.6000001430511,sand,1888.7999999523165,972.6000001430511,correct,5,TRUE,1,1.4126160508642152
wb56f1b5,bird,../static/stimuli/images/vineyard/sun_apdbcyzwitltnzyz.jpg,FALSE,0,1577.0999999046326,NA,1155.7999999523165,1577.0999999046326,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,puzzle,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,FALSE,0,1037,puzzle,1262.5,1037,correct,5,TRUE,1,1.1972881393938914
wb56f1b5,drink,../static/stimuli/images/campsite/sun_ahvodfpzghaczear.jpg,FALSE,0,1583.5999999046326,NA,0,1583.5999999046326,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,bee,../static/stimuli/images/warehouse/sun_aboqyhgpfgwxwmut.jpg,FALSE,0,1143.2000000476835,bee,570.2000000476837,1143.2000000476835,correct,5,TRUE,1,1.3046568965889513
wb56f1b5,horse,../static/stimuli/images/volcano/sun_abmqyijpgbakeqkm.jpg,FALSE,0,820.8000001907349,horse,1348.7999999523165,820.8000001907349,correct,5,TRUE,1,1.5732446133251579
wb56f1b5,egg,../static/stimuli/images/tower/sun_afjkdsegpwxewtah.jpg,FALSE,0,1059.7999999523165,egg,519.2999999523163,1059.7999999523165,correct,5,TRUE,1,0.941082077186915
wb56f1b5,hay,../static/stimuli/images/skiresort/sun_ahlksvwmghqfwqtw.jpg,FALSE,0,1268.2999999523165,NA,1000.4000000953674,1268.2999999523165,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,volcano,../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg,FALSE,0,1118.0999999046326,NA,0.09999990463256836,1118.0999999046326,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,candle,../static/stimuli/images/pool/sun_argikopryamoycho.jpg,FALSE,0,1000,candle,905.6999998092653,1000,correct,5,TRUE,1,1.0248908752397492
wb56f1b5,window,../static/stimuli/images/footballfield/sun_aegayohtofbvbdoa.jpg,FALSE,0,1160.2999999523165,NA,0,1160.2999999523165,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,milk,../static/stimuli/images/ziggurat/sun_agbaptlibgqhrwwn.jpg,FALSE,0,1721.5999999046326,NA,0.09999990463256836,1721.5999999046326,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,ear,../static/stimuli/images/shoppingmall/sun_avicxzccipgymejx.jpg,FALSE,0,1158.8999998569489,NA,0.10000014305114746,1158.8999998569489,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,rabbit,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,FALSE,0,1016.6000001430511,NA,0,1016.6000001430511,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,bear,../static/stimuli/images/downtown/sun_ahwvhnliokuzkazb.jpg,FALSE,0,1258.7000000476835,NA,0,1258.7000000476835,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,fence,../static/stimuli/images/temple/sun_apdrdxoeskjgfrbj.jpg,FALSE,0,2343.599999904633,NA,0,2343.599999904633,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,bone,../static/stimuli/images/kitchen/sun_avlgzqfdedxwbiei.jpg,FALSE,0,1008,iron,732,1008,other,4,FALSE,0,-0.7821297241621826
wb56f1b5,potato,../static/stimuli/images/tenniscourt/sun_avbthoqreldjpsco.jpg,FALSE,0,1057.7000000476835,NA,0.09999990463256836,1057.7000000476835,empty,1,FALSE,0,-0.7821297241621826
wb56f1b5,heart,../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg,FALSE,0,946.7000000476836,heart,671.7999999523163,946.7000000476836,correct,5,TRUE,1,1.477206810487688
wb56f1b5,nut,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,FALSE,0,1352.7999999523165,lion,2186,1352.7999999523165,intrusion,3,FALSE,0,-0.7821297241621826
wb56f1b5,jeans,../static/stimuli/images/restaurant/sun_aejvqzvtonxptams.jpg,FALSE,0,891.2999999523163,NA,0,891.2999999523163,empty,1,FALSE,0,-0.7821297241621826
