wid,pretest_type,critical_type,overlay,fancy_critical,train_presentation_duration,recall_time,afc_time,afc_bonus_time,n_pair,n_repeat,n_practice_critical,n_distractor,bonus_rate_critical,bonus_rate_critical_speed,bonus_rate_afc,bonus_rate_pretest,bonus_rate_distractor,bonus_rate_speed,pairs,completed,bonus,version,math_correct,afc_scores,critical_pairs
we2a056b,simple-recall,multi-recall,True,False,2000.0,15000.0,,5000.0,40.0,3.0,3.0,10.0,2.0,0.1,1.0,1.0,1.0,0.25,"[{'word': 'gym', 'image': '../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg'}, {'word': 'marsh', 'image': '../static/stimuli/images/temple/sun_asirkyjruyeentuc.jpg'}, {'word': 'capital', 'image': '../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg'}, {'word': 'sleeve', 'image': '../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg'}, {'word': 'uncle', 'image': '../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg'}, {'word': 'shark', 'image': '../static/stimuli/images/ziggurat/sun_aecdvzqgcesggjrp.jpg'}, {'word': 'atlas', 'image': '../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg'}, {'word': 'electrician', 'image': '../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg'}, {'word': 'thermometer', 'image': '../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg'}, {'word': 'lady', 'image': '../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg'}, {'word': 'chef', 'image': '../static/stimuli/images/computerroom/sun_azkmsfiuzzekamsy.jpg'}, {'word': 'subway', 'image': '../static/stimuli/images/grocery/sun_acmmgshfrxgopxlk.jpg'}, {'word': 'article', 'image': '../static/stimuli/images/laundryroom/sun_aamwlajirwqjrbun.jpg'}, {'word': 'thicket', 'image': '../static/stimuli/images/railway/sun_azmvasvseueupvyd.jpg'}, {'word': 'major', 'image': '../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg'}, {'word': 'senate', 'image': '../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg'}, {'word': 'fighter', 'image': '../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg'}, {'word': 'diner', 'image': '../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg'}, {'word': 'casket', 'image': '../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg'}, {'word': 'monk', 'image': '../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg'}, {'word': 'document', 'image': '../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg'}, {'word': 'washcloth', 'image': '../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg'}, {'word': 'tiger', 'image': '../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg'}, {'word': 'governor', 'image': '../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg'}, {'word': 'queen', 'image': '../static/stimuli/images/skiresort/sun_akfvworuwhgwukzv.jpg'}, {'word': 'soda', 'image': '../static/stimuli/images/shoppingmall/sun_avicxzccipgymejx.jpg'}, {'word': 'inventor', 'image': '../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg'}, {'word': 'snorkel', 'image': '../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg'}, {'word': 'garden', 'image': '../static/stimuli/images/bookstore/sun_avqoszezjldwidcy.jpg'}, {'word': 'crystal', 'image': '../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg'}, {'word': 'mechanic', 'image': '../static/stimuli/images/vineyard/sun_agfdrmftdzokxtnc.jpg'}, {'word': 'ewe', 'image': '../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg'}, {'word': 'community', 'image': '../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg'}, {'word': 'smog', 'image': '../static/stimuli/images/airport/sun_ammfdrzrfvjsqahx.jpg'}, {'word': 'vault', 'image': '../static/stimuli/images/volcano/sun_agobzgvhyhaxalcv.jpg'}, {'word': 'puzzle', 'image': '../static/stimuli/images/subway/sun_apgdazdsggmnohcz.jpg'}, {'word': 'scarf', 'image': '../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg'}, {'word': 'commander', 'image': '../static/stimuli/images/waterfall/sun_adtiwvbnsxsyohuw.jpg'}, {'word': 'quail', 'image': '../static/stimuli/images/campsite/sun_ahvodfpzghaczear.jpg'}, {'word': 'bus', 'image': '../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg'}]",True,2.03,v5.4,10.0,"{""snorkel"": null, ""electrician"": null, ""shark"": null, ""fighter"": null, ""lady"": null, ""crystal"": null, ""capital"": null, ""major"": null, ""sleeve"": null, ""atlas"": null, ""garden"": null, ""vault"": null, ""article"": null, ""queen"": null, ""washcloth"": null, ""smog"": null, ""mechanic"": null, ""chef"": null, ""community"": null, ""marsh"": null, ""monk"": null, ""bus"": null, ""governor"": null, ""ewe"": null, ""thermometer"": null, ""subway"": null, ""tiger"": null, ""thicket"": null, ""casket"": null, ""inventor"": null, ""scarf"": null, ""gym"": null, ""quail"": null, ""commander"": null, ""puzzle"": null, ""soda"": null, ""diner"": null, ""uncle"": null, ""senate"": null, ""document"": null}","[[{""word"": ""gym"", ""image"": ""../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg""}, {""word"": ""bus"", ""image"": ""../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg""}], [{""word"": ""marsh"", ""image"": ""../static/stimuli/images/temple/sun_asirkyjruyeentuc.jpg""}, {""word"": ""quail"", ""image"": ""../static/stimuli/images/campsite/sun_ahvodfpzghaczear.jpg""}], [{""word"": ""capital"", ""image"": ""../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg""}, {""word"": ""commander"", ""image"": ""../static/stimuli/images/waterfall/sun_adtiwvbnsxsyohuw.jpg""}], [{""word"": ""sleeve"", ""image"": ""../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg""}, {""word"": ""scarf"", ""image"": ""../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg""}], [{""word"": ""uncle"", ""image"": ""../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg""}, {""word"": ""puzzle"", ""image"": ""../static/stimuli/images/subway/sun_apgdazdsggmnohcz.jpg""}], [{""word"": ""shark"", ""image"": ""../static/stimuli/images/ziggurat/sun_aecdvzqgcesggjrp.jpg""}, {""word"": ""vault"", ""image"": ""../static/stimuli/images/volcano/sun_agobzgvhyhaxalcv.jpg""}], [{""word"": ""atlas"", ""image"": ""../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg""}, {""word"": ""smog"", ""image"": ""../static/stimuli/images/airport/sun_ammfdrzrfvjsqahx.jpg""}], [{""word"": ""electrician"", ""image"": ""../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg""}, {""word"": ""community"", ""image"": ""../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg""}], [{""word"": ""thermometer"", ""image"": ""../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg""}, {""word"": ""ewe"", ""image"": ""../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg""}], [{""word"": ""lady"", ""image"": ""../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg""}, {""word"": ""mechanic"", ""image"": ""../static/stimuli/images/vineyard/sun_agfdrmftdzokxtnc.jpg""}], [{""word"": ""chef"", ""image"": ""../static/stimuli/images/computerroom/sun_azkmsfiuzzekamsy.jpg""}, {""word"": ""crystal"", ""image"": ""../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg""}], [{""word"": ""subway"", ""image"": ""../static/stimuli/images/grocery/sun_acmmgshfrxgopxlk.jpg""}, {""word"": ""garden"", ""image"": ""../static/stimuli/images/bookstore/sun_avqoszezjldwidcy.jpg""}], [{""word"": ""article"", ""image"": ""../static/stimuli/images/laundryroom/sun_aamwlajirwqjrbun.jpg""}, {""word"": ""snorkel"", ""image"": ""../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg""}], [{""word"": ""thicket"", ""image"": ""../static/stimuli/images/railway/sun_azmvasvseueupvyd.jpg""}, {""word"": ""inventor"", ""image"": ""../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg""}], [{""word"": ""major"", ""image"": ""../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg""}, {""word"": ""soda"", ""image"": ""../static/stimuli/images/shoppingmall/sun_avicxzccipgymejx.jpg""}], [{""word"": ""senate"", ""image"": ""../static/stimuli/images/warehouse/sun_abqmsdjgfgnjjgzm.jpg""}, {""word"": ""queen"", ""image"": ""../static/stimuli/images/skiresort/sun_akfvworuwhgwukzv.jpg""}], [{""word"": ""fighter"", ""image"": ""../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg""}, {""word"": ""governor"", ""image"": ""../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg""}], [{""word"": ""diner"", ""image"": ""../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg""}, {""word"": ""tiger"", ""image"": ""../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg""}], [{""word"": ""casket"", ""image"": ""../static/stimuli/images/underwater/sun_ajbkjsrhukffyqix.jpg""}, {""word"": ""washcloth"", ""image"": ""../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg""}], [{""word"": ""monk"", ""image"": ""../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg""}, {""word"": ""document"", ""image"": ""../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg""}]]"
w805d11c,simple-recall,multi-recall,True,False,2000.0,15000.0,,5000.0,40.0,3.0,3.0,10.0,2.0,0.1,1.0,1.0,1.0,0.25,"[{'word': 'quill', 'image': '../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg'}, {'word': 'fly', 'image': '../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg'}, {'word': 'cocoon', 'image': '../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg'}, {'word': 'limb', 'image': '../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg'}, {'word': 'forest', 'image': '../static/stimuli/images/tenniscourt/sun_aizsvornuhzvyvhc.jpg'}, {'word': 'stable', 'image': '../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg'}, {'word': 'conductor', 'image': '../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg'}, {'word': 'inn', 'image': '../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg'}, {'word': 'mug', 'image': '../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg'}, {'word': 'fig', 'image': '../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg'}, {'word': 'toe', 'image': '../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg'}, {'word': 'capital', 'image': '../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg'}, {'word': 'saucer', 'image': '../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg'}, {'word': 'cylinder', 'image': '../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg'}, {'word': 'couch', 'image': '../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg'}, {'word': 'village', 'image': '../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg'}, {'word': 'quilt', 'image': '../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg'}, {'word': 'owl', 'image': '../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg'}, {'word': 'bassinet', 'image': '../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg'}, {'word': 'plaza', 'image': '../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg'}, {'word': 'note', 'image': '../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg'}, {'word': 'court', 'image': '../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg'}, {'word': 'plaster', 'image': '../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg'}, {'word': 'thicket', 'image': '../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg'}, {'word': 'chimney', 'image': '../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg'}, {'word': 'diagram', 'image': '../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg'}, {'word': 'bran', 'image': '../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg'}, {'word': 'cuff', 'image': '../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg'}, {'word': 'pimple', 'image': '../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg'}, {'word': 'convict', 'image': '../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg'}, {'word': 'dirt', 'image': '../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg'}, {'word': 'rum', 'image': '../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg'}, {'word': 'thesaurus', 'image': '../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg'}, {'word': 'bison', 'image': '../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg'}, {'word': 'carnival', 'image': '../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg'}, {'word': 'sofa', 'image': '../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg'}, {'word': 'dog', 'image': '../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg'}, {'word': 'shortcake', 'image': '../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg'}, {'word': 'spice', 'image': '../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg'}, {'word': 'noose', 'image': '../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg'}]",True,1.78,v5.4,8.0,"{""quilt"": null, ""fig"": null, ""forest"": null, ""owl"": null, ""capital"": null, ""sofa"": null, ""rum"": null, ""bassinet"": null, ""conductor"": null, ""cylinder"": null, ""toe"": null, ""mug"": null, ""saucer"": null, ""chimney"": null, ""couch"": null, ""dirt"": null, ""spice"": null, ""pimple"": null, ""carnival"": null, ""thesaurus"": null, ""bran"": null, ""plaza"": null, ""shortcake"": null, ""inn"": null, ""plaster"": null, ""convict"": null, ""limb"": null, ""dog"": null, ""noose"": null, ""village"": null, ""diagram"": null, ""fly"": null, ""cuff"": null, ""thicket"": null, ""court"": null, ""quill"": null, ""cocoon"": null, ""stable"": null, ""bison"": null, ""note"": null}","[[{""word"": ""quill"", ""image"": ""../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg""}, {""word"": ""noose"", ""image"": ""../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg""}], [{""word"": ""fly"", ""image"": ""../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg""}, {""word"": ""spice"", ""image"": ""../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg""}], [{""word"": ""cocoon"", ""image"": ""../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg""}, {""word"": ""shortcake"", ""image"": ""../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg""}], [{""word"": ""limb"", ""image"": ""../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg""}, {""word"": ""dog"", ""image"": ""../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg""}], [{""word"": ""forest"", ""image"": ""../static/stimuli/images/tenniscourt/sun_aizsvornuhzvyvhc.jpg""}, {""word"": ""sofa"", ""image"": ""../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg""}], [{""word"": ""stable"", ""image"": ""../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg""}, {""word"": ""carnival"", ""image"": ""../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg""}], [{""word"": ""conductor"", ""image"": ""../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg""}, {""word"": ""bison"", ""image"": ""../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg""}], [{""word"": ""inn"", ""image"": ""../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg""}, {""word"": ""thesaurus"", ""image"": ""../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg""}], [{""word"": ""mug"", ""image"": ""../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg""}, {""word"": ""rum"", ""image"": ""../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg""}], [{""word"": ""fig"", ""image"": ""../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg""}, {""word"": ""dirt"", ""image"": ""../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg""}], [{""word"": ""toe"", ""image"": ""../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg""}, {""word"": ""convict"", ""image"": ""../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg""}], [{""word"": ""capital"", ""image"": ""../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg""}, {""word"": ""pimple"", ""image"": ""../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg""}], [{""word"": ""saucer"", ""image"": ""../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg""}, {""word"": ""cuff"", ""image"": ""../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg""}], [{""word"": ""cylinder"", ""image"": ""../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg""}, {""word"": ""bran"", ""image"": ""../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg""}], [{""word"": ""couch"", ""image"": ""../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg""}, {""word"": ""diagram"", ""image"": ""../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg""}], [{""word"": ""village"", ""image"": ""../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg""}, {""word"": ""chimney"", ""image"": ""../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg""}], [{""word"": ""quilt"", ""image"": ""../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg""}, {""word"": ""thicket"", ""image"": ""../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg""}], [{""word"": ""owl"", ""image"": ""../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg""}, {""word"": ""plaster"", ""image"": ""../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg""}], [{""word"": ""bassinet"", ""image"": ""../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg""}, {""word"": ""court"", ""image"": ""../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg""}], [{""word"": ""plaza"", ""image"": ""../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg""}, {""word"": ""note"", ""image"": ""../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg""}]]"
