wid,word,image,practice,block,typing_rt,response_type,response,type_time,rt
wb0148ca,caterpillar,../static/stimuli/images/windmill/sun_acijpcruwskdzwbx.jpg,False,3,1223.0,other,grib,1236.0,2459.0
wb0148ca,scallop,../static/stimuli/images/volcano/sun_axyqizdexdgrtfie.jpg,False,3,5438.0,correct,scallop,2011.0,7449.0
wb0148ca,pier,../static/stimuli/images/musuem/sun_alsgupdkmpsptlos.jpg,False,3,5983.0,correct,pier,2583.0,8566.0
wb0148ca,envelope,../static/stimuli/images/house/sun_abcaoiwkiofeweig.jpg,False,3,,timeout,,,
wb0148ca,ballot,../static/stimuli/images/garage/sun_davtjcuielbxnyza.jpg,False,3,2552.0,other,garage,1739.0,4291.0
wb0148ca,collar,../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg,False,3,5937.0,other,cold,2646.0,8583.0
wb0148ca,cobweb,../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg,False,3,1996.0,other,gym,1603.0,3599.0
wb0148ca,rocket,../static/stimuli/images/roof/sun_aqxzijexicadnjja.jpg,False,3,6851.0,correct,rocket,6714.0,13565.0
wb0148ca,message,../static/stimuli/images/ziggurat/sun_aiqkruqnfbmiiafv.jpg,False,3,10644.0,correct,message,2015.0,12659.0
wb0148ca,ancestor,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,3,9216.0,other,oreg,1155.0,10371.0
wb0148ca,europe,../static/stimuli/images/beach/sun_abrqamdurwzygcjy.jpg,False,3,8445.0,correct,euripe,5121.0,13567.0
wb0148ca,sword,../static/stimuli/images/kitchen/sun_aibgyrlkgcnwvhxl.jpg,False,3,10422.0,empty,hj,583.0,11006.0
wb0148ca,match,../static/stimuli/images/laundryroom/sun_adldglebrfdkcxwu.jpg,False,3,,timeout,,,
wb0148ca,ski,../static/stimuli/images/warehouse/sun_ahkbykndmtongifl.jpg,False,3,2438.0,correct,ski,879.0,3317.0
wb0148ca,pistol,../static/stimuli/images/street/sun_amjwoyuxrszlicsb.jpg,False,3,8376.0,other,paise,2863.0,11239.0
wb0148ca,vehicle,../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg,False,3,4774.0,intrusion,koo,708.0,5483.0
wb0148ca,log,../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg,False,3,3074.0,correct,lom,687.0,3761.0
wb0148ca,chalk,../static/stimuli/images/vineyard/sun_azygdhuijrbfollv.jpg,False,3,2409.0,intrusion,monkey,1710.0,4118.0
wb0148ca,indian,../static/stimuli/images/computerroom/sun_ashjjvtrfwzoxxij.jpg,False,3,1376.0,intrusion,gooh,1812.0,3188.0
wb0148ca,sugar,../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg,False,3,4126.0,correct,sugar,2005.0,6131.0
wb0148ca,bruise,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,3,9669.0,correct,bruise,1886.0,11555.0
wb0148ca,goose,../static/stimuli/images/underwater/sun_aojrtoikxmtgzchi.jpg,False,3,6276.0,correct,goose,2806.0,9082.0
w0dbdada,electrician,../static/stimuli/images/pool/sun_amnkmeojepioccty.jpg,True,1,,timeout,,,
w0dbdada,gauze,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,1,4399.0,empty,,0.0,4399.0
w0dbdada,juvenile,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,1,,timeout,,,
w0dbdada,niece,../static/stimuli/images/river/sun_advruofhmqeyqmbx.jpg,False,1,13223.0,empty,,0.0,13223.0
w0dbdada,daughter,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,False,1,,timeout,,,
we64cc6b,keg,../static/stimuli/images/restaurant/sun_anyzuaevahatwgti.jpg,True,1,7960.0,other,kettle,1668.0,9629.0
we64cc6b,house,../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg,False,1,4044.0,intrusion,keg,3045.0,7089.0
we64cc6b,wasp,../static/stimuli/images/street/sun_aaeryjozzmanouqj.jpg,False,1,1950.0,intrusion,fig,753.0,2703.0
we64cc6b,chick,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,False,1,1259.0,correct,chick,854.0,2113.0
we64cc6b,tomato,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,1,5104.0,empty,a,927.0,6031.0
we64cc6b,lava,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,False,1,3640.0,intrusion,beach,2463.0,6102.0
we64cc6b,sword,../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg,False,1,,timeout,,,
w6cb125f,screw,../static/stimuli/images/greenhouse/sun_amgolruftenzsoay.jpg,True,1,,timeout,,,
w6cb125f,kidney,../static/stimuli/images/pool/sun_aahnsyqkaacnevsz.jpg,False,1,5898.0,timeout,,,
w805d11c,quilt,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,True,1,4160.0,empty,,0.0,4160.0
w805d11c,fig,../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg,False,1,3159.0,correct,fig,1412.0,4572.0
w805d11c,forest,../static/stimuli/images/tenniscourt/sun_aizsvornuhzvyvhc.jpg,False,1,1978.0,correct,forest,2247.0,4225.0
w805d11c,owl,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,1,1767.0,intrusion,ticket,2204.0,3971.0
w805d11c,capital,../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg,False,1,4166.0,empty,,0.0,4166.0
w805d11c,sofa,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,False,1,1927.0,correct,sofa,1645.0,3572.0
w805d11c,rum,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,1,2425.0,empty,,0.0,2425.0
w805d11c,bassinet,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,False,1,2293.0,empty,,0.0,2293.0
w805d11c,conductor,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,False,1,3490.0,correct,conductor,3624.0,7114.0
w805d11c,cylinder,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,1,2038.0,empty,,0.0,2038.0
w805d11c,toe,../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg,False,1,1630.0,empty,,0.0,1630.0
w805d11c,mug,../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg,False,1,1644.0,correct,mug,1161.0,2805.0
w805d11c,saucer,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,1,2508.0,correct,saucer,2503.0,5011.0
w805d11c,chimney,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,1,1800.0,empty,,0.0,1800.0
w805d11c,couch,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,1,1895.0,empty,,0.0,1895.0
w805d11c,dirt,../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg,False,1,1806.0,correct,dirt,1289.0,3094.0
w805d11c,spice,../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg,False,1,5017.0,empty,,0.0,5017.0
w805d11c,pimple,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,False,1,3067.0,empty,,0.0,3067.0
w805d11c,carnival,../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg,False,1,4113.0,empty,,0.0,4114.0
w805d11c,thesaurus,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,1,2074.0,empty,,0.0,2074.0
w805d11c,bran,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,1,1628.0,empty,,0.0,1628.0
w805d11c,plaza,../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg,False,1,1875.0,empty,,0.0,1875.0
w805d11c,shortcake,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,1,4378.0,empty,,0.0,4378.0
w805d11c,inn,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,1,6199.0,empty,,0.0,6199.0
w805d11c,plaster,../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg,False,1,3698.0,empty,,0.0,3698.0
w805d11c,convict,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,1,2168.0,correct,convict,2749.0,4917.0
w805d11c,limb,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,1,2153.0,correct,limb,1903.0,4056.0
w805d11c,dog,../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg,False,1,2081.0,correct,dog,944.0,3024.0
w805d11c,noose,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,1,1986.0,empty,,0.0,1986.0
w805d11c,village,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,False,1,2159.0,correct,village,2152.0,4311.0
w805d11c,diagram,../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg,False,1,2959.0,empty,,0.0,2959.0
w805d11c,fly,../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg,False,1,4066.0,correct,fly,1228.0,5294.0
w805d11c,cuff,../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg,False,1,1437.0,empty,,0.0,1437.0
w805d11c,thicket,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,False,1,2182.0,correct,ticket,2276.0,4459.0
w805d11c,court,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,1,1910.0,empty,,0.0,1910.0
w805d11c,quill,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,1,1257.0,empty,,0.0,1257.0
w805d11c,cocoon,../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg,False,1,1440.0,empty,,0.0,1440.0
w805d11c,stable,../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg,False,1,2291.0,empty,,0.0,2291.0
w805d11c,bison,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,1,2385.0,empty,,0.0,2385.0
w805d11c,note,../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg,False,1,1771.0,empty,,0.0,1771.0
w805d11c,bran,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,2,3525.0,empty,,0.0,3525.0
w805d11c,plaster,../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg,False,2,1957.0,intrusion,plaza,1576.0,3532.0
w805d11c,village,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,False,2,1653.0,correct,village,2213.0,3867.0
w805d11c,forest,../static/stimuli/images/tenniscourt/sun_aizsvornuhzvyvhc.jpg,False,2,1830.0,correct,forest,2032.0,3862.0
w805d11c,capital,../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg,False,2,1960.0,correct,capital,2534.0,4494.0
w805d11c,quilt,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,2,4561.0,empty,,0.0,4561.0
w805d11c,thicket,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,False,2,1796.0,correct,thicket,2474.0,4270.0
w805d11c,note,../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg,False,2,3838.0,empty,,0.0,3838.0
w805d11c,chimney,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,2,3158.0,empty,,0.0,3158.0
w805d11c,shortcake,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,2,1736.0,correct,shortcake,3182.0,4918.0
w805d11c,diagram,../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg,False,2,1808.0,correct,diagram,2607.0,4415.0
w805d11c,quill,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,2,3821.0,empty,,0.0,3821.0
w805d11c,convict,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,2,2449.0,correct,convict,3020.0,5469.0
w805d11c,inn,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,2,1816.0,correct,inn,928.0,2744.0
w805d11c,dirt,../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg,False,2,1871.0,correct,dirt,1182.0,3053.0
w805d11c,bison,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,2,2441.0,correct,bison,1924.0,4366.0
w805d11c,toe,../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg,False,2,2596.0,empty,,0.0,2597.0
w805d11c,mug,../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg,False,2,1736.0,correct,mug,1256.0,2992.0
w805d11c,dog,../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg,False,2,2353.0,correct,dog,759.0,3112.0
w805d11c,cocoon,../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg,False,2,2842.0,correct,cocoon,1774.0,4616.0
w805d11c,stable,../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg,False,2,2322.0,intrusion,plaster,1782.0,4105.0
w805d11c,limb,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,2,1790.0,correct,limb,1577.0,3367.0
w805d11c,plaza,../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg,False,2,2134.0,empty,,0.0,2134.0
w805d11c,saucer,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,2,1844.0,correct,saucer,2071.0,3915.0
w805d11c,thesaurus,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,2,1897.0,other,thasuar,5131.0,7028.0
w805d11c,pimple,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,False,2,1771.0,correct,pimple,1742.0,3513.0
w805d11c,rum,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,2,2010.0,empty,,0.0,2010.0
w805d11c,fig,../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg,False,2,2165.0,correct,fig,807.0,2973.0
w805d11c,conductor,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,False,2,1455.0,empty,,0.0,1455.0
w805d11c,spice,../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg,False,2,2165.0,correct,spice,1669.0,3835.0
w805d11c,carnival,../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg,False,2,1876.0,correct,carnival,2921.0,4797.0
w805d11c,bassinet,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,False,2,3055.0,empty,,0.0,3055.0
w805d11c,court,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,2,1865.0,correct,court,1410.0,3275.0
w805d11c,sofa,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,False,2,2499.0,empty,,0.0,2499.0
w805d11c,noose,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,2,2143.0,empty,,0.0,2143.0
w805d11c,cuff,../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg,False,2,4129.0,empty,,0.0,4129.0
w805d11c,couch,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,2,2523.0,correct,couch,1662.0,4185.0
w805d11c,cylinder,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,2,2094.0,empty,,0.0,2094.0
w805d11c,fly,../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg,False,2,2604.0,correct,fly,878.0,3483.0
w805d11c,owl,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,2,2119.0,correct,owl,1026.0,3145.0
w805d11c,conductor,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,False,3,2393.0,correct,conductor,3396.0,5790.0
w805d11c,spice,../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg,False,3,1814.0,correct,spice,1761.0,3576.0
w805d11c,saucer,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,3,1949.0,correct,saucer,1601.0,3550.0
w805d11c,mug,../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg,False,3,1366.0,correct,mug,902.0,2268.0
w805d11c,owl,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,3,1626.0,correct,owl,1189.0,2815.0
w805d11c,inn,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,3,1352.0,correct,inn,906.0,2257.0
w805d11c,rum,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,3,4198.0,empty,,0.0,4198.0
w805d11c,bassinet,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,False,3,1718.0,correct,bassinet,2832.0,4549.0
w805d11c,fly,../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg,False,3,1736.0,correct,fly,961.0,2698.0
w805d11c,dog,../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg,False,3,1884.0,correct,dog,815.0,2699.0
w805d11c,cocoon,../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg,False,3,1973.0,correct,cocoon,1593.0,3565.0
w805d11c,convict,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,3,1887.0,correct,convict,2504.0,4391.0
w805d11c,court,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,3,1884.0,correct,court,1470.0,3355.0
w805d11c,forest,../static/stimuli/images/tenniscourt/sun_aizsvornuhzvyvhc.jpg,False,3,1479.0,correct,forest,2919.0,4399.0
w805d11c,limb,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,3,1638.0,correct,limb,1449.0,3087.0
w805d11c,bison,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,3,1550.0,correct,bison,2248.0,3798.0
w805d11c,bran,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,3,6484.0,empty,,0.0,6484.0
w805d11c,quill,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,3,5051.0,correct,quill,1484.0,6535.0
w805d11c,dirt,../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg,False,3,1430.0,correct,dirt,1133.0,2563.0
w805d11c,pimple,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,False,3,1317.0,correct,pimple,1998.0,3315.0
w805d11c,village,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,False,3,1480.0,correct,village,2141.0,3621.0
w805d11c,thesaurus,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,3,1522.0,empty,,0.0,1522.0
w805d11c,toe,../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg,False,3,6965.0,empty,,0.0,6965.0
w805d11c,quilt,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,3,4857.0,correct,quilt,1684.0,6541.0
w805d11c,plaza,../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg,False,3,3008.0,correct,plaza,1701.0,4710.0
w805d11c,note,../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg,False,3,1356.0,correct,note,1232.0,2589.0
w805d11c,noose,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,3,1686.0,correct,noose,1714.0,3399.0
w805d11c,carnival,../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg,False,3,1351.0,correct,carnival,3128.0,4479.0
w805d11c,stable,../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg,False,3,4709.0,correct,stable,3708.0,8417.0
w805d11c,couch,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,3,1360.0,correct,couch,1606.0,2966.0
w805d11c,diagram,../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg,False,3,1550.0,correct,diagram,2638.0,4189.0
w805d11c,sofa,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,False,3,1965.0,correct,sofa,2464.0,4429.0
w805d11c,shortcake,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,3,1182.0,correct,shortcake,4677.0,5858.0
w805d11c,capital,../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg,False,3,1779.0,correct,capital,3554.0,5334.0
w805d11c,fig,../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg,False,3,1583.0,correct,fig,1349.0,2932.0
w805d11c,cylinder,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,3,2357.0,correct,cylinder,6679.0,9035.0
w805d11c,thicket,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,False,3,1633.0,correct,thicket,3205.0,4838.0
w805d11c,cuff,../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg,False,3,1567.0,correct,cuff,922.0,2489.0
w805d11c,plaster,../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg,False,3,2792.0,correct,plaster,2025.0,4816.0
w805d11c,chimney,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,3,1381.0,correct,chimney,2474.0,3855.0
w805d11c,plaster,../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg,False,3,1932.0,correct,plaster,1953.0,3885.0
w805d11c,mug,../static/stimuli/images/waterfall/sun_albucmtmstcfpynn.jpg,False,3,1346.0,correct,mug,1074.0,2420.0
w805d11c,quilt,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,3,5684.0,correct,quilt,1658.0,7342.0
w805d11c,village,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,False,3,1423.0,correct,village,1916.0,3339.0
w805d11c,thesaurus,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,3,1593.0,empty,,0.0,1593.0
w805d11c,bassinet,../static/stimuli/images/campsite/sun_aommnycdukjoaebq.jpg,False,3,1128.0,correct,bassinet,2531.0,3659.0
w805d11c,diagram,../static/stimuli/images/musuem/sun_asxfpkysdohbethd.jpg,False,3,1940.0,correct,diagram,2356.0,4295.0
w805d11c,cuff,../static/stimuli/images/tower/sun_altkfiythtxnptob.jpg,False,3,1313.0,correct,cuff,1000.0,2313.0
w805d11c,plaza,../static/stimuli/images/ziggurat/sun_aenpmgoxmkmwaoiq.jpg,False,3,3107.0,correct,plaza,1488.0,4595.0
w805d11c,sofa,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,False,3,1330.0,correct,sofa,1396.0,2726.0
w805d11c,fly,../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg,False,3,1462.0,correct,fly,994.0,2456.0
w805d11c,noose,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,3,1331.0,correct,noose,2378.0,3709.0
w805d11c,limb,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,3,1333.0,correct,limb,1438.0,2771.0
w805d11c,saucer,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,3,1726.0,correct,saucer,2463.0,4189.0
w805d11c,stable,../static/stimuli/images/grocery/sun_aczzweebuokhxnbb.jpg,False,3,1375.0,correct,stable,2068.0,3443.0
w805d11c,quill,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,3,3021.0,correct,quill,1389.0,4409.0
w805d11c,bran,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,3,2128.0,empty,,0.0,2128.0
w805d11c,shortcake,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,3,1176.0,correct,shortcake,4713.0,5889.0
w805d11c,note,../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg,False,3,1216.0,correct,note,1347.0,2563.0
w805d11c,court,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,3,1487.0,correct,court,1597.0,3084.0
w805d11c,thicket,../static/stimuli/images/theater/sun_abnbylturqcwwiuz.jpg,False,3,1326.0,correct,thicket,2347.0,3673.0
w805d11c,cocoon,../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg,False,3,1617.0,correct,cocoon,1878.0,3495.0
w805d11c,pimple,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,False,3,1637.0,correct,pimple,2492.0,4128.0
w805d11c,inn,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,3,1387.0,correct,inn,1760.0,3147.0
w805d11c,chimney,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,3,1659.0,correct,chimney,2709.0,4368.0
w805d11c,toe,../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg,False,3,3017.0,empty,,0.0,3017.0
w805d11c,cylinder,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,3,1528.0,correct,cylinder,2737.0,4265.0
w805d11c,bison,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,3,1833.0,correct,bison,1664.0,3496.0
w805d11c,fig,../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg,False,3,1736.0,correct,fig,1199.0,2935.0
w805d11c,owl,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,3,1755.0,correct,owl,1020.0,2775.0
w805d11c,capital,../static/stimuli/images/gym/sun_aljefikdfqefidfc.jpg,False,3,1613.0,correct,capital,2804.0,4417.0
w805d11c,forest,../static/stimuli/images/tenniscourt/sun_aizsvornuhzvyvhc.jpg,False,3,1312.0,correct,forest,2021.0,3332.0
w805d11c,couch,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,3,1255.0,correct,couch,1575.0,2830.0
w805d11c,conductor,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,False,3,1558.0,correct,conductor,3132.0,4690.0
w805d11c,rum,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,3,4127.0,empty,,0.0,4127.0
w805d11c,spice,../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg,False,3,1933.0,correct,spice,1457.0,3390.0
w805d11c,convict,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,3,1911.0,correct,convict,2677.0,4588.0
w805d11c,dirt,../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg,False,3,1430.0,correct,dirt,1191.0,2620.0
w805d11c,carnival,../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg,False,3,1277.0,correct,carnival,3185.0,4462.0
w805d11c,dog,../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg,False,3,2018.0,correct,dog,729.0,2747.0
we2a056b,snorkel,../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg,True,1,7360.0,empty,s,64.0,7424.0
we2a056b,electrician,../static/stimuli/images/sky/sun_ampvdpptptmciwok.jpg,False,1,1287.0,other,electric,1585.0,2872.0
we2a056b,shark,../static/stimuli/images/ziggurat/sun_aecdvzqgcesggjrp.jpg,False,1,5863.0,empty,,433.0,6296.0
we2a056b,fighter,../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg,False,1,1807.0,correct,fighter,1129.0,2936.0
we2a056b,lady,../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg,False,1,4967.0,intrusion,garden,785.0,5752.0
we2a056b,crystal,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,1,1807.0,correct,crystal,1897.0,3704.0
we2a056b,capital,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,1,1663.0,intrusion,sea,1737.0,3400.0
we2a056b,major,../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg,False,1,4079.0,other,castle,1169.0,5248.0
we2a056b,sleeve,../static/stimuli/images/roof/sun_acfajljanztkmhkr.jpg,False,1,1255.0,correct,sleeve,1313.0,2568.0
