wid,word,image,practice,block,prime,prime_related,typing_rt,response,type_time,rt,response_type
w75cc8ee,bee,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,True,-1,False,False,1912.300000011921,bee,574.5,2486.800000011921,intrusion
w75cc8ee,truck,../static/stimuli/images/roof/sun_awyytziajjpreuke.jpg,False,-1,False,False,3459.199999988079,tiger,2197.300000011921,5656.5,intrusion
w75cc8ee,hay,../static/stimuli/images/castle/sun_apvtpjdfgucfbnsd.jpg,False,-1,False,False,2440.699999988079,hay,409.9000000357628,2850.600000023842,intrusion
w75cc8ee,sand,../static/stimuli/images/underwater/sun_axbjbqawtejfugwt.jpg,False,-1,False,False,1719.699999988079,sand,1373.1000000238419,3092.800000011921,intrusion
w75cc8ee,pig,../static/stimuli/images/kitchen/sun_alazdvaixpjtegwg.jpg,False,-1,False,False,3585.800000011921,dog,358.10000002384186,3943.900000035763,other
w75cc8ee,candle,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,False,-1,False,False,8407.699999988079,bird,3237.0,11644.699999988079,other
w75cc8ee,hat,../static/stimuli/images/sky/sun_alpjwwozdavjucpu.jpg,False,-1,False,False,1081.0,hat,312.89999997615814,1393.8999999761581,intrusion
w75cc8ee,duck,../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg,False,-1,False,False,1228.9000000357628,duck,1197.800000011921,2426.7000000476837,intrusion
w75cc8ee,heart,../static/stimuli/images/footballfield/sun_byyhmoxeyuabpnes.jpg,False,-1,False,False,1651.300000011921,heart,1398.3999999761581,3049.699999988079,intrusion
w75cc8ee,cat,../static/stimuli/images/warehouse/sun_aadtsgkouwrqwvwl.jpg,False,-1,False,False,1316.9000000357628,cat,351.5999999642372,1668.5,correct
w75cc8ee,window,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,False,-1,False,False,1240.8999999761581,window,3449.2000000476837,4690.100000023842,correct
w75cc8ee,snake,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,-1,False,False,1502.6000000238419,snake,1458.8999999761581,2961.5,correct
w75cc8ee,bed,../static/stimuli/images/waterfall/sun_awrontvhyysjfacv.jpg,False,-1,False,False,1747.0999999642372,window,1168.5,2915.599999964237,other
w75cc8ee,bag,../static/stimuli/images/pool/sun_alkvkavnnunmdavq.jpg,False,-1,False,False,1267.0,dog,516.6999999880791,1783.699999988079,other
w75cc8ee,computer,../static/stimuli/images/skiresort/sun_agpfoakkwrzedbll.jpg,False,-1,False,False,6964.5,computer,2199.099999964237,9163.599999964237,correct
w75cc8ee,nut,../static/stimuli/images/windmill/sun_agijhczjktkzvxys.jpg,False,-1,False,False,2325.399999976158,cat,1262.1000000238419,3587.5,other
w75cc8ee,bird,../static/stimuli/images/tower/sun_afyekzxxqtpzgqni.jpg,False,-1,False,False,811.0,bird,1038.6000000238419,1849.6000000238419,correct
w75cc8ee,volcano,../static/stimuli/images/tenniscourt/sun_avbthoqreldjpsco.jpg,False,-1,False,False,6362.699999988079,volcano,2722.300000011921,9085.0,correct
w75cc8ee,bread,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,-1,False,False,1124.1000000238419,bread,1050.800000011921,2174.900000035763,correct
w75cc8ee,fence,../static/stimuli/images/computerroom/sun_ashjjvtrfwzoxxij.jpg,False,-1,False,False,3318.5,fence,684.8999999761581,4003.399999976158,intrusion
w75cc8ee,milk,../static/stimuli/images/auditorium/sun_alpteetxpjmjcejm.jpg,False,-1,False,False,3366.199999988079,egg,492.10000002384186,3858.300000011921,other
w75cc8ee,bear,../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg,False,-1,False,False,3691.600000023842,bird,3088.399999976158,6780.0,other
w75cc8ee,drink,../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg,False,-1,False,False,1656.1000000238419,water,906.3000000119209,2562.400000035763,other
w75cc8ee,egg,../static/stimuli/images/theater/sun_acehmgvyiimdorgz.jpg,False,-1,False,False,1206.699999988079,egg,776.1999999880791,1982.8999999761581,correct
w75cc8ee,flower,../static/stimuli/images/beach/sun_aawqdbpihmlbwyyn.jpg,False,-1,False,False,2136.900000035763,flower,1060.699999988079,3197.600000023842,intrusion
w75cc8ee,rabbit,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,-1,False,False,8146.0,bee,468.0,8614.0,intrusion
w75cc8ee,bone,../static/stimuli/images/laundryroom/sun_aenyfwnevttqnhhe.jpg,False,-1,False,False,1369.8999999761581,dog,386.80000001192093,1756.699999988079,other
w75cc8ee,ear,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,False,-1,False,False,2418.5,ear,344.30000001192093,2762.800000011921,intrusion
w75cc8ee,door,../static/stimuli/images/volcano/sun_atcuupfdqteblxpx.jpg,False,-1,False,False,1054.5,door,508.69999998807907,1563.199999988079,intrusion
w75cc8ee,apple,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,-1,False,False,3646.2000000476837,apple,1124.3999999761581,4770.600000023842,correct
w75cc8ee,lion,../static/stimuli/images/ranch/sun_acianlkkblpqgica.jpg,False,-1,False,False,3243.199999988079,bear,6433.300000011921,9676.5,intrusion
w75cc8ee,horse,../static/stimuli/images/temple/sun_avabexehmngnxjjr.jpg,False,-1,False,False,7366.699999988079,dog,821.4000000357628,8188.100000023842,other
w75cc8ee,puzzle,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,-1,False,False,7167.5,fire,403.4000000357628,7570.900000035763,intrusion
w75cc8ee,potato,../static/stimuli/images/greenhouse/sun_bhxqibazllyrcpje.jpg,False,-1,False,False,1321.699999988079,potato,4811.0,6132.699999988079,correct
w75cc8ee,toilet,../static/stimuli/images/subway/sun_amwmhabnpkxinmtz.jpg,False,-1,False,False,5373.300000011921,glass,621.0,5994.300000011921,other
w75cc8ee,cake,../static/stimuli/images/shoppingmall/sun_aqmgjlthiepxfbtd.jpg,False,-1,False,False,1352.800000011921,cake,667.8000000119209,2020.6000000238419,intrusion
w75cc8ee,jeans,../static/stimuli/images/house/sun_azzyyehcunxuhihg.jpg,False,-1,False,False,1857.9000000357628,jeans,930.5,2788.400000035763,correct
w75cc8ee,dog,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,-1,False,False,5224.699999988079,apple,3592.100000023842,8816.800000011921,other
w75cc8ee,lawn,../static/stimuli/images/bookstore/sun_arnqlbdckkrvjqjj.jpg,False,-1,False,False,4439.300000011921,lawn,2342.300000011921,6781.600000023842,correct
w75cc8ee,eye,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,-1,False,False,1899.4000000357628,hay,1224.0999999642372,3123.5,intrusion
w75cc8ee,bag,../static/stimuli/images/pool/sun_alkvkavnnunmdavq.jpg,False,-1,True,False,1900.5,bag,357.0,2257.5,intrusion
w75cc8ee,duck,../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg,False,-1,True,False,1211.800000011921,duck,551.8000000119209,1763.6000000238419,intrusion
w75cc8ee,apple,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,-1,True,True,834.1999999880791,apple,1094.3999999761581,1928.5999999642372,correct
w75cc8ee,eye,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,-1,True,False,1483.5,eye,539.6000000238419,2023.1000000238419,correct
w75cc8ee,toilet,../static/stimuli/images/subway/sun_amwmhabnpkxinmtz.jpg,False,-1,True,False,1351.5,toilet,1252.0,2603.5,correct
w75cc8ee,bee,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,False,-1,True,True,1191.199999988079,bee,347.69999998807907,1538.8999999761581,intrusion
w75cc8ee,dog,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,-1,True,False,1195.2000000476837,dog,348.0,1543.2000000476837,correct
w75cc8ee,pig,../static/stimuli/images/kitchen/sun_alazdvaixpjtegwg.jpg,False,-1,True,True,1600.8999999761581,pig,461.4000000357628,2062.300000011921,correct
w75cc8ee,bread,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,-1,True,False,1004.3000000119209,bread,843.8999999761581,1848.199999988079,correct
w75cc8ee,hat,../static/stimuli/images/sky/sun_alpjwwozdavjucpu.jpg,False,-1,True,True,1004.5,hat,307.80000001192093,1312.300000011921,intrusion
w75cc8ee,drink,../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg,False,-1,True,False,1780.300000011921,drink,841.3000000119209,2621.600000023842,intrusion
w75cc8ee,potato,../static/stimuli/images/greenhouse/sun_bhxqibazllyrcpje.jpg,False,-1,True,True,902.1999999880791,potato,1211.0,2113.199999988079,correct
w75cc8ee,heart,../static/stimuli/images/footballfield/sun_byyhmoxeyuabpnes.jpg,False,-1,True,False,922.1999999880791,heart,842.8000000119209,1765.0,intrusion
w75cc8ee,volcano,../static/stimuli/images/tenniscourt/sun_avbthoqreldjpsco.jpg,False,-1,True,False,1669.300000011921,volcano,1064.800000011921,2734.100000023842,correct
w75cc8ee,lion,../static/stimuli/images/ranch/sun_acianlkkblpqgica.jpg,False,-1,True,False,1218.800000011921,lion,803.5999999642372,2022.3999999761581,correct
w75cc8ee,puzzle,../static/stimuli/images/street/sun_agtpyiscmdidhpgk.jpg,False,-1,True,True,1440.8999999761581,puzzle,1789.300000011921,3230.199999988079,correct
w75cc8ee,snake,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,-1,True,True,1283.5,snake,2300.599999964237,3584.099999964237,correct
w75cc8ee,ear,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,False,-1,True,True,962.6000000238419,ear,362.2999999523163,1324.8999999761581,intrusion
