wid,word,image,practice,word_type,rt,typing_rt,response,type_time,response_type
w1c4b4a7,idol,../static/stimuli/images/castle/sun_apkncxxjepzqmdyk.jpg,True,low,1,1506.0,idol,2405.2199999568984,correct
w1c4b4a7,elbow,../static/stimuli/images/grocery/sun_ajxqnbvuflmzhcig.jpg,False,high,1,2113.0,elbow,4068.8399999635294,correct
w1c4b4a7,bed,../static/stimuli/images/footballfield/sun_aadxnjugrvhqyufw.jpg,False,high,1,1435.0,bed,1862.7400000113994,correct
w1c4b4a7,cookie,../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg,False,high,2,1329.0,cookie,2172.510000062175,correct
w1c4b4a7,penguin,../static/stimuli/images/railway/sun_axeddylwawkspiuo.jpg,False,high,1,1383.0,penguin,3439.935000031255,correct
w1c4b4a7,magazine,../static/stimuli/images/greenhouse/sun_aahkpmrwfcwqyfcf.jpg,False,high,1,1175.0,magazine,2841.035000048578,correct
w1c4b4a7,permit,../static/stimuli/images/campsite/sun_akmknzqdbcxpznth.jpg,False,low,1,2196.0,permit,3094.1149999853224,correct
w1c4b4a7,daisy,../static/stimuli/images/airport/sun_aqogketumcqznmzs.jpg,False,high,1,1878.0,daisy,2828.970000031404,correct
w1c4b4a7,virus,../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg,False,low,1,2308.0,virus,3108.5800000000745,correct
w1c4b4a7,community,../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg,False,low,1,1114.0,community,3283.670000033453,correct
w1c4b4a7,application,../static/stimuli/images/kitchen/sun_avlgzqfdedxwbiei.jpg,False,low,1,774.0,application,3779.5049999840558,correct
w1c4b4a7,apple,../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg,False,high,1,1421.0,apple,3185.4899999452755,correct
w1c4b4a7,flower,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,high,1,575.0,flower,3304.785000043921,correct
w1c4b4a7,seagull,../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg,False,high,1,1904.0,seagull,3468.1549998931587,correct
w1c4b4a7,mister,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,False,low,1,1249.0,mister,2151.5300000319257,correct
w1c4b4a7,tomato,../static/stimuli/images/bookstore/sun_arnqlbdckkrvjqjj.jpg,False,high,1,1098.0,tomato,3357.979999971576,correct
w1c4b4a7,critic,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,low,1,3430.0,civic],5951.785000041127,other
w1c4b4a7,stable,../static/stimuli/images/musuem/sun_atiiscmhrcnttlop.jpg,False,low,1,1102.0,stable,3280.7649999158457,correct
w1c4b4a7,rouge,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,low,1,5072.0,rouge,5956.969999941066,correct
w1c4b4a7,captive,../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg,False,low,1,4612.0,impact,5722.704999963753,other
w531e249,barracuda,../static/stimuli/images/footballfield/sun_aadxnjugrvhqyufw.jpg,True,high,1,1157.0,barracuda,2293.275000003632,correct
w531e249,neck,../static/stimuli/images/river/sun_awyqyxlrmqvjlwnd.jpg,False,high,1,1018.0,neck,1512.5699999916833,correct
w531e249,virus,../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg,False,low,1,1196.0,virus,1886.0949999943841,correct
w531e249,electron,../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg,False,low,1,1130.0,electron,2554.8849999904633,correct
w531e249,scapegoat,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,low,1,1332.0,scapegaot,4047.790000011446,correct
w531e249,captive,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,low,1,1749.0,captive,2432.185000012396,correct
w531e249,follower,../static/stimuli/images/computerroom/sun_aagspgyvjmoiytfb.jpg,False,low,1,1119.0,follower,2389.9450000026263,correct
w531e249,penguin,../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg,False,high,1,1578.0,penguin,2682.9800000123214,correct
w531e249,elephant,../static/stimuli/images/airport/sun_axuntpkgfijknxde.jpg,False,high,1,1010.0,elephant,3349.3449999950826,correct
w531e249,gravel,../static/stimuli/images/greenhouse/sun_amgolruftenzsoay.jpg,False,high,1,909.0,gravel,2505.8650000137277,correct
w531e249,banana,../static/stimuli/images/house/sun_admwlghhtfixlbsf.jpg,False,high,0,1372.0,banana,2834.535000001779,correct
w531e249,eagle,../static/stimuli/images/grocery/sun_ajfkrdilcurxubxd.jpg,False,high,1,1184.0,eagle,1832.9650000086986,correct
w531e249,baby,../static/stimuli/images/downtown/sun_ahtmvwmmrlbrfchd.jpg,False,high,1,919.0,baby,1314.5800000056624,correct
w531e249,rebel,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,low,1,3202.0,rebel,7045.535000012023,correct
w531e249,transplant,../static/stimuli/images/musuem/sun_akxippvbzxkxmejj.jpg,False,low,1,1163.0,transplant,2410.91000000597,correct
w531e249,consumer,../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg,False,low,1,1429.0,consumer,2386.129999998957,correct
w531e249,strawberry,../static/stimuli/images/railway/sun_acfjiedtgqzgvtnp.jpg,False,high,1,2245.0,strawberry,3932.959999976447,correct
w531e249,tulip,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,high,0,1318.0,tulip,2265.5849999864586,correct
w531e249,traitor,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,low,1,,,8981.910000002244,empty
w531e249,department,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,low,1,1405.0,department,2717.564999999013,correct
w12fbd4a,cauliflower,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,True,high,1,2123.0,cauliflower,4662.999999999884,correct
w12fbd4a,tread,../static/stimuli/images/musuem/sun_aqrchpiffnzkysmc.jpg,False,low,1,1436.0,tread,2468.0,correct
w12fbd4a,dandelion,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,False,high,1,1440.0,dandelion,3510.0000000001164,correct
w12fbd4a,parrot,../static/stimuli/images/forest/sun_anfpmkqemzwfixbm.jpg,False,high,0,1513.0,parrot,2311.0,correct
w12fbd4a,cactus,../static/stimuli/images/bookstore/sun_aamunjvxvlcyagxh.jpg,False,high,1,1261.0,cactus,2185.0,correct
w12fbd4a,captive,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,False,low,0,1373.0,captive,2431.0,correct
w12fbd4a,rebel,../static/stimuli/images/garage/sun_davtjcuielbxnyza.jpg,False,low,0,2338.0,rebel,3463.0,correct
w12fbd4a,refrigerator,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,False,high,1,1347.0,refridgerator,6656.0,correct
w12fbd4a,stairs,../static/stimuli/images/airport/sun_aqytxlpqgdgggfum.jpg,False,high,0,2370.0,stairs,3671.0,correct
w12fbd4a,goddess,../static/stimuli/images/computerroom/sun_azkmsfiuzzekamsy.jpg,False,low,1,1667.0,goddess,2869.0,correct
w12fbd4a,keeper,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,low,0,1423.0,keeper,2343.0,correct
w12fbd4a,gravel,../static/stimuli/images/greenhouse/sun_bxiwqwbzndahlxxp.jpg,False,high,0,1330.0,gravel,2479.0,correct
w12fbd4a,rouge,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,low,0,2828.0,rogue,3492.0,other
w12fbd4a,department,../static/stimuli/images/gym/sun_abcjjambqjxedqdv.jpg,False,low,1,1659.0,department,3650.9999999998836,correct
w12fbd4a,editorial,../static/stimuli/images/beach/sun_aawqdbpihmlbwyyn.jpg,False,low,0,2251.0,editorial,4162.000000000116,correct
w12fbd4a,tiger,../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg,False,high,1,1250.0,tiger,2096.0,correct
w12fbd4a,finger,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,high,1,2429.0,finger,3234.0,correct
w12fbd4a,agent,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,low,0,1783.0,agent,2435.0,correct
w12fbd4a,villain,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,low,0,3101.0,killer,5532.0,other
w12fbd4a,jeans,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,high,1,1951.0,jeans,2619.0,correct
wfc6c38d,barracuda,../static/stimuli/images/airport/sun_axuntpkgfijknxde.jpg,True,high,0,1351.0,baracuda,2156.824999998207,correct
wfc6c38d,horse,../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg,False,high,0,1001.0,horse,1476.575000000652,correct
wfc6c38d,cue,../static/stimuli/images/gym/sun_appsvbfzhwrmtrje.jpg,False,low,0,913.0,cue,1096.1449999994948,correct
wfc6c38d,seagull,../static/stimuli/images/footballfield/sun_afihcbvbdxmnexyh.jpg,False,high,0,1331.0,seagull,2672.535000001546,correct
wfc6c38d,tart,../static/stimuli/images/castle/sun_aduovtnrsmdtcpie.jpg,False,low,0,1154.0,tart,1453.6599999992177,correct
wfc6c38d,elbow,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,False,high,1,1545.0,elbow,1907.804999998887,correct
wfc6c38d,saxophone,../static/stimuli/images/river/sun_aiazxjumlgdcrfpn.jpg,False,high,0,998.0,saxophone,2350.689999999304,correct
wfc6c38d,rebel,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,1,1331.0,rebel,1833.3899999997811,correct
wfc6c38d,electron,../static/stimuli/images/campsite/sun_amejpvolcgftwwch.jpg,False,low,0,938.0,electron,1948.984999999113,correct
wfc6c38d,fellow,../static/stimuli/images/pool/sun_aztsporcpcmiibon.jpg,False,low,0,1014.0,fellow,1558.0450000015553,correct
wfc6c38d,mister,../static/stimuli/images/computerroom/sun_akbfsjykwgllwszc.jpg,False,low,0,932.0,mister,1464.3899999973946,correct
wfc6c38d,idol,../static/stimuli/images/musuem/sun_ayrwspiydnlwhouo.jpg,False,low,0,979.0,idol,1947.4799999989336,correct
wfc6c38d,octopus,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,False,high,0,1252.0,octopus,2598.3500000002095,correct
wfc6c38d,grizzly,../static/stimuli/images/beach/sun_abrqamdurwzygcjy.jpg,False,low,1,973.0,grizzly,1557.670000002021,correct
wfc6c38d,captive,../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg,False,low,0,1040.0,captive,2368.3700000001118,correct
wfc6c38d,strawberry,../static/stimuli/images/railway/sun_avugyywnswogxvlh.jpg,False,high,1,829.0,strawberry,2368.705000000773,correct
wfc6c38d,penguin,../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg,False,high,0,907.0,penguin,1601.1949999992503,correct
wfc6c38d,patient,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,low,0,918.0,patient,1941.0250000001397,correct
wfc6c38d,eagle,../static/stimuli/images/downtown/sun_bubeehcgngkyqymr.jpg,False,high,0,749.0,eagle,1142.084999999497,correct
wfc6c38d,sand,../static/stimuli/images/bookstore/sun_auwghripdoxzluuk.jpg,False,high,1,914.0,sand,1171.924999998766,correct
wcc346ce,ozone,../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg,True,low,4,1592.0,ozone,2446.070000063628,correct
wcc346ce,patient,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,low,5,3160.0,secrets,5940.560000017285,other
wcc346ce,carrot,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,False,high,3,1526.0,carrot,3052.9850001912564,correct
wcc346ce,agent,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,low,3,1843.0,agent,2469.4050000980496,correct
wcc346ce,horse,../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg,False,high,2,1162.0,horse,2112.405000021681,correct
wcc346ce,elbow,../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg,False,high,3,1741.0,elbow,2888.814999954775,correct
wcc346ce,baby,../static/stimuli/images/grocery/sun_afjotbibjndyibuy.jpg,False,high,2,1709.0,baby,2570.975000038743,correct
wcc346ce,lover,../static/stimuli/images/beach/sun_aafwmyqvqgtvdkce.jpg,False,low,3,1144.0,lover,1791.9550000224262,correct
wcc346ce,barracuda,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,high,3,2887.0,barracuda,4607.650000136346,correct
wcc346ce,stairs,../static/stimuli/images/house/sun_afejjgypgnszvwza.jpg,False,high,3,1542.0,stairs,2454.135000007227,correct
wcc346ce,rebel,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,low,3,1951.0,rebel,2831.7549999337643,correct
