wid,duration,presentation,n_pres,pretest_accuracy_first,pretest_accuracy_second,response_type,choose_first,trial_id
wd95d41e,2080.699999988079,2,2,1,1,correct,FALSE,94
wd95d41e,745.5999999940395,1,2,0,1,correct,FALSE,95
wd95d41e,1524.7000000178814,2,2,0,1,correct,FALSE,95
w56b1eee,4519.399999976158,1,1,1,1,correct,TRUE,96
w56b1eee,1647.4000000357628,1,1,1,1,correct,TRUE,97
w56b1eee,1391.5999999642372,1,1,1,1,correct,TRUE,98
w56b1eee,1583.6000000238419,1,2,0,1,correct,FALSE,99
w56b1eee,2735.899999976158,2,2,0,1,correct,FALSE,99
w56b1eee,807.5,1,2,1,1,correct,FALSE,100
w56b1eee,2136,2,2,1,1,correct,FALSE,100
w56b1eee,2015.5,1,1,0.5,1,intrusion,TRUE,101
w56b1eee,1263.4000000357628,1,2,1,1,correct,FALSE,102
w56b1eee,1975.8999999761581,2,2,1,1,correct,FALSE,102
w56b1eee,1719.5,1,1,1,1,correct,TRUE,103
w56b1eee,1519.3999999761581,1,1,1,1,correct,TRUE,104
w56b1eee,1367.5999999642372,1,1,1,1,correct,TRUE,105
w56b1eee,1423.800000011921,1,2,1,1,correct,FALSE,106
w56b1eee,1488,2,2,1,1,correct,FALSE,106
w56b1eee,911.3000000119209,1,3,1,0,correct,TRUE,107
w56b1eee,775.8999999761581,2,3,1,0,correct,TRUE,107
w56b1eee,1960.800000011921,3,3,1,0,correct,TRUE,107
w56b1eee,1430.300000011921,1,1,1,1,correct,TRUE,108
w56b1eee,1463,1,1,1,1,correct,TRUE,109
w56b1eee,1287.5999999642372,1,1,1,0,correct,TRUE,110
w56b1eee,1319.5,1,1,1,1,correct,TRUE,111
w56b1eee,1479.7999999523163,1,2,0.5,1,correct,FALSE,112
w56b1eee,1159.9000000357628,2,2,0.5,1,correct,FALSE,112
w56b1eee,1447.8999999761581,1,1,1,1,correct,TRUE,113
w56b1eee,1119.699999988079,1,1,1,1,correct,TRUE,114
w7569874,1165,1,2,1,1,correct,FALSE,115
w7569874,1993,2,2,1,1,correct,FALSE,115
w7569874,644,1,2,1,1,correct,TRUE,116
w7569874,1758,2,2,1,1,correct,TRUE,116
w7569874,701,1,2,1,1,correct,TRUE,117
w7569874,483,2,2,1,1,correct,TRUE,117
w7569874,1423,1,1,1,1,correct,TRUE,118
w7569874,1120,1,1,1,1,correct,TRUE,119
w7569874,615,1,2,0,1,correct,FALSE,120
w7569874,1340,2,2,0,1,correct,FALSE,120
w7569874,1173,1,1,1,1,correct,TRUE,121
w7569874,1304,1,1,1,1,correct,TRUE,122
w7569874,1096,1,1,1,1,correct,TRUE,123
w7569874,698,1,2,0,1,correct,FALSE,124
w7569874,1017,2,2,0,1,correct,FALSE,124
w7569874,1052,1,1,1,1,correct,TRUE,125
w7569874,1192,1,1,1,1,correct,TRUE,126
w7569874,837,1,1,1,1,correct,TRUE,127
w7569874,956,1,1,1,1,correct,TRUE,128
w7569874,1043,1,1,1,1,correct,TRUE,129
w7569874,861,1,1,1,1,correct,TRUE,130
w7569874,1497,1,2,0,1,correct,FALSE,131
w7569874,875,2,2,0,1,correct,FALSE,131
w7569874,1002,1,1,1,1,correct,TRUE,132
w7569874,683,1,2,0,0.5,other,FALSE,133
w7569874,1260,2,2,0,0.5,other,FALSE,133
w9a75935,1109.1999999284744,1,3,1,1,correct,TRUE,134
w9a75935,944.7000000476837,2,3,1,1,correct,TRUE,134
w9a75935,1744.2999999523163,3,3,1,1,correct,TRUE,134
w9a75935,550.5999999046326,1,3,1,0.5,correct,TRUE,135
w9a75935,535.7000000476837,2,3,1,0.5,correct,TRUE,135
w9a75935,1232.2000000476837,3,3,1,0.5,correct,TRUE,135
w9a75935,430.1999999284744,1,2,1,1,other,FALSE,136
w9a75935,2376.399999976158,2,2,1,1,other,FALSE,136
w9a75935,493.89999997615814,1,2,0.5,1,correct,FALSE,137
w9a75935,3056.2000000476837,2,2,0.5,1,correct,FALSE,137
w9a75935,541.8999999761581,1,3,1,1,correct,TRUE,138
w9a75935,1055.7000000476837,2,3,1,1,correct,TRUE,138
w9a75935,1639.3999999761581,3,3,1,1,correct,TRUE,138
w9a75935,533.7999999523163,1,2,1,1,correct,FALSE,139
w9a75935,1536.2000000476837,2,2,1,1,correct,FALSE,139
w9a75935,505.39999997615814,1,3,1,0.5,correct,TRUE,140
w9a75935,390.7000000476837,2,3,1,0.5,correct,TRUE,140
w9a75935,816.1000000238419,3,3,1,0.5,correct,TRUE,140
w9a75935,416,1,3,1,1,correct,TRUE,141
w9a75935,751.7999999523163,2,3,1,1,correct,TRUE,141
w9a75935,712.8000000715256,3,3,1,1,correct,TRUE,141
w9a75935,431.3000000715256,1,3,0,0,other,TRUE,142
w9a75935,1912.1999999284744,2,3,0,0,other,TRUE,142
w9a75935,1328.1000000238419,3,3,0,0,other,TRUE,142
w9a75935,598.3999999761581,1,2,1,1,correct,FALSE,143
w9a75935,1543.4000000953674,2,2,1,1,correct,FALSE,143
w9a75935,488.7000000476837,1,4,1,1,correct,FALSE,144
w9a75935,791.7999999523163,2,4,1,1,correct,FALSE,144
w9a75935,351.60000002384186,3,4,1,1,correct,FALSE,144
w9a75935,879.8999999761581,4,4,1,1,correct,FALSE,144
w9a75935,423.7999999523163,1,2,1,1,correct,FALSE,145
w9a75935,1224.8999999761581,2,2,1,1,correct,FALSE,145
w9a75935,472.2999999523163,1,2,1,1,correct,FALSE,146
w9a75935,1271.8000000715256,2,2,1,1,correct,FALSE,146
w9a75935,440.89999997615814,1,2,0,0.5,correct,FALSE,147
w9a75935,1415.6999999284744,2,2,0,0.5,correct,FALSE,147
w9a75935,446.7000000476837,1,3,1,0,correct,TRUE,148
w9a75935,528.1000000238419,2,3,1,0,correct,TRUE,148
w9a75935,927.7999999523163,3,3,1,0,correct,TRUE,148
w9a75935,399.89999997615814,1,4,0,1,correct,FALSE,149
w9a75935,1535.8999999761581,2,4,0,1,correct,FALSE,149
w9a75935,664.1000000238419,3,4,0,1,correct,FALSE,149
w9a75935,896.1000000238419,4,4,0,1,correct,FALSE,149
w9a75935,501.2999999523163,1,3,1,1,correct,TRUE,150
w9a75935,824.2000000476837,2,3,1,1,correct,TRUE,150
w9a75935,935.3999999761581,3,3,1,1,correct,TRUE,150
w9a75935,414.89999997615814,1,2,0,1,correct,FALSE,151
w9a75935,967.7000000476837,2,2,0,1,correct,FALSE,151
w9a75935,432,1,3,1,0.5,correct,TRUE,152
w9a75935,576.3999999761581,2,3,1,0.5,correct,TRUE,152
w9a75935,600.2000000476837,3,3,1,0.5,correct,TRUE,152
w7c192d0,1615.2000000029802,1,1,1,1,correct,TRUE,153
w7c192d0,2063.2999999970198,1,1,1,1,correct,TRUE,154
w7c192d0,1652.8999999910593,1,1,1,0,correct,TRUE,155
w7c192d0,1496.5,1,1,1,1,correct,TRUE,156
w7c192d0,1580.1000000089407,1,1,1,1,correct,TRUE,157
w7c192d0,1445.8999999910593,1,1,1,1,correct,TRUE,158
w7c192d0,1555.2000000029802,1,1,1,1,correct,TRUE,159
w7c192d0,2337.6000000089407,1,1,1,1,correct,TRUE,160
w7c192d0,1217.300000011921,1,1,1,1,correct,TRUE,161
w7c192d0,1255,1,1,1,1,correct,TRUE,162
w7c192d0,1213,1,1,1,1,correct,TRUE,163
w7c192d0,1168.4000000059605,1,1,1,1,correct,TRUE,164
w7c192d0,1522.2000000029802,1,1,1,1,correct,TRUE,165
w7c192d0,2043,1,1,1,1,correct,TRUE,166
w7c192d0,1423.1000000089407,1,1,1,1,correct,TRUE,167
w7c192d0,1037.199999988079,1,1,1,1,correct,TRUE,168
w7c192d0,1357.2999999970198,1,1,1,1,correct,TRUE,169
w7c192d0,1562.2999999970198,1,1,1,1,correct,TRUE,170
w7c192d0,1033,1,1,1,1,correct,TRUE,171
wbfa9620,989.2000000029802,1,2,1,1,correct,FALSE,172
wbfa9620,3570.2999999970198,2,2,1,1,correct,FALSE,172
wbfa9620,2254.5,1,1,1,1,correct,TRUE,173
wbfa9620,675.1999999880791,1,4,1,1,correct,FALSE,174
wbfa9620,598.7000000029802,2,4,1,1,correct,FALSE,174
wbfa9620,490,3,4,1,1,correct,FALSE,174
wbfa9620,1852.7000000029802,4,4,1,1,correct,FALSE,174
wbfa9620,760.7999999970198,1,2,0,1,correct,FALSE,175
wbfa9620,1790.5,2,2,0,1,correct,FALSE,175
wbfa9620,674.6000000089407,1,2,0,1,correct,FALSE,176
wbfa9620,1788.0999999940395,2,2,0,1,correct,FALSE,176
wbfa9620,739.2999999970198,1,3,1,1,correct,TRUE,177
wbfa9620,913.7000000029802,2,3,1,1,correct,TRUE,177
wbfa9620,1416.2999999970198,3,3,1,1,correct,TRUE,177
wbfa9620,981.7000000029802,1,2,1,1,correct,FALSE,178
wbfa9620,1980.7000000029802,2,2,1,1,correct,FALSE,178
wbfa9620,684.5999999940395,1,3,1,1,correct,TRUE,179
wbfa9620,940.7999999970198,2,3,1,1,correct,TRUE,179
wbfa9620,1218.5,3,3,1,1,correct,TRUE,179
wbfa9620,537.7999999970198,1,2,0,1,correct,FALSE,180
wbfa9620,1777.7999999970198,2,2,0,1,correct,FALSE,180
wbfa9620,786.2000000029802,1,2,1,1,correct,FALSE,181
wbfa9620,1746.5,2,2,1,1,correct,FALSE,181
wbfa9620,666.1000000089407,1,3,1,1,correct,TRUE,182
wbfa9620,577.5,2,3,1,1,correct,TRUE,182
wbfa9620,1956.3999999910593,3,3,1,1,correct,TRUE,182
wbfa9620,564.4000000059605,1,3,1,0,correct,TRUE,183
wbfa9620,556.7000000029802,2,3,1,0,correct,TRUE,183
wbfa9620,1100.0999999940395,3,3,1,0,correct,TRUE,183
wbfa9620,650.4000000059605,1,2,1,1,correct,FALSE,184
wbfa9620,1927.9000000059605,2,2,1,1,correct,FALSE,184
wbfa9620,639.2000000029802,1,3,1,1,correct,TRUE,185
wbfa9620,727.0999999940395,2,3,1,1,correct,TRUE,185
wbfa9620,1448,3,3,1,1,correct,TRUE,185
wbfa9620,656.3999999910593,1,3,1,1,correct,TRUE,186
wbfa9620,374.6000000089407,2,3,1,1,correct,TRUE,186
wbfa9620,911.6999999880791,3,3,1,1,correct,TRUE,186
wbfa9620,471.3999999910593,1,4,0,0,timeout,NA,187
wbfa9620,3152.300000011921,2,4,0,0,timeout,NA,187
wbfa9620,630.5,3,4,0,0,timeout,NA,187
wbfa9620,2066.2999999970198,4,4,0,0,timeout,NA,187
wbfa9620,613.9000000059605,1,2,0,1,correct,FALSE,188
wbfa9620,1973.0999999940395,2,2,0,1,correct,FALSE,188
wbfa9620,485.20000000298023,1,3,1,1,correct,TRUE,189
wbfa9620,496.29999999701977,2,3,1,1,correct,TRUE,189
wbfa9620,1239.2000000029802,3,3,1,1,correct,TRUE,189
wbfa9620,779.5,1,2,1,1,correct,FALSE,190
wbfa9620,1679.5,2,2,1,1,correct,FALSE,190
w0ae1022,661,1,2,0,1,correct,FALSE,191
w0ae1022,3472.800000000745,2,2,0,1,correct,FALSE,191
w0ae1022,2119.7000000001863,1,1,1,1,correct,TRUE,192
w0ae1022,861.7000000001863,1,12,0,0,timeout,NA,193
w0ae1022,1435.8999999994412,2,12,0,0,timeout,NA,193
w0ae1022,1549.1000000005588,3,12,0,0,timeout,NA,193
w0ae1022,1783.3999999994412,4,12,0,0,timeout,NA,193
w0ae1022,327.5,5,12,0,0,timeout,NA,193
w0ae1022,219.1000000005588,6,12,0,0,timeout,NA,193
w0ae1022,292,7,12,0,0,timeout,NA,193
w0ae1022,277.8999999994412,8,12,0,0,timeout,NA,193
w0ae1022,355,9,12,0,0,timeout,NA,193
w0ae1022,297.1000000005588,10,12,0,0,timeout,NA,193
w0ae1022,6454.899999999441,11,12,0,0,timeout,NA,193
w0ae1022,1165.1000000005588,12,12,0,0,timeout,NA,193
w0ae1022,2333.600000000559,1,1,1,1,correct,TRUE,194
w0ae1022,1436.800000000745,1,1,1,1,correct,TRUE,195
w0ae1022,1249.1000000005588,1,1,1,1,correct,TRUE,196
