wid,word,image,practice,block,rt,typing_rt,response,type_time,response_type
wca3807d,volunteer,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,2,1,9174,cauliflower,9172.699999988079,other
wca3807d,ozone,../static/stimuli/images/gym/sun_akhyzejtqpynaepu.jpg,False,2,1,1966,ozone,1964.4000000357628,correct
wca3807d,mister,../static/stimuli/images/roof/sun_airvzklrdchyytiu.jpg,False,2,1,1790,mister,1789.0,correct
wca3807d,rouge,../static/stimuli/images/volcano/sun_axyqizdexdgrtfie.jpg,False,2,0,1518,rouge,1517.800000011921,correct
wca3807d,frog,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,2,1,1478,frog,1477.1000000238419,correct
wca3807d,jeans,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,2,1,2068,jeans,2067.600000023842,correct
wca3807d,magazine,../static/stimuli/images/sky/sun_awdlpzaohypbcfjk.jpg,False,2,1,7782,cauliflower,7780.599999964237,other
wca3807d,tart,../static/stimuli/images/castle/sun_alevmcaohaqqwlic.jpg,False,2,1,5567,tart,5565.700000047684,correct
wca3807d,tulip,../static/stimuli/images/theater/sun_ahtaknlqeslujgbq.jpg,False,2,1,2149,tulip,2148.0,correct
wca3807d,refrigerator,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,2,1,5165,refrigerator,5163.5,correct
wca3807d,ear,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,2,1,5991,ear,5989.700000047684,correct
wca3807d,scenery,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,2,1,2014,scenery,2012.5999999642372,correct
wca3807d,stairs,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,False,2,1,2494,stairs,2492.5,correct
wca3807d,permit,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,2,1,1789,permit,1787.800000011921,correct
wca3807d,gravel,../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg,False,2,1,4126,gravel,4125.0,correct
wca3807d,goddess,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,False,2,1,1911,goddess,1910.199999988079,correct
wca3807d,pillow,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,2,1,2638,pillows,2636.699999988079,correct
wca3807d,scapegoat,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,2,1,3622,scapegoat,3620.100000023842,correct
wca3807d,crook,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,2,1,2070,crook,2068.699999988079,correct
wca3807d,pizza,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,2,1,3006,pizza,3005.099999964237,correct
wca3807d,society,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,2,1,4502,society,4500.599999964237,correct
wca3807d,tomato,../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg,False,2,1,2821,tomato,2820.199999988079,correct
wca3807d,octopus,../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg,False,2,1,3342,octopus,3341.0,correct
wca3807d,personnel,../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg,False,2,1,4110,personnel,4108.599999964237,correct
wca3807d,hero,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,2,1,1845,hero,1843.5,correct
wca3807d,territory,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,2,1,10270,fishing,10268.899999976158,other
wca3807d,quill,../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg,False,2,1,2127,quill,2125.300000011921,correct
wca3807d,department,../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg,False,2,1,2165,department,2163.599999964237,correct
wca3807d,tractor,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,2,1,13126,cauliflower,13124.600000023842,other
wca3807d,traitor,../static/stimuli/images/warehouse/sun_ainoacwsquefrlbr.jpg,False,2,1,5142,traitor,5140.5,correct
wca3807d,walrus,../static/stimuli/images/house/sun_aahrslvfecptaudk.jpg,False,2,1,1914,walrus,1913.199999988079,correct
wca3807d,community,../static/stimuli/images/pool/sun_antxeexzhaspkvlj.jpg,False,2,0,2312,community,2311.100000023842,correct
wca3807d,barracuda,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,2,2,6070,barracuda,6068.0,correct
wca3807d,cauliflower,../static/stimuli/images/river/sun_advruofhmqeyqmbx.jpg,False,2,1,4261,cauliflower,4259.600000023842,correct
wca3807d,cookie,../static/stimuli/images/skiresort/sun_aewjqygtlkyracri.jpg,False,2,1,2254,cookies,2253.099999964237,other
wca3807d,keeper,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,False,2,1,1637,keeper,1635.7999999523163,correct
wca3807d,neck,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,False,2,1,1854,neck,1852.8999999761581,correct
wca3807d,tiger,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,False,2,1,1749,tiger,1748.0,correct
wca3807d,stranger,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,2,1,2678,stranger,2676.199999988079,correct
wca3807d,keeper,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,False,3,1,1566,keeper,1564.5999999642372,correct
wca3807d,department,../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg,False,3,1,3182,department,3181.5,correct
wca3807d,mister,../static/stimuli/images/roof/sun_airvzklrdchyytiu.jpg,False,3,1,1678,mister,1677.199999988079,correct
wca3807d,cookie,../static/stimuli/images/skiresort/sun_aewjqygtlkyracri.jpg,False,3,1,1702,cookie,1701.9000000357628,correct
wca3807d,personnel,../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg,False,3,1,2837,personnel,2836.2000000476837,correct
wca3807d,tiger,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,False,3,1,2358,tiger,2357.0,correct
wca3807d,pizza,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,3,1,2006,pizza,2005.5,correct
wca3807d,stranger,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,3,1,1894,stranger,1893.0,correct
wca3807d,magazine,../static/stimuli/images/sky/sun_awdlpzaohypbcfjk.jpg,False,3,1,2502,magazine,2500.699999988079,correct
wca3807d,tractor,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,3,1,2030,tractor,2029.3999999761581,correct
wca3807d,hero,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,3,2,3470,hero,3468.5,correct
wca3807d,ear,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,3,0,1583,ear,1582.4000000357628,correct
wca3807d,walrus,../static/stimuli/images/house/sun_aahrslvfecptaudk.jpg,False,3,1,1879,walrus,1878.199999988079,correct
wca3807d,traitor,../static/stimuli/images/warehouse/sun_ainoacwsquefrlbr.jpg,False,3,1,2117,traitor,2115.699999988079,correct
wca3807d,neck,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,False,3,1,1519,neck,1517.9000000357628,correct
wca3807d,refrigerator,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,3,1,5063,refrigerator,5061.899999976158,correct
wca3807d,scenery,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,3,2,1990,scenery,1987.6000000238419,correct
wca3807d,scapegoat,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,3,1,2632,scapegoat,2631.5,correct
wca3807d,stairs,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,False,3,1,2119,stairs,2117.5,correct
wca3807d,territory,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,3,2,3494,territory,3492.400000035763,correct
wca3807d,gravel,../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg,False,3,1,2423,gravel,2422.099999964237,correct
wca3807d,volunteer,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,3,1,8735,magazine,8734.0,other
wca3807d,tart,../static/stimuli/images/castle/sun_alevmcaohaqqwlic.jpg,False,3,1,2582,tart,2580.300000011921,correct
wca3807d,cauliflower,../static/stimuli/images/river/sun_advruofhmqeyqmbx.jpg,False,3,1,3837,cauliflower,3835.800000011921,correct
wca3807d,barracuda,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,3,1,3774,barracuda,3773.0,correct
wca3807d,octopus,../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg,False,3,1,2814,octopus,2812.699999988079,correct
wca3807d,community,../static/stimuli/images/pool/sun_antxeexzhaspkvlj.jpg,False,3,1,2031,community,2030.6000000238419,correct
wca3807d,pillow,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,3,1,1982,pillow,1980.9000000357628,correct
wca3807d,tomato,../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg,False,3,1,1806,tomato,1805.199999988079,correct
wca3807d,goddess,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,False,3,0,2703,goddess,2703.0,correct
wca3807d,ozone,../static/stimuli/images/gym/sun_akhyzejtqpynaepu.jpg,False,3,0,1478,ozone,1477.7999999523163,correct
wca3807d,quill,../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg,False,3,1,1830,quill,1828.199999988079,correct
wca3807d,rouge,../static/stimuli/images/volcano/sun_axyqizdexdgrtfie.jpg,False,3,1,1646,rouge,1644.699999988079,correct
wca3807d,frog,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,3,1,1327,frog,1326.6000000238419,correct
wca3807d,society,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,3,1,2182,society,2181.0,correct
wca3807d,jeans,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,3,1,1703,jeans,1702.300000011921,correct
wca3807d,tulip,../static/stimuli/images/theater/sun_ahtaknlqeslujgbq.jpg,False,3,2,1884,tulip,1881.800000011921,correct
wca3807d,atom,../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg,False,3,1,1454,atom,1452.699999988079,correct
wca3807d,crook,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,3,1,1727,crook,1725.6000000238419,correct
wca3807d,permit,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,3,1,2367,permit,2366.5,correct
wca3807d,scenery,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,3,1,2158,scenery,2156.400000035763,correct
wca3807d,tulip,../static/stimuli/images/theater/sun_ahtaknlqeslujgbq.jpg,False,3,1,1742,tulip,1741.199999988079,correct
wca3807d,ozone,../static/stimuli/images/gym/sun_akhyzejtqpynaepu.jpg,False,3,1,1438,ozone,1437.1000000238419,correct
wca3807d,rouge,../static/stimuli/images/volcano/sun_axyqizdexdgrtfie.jpg,False,3,1,1606,rouge,1604.5999999642372,correct
wca3807d,ear,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,3,1,1247,ear,1246.0999999642372,correct
wca3807d,cookie,../static/stimuli/images/skiresort/sun_aewjqygtlkyracri.jpg,False,3,1,1760,cookie,1758.8999999761581,correct
wca3807d,atom,../static/stimuli/images/subway/sun_akifaegxlwcrziyq.jpg,False,3,1,1799,atom,1798.199999988079,correct
wca3807d,permit,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,3,1,1607,permit,1605.800000011921,correct
wca3807d,goddess,../static/stimuli/images/laundryroom/sun_acnrhsgylwftewpq.jpg,False,3,1,1854,goddess,1852.4000000357628,correct
wca3807d,department,../static/stimuli/images/shoppingmall/sun_abegyiikvbaqpooh.jpg,False,3,1,2295,department,2294.600000023842,correct
wca3807d,crook,../static/stimuli/images/musuem/sun_aspbwvercyqvrrkn.jpg,False,3,0,1782,crook,1782.0,correct
wca3807d,community,../static/stimuli/images/pool/sun_antxeexzhaspkvlj.jpg,False,3,2,2324,community,2322.599999964237,correct
wca3807d,frog,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,3,1,1213,frog,1211.699999988079,correct
wca3807d,walrus,../static/stimuli/images/house/sun_aahrslvfecptaudk.jpg,False,3,2,1982,walrus,1980.300000011921,correct
wca3807d,mister,../static/stimuli/images/roof/sun_airvzklrdchyytiu.jpg,False,3,2,1606,mister,1604.3999999761581,correct
wca3807d,barracuda,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,3,1,4462,barracuda,4462.0,correct
wca3807d,magazine,../static/stimuli/images/sky/sun_awdlpzaohypbcfjk.jpg,False,3,1,3790,magazine,3788.800000011921,correct
wca3807d,pizza,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,3,1,1854,pizza,1852.2999999523163,correct
wca3807d,tractor,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,3,2,3086,tractor,3084.5,correct
wca3807d,stranger,../static/stimuli/images/auditorium/sun_ahxfbcfdtvgnrivf.jpg,False,3,1,2478,stranger,2476.699999988079,correct
wca3807d,hero,../static/stimuli/images/ziggurat/sun_amuijzzaceciuwpo.jpg,False,3,1,1677,hero,1675.800000011921,correct
wca3807d,personnel,../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg,False,3,1,1990,personnel,1989.0,correct
wca3807d,society,../static/stimuli/images/street/sun_aqzrscvtljhimvtf.jpg,False,3,1,3590,society,3589.399999976158,correct
wca3807d,neck,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,False,3,1,1726,neck,1725.1000000238419,correct
wca3807d,scapegoat,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,3,1,2301,scapegoat,2300.0,correct
wca3807d,tiger,../static/stimuli/images/tower/sun_augaqwzgrksvvsgf.jpg,False,3,1,1638,tiger,1636.800000011921,correct
wca3807d,traitor,../static/stimuli/images/warehouse/sun_ainoacwsquefrlbr.jpg,False,3,1,1909,traitor,1908.5999999642372,correct
wca3807d,quill,../static/stimuli/images/tenniscourt/sun_ajmzjgescxgcfhdp.jpg,False,3,0,1879,quill,1878.300000011921,correct
wca3807d,territory,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,3,1,2967,territory,2965.899999976158,correct
wca3807d,volunteer,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,3,0,3879,magazine,3878.399999976158,other
wca3807d,jeans,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,3,1,1637,jeans,1636.0,correct
wca3807d,tomato,../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg,False,3,1,1574,tomato,1572.7999999523163,correct
wca3807d,pillow,../static/stimuli/images/restaurant/sun_agxfoksoiibofpna.jpg,False,3,0,2006,pillow,2005.8999999761581,correct
wca3807d,octopus,../static/stimuli/images/forest/sun_avyyymflzsdrwgbe.jpg,False,3,1,2630,octopus,2629.0,correct
wca3807d,cauliflower,../static/stimuli/images/river/sun_advruofhmqeyqmbx.jpg,False,3,1,3590,cauliflower,3589.0,correct
wca3807d,stairs,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,False,3,0,1711,stairs,1710.5,correct
wca3807d,gravel,../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg,False,3,1,1718,gravel,1716.699999988079,correct
wca3807d,refrigerator,../static/stimuli/images/vineyard/sun_amazvkispkonazvz.jpg,False,3,1,3966,refrigerator,3965.699999988079,correct
wca3807d,keeper,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,False,3,1,1478,keeper,1477.199999988079,correct
wca3807d,tart,../static/stimuli/images/castle/sun_alevmcaohaqqwlic.jpg,False,3,1,1910,tart,1908.4000000357628,correct
