strength_first,strength_second,pre_correct_first,pre_correct_second,presentation_times,outcome,duration_first,duration_second
3.738068682395322,-1.059956555418808,1.0,0.0,[1279.2624671351975],1,1279.2624671351975,0.0
1.7426101591181233,2.0178899126592755,1.0,1.0,[1519.4663700546146],1,1519.4663700546146,0.0
1.1729448667065565,1.610650045747907,1.0,1.0,"[1453.4622161887096, 2593.337366204336]",2,1453.4622161887096,2593.337366204336
-1.0448746612862716,-0.5789121915291964,0.0,0.0,"[701.4948122659462, 1720.979309219843, 1235.3099202828641, 2704.9754062831335, 485.0857763799172]",-1,2421.8905089287273,4425.954715502976
1.9099500899946877,0.8669359165305378,1.0,1.0,"[581.8122219649974, 3751.002827675445, 3520.4268017521667]",1,4102.239023717164,3751.002827675445
0.6196326874723643,0.14807047466423162,0.5,0.5,[2265.934929180906],1,2265.934929180906,0.0
1.0517752496846207,-0.6809583270795925,1.0,0.0,[3013.4949774879356],1,3013.4949774879356,0.0
1.2506218758706353,0.6131549899795022,1.0,0.5,[3516.9211272040498],1,3516.9211272040498,0.0
2.0488740453449608,0.9133658961807625,1.0,0.0,[1672.6809041857944],1,1672.6809041857944,0.0
-0.9024296088599548,2.656003523576782,0.0,0.5,"[1277.4027732319366, 1688.4359931920444]",2,1277.4027732319366,1688.4359931920444
1.3889452173227208,2.0717878973542945,1.0,1.0,[1859.6805761132912],1,1859.6805761132912,0.0
1.8780242484352032,1.4841721017907001,1.0,1.0,[1345.9657728803618],1,1345.9657728803618,0.0
-0.08106362186109628,0.6923593271128836,0.5,0.0,"[676.1225834539523, 2483.396182546579]",2,676.1225834539523,2483.396182546579
2.8992433082945883,1.5467483502888548,1.0,1.0,[1073.0760545028602],1,1073.0760545028602,0.0
2.1730376884075517,1.025096830079708,1.0,1.0,[874.4138089526346],1,874.4138089526346,0.0
0.18527592910515844,2.4159162531674157,0.0,1.0,"[1528.488784844653, 1286.9635289185926]",2,1528.488784844653,1286.9635289185926
1.5536012654846303,0.5345029040264361,1.0,0.5,[1348.2003990847202],1,1348.2003990847202,0.0
2.3822875255437745,1.3087071184085992,1.0,1.0,[2125.947100786444],1,2125.947100786444,0.0
1.1531731930890956,-1.265051996299777,1.0,0.0,[2697.0063620099377],1,2697.0063620099377,0.0
1.3549140344497932,2.9755455112093014,0.5,1.0,[2348.878462367744],1,2348.878462367744,0.0
-0.4373170454383295,0.3492076950018911,0.0,0.5,"[694.2174141489442, 6247.623518868801]",2,694.2174141489442,6247.623518868801
0.8908110270583562,0.32114120674310176,0.5,0.0,"[458.36486432614413, 8092.326556161838, 3922.2888951205405]",1,4380.6537594466845,8092.326556161838
1.4994629714490921,0.03755097419000475,1.0,0.0,"[511.5863561907119, 4078.601224022713]",2,511.5863561907119,4078.601224022713
0.48710544098075714,1.6521880202926662,0.5,1.0,[4292.818747059406],1,4292.818747059406,0.0
-0.6734474082425312,3.096776185238959,0.0,1.0,"[1370.8703585830042, 1074.5497482439357]",2,1370.8703585830042,1074.5497482439357
1.4490068376632284,-0.19267688284449447,1.0,0.0,[2226.2858253297277],1,2226.2858253297277,0.0
1.8475280157843694,1.1101383507503786,1.0,1.0,[1093.8764043976444],1,1093.8764043976444,0.0
-0.0644397200101956,-0.5882199908556618,0.0,0.0,"[957.86778727603, 2102.92257387223, 1086.942479622241, 1676.5929718051193, 478.2367686432133]",-1,2523.0470355414845,3779.515545677349
-0.04407639827621712,0.8695313876000369,0.0,0.0,"[891.5883429006083, 1743.2456082025594]",2,891.5883429006083,1743.2456082025594
2.0720397521275515,0.348709253775917,1.0,0.5,[1126.388471689823],1,1126.388471689823,0.0
2.9724992785896003,2.6245292481493374,1.0,1.0,[1112.0524395929253],1,1112.0524395929253,0.0
0.7684532256472112,1.458011792239645,0.0,1.0,[1888.372600593908],1,1888.372600593908,0.0
0.12916921991126695,0.909921886523825,0.0,1.0,[2486.485082582223],1,2486.485082582223,0.0
-0.3633684941110249,-0.8466575141213213,0.5,0.0,"[882.6507483828649, 1284.963455557586, 5507.330819167796, 485.10088686501274, 448.9001114933816]",-1,6838.881679044042,1770.0643424225987
0.2852237362554325,1.0194529501187182,0.0,1.0,"[467.8788300814981, 3512.270626899607]",2,467.8788300814981,3512.270626899607
1.2732876979320298,0.8748709836503578,1.0,1.0,[2268.166709880833],1,2268.166709880833,0.0
0.9455531710172679,1.37420150637982,0.0,1.0,"[497.56872444921066, 2513.7488028856837]",2,497.56872444921066,2513.7488028856837
-1.8452954241937074,0.5786820208208917,0.0,0.5,"[752.2620216898531, 1308.580158095749, 718.8298068899471, 6137.902311071599]",2,1471.0918285798002,7446.4824691673475
2.0607009940781564,1.7004967975912204,1.0,1.0,[1653.4534743861523],1,1653.4534743861523,0.0
0.9158898638932061,2.784013758642139,0.0,0.5,[3287.7313542350735],1,3287.7313542350735,0.0
-0.25695754643045543,-0.02523294154354394,0.0,0.0,"[710.7945830298844, 2908.232383254859, 2477.149640451512, 3701.428299482868, 562.3361620942053]",-1,3750.280385575602,6609.660682737727
0.23954106695116806,-0.5234155775456915,0.5,0.0,"[700.3102835685044, 2894.508606296562, 2059.8343310891105, 2468.9987760201325, 466.73982400279374]",-1,3226.8844386604087,5363.507382316695
1.2024389046399633,2.417194387891475,0.5,1.0,[2718.397055271792],1,2718.397055271792,0.0
-0.7970885736960749,2.032058311625758,0.0,1.0,"[1720.5164230127607, 1905.5246520982914]",2,1720.5164230127607,1905.5246520982914
-0.00760827203058323,-0.16456703983391918,0.0,0.0,"[1084.243260608393, 2191.887637003355, 1709.722154575451, 6459.004690651822, 492.783824034977]",-1,3286.749239218821,8650.892327655176
1.9283736037836312,0.9595339568647072,0.5,1.0,[2355.6573932091605],1,2355.6573932091605,0.0
-0.2601489274649331,1.5163047891288248,0.0,1.0,"[2676.4747477682695, 2895.053329067712]",2,2676.4747477682695,2895.053329067712
1.7794808811185143,0.13513776009325162,0.5,0.0,"[569.7171041103661, 1528.1446311524446, 2475.9118182353595]",1,3045.6289223457256,1528.1446311524446
