strength_first,strength_second,presentation_times,outcome,duration_first,duration_second
0.2727940405679249,0.05082829478538495,[5000],1,5000,0
0.12160954346724831,0.3391895646923921,"[750, 5500]",2,750,5500
0.18296344765443529,0.1351941974165224,"[750, 2000, 250, 7250]",2,1000,9250
0.32142516865260284,0.3278262559188475,[3750],1,3750,0
0.39569761453922975,0.2535457857598105,[2250],1,2250,0
0.08516310360030235,0.12132359085290645,"[750, 12750]",2,750,12750
0.3797389872349151,0.16758195708815887,[4000],1,4000,0
0.030590564648204033,0.18133961693842404,"[1500, 4750, 250, 500]",2,1750,5250
0.09754485508062033,0.33901746171049646,"[3750, 3500]",2,3750,3500
0.2791115880358838,0.0549803876198634,[3750],1,3750,0
0.2926783868628113,0.09333050720011873,"[250, 500, 2000, 250, 2000]",1,4250,750
0.3159265314440344,0.08980020517842269,"[1500, 250, 3500]",1,5000,250
0.30263340881482625,0.3756629802102397,"[500, 250, 3250]",1,3750,250
0.2693203918574462,0.11112190397971222,[4000],1,4000,0
0.031273652582331266,0.3840839549591492,"[250, 2250]",2,250,2250
0.41551588865668876,0.21142385022034121,"[1250, 5750]",2,1250,5750
0.20787424694754603,0.3158989070446185,"[500, 3250]",2,500,3250
0.2514261626147576,0.13758480835392287,"[250, 250, 6000]",1,6250,250
0.5071407257830545,0.4983301629894212,"[1250, 500, 1500]",1,2750,500
0.23830377579630507,0.33572273404941294,[5250],1,5250,0
0.5191046032006261,0.5469212083984921,[2750],1,2750,0
0.05888292043067708,0.29765639487961665,"[250, 3250, 1000, 1750]",2,1250,5000
0.1675823916206377,0.17236139801655645,"[1750, 5750]",2,1750,5750
0.2281798184825116,0.04086612141348178,"[500, 1250, 3250]",1,3750,1250
0.23984625632304096,0.5533392100727168,[4000],1,4000,0
0.2083790997062291,0.047244543011404794,"[4750, 250, 250]",1,5000,250
0.2113496711805281,0.14042142148705192,[4750],1,4750,0
0.0574645476939185,0.2255803953687002,"[250, 1000, 750, 1000, 500, 3000, 250, 1000]",2,1750,6000
0.13588343433168176,0.2038656612487177,"[750, 6250, 250, 2750]",2,1000,9000
0.12673687887732446,0.047198435797152404,"[4000, 500, 5250, 750, 2000]",1,11250,1250
0.26283115759112047,0.16701087219053617,[3250],1,3250,0
0.2683885900545278,0.1898807607959913,[3750],1,3750,0
0.2808899192194558,0.27109052010310464,[4250],1,4250,0
0.3722388224747777,0.43340849935871334,"[2250, 1250, 1500]",1,3750,1250
0.08367936350073732,0.5114315829696572,"[500, 2250]",2,500,2250
0.20665183439662094,0.17176058603684108,[6500],1,6500,0
0.07768504732130574,0.2952133974036678,"[2250, 4500]",2,2250,4500
0.0976937828107541,0.24128681591109835,"[250, 750, 250, 5750]",2,500,6500
0.14362478846903726,0.24737907762060998,"[1000, 6750]",2,1000,6750
0.05106787957196865,0.1393632391172345,"[250, 250, 250, 1250, 1250, 5500]",2,1750,7000
0.07665163793010546,0.12942482998674992,"[1750, 250, 2500, 3000, 500, 1000, 2250, 2750, 1000]",-1,8000,7000
0.437619726229279,0.5361730650565628,"[1750, 250, 500]",1,2250,250
0.06008546079921075,0.4230289929397584,"[500, 1250, 250, 2250]",2,750,3500
0.1251906094758102,0.11301512324198476,"[250, 11750]",2,250,11750
0.028122741369632144,0.21046670794464015,"[250, 4000]",2,250,4000
0.21101047970043915,0.4510128187055231,"[1000, 250, 5500]",1,6500,250
0.40965339791817074,0.3162792470957102,"[500, 250, 500, 500, 2750]",1,3750,750
0.279408613655058,0.10701593434314421,"[250, 3000, 2000, 1000, 1500]",1,3750,4000
0.04719371969837506,0.12882643952842487,"[250, 750, 1750, 1000, 3750, 1000, 2500, 250, 2000, 1250, 500]",-1,10750,4250
0.26124013970777654,0.1103370940567701,[4750],1,4750,0
0.11496837827832015,0.08208053491566004,"[250, 750, 250, 750, 750, 4250, 750, 1750, 1000, 2000, 1000, 1500]",-1,4000,11000
0.19229678528811509,0.1796094536808532,"[3250, 250, 2750]",1,6000,250
0.05982276086164464,0.12415064168058466,"[500, 2000, 250, 4000, 250, 3500]",2,1000,9500
0.18566429716923472,0.2717801965043972,"[500, 2000, 250, 1750]",2,750,3750
0.39631287098462803,0.4369756720267646,[2750],1,2750,0
0.08889420582256168,0.194648187001524,"[750, 5000]",2,750,5000
0.13453389558627912,0.17431277335129639,"[250, 5000]",2,250,5000
0.15623983896490773,0.20340118942255217,"[250, 750, 2750, 250, 5500]",1,8500,1000
0.051463560751597165,0.45440668481004226,"[1000, 3750]",2,1000,3750
0.3092989922121038,0.29669001392870825,"[250, 250, 4000]",1,4250,250
0.5124675238567208,0.28803154122100805,[2500],1,2500,0
0.17822740002053233,0.014984465735975809,"[2500, 500, 5500, 250, 750, 250, 250]",1,9000,1000
0.30493170605346215,0.0898758739225439,"[1250, 250, 3750]",1,5000,250
0.4912583077080065,0.11021309645764608,[3500],1,3500,0
0.5488403903691714,0.0884776442614876,[2250],1,2250,0
0.3852190548359211,0.07668714559462585,"[250, 2500, 3750]",1,4000,2500
0.2948964512739806,0.11353048700237417,"[250, 1000, 4250]",1,4500,1000
0.4209156583157925,0.20398043426146872,[3000],1,3000,0
0.059955771840571714,0.03693501737391032,"[250, 500, 2250, 1000, 1000, 750, 2000, 3000, 4000, 250]",-1,9500,5500
0.43005645729657715,0.0824833039481944,"[1500, 500, 750]",1,2250,500
0.16742103131711059,0.19845683217712473,"[2750, 500, 250, 1750, 2250, 2500]",2,5250,4750
0.26688985496110723,0.2547280632796043,[4500],1,4500,0
0.4058030587562472,0.29756153256126294,[3250],1,3250,0
0.21399809941079295,0.2079614120826046,"[2250, 250, 5250]",1,7500,250
0.37003779456245106,0.347180452370285,"[1000, 250, 2000]",1,3000,250
0.5407717145180105,0.25931866599093156,"[750, 500, 2000]",1,2750,500
0.4991184245232395,0.025438360871306232,[2250],1,2250,0
0.1462363215685013,0.07432842152341793,"[5250, 3000, 2000]",1,7250,3000
0.09300542859028625,0.24394971685070138,"[2000, 250, 2500, 6000]",2,4500,6250
0.49767098403414634,0.17329191100073646,[2000],1,2000,0
0.1176398777357187,0.2482811805726507,"[250, 3750]",2,250,3750
0.15199579874722263,0.5058048401198492,[7500],1,7500,0
0.33911919544418345,0.04810657156675939,"[3000, 250, 750]",1,3750,250
0.05165899275209051,0.3368505985755454,"[1000, 2000, 250, 2000]",2,1250,4000
0.051475064988329086,0.3283736333930663,"[500, 1000, 1000, 2750]",2,1500,3750
0.21263241279066578,0.6602078510856167,"[500, 1750]",2,500,1750
0.2558607978866241,0.06183766851063433,[6000],1,6000,0
0.037963071410345266,0.3036721658667629,"[1250, 3500]",2,1250,3500
0.09606021450170664,0.10834926707547692,"[1000, 3500, 1750, 500, 750, 750, 1000, 750, 750, 2000, 750, 750, 750]",-1,6750,8250
0.17767573673922557,0.42925865460634083,"[500, 3500]",2,500,3500
0.046449420644406325,0.387870077820488,"[500, 2750]",2,500,2750
0.12383610013671424,0.2293650802307162,"[750, 4750]",2,750,4750
0.35174476242027936,0.2460318148044647,"[500, 250, 1500, 2000, 250, 3250]",2,2250,5500
0.5133243029686757,0.13002787332766846,"[1500, 250, 750]",1,2250,250
0.2176153637333467,0.15156878389896697,"[2500, 500, 2750]",1,5250,500
0.06971042389617386,0.6028042007721801,"[1750, 1500, 250, 250]",2,2000,1750
0.11675397873024143,0.5997037057945195,"[500, 1750]",2,500,1750
0.10331671643907096,0.33449372311065056,"[250, 2750]",2,250,2750
0.1736529539327447,0.11295452651627297,"[2250, 250, 1250, 250, 4750]",1,8250,500
0.21393724118458762,0.02217696669159556,"[4500, 250, 2250]",1,6750,250
0.6134948460878237,0.16988599067375912,[2000],1,2000,0
0.2587595545745928,0.3694114374230778,[5000],1,5000,0
0.28170680151399313,0.15967651339938752,[4250],1,4250,0
0.3112639354287672,0.0801347997323837,"[500, 2000, 2500]",1,3000,2000
0.3571965786462259,0.2661218061151787,[3500],1,3500,0
0.4461227071760863,0.09327703238481885,"[250, 750, 750, 250, 2000]",1,3000,1000
0.23696472205021513,0.4848046748439741,"[500, 2750]",2,500,2750
0.040835205146774835,0.41815308764851183,"[750, 3000]",2,750,3000
0.28424521337670466,0.2946202798268909,"[500, 4750]",2,500,4750
0.4844215541208383,0.04016530219461708,"[500, 250, 1750]",1,2250,250
0.2615039540416627,0.7654513040014449,[5000],1,5000,0
0.23650513334926865,0.21680730834026382,"[250, 750, 250, 3750]",2,500,4500
0.38905898343491985,0.11365902900157616,[4000],1,4000,0
0.07060043873269393,0.09776353300479305,"[500, 1250, 250, 4250, 500, 4500, 2250, 250, 250, 500, 500]",-1,4250,10750
0.20310867539863825,0.1786654421793929,"[250, 1500, 2250, 500, 1000, 500, 5000]",1,8500,2500
0.3615023989194364,0.6872474484043313,[3250],1,3250,0
0.07110520483059125,0.21788052969273228,"[1750, 3750, 250, 2750]",2,2000,6500
0.4171276181267483,0.19520220642029368,"[1000, 8000]",2,1000,8000
0.47633695513139507,0.20707781770203024,[2000],1,2000,0
0.18963849733635826,0.17684325874724513,"[1750, 1500, 5000]",1,6750,1500
0.17819228457534703,0.2176163631763895,"[250, 250, 750, 5500]",2,1000,5750
0.35148189263187973,0.014234217584746927,[2750],1,2750,0
0.22628361245366943,0.05862756484983847,"[750, 750, 2750, 250, 3250]",1,6750,1000
0.16990812051633383,0.18778099726753295,[4500],1,4500,0
0.05847421601702515,0.27667673611432275,"[500, 3000, 750, 1750]",2,1250,4750
0.1942653825834514,0.24284332125660466,[5750],1,5750,0
0.3391838760158222,0.20290559709132555,[4000],1,4000,0
0.16359035759047993,0.11516064821301061,"[250, 500, 8000]",1,8250,500
0.09634038567157621,0.08507885589695048,"[1750, 750, 250, 12250]",-1,2000,13000
0.05888116444001221,0.33951038535625083,"[1500, 3500]",2,1500,3500
0.21314801553149515,0.23343671189565968,[5000],1,5000,0
0.36157282051725936,0.23022321119023043,[3500],1,3500,0
0.4775766209425627,0.10126540032481363,[2750],1,2750,0
0.08962740569266628,0.08008432774854757,"[500, 500, 4000, 750, 1500, 750, 1750, 1000, 2750, 1000, 500]",-1,11000,4000
0.15644734161500978,0.02195432015553158,"[500, 500, 6750]",1,7250,500
0.06758644778192176,0.14794086848223656,"[250, 4500, 250, 5250]",2,500,9750
0.6355547932806406,0.1709436559018431,[1750],1,1750,0
0.11797250044014776,0.19634032835529902,"[1000, 7750]",2,1000,7750
0.31045374681716553,0.12656583765128038,"[250, 500, 4250]",1,4500,500
0.3762045341976086,0.14303535538039702,[3250],1,3250,0
0.22569570751975426,0.3343463771715227,"[1000, 4000]",2,1000,4000
0.15991747584784466,0.30939571264082194,"[2250, 1000, 6500]",1,8750,1000
0.03641071285982523,0.42436665702464854,"[1250, 2750]",2,1250,2750
0.03358961781507223,0.41602115223890956,"[250, 750, 750, 1250, 250, 2250]",2,1250,4250
0.3461268434948056,0.13956207169970192,[4250],1,4250,0
0.47353993770801084,0.23608224711336828,[2500],1,2500,0
0.19240595189524715,0.36357146871575147,"[250, 4000]",2,250,4000
0.3351215916119625,0.33885398512511233,"[750, 3500]",2,750,3500
0.17797104555956345,0.4013346212213257,"[1250, 3750]",2,1250,3750
0.3096100675841132,0.08191114508580265,[5250],1,5250,0
0.3552669834195306,0.26104956396109047,[3250],1,3250,0
0.35549331144845203,0.20664888425094347,[4000],1,4000,0
0.25463307228697674,0.39658230065672173,[5750],1,5750,0
0.414119540631632,0.1920122840250228,"[250, 1000, 3250]",1,3500,1000
0.17124406930233155,0.2937858855805031,"[2000, 1500, 500, 750, 500, 2000]",2,3000,4250
0.14137819234390822,0.32835646964657234,"[250, 3750]",2,250,3750
0.1875615604762161,0.38141278758135266,[6000],1,6000,0
0.041045239889797316,0.10014912246142561,"[1250, 500, 1000, 6750]",2,2250,7250
0.12659387220473434,0.1886945765471742,"[750, 250, 250, 1250, 5750]",1,6750,1500
0.12328942643303425,0.476492411746689,"[3000, 1250, 500, 1000]",2,3500,2250
0.04536781865089873,0.0924103546738149,"[250, 500, 1250, 1750, 750, 2000, 250, 2000, 1000, 5250]",2,3500,11500
0.32431145045473,0.3993987719112919,"[1500, 2250]",2,1500,2250
0.1687113147920481,0.1055774830720754,"[1000, 750, 500, 750, 5250]",1,6750,1500
0.19444222970291386,0.341146579294166,"[1250, 3750]",2,1250,3750
0.35433803641416173,0.45516098434869784,[2500],1,2500,0
0.4498658253152451,0.213718204292566,[2750],1,2750,0
0.260616778471422,0.043007396940629584,[5250],1,5250,0
0.5518428379468565,0.3942514640710017,"[500, 500, 2250]",1,2750,500
0.23773428824197837,0.31768217162312123,[3500],1,3500,0
0.3868402574413559,0.17166544992525384,"[500, 2250, 4000]",1,4500,2250
0.3335109809892196,0.12285617386998961,[4250],1,4250,0
0.10993218728611857,0.3596054674999073,"[1250, 3000]",2,1250,3000
0.09305443524986623,0.15434550162449037,"[750, 3250, 500, 5750]",2,1250,9000
0.25497719939208335,0.32805649121798597,[4500],1,4500,0
0.061044573713043226,0.17739011309458616,"[750, 6000]",2,750,6000
0.26381307187842007,0.44355607597495494,[5250],1,5250,0
0.3034559179282494,0.18097393336316195,"[1500, 250, 2000]",1,3500,250
0.39371474732645,0.19753470037985602,[3000],1,3000,0
0.33023197292292356,0.033640960140970275,[4250],1,4250,0
0.2345424251872891,0.17149370976071843,"[1250, 250, 4500]",1,5750,250
0.39260341632651335,0.2685634835820349,[2500],1,2500,0
0.4888538533943045,0.4271937947221761,"[1750, 250, 750]",1,2500,250
0.08519686440898577,0.2973366286048641,"[500, 3000]",2,500,3000
0.2331755326151633,0.1351668601252365,[4000],1,4000,0
0.2219597418166277,0.12420342845492033,"[250, 250, 4250, 250, 750]",1,5250,500
0.22119354012754538,0.15073096533124122,"[500, 250, 5250]",1,5750,250
0.3867064866702286,0.3357499809895321,[3750],1,3750,0
0.37657380809354263,0.2491306585075701,"[750, 4500]",2,750,4500
0.06263229367645565,0.21083497815460014,"[500, 4500]",2,500,4500
0.3964879461361984,0.10977604001504739,"[750, 250, 2000, 500, 500]",1,3250,750
0.052351747927867634,0.04797766424989736,"[250, 750, 1250, 750, 1250, 1250, 1750, 750, 4000, 1750, 1250]",-1,9750,5250
0.07158098746087449,0.23985003106230435,"[500, 4000]",2,500,4000
0.045972384214049346,0.13968289931350927,"[2750, 8250]",2,2750,8250
0.25707163225567553,0.2237077806257918,[4500],1,4500,0
0.6484415291265815,0.702750241911975,[2000],1,2000,0
0.2974562396453831,0.31043375155447894,"[500, 3000]",2,500,3000
0.31550559739728673,0.290178539918482,[3500],1,3500,0
0.06759514673004242,0.2440497830381631,"[750, 2750, 250, 2000]",2,1000,4750
0.7379446819064162,0.031192290604902865,[1750],1,1750,0
0.07521441344278765,0.06428847034615418,"[500, 1250, 9250, 1250, 2000, 750]",-1,11750,3250
0.3180311510292933,0.2610261404545673,[3250],1,3250,0
0.18201399889821324,0.4142016092221736,"[1500, 3000]",2,1500,3000
0.14958068193038623,0.04841609172302454,[7500],1,7500,0
0.15982833957932094,0.41631635848521337,"[1000, 2250]",2,1000,2250
0.033803670099398116,0.007650504125511278,"[1500, 2500, 1500, 250, 2500, 3500, 250, 250, 2750]",-1,8500,6500
0.43939532369019507,0.2841120985530662,[3500],1,3500,0
0.2971973097484262,0.05260108171202239,"[250, 1500, 3250]",1,3500,1500
0.06670065663047427,0.021951019032391415,"[1500, 2750, 2500, 2500, 1250, 500, 1500, 750, 1500, 250]",-1,8250,6750
0.040267936571679715,0.43052676833780196,"[750, 2750]",2,750,2750
0.1775555291658154,0.43063287995225386,"[500, 1500, 500, 1000]",2,1000,2500
0.033362641380284754,0.1366143524469355,"[250, 3750, 500, 3500, 250, 750]",2,1000,8000
0.36899499223913834,0.1610508337772831,[4000],1,4000,0
0.06017623178876795,0.029633434948731354,"[250, 1000, 1250, 1500, 1250, 500, 2250, 750, 2500, 3750]",-1,7500,7500
0.23190628008469666,0.1618656156222894,"[500, 500, 5250]",1,5750,500
0.08160763751868681,0.2874871119924151,"[1500, 3000, 500, 1000]",2,2000,4000
0.5560760182253803,0.18130376109776616,[2500],1,2500,0
0.25620373166342864,0.3356284154826643,"[3000, 250, 1750]",1,4750,250
0.2757877551698581,0.41390800833928765,"[1250, 3750]",2,1250,3750
0.2090072962122133,0.09132650835145932,"[1000, 1250, 1000, 250, 4000]",1,6000,1500
0.14876290215860238,0.31281888309745265,"[750, 3250]",2,750,3250
0.2430184297277353,0.205168235391549,[4250],1,4250,0
0.3705029377746401,0.1553244645484842,"[2000, 250, 1250]",1,3250,250
0.11205522285146456,0.25894917856269023,"[500, 2250, 1500, 4250]",2,2000,6500
0.18675344421125734,0.3133589168665578,"[500, 3750]",2,500,3750
0.33091369053655695,0.08599172816627053,"[750, 250, 2750]",1,3500,250
0.054654352964795976,0.2452330547944492,"[500, 4000]",2,500,4000
0.179242755599119,0.628065853883153,"[500, 2250]",2,500,2250
0.34691555176149164,0.0672854463433506,[3250],1,3250,0
0.2889899755602206,0.2416005253325418,[4000],1,4000,0
0.2513835309061857,0.06978477822055418,[5250],1,5250,0
0.5692212764565273,0.38135359274297265,"[250, 250, 1500]",1,1750,250
0.08381543697578432,0.416651495298827,"[500, 2500]",2,500,2500
0.40579065211404547,0.2489094064825486,"[1250, 250, 2000]",1,3250,250
0.4309603918202484,0.19124557590939154,[2500],1,2500,0
0.37242116693216065,0.16621283287113395,[4250],1,4250,0
0.3264592001163057,0.4963902321123703,[3000],1,3000,0
0.3354587075011968,0.14945920463913615,"[1000, 500, 3500]",1,4500,500
0.09402010792267762,0.3640005115103685,"[2500, 3500]",2,2500,3500
0.08675416576354174,0.08676746025198033,"[750, 1000, 5500, 1250, 1500, 5000]",-1,7750,7250
0.203249490480711,0.24506081624001066,[7000],1,7000,0
0.03396672147116719,0.1310426723842364,"[750, 2500, 250, 6250]",2,1000,8750
0.15759822559544862,0.5748789486788979,"[250, 2250]",2,250,2250
0.2074068931604824,0.2516633934990907,"[1250, 250, 4750]",1,6000,250
0.3412842335873005,0.18660354577761115,[4250],1,4250,0
