pre_correct,strength,outcome,rt,μ_post,σ_post
0.0,0.15704447443406563,1,1700,0.5001922362883412,0.4364357804719848
0.0,-0.24213401850359517,-1,700,-0.8791058937698052,0.6324555320336759
0.0,-1.8817954849235208,-1,700,-0.7221887465544553,0.6324555320336759
0.0,-0.7476451163894958,-1,1000,-0.7589826327033042,0.5547001962252291
0.0,-0.8686106672352565,-1,500,-0.864384486413379,0.7071067811865476
0.0,-2.3910407674095313,-1,700,-0.9358939018433514,0.6324555320336759
0.0,-1.3416289606578193,-1,800,-0.6753145174875812,0.6030226891555273
0.0,-0.38529796587623133,-1,300,-1.4269587689592242,0.816496580927726
0.0,-1.3672762041880673,-1,500,-0.8634328162166389,0.7071067811865476
0.0,-0.7622105903370746,-1,300,-1.3344119021514782,0.816496580927726
0.0,0.8862569642046676,1,1100,0.7390317538933383,0.5163977794943222
0.0,0.2439384218125812,-1,400,-1.0417914879348922,0.7559289460184545
0.0,-1.096258910441222,-1,800,-0.6949374815048217,0.6030226891555273
0.0,-1.8002212386049006,-1,1000,-0.6102301193579884,0.5547001962252291
0.0,-0.1541569954149331,-1,6000,-0.1362367089792502,0.25197631533948484
0.0,-0.8187148921568832,-1,700,-0.8734879842766364,0.6324555320336759
0.0,-0.743636827972097,-1,800,-0.738782425903495,0.6030226891555273
0.0,-0.6959849979893348,-1,300,-1.1949212949048202,0.816496580927726
0.0,-1.9122484031617657,-1,900,-0.6390425311180924,0.5773502691896257
0.0,-0.5428833244681953,-1,3400,-0.2587676515810167,0.3287979746107146
0.0,-0.7078497266780583,-1,800,-0.8052381358571638,0.6030226891555273
0.0,-0.1614166183181862,-1,1000,-0.8521889669057011,0.5547001962252291
0.0,-1.752313449992601,-1,500,-0.846502818075106,0.7071067811865476
0.0,-2.717459927768248,-1,400,-1.7820441105855456,0.7559289460184545
0.0,-0.1956975365589483,-1,1200,-0.5246921806465986,0.5163977794943222
0.0,-2.0292638958644056,-1,400,-1.2543551471587122,0.7559289460184545
0.0,-1.659760779888679,-1,900,-0.8511360047483266,0.5773502691896257
0.0,-2.4513168926798246,-1,500,-0.9461787247357544,0.7071067811865476
0.0,-0.39918545757526297,-1,500,-0.9279994538411114,0.7071067811865476
0.0,-1.0887130269471343,-1,300,-1.2670400551564889,0.816496580927726
0.0,-0.7066995072599935,-1,700,-0.8237679411971486,0.6324555320336759
0.0,-0.3332236266718085,-1,600,-0.7716053774655749,0.6666666666666666
0.0,-0.0008497725286816804,1,1500,0.5386402073934975,0.45883146774112354
0.0,-0.2708478234163959,-1,900,-0.757253574193444,0.5773502691896257
0.0,0.1413931155935495,1,4700,0.2251476594900297,0.28005601680560194
0.0,-0.2982836022100459,-1,900,-0.6862795699768346,0.5773502691896257
0.0,-1.6528113068147745,-1,500,-1.1310568247205972,0.7071067811865476
0.0,-1.0688895841572732,-1,500,-0.9950472774658362,0.7071067811865476
0.0,0.6922883842749133,1,1100,0.7368234535280588,0.5163977794943222
0.0,-0.45372646452656956,-1,900,-0.6514214732592961,0.5773502691896257
0.0,-1.3319499401605732,-1,2100,-0.40684828411330765,0.408248290463863
0.0,-1.5052900505487363,-1,600,-0.9462547676386356,0.6666666666666666
0.0,-1.5739511302957592,-1,400,-1.2440592684519394,0.7559289460184545
0.0,-1.5307951055526148,-1,500,-0.9262752925232628,0.7071067811865476
0.0,-0.4447985055467808,-1,1400,-0.5696180713615764,0.48507125007266594
0.0,0.1381899967006064,1,1600,0.551253967629641,0.4472135954999579
0.0,-2.022369227474101,-1,400,-1.0019059212968258,0.7559289460184545
0.0,-2.3649773173050868,-1,300,-1.109363388619096,0.816496580927726
0.0,-0.33881554887996507,-1,1700,-0.5376531819772596,0.4472135954999579
0.0,-0.3274021719609213,-1,3900,-0.1987433770758386,0.3086066999241838
0.0,-0.64250901480399,-1,1000,-0.5896125928334673,0.5547001962252291
0.0,-2.2347548692125385,-1,600,-0.8185549110233369,0.6666666666666666
0.0,-0.4102530750313451,-1,1800,-0.38781416218549414,0.4364357804719848
0.0,-0.14071053911201636,-1,1800,-0.4315141877301616,0.4364357804719848
0.0,-0.5493405088190452,-1,600,-0.7851580143431384,0.6666666666666666
0.0,-2.1293756239041706,-1,500,-1.1687659095000265,0.7071067811865476
0.0,-0.4353319960079254,-1,300,-1.0788035748042475,0.816496580927726
0.0,-0.2559929299960536,-1,800,-0.7182886520473329,0.6030226891555273
0.0,-0.8130644947632293,-1,1100,-0.5474600235123371,0.5345224838248488
0.0,-0.38789274850925337,-1,1000,-0.605214527277435,0.5547001962252291
0.0,-1.1543435262116588,-1,500,-1.311796932977191,0.7071067811865476
0.0,-1.592846869894478,-1,500,-1.3785312629887811,0.7071067811865476
0.0,-1.032655834731045,-1,2200,-0.3696483451073579,0.4
0.0,-0.8487101595430248,-1,700,-0.7476966911367965,0.6324555320336759
0.0,0.6683814500495675,-1,1700,-0.384604265400748,0.4472135954999579
0.0,-0.5401589174462349,-1,600,-0.9351404862596083,0.6666666666666666
0.0,0.17168488670931437,1,800,0.8879586149548224,0.5773502691896257
0.0,-0.4384471948771512,-1,700,-0.823588389231358,0.6324555320336759
0.0,-1.2955283976008563,-1,1100,-0.5687404094380607,0.5345224838248488
0.0,-0.3924369028827484,-1,1100,-0.6451891396987428,0.5345224838248488
0.0,-0.5184668971030657,-1,300,-1.1510766926732785,0.816496580927726
0.0,-1.394161119730478,-1,900,-0.7360762513168768,0.5773502691896257
0.0,-0.25668573177585097,1,3400,0.26662116204198805,0.3244428422615251
0.0,-0.4484343596513717,-1,3000,-0.34070168761412123,0.3481553119113957
0.0,-0.18825947393535714,1,800,0.8463689135589577,0.5773502691896257
0.0,-1.4506610185621942,-1,1800,-0.39407460255994003,0.4364357804719848
0.0,-1.8759167881193242,-1,1200,-0.5107189280421178,0.5163977794943222
0.0,-0.6778425765517854,-1,600,-0.9283685052481252,0.6666666666666666
0.0,-0.09434545555304014,-1,5600,-0.13309847351289597,0.2603778219616477
0.0,-0.8801727209377728,-1,300,-1.354739760011529,0.816496580927726
0.0,-1.1455107670813742,-1,800,-0.736746474803157,0.6030226891555273
0.0,-1.3103236158951,-1,300,-1.2168356702613898,0.816496580927726
0.0,-1.0958111875390173,-1,500,-0.8614447552654412,0.7071067811865476
0.0,-0.14319685095998108,-1,900,-0.7494008169892833,0.5773502691896257
0.0,-0.4949500607543419,1,3100,0.3017714316177982,0.3380617018914066
0.0,-1.676800166761257,-1,400,-1.2949199356382606,0.7559289460184545
0.0,-0.45348982216243416,-1,2600,-0.29619046492739765,0.3713906763541037
0.0,-0.7508072003758416,-1,900,-0.7464185195245481,0.5773502691896257
0.0,-0.7308112603764036,-1,1100,-0.5659598170056247,0.5345224838248488
0.0,-0.8281350155711494,-1,900,-0.7828032797266385,0.5773502691896257
0.0,-0.5484634450759078,-1,2900,-0.2584970527267192,0.3535533905932738
0.0,-2.5025272593253134,-1,500,-1.4572903802510222,0.7071067811865476
0.0,0.33675960364459323,1,13500,0.07816540370635844,0.16963778593599418
0.0,1.2019259516914182,1,300,1.502788131006474,0.7559289460184545
0.0,0.012688170064750093,-1,1600,-0.4372435778335287,0.45883146774112354
0.0,-0.9339747694910735,-1,900,-0.7171593536870288,0.5773502691896257
0.0,-0.2834593566652654,-1,3100,-0.28779955726395673,0.3429971702850177
0.0,-3.8756476353199387,-1,500,-0.9483461179068717,0.7071067811865476
0.0,-0.3610979559755018,-1,1000,-0.6455093121433916,0.5547001962252291
0.0,0.3512424144569336,1,3100,0.3358521297089154,0.3380617018914066
0.0,-0.14494125660914298,-1,500,-0.9551251523199272,0.7071067811865476
0.0,0.5121000540416395,1,2100,0.4334682511321353,0.4
0.0,0.6319470494450843,1,3800,0.2391310506591441,0.3086066999241838
0.0,-0.6673280642254694,-1,4500,-0.21367129929566045,0.28867513459481287
0.0,-0.10501827843073827,1,4000,0.24735490938963328,0.30151134457776363
0.0,-1.2088501114621921,-1,700,-0.8167723689752758,0.6324555320336759
0.0,-1.695784361317567,-1,400,-1.0519932836872827,0.7559289460184545
0.0,-1.1541188942188718,-1,1000,-0.819114979960458,0.5547001962252291
0.0,0.6657172562611955,1,1000,0.7732675763234881,0.5345224838248488
0.0,-0.5699159725824554,-1,1000,-0.7678439134821254,0.5547001962252291
0.0,-1.367023669824843,-1,600,-1.0393070567222094,0.6666666666666666
0.0,-1.6863025215164695,-1,700,-0.8997027877794892,0.6324555320336759
0.0,-0.5101700285531612,1,1000,0.8703082499459882,0.5345224838248488
0.0,-3.290494407631096,-1,400,-1.6183054099058332,0.7559289460184545
0.0,-1.282884408248928,-1,600,-1.1162989742430836,0.6666666666666666
0.0,-0.8154860134027018,-1,300,-1.2210640569926359,0.816496580927726
0.0,-0.35868704923521144,-1,400,-0.956700305545973,0.7559289460184545
0.0,-0.10105277437106412,-1,2400,-0.3126999794420315,0.3849001794597505
0.0,-0.03797667878751548,-1,600,-1.015520519816706,0.6666666666666666
0.0,-1.9167750647100785,-1,800,-0.9322605109819516,0.6030226891555273
0.0,-1.2212534351346511,-1,800,-0.7737414365728056,0.6030226891555273
0.0,-1.1316676383199389,-1,400,-1.0724760317487267,0.7559289460184545
0.0,-1.0771480030167373,-1,400,-1.1268431350048504,0.7559289460184545
0.0,-0.16916171557664822,-1,2700,-0.2815865525704778,0.3651483716701107
0.0,-0.13787728118164574,-1,2400,-0.34670022265851935,0.3849001794597505
0.0,-0.7535408724475693,-1,1200,-0.563046725380407,0.5163977794943222
0.0,-1.1787599942842069,-1,500,-0.9604987579866309,0.7071067811865476
0.0,-2.342245945358389,-1,600,-1.1466924215980536,0.6666666666666666
0.0,-1.8756312723950939,-1,500,-1.243282963300547,0.7071067811865476
0.0,-1.4979411811842371,-1,300,-1.7279742825647524,0.816496580927726
0.0,-0.29041924836728666,-1,2500,-0.3575693412263666,0.37796447300922725
0.0,-1.418674557992172,-1,1800,-0.3918727948179669,0.4364357804719848
0.0,-1.764500349945525,-1,500,-0.8717693220699294,0.7071067811865476
0.0,-0.47724483395849937,-1,1100,-0.5818557476112446,0.5345224838248488
0.0,-2.3975713173484987,-1,400,-1.3417876333033145,0.7559289460184545
0.0,0.46848086592755134,1,3700,0.3497569130873404,0.31234752377721214
0.0,-1.4268375228407197,-1,600,-1.0148389101803899,0.6666666666666666
0.0,-0.8659867554673177,-1,400,-1.0681723151005718,0.7559289460184545
0.0,-1.906132982843919,-1,400,-0.9804144617455306,0.7559289460184545
0.0,-1.296781380482204,-1,800,-0.8959615177818211,0.6030226891555273
0.0,0.1710003304430422,1,7600,0.12608069862575738,0.22360679774997896
0.0,-1.2824666307927455,-1,400,-1.0556444282160349,0.7559289460184545
0.0,-2.0480784048758256,-1,500,-1.0571836362850664,0.7071067811865476
0.0,-1.2881688944736294,-1,500,-1.1660240686475116,0.7071067811865476
0.0,-1.0991331499309824,-1,400,-1.103955367227343,0.7559289460184545
0.0,-1.4176797523090168,-1,600,-0.9723285925135392,0.6666666666666666
0.0,0.00048793004383171357,-1,600,-0.7781677305261493,0.6666666666666666
0.0,-0.528069320377623,-1,1900,-0.4706195924158319,0.4264014327112209
0.0,-0.3906302862549126,-1,1300,-0.5121537913385588,0.5
0.0,-1.0993310146056534,-1,1000,-0.8414030860177723,0.5547001962252291
0.0,0.5046560956337875,1,1700,0.5920614203157862,0.4364357804719848
0.0,-2.1141524957114695,-1,500,-0.9778122884581004,0.7071067811865476
0.0,-1.7574452325187222,-1,400,-1.0899018633736806,0.7559289460184545
0.0,-1.3229587931727473,-1,400,-1.4326272541391678,0.7559289460184545
0.0,-1.5453562814688349,-1,300,-1.1274492882438676,0.816496580927726
0.0,-0.5906161986188543,-1,900,-0.6020541882125426,0.5773502691896257
0.0,0.32358587542348,1,900,0.8938240230718871,0.5547001962252291
0.0,-0.42519990593774526,-1,500,-1.0520407678561186,0.7071067811865476
0.0,-1.5732546026311098,-1,300,-1.2156876818684685,0.816496580927726
0.0,-0.585568799500227,-1,1500,-0.432924381980743,0.4714045207910317
0.0,-0.012779438132865278,-1,5200,-0.17987255318764775,0.26967994498529685
0.0,-0.546306649909649,-1,2600,-0.4111222593789949,0.3713906763541037
0.0,-3.3700991382521743,-1,300,-1.3140373325338954,0.816496580927726
0.0,-1.3681247235727227,-1,1200,-0.6764504633656631,0.5163977794943222
0.0,-0.24049222337213494,-1,1200,-0.5481842039816598,0.5163977794943222
0.0,-0.6885025112427027,-1,1000,-0.6449180850652076,0.5547001962252291
0.0,-0.878183991749435,-1,1500,-0.5099953658889981,0.4714045207910317
0.0,-1.6603039179124783,-1,600,-1.004858474254468,0.6666666666666666
0.0,-0.32134983366554526,1,1900,0.5004379653669396,0.41702882811414954
0.0,-1.3697789072167175,-1,500,-0.8594411883088531,0.7071067811865476
0.0,-0.7367873949934325,-1,1800,-0.45330520784184986,0.4364357804719848
0.0,0.39683185715914526,1,1400,0.5937275700600383,0.4714045207910317
0.0,-1.6752757068463051,-1,900,-0.6279835536721992,0.5773502691896257
0.0,-1.0228658356529161,-1,800,-0.6618301881722624,0.6030226891555273
0.0,-0.9023755535691067,-1,500,-0.9206363679393291,0.7071067811865476
0.0,0.0037466981633260676,1,3200,0.354814435469998,0.3333333333333333
0.0,-1.4880974937088745,-1,400,-1.1287258006094547,0.7559289460184545
0.0,0.01875781429404698,-1,1000,-0.5985423111115218,0.5547001962252291
0.0,-1.9623660392747193,-1,900,-0.6492835085546544,0.5773502691896257
0.0,-0.5719560378030676,-1,1000,-0.773543501921449,0.5547001962252291
0.0,-0.14922395160058777,-1,1500,-0.49711482860030376,0.4714045207910317
0.0,-1.26453640288644,-1,900,-0.7334465796672595,0.5773502691896257
0.0,-1.0496015679057717,-1,2800,-0.32801147989164314,0.3592106040535498
0.0,-0.06190280934022224,-1,3300,-0.2729397888529206,0.3333333333333333
0.0,-0.7138261100978869,-1,2200,-0.3217557486658127,0.4
0.0,-1.2662864643391039,-1,400,-0.9691288366215708,0.7559289460184545
0.0,-0.09010284844067928,-1,400,-0.9645191716819147,0.7559289460184545
0.0,-1.6086259176784057,-1,900,-0.6743413341122165,0.5773502691896257
0.0,-0.5073594828096207,-1,800,-0.6759739951189108,0.6030226891555273
0.0,-0.2910137841885319,1,600,1.042445182819804,0.6324555320336759
0.0,-1.781970108529093,-1,400,-1.425936571258863,0.7559289460184545
0.0,-2.4972928150721527,-1,300,-1.175583242368883,0.816496580927726
0.0,-1.3315408708784047,-1,800,-0.9649917124517735,0.6030226891555273
0.0,-1.2109162666054372,-1,400,-1.356300599501847,0.7559289460184545
0.0,-1.674794996759942,-1,400,-1.133185171530852,0.7559289460184545
0.0,-1.17081462505332,-1,800,-0.6517113592641632,0.6030226891555273
0.0,-1.9295936494967236,-1,500,-0.8827198499089568,0.7071067811865476
0.0,-2.00826013742299,-1,600,-0.9329619131375269,0.6666666666666666
0.0,0.1457638697645054,-1,5800,-0.1318366400056276,0.25607375986579195
0.0,-2.0239228370700784,-1,600,-1.1698467430814175,0.6666666666666666
0.0,-0.7274991027972084,-1,3200,-0.286843833568943,0.3380617018914066
0.0,-2.9449810923729176,-1,300,-1.125302914183953,0.816496580927726
0.0,-2.7067397431278994,-1,800,-0.7727159964452329,0.6030226891555273
0.0,-0.23332987268854316,-1,5400,-0.13830195897397293,0.26490647141300877
0.0,-0.2578376829987676,-1,4300,-0.2227074550540661,0.29488391230979427
0.0,-0.7977810526281005,-1,800,-1.0180128351746527,0.6030226891555273
0.0,-2.507727737830203,-1,300,-1.4019485824090598,0.816496580927726
0.0,-1.3496572359069607,-1,800,-0.6989833581348387,0.6030226891555273
0.0,-0.9822102441272937,-1,400,-1.0426581312134677,0.7559289460184545
0.0,-2.7420622842958173,-1,400,-1.4388260092848282,0.7559289460184545
0.0,0.3726835549679299,-1,500,-0.9166798472558075,0.7071067811865476
0.0,-0.13322462829906268,-1,1700,-0.3803344889988984,0.4472135954999579
0.0,-1.6494452535147683,-1,500,-1.1797996346469897,0.7071067811865476
0.0,-1.7429842800743576,-1,300,-1.118004063650151,0.816496580927726
0.0,-0.7660032053072634,-1,300,-1.219729070382588,0.816496580927726
0.0,-1.0300276625422935,-1,1400,-0.4616074932924723,0.48507125007266594
0.0,-0.7035845282826143,-1,1400,-0.4786332274639856,0.48507125007266594
0.0,-0.24436997770531954,-1,600,-0.9471025240655848,0.6666666666666666
0.0,0.04235047536656955,-1,700,-0.7486687681182217,0.6324555320336759
0.0,-1.1992093822672727,-1,300,-1.1731458107570383,0.816496580927726
0.0,-0.5159113094702646,-1,2500,-0.3072617031786535,0.37796447300922725
0.0,-1.349649777512612,-1,200,-1.3403648175604732,0.8944271909999159
0.0,-2.6201791454988705,-1,700,-0.7529511619313324,0.6324555320336759
0.0,0.35005998314819375,1,5300,0.18508699743400986,0.26490647141300877
0.0,-0.6335073133818094,-1,500,-0.9259645915217392,0.7071067811865476
0.0,0.13775501144169272,1,4000,0.23710790372418486,0.30151134457776363
0.0,0.34663012384461234,1,1300,0.6346774756126825,0.48507125007266594
0.0,-0.4773466612997878,-1,500,-0.8566626639455786,0.7071067811865476
0.0,-0.3968480034654813,-1,2700,-0.33835473100164143,0.3651483716701107
0.0,-0.5821694515718896,-1,1300,-0.46997427996623986,0.5
0.0,-1.278774368567708,-1,1000,-0.6998865274035009,0.5547001962252291
0.0,-1.2771460916488184,-1,600,-0.9208978726775897,0.6666666666666666
0.0,0.2869790386076214,1,500,1.2602844294497766,0.6666666666666666
0.0,-0.39001109097579834,-1,3300,-0.21988449776017888,0.3333333333333333
0.0,-3.46372815908426,-1,300,-1.2747501083316306,0.816496580927726
0.0,-1.7200461245604663,-1,600,-1.1049351821677846,0.6666666666666666
0.0,-2.2084480213209825,-1,300,-1.0759614432744764,0.816496580927726
0.0,-0.48170570628101006,-1,600,-0.8868485549439522,0.6666666666666666
0.0,-0.4019800980339946,-1,500,-1.210849926245439,0.7071067811865476
0.0,-0.1717348108942138,-1,4200,-0.20100811199183602,0.29814239699997197
0.0,-1.2866297699461513,-1,400,-1.2902766454958339,0.7559289460184545
0.0,0.011083289406036645,1,6500,0.1463630559309123,0.2407717061715384
0.0,0.4306685046468183,1,800,0.8974195618229839,0.5773502691896257
0.0,-1.4162807790748944,-1,1400,-0.491895809235658,0.48507125007266594
0.0,-0.8092408244833971,-1,1600,-0.43765818509786536,0.45883146774112354
0.0,-1.352840591508931,-1,400,-1.2786190862951712,0.7559289460184545
0.0,-0.5947735162580893,-1,3000,-0.23566615995255547,0.3481553119113957
0.0,-0.16313305972297765,-1,1800,-0.4192969727303595,0.4364357804719848
0.0,0.5407273164615578,1,1700,0.5739335922974828,0.4364357804719848
0.0,-1.9347691767072064,-1,400,-0.9983125827731891,0.7559289460184545
0.0,-0.3071162137382286,-1,1400,-0.4624775121975048,0.48507125007266594
0.0,-1.4403794230259894,-1,1200,-0.6374731975031691,0.5163977794943222
0.0,-1.1170547906991053,-1,400,-1.627819591237207,0.7559289460184545
0.0,0.9904812545458168,1,600,1.0724814091609218,0.6324555320336759
0.0,-0.5250731124861878,-1,300,-1.0837768090309283,0.816496580927726
0.0,-0.444962690972983,-1,1600,-0.46827651435047196,0.45883146774112354
0.0,-1.2317391714763517,-1,500,-1.1313904916212236,0.7071067811865476
0.0,-0.08598685738188769,1,1500,0.6586451159680115,0.45883146774112354
0.0,-1.6947097515245813,-1,400,-1.134015438692204,0.7559289460184545
0.0,-2.9402628905644574,-1,400,-0.994759402696714,0.7559289460184545
0.0,-0.14045495224233956,1,2800,0.4286604039168129,0.3535533905932738
0.0,-1.1380216758449957,-1,800,-0.6711877255140348,0.6030226891555273
0.0,0.13794289012685368,-1,6100,-0.12658962978080904,0.25
0.0,-2.158850336922389,-1,400,-1.1725693484919382,0.7559289460184545
0.0,-0.006130810898052008,-1,1000,-0.5995528441739991,0.5547001962252291
0.0,0.32258377798832605,-1,3700,-0.2943740372139209,0.31622776601683794
0.0,-0.15212270811844825,-1,1100,-0.6084915862826349,0.5345224838248488
0.0,0.5096953463190962,1,900,0.8407753507597152,0.5547001962252291
0.0,-0.28871301427065527,-1,4400,-0.18765131736037183,0.2917299829957891
0.0,0.04692009606648173,1,1900,0.46110618888690774,0.41702882811414954
0.0,-2.191486948383238,-1,600,-1.1791266528946183,0.6666666666666666
0.0,-3.360758343786335,-1,400,-1.1487494610814768,0.7559289460184545
0.0,-2.2324929782996996,-1,700,-0.8110699099939727,0.6324555320336759
0.0,-1.1561058834965787,-1,1300,-0.59569752148883,0.5
0.0,-0.18511234098890023,-1,600,-0.8152827086536402,0.6666666666666666
0.0,-0.9268863574190487,-1,2900,-0.24299288677071612,0.3535533905932738
0.0,-0.3310032126326907,-1,3200,-0.2535317884471884,0.3380617018914066
0.0,-0.8344638640319021,-1,400,-1.4872330176448725,0.7559289460184545
0.0,-1.9437280970419168,-1,800,-0.9976182025134697,0.6030226891555273
0.0,-0.9161419866643485,-1,2100,-0.4359678199089736,0.408248290463863
0.0,0.3814480985590268,-1,1000,-0.6755878260211782,0.5547001962252291
0.0,-2.313566095972594,-1,500,-1.1159475700165775,0.7071067811865476
0.0,-1.0980632996631532,-1,600,-0.8887413173376614,0.6666666666666666
0.0,-1.0722163428047047,-1,500,-0.8642812110826489,0.7071067811865476
0.0,-1.1674586103810745,-1,2000,-0.4032861856396916,0.41702882811414954
0.0,-0.5988916710574,-1,1800,-0.4274708226409059,0.4364357804719848
0.0,-1.6187960792009908,-1,600,-0.8962718830399425,0.6666666666666666
0.0,-0.5202854845198611,-1,6000,-0.1344977682357535,0.25197631533948484
0.0,-1.3950897225618972,-1,1700,-0.4120651045558755,0.4472135954999579
0.0,-1.6998527449531546,-1,400,-1.8774671259737803,0.7559289460184545
0.0,-0.8827139498440307,-1,500,-0.9306339082527499,0.7071067811865476
0.0,-0.667300711825369,-1,1100,-0.7158143678895221,0.5345224838248488
0.0,-0.678114315414323,-1,2600,-0.312012213312167,0.3713906763541037
0.0,-1.0923517378519594,-1,600,-0.8046213252477572,0.6666666666666666
0.0,-1.7389366725475712,-1,300,-1.1359362365725103,0.816496580927726
0.0,-1.0832427161496927,-1,400,-1.034811325294971,0.7559289460184545
0.0,-2.2103895081538267,-1,600,-0.8962676833439454,0.6666666666666666
0.0,-2.6063127222496876,-1,300,-1.0996337402525105,0.816496580927726
0.0,-1.2087522027876603,-1,900,-0.6806476014026929,0.5773502691896257
0.0,-1.3473993540912275,-1,400,-0.9584119151369259,0.7559289460184545
0.0,-1.4961108765750428,-1,600,-0.9082905122451154,0.6666666666666666
0.0,0.18343134521458523,1,1400,0.5876434780123755,0.4714045207910317
0.0,-0.16297292471864266,-1,2100,-0.36855812711445674,0.408248290463863
0.0,-0.43042059660062837,1,1700,0.6696012535412879,0.4364357804719848
0.0,-1.2689986990159108,-1,1300,-0.46616640851033375,0.5
