strength_first,strength_second,pre_correct_first,pre_correct_second,presentation_times,outcome,duration_first,duration_second
0.38205499313495705,1.5316046217504138,0.0,1.0,"[1069.1929431366923, 1454.9308564051453, 698.0056763381494, 1074.9284186433788]",2,1767.1986194748417,2529.859275048524
0.8944520865870729,0.12902409406394888,1.0,0.0,"[1920.7437016316485, 759.9739113004536, 1542.0922124902845, 2302.095258004807, 495.0676719328739]",1,3957.903586054807,3062.0691693052604
0.3720759822510732,1.1710573153164716,0.5,0.5,"[1333.5937553195095, 1060.7953112863368, 741.6666605013709, 1293.4030440734205, 1536.3622585318326, 680.2031416596853, 1144.8904720478636]",1,4756.513146400577,3034.401497019443
0.0717219883845216,2.284183645906733,0.0,0.0,"[490.9396124161761, 1286.454676015727]",2,490.9396124161761,1286.454676015727
0.5315048784048467,-0.7666743251543104,0.0,0.0,"[1865.2032934095523, 2298.6159318220652, 919.2223305782148, 900.116338554244, 1668.1484771449022, 1258.0715481116824, 894.6549109949583, 1282.6995707533893, 1706.6519547937842, 2163.934844847115]",-1,7053.880966921412,7903.438234088497
2.5355145759461966,1.5180548055270315,0.5,1.0,"[1300.8895126259827, 708.5554467438808, 901.8957386976766]",1,2202.7852513236594,708.5554467438808
2.515783202594463,1.6763042226877016,0.5,0.5,[1459.0139092871207],1,1459.0139092871207,0.0
1.5748908693271715,-0.44893557976843,1.0,0.0,"[506.95482832669757, 717.3552963882094, 1667.3088454759886, 728.2576947289766, 508.0401801148987, 887.8471364153457, 909.877220197313, 1449.2451548620513, 489.9331822892128]",1,4082.1142564041106,3782.7052823945833
2.400341644637628,0.2153372405682189,1.0,0.5,"[683.8614316357771, 1513.1797383025043, 1325.562930923822, 897.8249108693283, 650.4069114355095]",1,2659.831273995109,2411.0046491718326
0.4506349634141925,1.9000389185047397,0.5,1.0,"[522.9812974998233, 1347.5936268268379]",2,522.9812974998233,1347.5936268268379
0.29031786863507447,1.6927106919148764,0.5,0.0,"[467.0604945527459, 933.5305396477553, 1489.384422087529, 1682.2274676760965, 2468.876781292657]",1,4425.321697932932,2615.758007323852
2.4767932542655493,0.9306621594748287,1.0,0.5,"[866.848922750371, 695.33009424921, 578.7842113524807]",1,1445.6331341028517,695.33009424921
0.3077817388564379,0.9043426428041335,0.0,0.5,"[1083.4045845383605, 2488.3887374397123, 1702.3533486196632, 478.26206426214384]",2,2785.7579331580237,2966.650801701856
0.8046942985154161,2.1248797891634483,1.0,1.0,"[1270.0114750623, 1675.03509221104, 748.6378166555799, 1907.1344553657532]",2,2018.6492917178798,3582.169547576793
1.615310323968417,-1.591059464079268,0.0,0.0,"[1351.822029883835, 877.6394235637352, 699.7209756653791, 3108.744700438496, 886.177870272762]",1,2937.7208758219763,3986.384124002231
3.285529366178918,0.9025813314256385,0.5,1.0,"[492.77860614582676, 1702.5005197972637, 1069.9987807621453]",1,1562.777386907972,1702.5005197972637
1.3166458824084393,0.9536076695506315,1.0,0.5,"[684.2829963093193, 888.749753994111, 667.6226802149873, 505.6992317060103, 1302.66861816168]",1,2654.5742946859864,1394.4489857001213
0.5828875879350186,0.6849855213745246,0.5,0.5,"[743.5231566030208, 4502.576079443697, 511.2480847403662, 499.469952705397]",2,1254.771241343387,5002.046032149095
3.148629119924389,0.44727689009432203,1.0,1.0,[1121.94088963962],1,1121.94088963962,0.0
0.96277145553696,-0.5423029923330371,0.5,0.0,"[1527.177352697936, 885.2695664789342, 1088.3171838466715, 1471.4613656005283, 669.1862742803473]",1,3284.6808108249547,2356.7309320794625
2.2083069902283325,2.1264309066331624,1.0,0.5,"[915.7133542125137, 2341.9778882753703]",2,915.7133542125137,2341.9778882753703
1.7875709587386086,-0.7093610246618007,1.0,0.0,[2135.274751449342],1,2135.274751449342,0.0
0.4684708588024422,4.838622592622665,0.0,0.5,"[496.5410165394742, 1268.1438995067988]",2,496.5410165394742,1268.1438995067988
1.819488910992538,0.8196252089666182,1.0,1.0,"[1138.0947447676256, 1104.6286455783104, 1463.9526085257874, 674.9727564817971, 502.2411618484324]",1,3104.2885151418454,1779.6014020601074
1.4773530173315772,1.1502458054221483,0.5,1.0,"[677.6021382314511, 722.1448490412397, 1465.4989467372068]",1,2143.101084968658,722.1448490412397
0.9358564992888767,2.044746134799806,1.0,1.0,"[505.3756366607927, 1064.0229336418172, 1361.9645932471985, 467.7476805419258]",2,1867.3402299079912,1531.770614183743
0.3585524144646327,1.235170740727131,0.5,1.0,"[1296.598137995617, 1494.967632589153, 547.3330280009293, 706.0215801514013, 1124.0811821147715, 1133.173215920576, 1862.3344303281176, 664.464906036368]",2,4830.346778439435,3998.6273346974986
0.3482269570121579,1.359437657554619,0.5,0.5,"[1089.7944855194041, 693.5118928092434, 457.086636180145, 1289.232379969194]",2,1546.881121699549,1982.7442727784373
0.1333991184388884,1.7967663706943404,0.5,1.0,"[674.8607070199871, 1488.2201467853104]",2,674.8607070199871,1488.2201467853104
0.04525353712518898,0.5421166630655142,0.0,0.0,"[885.7021413903783, 562.3095545502883, 1449.6943220015332, 1385.9897011153828, 1693.2922716786875, 2151.7967608691933, 2361.369623274435, 505.4887619941966, 699.1866804711705, 899.7607565080574, 1114.4047848164978, 1534.6512510224677, 704.9861317208364, 528.4461156753763]",-1,8908.635955353539,7568.442901734961
2.500330035612567,1.0324808258782343,1.0,0.5,"[908.7858791558245, 1467.686371112525, 1072.7564134714205]",1,1981.542292627245,1467.686371112525
1.9045503362370972,1.327212721130628,1.0,0.5,"[684.4162837826677, 893.6483322588431, 893.1162932695033]",1,1577.532577052171,893.6483322588431
2.2628429505735763,0.44543303755567365,1.0,0.5,[1120.7103777212787],1,1120.7103777212787,0.0
1.802286770089339,0.041369270711275274,1.0,0.0,"[498.58448839418014, 712.4095949485898, 1108.9400798939546]",1,1607.5245682881348,712.4095949485898
0.9844620787679617,1.3828683918240259,0.0,0.5,"[498.61905270103045, 682.2233035064933, 1081.0684403696455, 554.0437023746462, 681.3361254008569, 1064.546963156406]",2,2261.0236184715327,2300.8139690375456
1.6792408998969837,1.676223375297608,1.0,0.5,"[686.6644544453898, 1709.8842824181563, 2305.9825336117615]",1,2992.6469880571512,1709.8842824181563
0.43741989384880187,0.8194928172917433,0.0,0.5,"[657.2592708448531, 644.0942012860348, 657.4982649536529, 1676.3412424558196, 517.8542087432517, 1090.4530244335785, 883.5604636050953, 930.6022232224097, 1293.558640625362, 1269.727890894893, 1710.1882873219165, 1104.0787899086956]",2,5719.919136094131,6715.29737220143
-0.7321368309090968,1.518250667929344,0.0,1.0,"[853.4445936821413, 592.5986155290908, 1273.4438759610784, 1455.5010366551073, 1068.7725144269946, 855.403483414113]",2,3195.660984070214,2903.503135598311
0.6740552413717606,1.6515267183139786,0.0,1.0,"[494.09437755358056, 1512.359998751434, 893.2359953439076, 690.9057364926122, 1860.601113747979, 887.0979423746401]",2,3247.931486645467,3090.363677618686
0.6123606946612614,1.2542889264382682,1.0,1.0,"[672.842811717122, 1440.2140931082852]",2,672.842811717122,1440.2140931082852
-0.2976074615284934,-0.09200013695469944,0.0,0.0,"[1920.8865963805488, 2069.120442272892, 528.4734772226504, 472.7703098795313, 660.5548756458986, 706.7320957195358, 1277.8862976635794, 723.1405550773558, 542.12767062068, 877.265048112636, 1264.4781221924457, 2077.5940082512648, 1084.0053586980544, 851.8348126982493, 1269.0902473147582]",-1,8547.502645738616,7778.457272011465
0.4151226058294686,-0.6515061461652527,0.0,0.0,"[484.4934836505874, 895.2775081421611, 725.2936115533046, 751.2422260000349, 1292.4559893956537, 1104.674202887735, 899.9195118190707, 1131.5808355474505, 2245.011374420662, 870.2551458894266, 1491.47672277778]",1,7138.650693617059,4753.029918466807
