strength_first,strength_second,presentation_times,outcome,duration_first,duration_second
0.21609817746523838,0.40968794999821184,"[1750, 3000]",2,1750,3000
0.38624332238636766,0.25125990948124444,"[750, 5250]",2,750,5250
0.565995794797438,0.20958935033762277,"[250, 9750]",2,250,9750
0.15087663783407054,0.06160819149074452,"[1000, 1000, 6000]",1,7000,1000
0.3696170146751404,0.6349212639930752,[3500],1,3500,0
0.23284339001820606,0.045406916485158384,"[2000, 13000]",-1,2000,13000
0.11940004213009184,0.40814531421686134,[10500],1,10500,0
0.22279536661589208,0.12324563122862003,[5250],1,5250,0
0.31742633083017247,0.15834516181130073,[3250],1,3250,0
0.5307632586018133,0.1732860169233451,"[250, 5000]",2,250,5000
0.12322398763567265,0.04307805838740237,"[250, 250, 8500]",1,8750,250
0.4251799151631847,0.5586366207016016,"[250, 2250]",2,250,2250
0.2406673546847993,0.3185639450097704,"[1000, 3500]",2,1000,3500
0.139037094980772,0.29443116100828043,[5250],1,5250,0
0.22346054988058872,0.19172535072831245,"[750, 500, 4500]",1,5250,500
0.27212854231033357,0.4432317663081224,[4750],1,4750,0
0.22063142136596736,0.5009136616377327,"[2250, 2500]",2,2250,2500
0.07334961345226641,0.04201532475874919,[12750],1,12750,0
0.09182447407837756,0.27598961616669127,[10750],1,10750,0
0.15439787142138128,0.15542845767279434,"[750, 500, 1750, 8250]",2,2500,8750
0.3651856023165619,0.2441651429488169,"[1000, 4750]",2,1000,4750
0.08032471109827723,0.11292016684281961,"[500, 9750]",2,500,9750
0.01818610029989918,0.019184180313077743,"[250, 500, 2250, 12000]",-1,2500,12500
0.22224917451748938,0.12689645013873782,"[1000, 250, 250, 10000]",2,1250,10250
0.31456122976333006,0.22995168970289726,[4250],1,4250,0
0.3669790956366147,0.4721149101648298,[3500],1,3500,0
0.17550719016690156,0.20761055984047935,"[750, 250, 3000, 250, 2750]",1,6500,500
0.2211104728044918,0.11879446219713882,"[250, 9500]",2,250,9500
0.2686815416390796,0.02695605083796437,"[750, 14250]",-1,750,14250
0.07233314050624022,0.48231450993929365,[15000],-1,15000,0
0.618673539170329,0.21824288188131813,"[1500, 250, 500]",1,2000,250
0.379676185744766,0.5591262618521834,"[1250, 1750]",2,1250,1750
0.2467966735305118,0.2796165709228432,"[750, 250, 4250]",1,5000,250
0.3012857801591668,0.47013853432570657,[4000],1,4000,0
0.1027205885641572,0.18180267386204696,"[500, 7500]",2,500,7500
0.42553466949394353,0.47874866889446266,"[1750, 2500]",2,1750,2500
0.27762515130132454,0.20702985795055617,"[500, 7500]",2,500,7500
0.24081968527807254,0.12555771027232343,"[750, 1250, 5000]",1,5750,1250
0.16585732510269094,0.06327398020694006,[6500],1,6500,0
0.2268322850046377,0.22732349234547175,"[500, 750, 5500]",1,6000,750
0.3082015045034013,0.14521733562297318,[3250],1,3250,0
0.17874395246754343,0.12021457924989594,"[750, 8000]",2,750,8000
0.40672427434529673,0.19019475149793816,[2500],1,2500,0
0.03907400658191387,0.10072393773566389,"[2000, 11250]",2,2000,11250
0.12513403394979553,0.46775901383876795,[14750],1,14750,0
0.06991030563385606,0.10556725327699273,"[500, 7750]",2,500,7750
0.34956496754109845,0.16015289178982603,"[500, 10000]",2,500,10000
0.4155003890593688,0.3781363449062137,[3500],1,3500,0
0.43893098293389954,0.28334247817413927,"[1250, 250, 1750]",1,3000,250
0.2277356607974075,0.41804726634216754,[6250],1,6250,0
0.1764261546392767,0.30530552696504615,"[250, 3250]",2,250,3250
0.3051062270638651,0.10559291750550659,"[250, 500, 3250]",1,3500,500
0.314542242928285,0.10061680553636973,[3500],1,3500,0
0.262049573162029,0.27050804832676717,[4750],1,4750,0
0.10283841483975924,0.22683856590632914,"[500, 6250]",2,500,6250
0.09002678142209913,0.016543410277291632,[14000],1,14000,0
0.10600805859996715,0.24740226685819408,"[750, 6000]",2,750,6000
0.23986498784506222,0.24755652153404042,"[750, 1750, 5500]",1,6250,1750
0.34871516258924146,0.09486970900482777,[4000],1,4000,0
0.4605077637063549,0.19164851573988287,"[1750, 8250]",2,1750,8250
0.5558645479550777,0.08025680879145367,"[750, 1000, 1500]",1,2250,1000
0.21762208292599552,0.5335270786731441,"[1000, 750, 500, 1750]",2,1500,2500
0.10132045343096224,0.12783902975275865,[13750],1,13750,0
0.3634547468469768,0.19706443315485675,"[250, 4750]",2,250,4750
0.30360133113098714,0.1295892514658086,"[750, 1000, 250, 8750]",2,1000,9750
0.415196029807279,0.40330270808999885,[3250],1,3250,0
0.2135058828595042,0.1030875278533972,"[1500, 750, 5000]",1,6500,750
0.08270519876321539,0.5138917502051158,"[500, 2250]",2,500,2250
0.26825131717391276,0.4076786859636207,[5500],1,5500,0
0.19966132134684156,0.2226918119015,"[3500, 6750]",2,3500,6750
0.18153916482681817,0.32063550340201663,"[250, 4000]",2,250,4000
0.08157158268146168,0.2749624853484794,[13250],1,13250,0
0.41261440789789816,0.3700591230553744,[3000],1,3000,0
0.38477778333088886,0.37474792701066273,"[250, 4500]",2,250,4500
0.13776198623381883,0.019005989858517834,[11250],1,11250,0
0.04807131167659458,0.151702347370589,"[250, 1000, 13750]",-1,14000,1000
0.16455697941582742,0.3524972119505783,"[1000, 4250]",2,1000,4250
