strength_first,strength_second,presentation_times,outcome,duration_first,duration_second
0.53,0.0,"[27, 14, 16, 3]",-1,43,17
0.54,0.0,"[2, 58]",-1,2,58
0.55,0.0,"[38, 1, 8]",1,46,1
0.56,0.0,"[11, 30, 19]",-1,30,30
0.57,0.0,"[4, 35, 21]",-1,25,35
0.58,0.0,"[42, 15, 3]",-1,45,15
0.59,0.0,[45],1,45,0
0.6,0.0,"[21, 22, 17]",1,38,22
0.61,0.0,"[10, 20, 26, 4]",-1,36,24
0.62,0.0,"[8, 52]",-1,8,52
0.63,0.0,"[3, 57]",-1,3,57
0.64,0.0,[33],1,33,0
0.65,0.0,"[19, 41]",-1,19,41
0.66,0.0,"[35, 25]",-1,35,25
0.67,0.0,"[5, 26, 29]",-1,34,26
0.68,0.0,"[15, 19, 24]",1,39,19
0.69,0.0,[34],1,34,0
0.7,0.0,[34],1,34,0
0.71,0.0,"[25, 31, 4]",-1,29,31
0.72,0.0,[32],1,32,0
0.73,0.0,"[7, 53]",-1,7,53
0.74,0.0,[37],1,37,0
0.75,0.0,"[18, 18, 15]",1,33,18
0.76,0.0,"[16, 30, 14]",-1,30,30
0.77,0.0,[32],1,32,0
0.78,0.0,[33],1,33,0
0.79,0.0,"[13, 47]",-1,13,47
0.8,0.0,"[3, 41, 7, 9]",-1,10,50
0.81,0.0,"[1, 2, 14, 15, 11, 1, 4]",1,30,18
0.82,0.0,"[3, 7, 7, 15, 21]",1,31,22
0.83,0.0,[30],1,30,0
0.84,0.0,"[1, 15, 27]",1,28,15
0.85,0.0,[29],1,29,0
0.86,0.0,"[26, 34]",-1,26,34
0.87,0.0,"[13, 6, 5, 7, 10]",1,28,13
0.88,0.0,[29],1,29,0
0.89,0.0,"[4, 34, 2, 20]",-1,6,54
0.9,0.0,[26],1,26,0
0.91,0.0,"[3, 40, 17]",-1,20,40
0.92,0.0,"[10, 16, 17]",1,27,16
0.0,0.93,[60],-1,60,0
0.94,0.0,[27],1,27,0
0.95,0.0,"[4, 45, 11]",-1,15,45
0.96,0.0,"[5, 13, 17, 9, 4]",1,26,22
0.97,0.0,[25],1,25,0
0.98,0.0,"[8, 25, 18]",1,26,25
0.99,0.0,"[10, 8, 16]",1,26,8
1.0,0.0,"[8, 14, 17]",1,25,14
0.0,0.01,[60],-1,60,0
0.01,0.01,"[7, 34, 1, 18]",-1,8,52
0.02,0.01,"[34, 24, 2]",-1,36,24
0.03,0.01,"[36, 24]",-1,36,24
0.04,0.01,"[9, 51]",-1,9,51
0.05,0.01,"[4, 10, 46]",-1,50,10
0.06,0.01,"[50, 7, 3]",-1,53,7
0.07,0.01,"[5, 22, 24, 9]",-1,29,31
0.08,0.01,"[21, 39]",-1,21,39
0.09,0.01,"[5, 55]",-1,5,55
0.01,0.1,"[39, 21]",-1,39,21
0.11,0.01,"[2, 48, 10]",-1,12,48
0.12,0.01,"[20, 40]",-1,20,40
0.13,0.01,"[28, 22, 10]",-1,38,22
0.14,0.01,"[31, 4, 25]",-1,56,4
0.15,0.01,"[1, 59]",-1,1,59
0.16,0.01,"[31, 29]",-1,31,29
0.17,0.01,"[44, 16]",-1,44,16
0.18,0.01,"[48, 12]",-1,48,12
0.19,0.01,"[28, 13, 7, 12]",-1,35,25
0.2,0.01,"[57, 3]",-1,57,3
0.21,0.01,"[32, 28]",-1,32,28
0.22,0.01,"[5, 38, 3, 14]",-1,8,52
0.23,0.01,"[3, 27, 3, 6, 21]",-1,27,33
0.24,0.01,"[36, 24]",-1,36,24
0.25,0.01,"[58, 2]",-1,58,2
0.26,0.01,"[4, 43, 13]",-1,17,43
0.27,0.01,"[7, 53]",-1,7,53
0.28,0.01,[60],-1,60,0
0.29,0.01,"[7, 34, 4, 6, 9]",-1,20,40
0.3,0.01,"[52, 8]",-1,52,8
0.31,0.01,"[16, 39, 5]",-1,21,39
0.32,0.01,"[51, 9]",-1,51,9
0.33,0.01,"[30, 30]",-1,30,30
0.34,0.01,"[13, 32, 15]",-1,28,32
0.35,0.01,"[34, 5, 6, 3, 12]",-1,52,8
0.36,0.01,"[38, 11, 11]",-1,49,11
0.37,0.01,"[24, 33, 3]",-1,27,33
0.38,0.01,"[13, 38, 9]",-1,22,38
0.39,0.01,"[26, 29, 5]",-1,31,29
0.4,0.01,"[45, 4, 11]",-1,56,4
0.41,0.01,"[27, 26, 7]",-1,34,26
0.42,0.01,"[31, 29]",-1,31,29
0.43,0.01,"[2, 46, 9, 3]",-1,11,49
0.44,0.01,[49],1,49,0
0.01,0.45,"[46, 14]",-1,46,14
0.46,0.01,"[3, 57]",-1,3,57
0.47,0.01,"[8, 8, 44]",1,52,8
0.48,0.01,[50],1,50,0
0.49,0.01,"[25, 16, 19]",-1,44,16
0.5,0.01,"[31, 12, 16]",1,47,12
0.51,0.01,[54],1,54,0
0.52,0.01,[50],1,50,0
0.53,0.01,"[13, 2, 29]",1,42,2
0.54,0.01,[42],1,42,0
0.55,0.01,[43],1,43,0
0.56,0.01,"[15, 32, 13]",-1,28,32
0.57,0.01,"[16, 15, 29]",-1,45,15
0.58,0.01,"[11, 22, 21, 6]",-1,32,28
0.59,0.01,"[11, 7, 34, 8]",-1,45,15
0.01,0.6,"[3, 42]",2,3,42
0.61,0.01,"[24, 21, 1, 14]",-1,25,35
0.62,0.01,[38],1,38,0
0.63,0.01,[38],1,38,0
0.64,0.01,"[10, 29, 3, 18]",-1,13,47
0.65,0.01,"[22, 9, 8, 21]",-1,30,30
0.66,0.01,"[28, 6, 10]",1,38,6
0.67,0.01,"[22, 4, 18]",1,40,4
0.68,0.01,"[29, 14, 10]",1,39,14
0.69,0.01,"[21, 16, 11, 12]",-1,32,28
0.7,0.01,"[1, 59]",-1,1,59
0.71,0.01,[37],1,37,0
0.72,0.01,"[34, 26]",-1,34,26
0.73,0.01,"[7, 8, 29]",1,36,8
0.74,0.01,[34],1,34,0
0.01,0.75,"[24, 31]",2,24,31
0.76,0.01,"[3, 24, 29]",1,32,24
0.77,0.01,"[10, 16, 22]",1,32,16
0.78,0.01,"[16, 44]",-1,16,44
0.79,0.01,"[22, 5, 11]",1,33,5
0.8,0.01,"[15, 5, 16]",1,31,5
0.81,0.01,"[9, 51]",-1,9,51
0.82,0.01,"[19, 41]",-1,19,41
0.83,0.01,[29],1,29,0
0.84,0.01,[29],1,29,0
0.85,0.01,[29],1,29,0
0.86,0.01,[29],1,29,0
0.87,0.01,[29],1,29,0
0.88,0.01,[30],1,30,0
0.89,0.01,[28],1,28,0
0.9,0.01,[28],1,28,0
0.91,0.01,[27],1,27,0
0.92,0.01,"[17, 13, 10, 16, 1]",1,28,29
0.93,0.01,"[15, 21, 13]",1,28,21
0.94,0.01,[26],1,26,0
0.95,0.01,"[9, 51]",-1,9,51
0.96,0.01,"[13, 41, 6]",-1,19,41
0.97,0.01,[26],1,26,0
0.98,0.01,"[7, 29, 5, 5, 13]",1,25,34
0.99,0.01,[26],1,26,0
1.0,0.01,[25],1,25,0
0.0,0.02,"[26, 32, 2]",-1,28,32
0.01,0.02,"[35, 25]",-1,35,25
0.02,0.02,"[48, 12]",-1,48,12
0.03,0.02,[60],-1,60,0
0.04,0.02,"[23, 7, 30]",-1,53,7
0.05,0.02,"[56, 4]",-1,56,4
0.06,0.02,"[12, 31, 12, 5]",-1,24,36
0.07,0.02,"[6, 13, 17, 24]",-1,23,37
0.08,0.02,"[14, 4, 42]",-1,56,4
0.09,0.02,"[17, 41, 2]",-1,19,41
0.1,0.02,"[23, 18, 9, 2, 1, 7]",-1,33,27
0.11,0.02,"[31, 7, 20, 2]",-1,51,9
0.12,0.02,[60],-1,60,0
0.13,0.02,"[11, 49]",-1,11,49
0.14,0.02,"[49, 9, 2]",-1,51,9
0.15,0.02,"[34, 26]",-1,34,26
0.16,0.02,"[5, 18, 37]",-1,42,18
0.17,0.02,[60],-1,60,0
0.18,0.02,"[5, 6, 49]",-1,54,6
0.19,0.02,"[11, 49]",-1,11,49
0.2,0.02,"[2, 29, 29]",-1,31,29
0.21,0.02,[60],-1,60,0
0.22,0.02,[60],-1,60,0
0.23,0.02,"[56, 4]",-1,56,4
0.24,0.02,"[10, 50]",-1,10,50
0.25,0.02,"[43, 10, 7]",-1,50,10
0.26,0.02,"[22, 2, 1, 32, 3]",-1,26,34
0.02,0.27,"[9, 11, 25, 15]",-1,34,26
0.02,0.28,[60],-1,60,0
0.29,0.02,"[8, 3, 12, 16, 21]",-1,41,19
0.3,0.02,"[11, 22, 27]",-1,38,22
0.31,0.02,"[1, 20, 38, 1]",-1,39,21
0.32,0.02,"[31, 29]",-1,31,29
0.33,0.02,"[9, 18, 17, 16]",-1,26,34
0.34,0.02,"[38, 22]",-1,38,22
0.35,0.02,"[2, 7, 25, 26]",-1,27,33
0.36,0.02,[60],-1,60,0
0.37,0.02,"[11, 12, 37]",-1,48,12
0.38,0.02,"[49, 11]",-1,49,11
0.39,0.02,"[15, 13, 31, 1]",-1,46,14
0.4,0.02,"[8, 7, 26, 19]",-1,34,26
0.41,0.02,"[42, 5, 13]",1,55,5
0.42,0.02,"[28, 8, 22, 2]",-1,50,10
0.43,0.02,"[28, 9, 23]",-1,51,9
0.44,0.02,"[20, 29, 3, 8]",-1,23,37
0.45,0.02,"[14, 15, 31]",-1,45,15
0.46,0.02,"[2, 58]",-1,2,58
0.47,0.02,"[24, 10, 21, 5]",-1,45,15
0.48,0.02,"[12, 48]",-1,12,48
0.49,0.02,"[7, 53]",-1,7,53
0.5,0.02,"[20, 5, 31]",1,51,5
0.51,0.02,[48],1,48,0
0.52,0.02,"[24, 36]",-1,24,36
0.53,0.02,"[4, 40, 16]",-1,20,40
0.54,0.02,"[6, 11, 1, 5, 37]",-1,44,16
0.55,0.02,"[23, 27, 1, 6, 3]",-1,27,33
0.56,0.02,"[16, 10, 15, 19]",-1,31,29
0.57,0.02,"[16, 44]",-1,16,44
0.58,0.02,"[39, 21]",-1,39,21
0.59,0.02,[42],1,42,0
0.6,0.02,"[26, 6, 14]",1,40,6
0.61,0.02,"[14, 12, 16, 18]",-1,30,30
0.62,0.02,"[12, 14, 23, 7, 4]",-1,39,21
0.63,0.02,"[2, 22, 2, 11, 3, 11, 9]",-1,16,44
0.64,0.02,"[18, 3, 10, 4, 10]",1,38,7
0.65,0.02,"[3, 39, 6, 12]",-1,9,51
0.66,0.02,"[16, 20, 4, 20]",-1,20,40
0.67,0.02,"[24, 31, 5]",-1,29,31
0.68,0.02,[33],1,33,0
0.69,0.02,"[19, 41]",-1,19,41
0.7,0.02,[33],1,33,0
0.71,0.02,[36],1,36,0
0.02,0.72,"[16, 12, 21, 11]",-1,37,23
0.73,0.02,"[33, 27]",-1,33,27
0.74,0.02,"[22, 27, 11]",1,33,27
0.75,0.02,"[24, 26, 10]",-1,34,26
0.76,0.02,"[1, 4, 22, 10, 1, 22]",-1,24,36
0.77,0.02,"[29, 31]",-1,29,31
0.78,0.02,"[11, 21, 11, 17]",-1,22,38
0.79,0.02,"[4, 16, 21, 19]",-1,25,35
0.8,0.02,[31],1,31,0
0.81,0.02,"[10, 50]",-1,10,50
0.82,0.02,[31],1,31,0
0.83,0.02,[29],1,29,0
0.84,0.02,"[23, 28, 6]",1,29,28
0.85,0.02,"[1, 21, 30]",1,31,21
0.86,0.02,"[11, 31, 18]",1,29,31
0.87,0.02,"[4, 31, 24]",1,28,31
0.88,0.02,"[1, 24, 28]",1,29,24
0.89,0.02,[29],1,29,0
0.9,0.02,[28],1,28,0
0.91,0.02,[27],1,27,0
0.92,0.02,[28],1,28,0
0.93,0.02,[26],1,26,0
0.94,0.02,"[21, 23, 6]",1,27,23
0.95,0.02,"[2, 11, 25]",1,27,11
0.96,0.02,[26],1,26,0
0.97,0.02,[25],1,25,0
0.98,0.02,[25],1,25,0
0.02,0.99,"[55, 5]",-1,55,5
1.0,0.02,[25],1,25,0
0.0,0.03,"[25, 26, 9]",-1,34,26
0.01,0.03,"[6, 25, 3, 26]",-1,9,51
0.02,0.03,[60],-1,60,0
0.03,0.03,[60],-1,60,0
0.04,0.03,"[35, 4, 21]",-1,56,4
0.05,0.03,"[21, 39]",-1,21,39
0.06,0.03,"[21, 2, 18, 19]",-1,39,21
0.07,0.03,"[12, 48]",-1,12,48
0.08,0.03,"[1, 27, 7, 7, 5, 13]",-1,13,47
0.03,0.09,[60],-1,60,0
0.1,0.03,"[8, 52]",-1,8,52
0.11,0.03,"[1, 49, 2, 8]",-1,3,57
0.12,0.03,[60],-1,60,0
0.13,0.03,[60],-1,60,0
0.14,0.03,"[21, 25, 12, 2]",-1,33,27
0.15,0.03,"[26, 2, 23, 9]",-1,49,11
0.16,0.03,"[14, 8, 38]",-1,52,8
0.17,0.03,"[14, 16, 10, 4, 16]",-1,40,20
0.18,0.03,[60],-1,60,0
0.19,0.03,"[27, 13, 10, 7, 3]",-1,40,20
0.2,0.03,"[14, 1, 18, 27]",-1,32,28
0.21,0.03,[60],-1,60,0
0.22,0.03,"[39, 21]",-1,39,21
0.23,0.03,"[11, 16, 1, 32]",-1,12,48
0.24,0.03,[60],-1,60,0
0.25,0.03,[60],-1,60,0
0.26,0.03,"[40, 20]",-1,40,20
0.27,0.03,"[9, 9, 42]",-1,51,9
0.28,0.03,[60],-1,60,0
0.29,0.03,"[58, 2]",-1,58,2
0.3,0.03,"[4, 21, 35]",-1,39,21
0.31,0.03,"[40, 20]",-1,40,20
0.32,0.03,"[15, 29, 7, 9]",-1,22,38
0.33,0.03,[60],-1,60,0
0.34,0.03,"[7, 19, 34]",-1,41,19
0.35,0.03,"[23, 20, 13, 2, 2]",-1,38,22
0.36,0.03,[60],-1,60,0
0.37,0.03,"[17, 6, 15, 22]",-1,32,28
0.38,0.03,"[55, 5]",-1,55,5
0.39,0.03,"[8, 17, 35]",-1,43,17
0.4,0.03,"[4, 13, 43]",-1,47,13
0.41,0.03,"[51, 9]",-1,51,9
0.42,0.03,"[38, 6, 3, 13]",-1,41,19
0.43,0.03,"[11, 40, 6, 3]",-1,17,43
0.44,0.03,"[22, 25, 13]",-1,35,25
0.45,0.03,"[12, 37, 11]",-1,23,37
0.46,0.03,[48],1,48,0
0.47,0.03,"[46, 11, 3]",-1,49,11
0.48,0.03,"[51, 9]",-1,51,9
0.49,0.03,"[3, 18, 37, 2]",-1,40,20
0.5,0.03,"[13, 31, 1, 10, 5]",-1,19,41
0.51,0.03,"[3, 27, 30]",-1,33,27
0.03,0.52,"[7, 21, 32]",-1,39,21
0.53,0.03,"[17, 25, 18]",-1,35,25
0.54,0.03,[45],1,45,0
0.55,0.03,"[4, 44, 12]",-1,16,44
0.56,0.03,"[39, 21]",-1,39,21
0.57,0.03,"[13, 47]",-1,13,47
0.58,0.03,"[29, 31]",-1,29,31
0.59,0.03,"[19, 2, 22]",1,41,2
0.6,0.03,"[28, 32]",-1,28,32
0.61,0.03,"[16, 44]",-1,16,44
0.62,0.03,"[3, 23, 34]",-1,37,23
0.03,0.63,"[39, 21]",-1,39,21
0.64,0.03,"[31, 1, 10]",1,41,1
0.65,0.03,[40],1,40,0
0.66,0.03,[34],1,34,0
0.67,0.03,[33],1,33,0
0.68,0.03,"[7, 18, 24, 11]",-1,31,29
0.69,0.03,"[11, 49]",-1,11,49
0.7,0.03,"[7, 29, 24]",-1,31,29
0.71,0.03,"[8, 52]",-1,8,52
0.72,0.03,[34],1,34,0
0.73,0.03,"[27, 33]",-1,27,33
0.74,0.03,"[7, 53]",-1,7,53
0.75,0.03,[32],1,32,0
0.76,0.03,"[8, 52]",-1,8,52
0.77,0.03,"[2, 26, 32]",1,34,26
0.78,0.03,"[15, 7, 18]",1,33,7
0.79,0.03,"[26, 34]",-1,26,34
0.8,0.03,[31],1,31,0
0.81,0.03,[32],1,32,0
0.82,0.03,[32],1,32,0
0.83,0.03,[33],1,33,0
0.84,0.03,"[25, 3, 3]",1,28,3
0.85,0.03,"[15, 2, 14]",1,29,2
0.86,0.03,"[21, 26, 8]",1,29,26
0.87,0.03,[28],1,28,0
0.88,0.03,"[10, 50]",-1,10,50
0.89,0.03,[29],1,29,0
0.9,0.03,"[6, 10, 8, 36]",-1,14,46
0.91,0.03,[27],1,27,0
0.92,0.03,[26],1,26,0
0.93,0.03,[27],1,27,0
0.94,0.03,[27],1,27,0
0.95,0.03,[27],1,27,0
0.96,0.03,[26],1,26,0
0.97,0.03,"[18, 1, 8]",1,26,1
0.98,0.03,"[4, 56]",-1,4,56
0.99,0.03,[25],1,25,0
1.0,0.03,[25],1,25,0
0.0,0.04,[60],-1,60,0
0.01,0.04,[60],-1,60,0
0.02,0.04,[60],-1,60,0
0.03,0.04,"[8, 52]",-1,8,52
0.04,0.04,"[5, 6, 6, 21, 22]",-1,33,27
0.05,0.04,"[59, 1]",-1,59,1
0.06,0.04,"[5, 6, 13, 36]",-1,18,42
0.07,0.04,"[3, 8, 19, 30]",-1,22,38
0.08,0.04,"[4, 38, 8, 10]",-1,12,48
0.09,0.04,"[50, 10]",-1,50,10
0.1,0.04,"[4, 11, 39, 6]",-1,43,17
0.11,0.04,"[1, 4, 55]",-1,56,4
0.12,0.04,"[27, 32, 1]",-1,28,32
0.13,0.04,"[31, 2, 27]",-1,58,2
0.14,0.04,"[6, 18, 36]",-1,42,18
0.15,0.04,"[19, 16, 25]",-1,44,16
0.16,0.04,"[19, 41]",-1,19,41
0.04,0.17,"[13, 47]",-1,13,47
0.18,0.04,"[19, 30, 11]",-1,30,30
0.19,0.04,[60],-1,60,0
0.2,0.04,"[34, 26]",-1,34,26
0.21,0.04,"[3, 57]",-1,3,57
0.22,0.04,"[11, 49]",-1,11,49
0.23,0.04,"[24, 28, 8]",-1,32,28
0.24,0.04,"[23, 5, 32]",-1,55,5
0.25,0.04,"[6, 54]",-1,6,54
0.26,0.04,"[15, 32, 13]",-1,28,32
0.27,0.04,[60],-1,60,0
0.28,0.04,"[49, 11]",-1,49,11
0.29,0.04,[60],-1,60,0
0.3,0.04,"[34, 13, 13]",-1,47,13
0.31,0.04,"[12, 4, 44]",-1,56,4
0.32,0.04,"[38, 22]",-1,38,22
0.33,0.04,"[16, 22, 10, 12]",-1,26,34
0.34,0.04,[60],-1,60,0
0.35,0.04,"[49, 11]",-1,49,11
0.36,0.04,"[11, 3, 46]",-1,57,3
0.37,0.04,[60],-1,60,0
0.38,0.04,"[16, 5, 39]",-1,55,5
0.04,0.39,"[23, 2, 31, 4]",-1,54,6
0.4,0.04,"[53, 7]",-1,53,7
0.41,0.04,"[5, 55]",-1,5,55
0.42,0.04,"[43, 17]",-1,43,17
0.43,0.04,"[22, 2, 23, 4, 1, 8]",-1,46,14
0.44,0.04,"[1, 5, 54]",-1,55,5
0.45,0.04,"[9, 19, 11, 8, 1, 12]",-1,21,39
0.46,0.04,"[27, 33]",-1,27,33
0.47,0.04,"[3, 45, 12]",-1,15,45
0.48,0.04,"[24, 23, 13]",-1,37,23
0.49,0.04,"[10, 50]",-1,10,50
0.5,0.04,"[24, 36]",-1,24,36
0.51,0.04,[45],1,45,0
0.52,0.04,"[38, 22]",-1,38,22
0.53,0.04,"[38, 9, 5, 8]",-1,43,17
0.54,0.04,"[1, 29, 30]",-1,31,29
0.55,0.04,[44],1,44,0
0.56,0.04,[46],1,46,0
0.57,0.04,[44],1,44,0
0.58,0.04,"[12, 31, 17]",-1,29,31
0.59,0.04,"[35, 2, 10]",1,45,2
0.04,0.6,"[3, 6, 26, 15, 10]",-1,39,21
0.04,0.61,[60],-1,60,0
0.62,0.04,"[3, 12, 27, 18]",-1,30,30
0.63,0.04,"[16, 3, 21]",1,37,3
0.64,0.04,[45],1,45,0
0.65,0.04,"[7, 16, 30]",1,37,16
0.66,0.04,"[8, 52]",-1,8,52
0.67,0.04,[37],1,37,0
0.68,0.04,[34],1,34,0
0.69,0.04,"[29, 1, 6]",1,35,1
0.7,0.04,[33],1,33,0
0.71,0.04,"[16, 20, 5, 19]",-1,21,39
0.72,0.04,[33],1,33,0
0.73,0.04,[34],1,34,0
0.74,0.04,[35],1,35,0
0.75,0.04,"[14, 30, 4, 9, 3]",-1,21,39
0.76,0.04,"[33, 27]",-1,33,27
0.77,0.04,[34],1,34,0
0.78,0.04,[32],1,32,0
0.79,0.04,"[8, 13, 22]",1,30,13
0.8,0.04,[31],1,31,0
0.81,0.04,"[25, 29, 5]",1,30,29
0.82,0.04,"[14, 46]",-1,14,46
0.83,0.04,"[21, 39]",-1,21,39
0.84,0.04,"[22, 8, 6]",1,28,8
0.85,0.04,"[27, 13, 2]",1,29,13
0.86,0.04,"[13, 11, 15]",1,28,11
0.87,0.04,[29],1,29,0
0.88,0.04,"[7, 10, 23]",1,30,10
0.89,0.04,[29],1,29,0
0.9,0.04,[28],1,28,0
0.91,0.04,"[14, 1, 14]",1,28,1
0.92,0.04,"[12, 5, 15]",1,27,5
0.93,0.04,"[27, 33]",-1,27,33
0.94,0.04,"[2, 40, 18]",-1,20,40
0.95,0.04,"[1, 21, 18, 20]",-1,19,41
0.96,0.04,[26],1,26,0
0.97,0.04,"[19, 41]",-1,19,41
0.98,0.04,[25],1,25,0
0.99,0.04,"[6, 6, 19]",1,25,6
1.0,0.04,"[19, 22, 6]",1,25,22
0.0,0.05,"[13, 47]",-1,13,47
0.01,0.05,"[20, 31, 9]",-1,29,31
0.02,0.05,"[55, 5]",-1,55,5
0.03,0.05,[60],-1,60,0
0.04,0.05,"[2, 36, 22]",-1,24,36
0.05,0.05,[60],-1,60,0
0.06,0.05,"[26, 11, 19, 1, 3]",-1,48,12
0.07,0.05,"[3, 57]",-1,3,57
0.08,0.05,"[8, 4, 48]",-1,56,4
0.09,0.05,"[55, 3, 2]",-1,57,3
0.1,0.05,"[44, 16]",-1,44,16
0.11,0.05,"[58, 2]",-1,58,2
0.12,0.05,"[7, 53]",-1,7,53
0.13,0.05,"[7, 9, 18, 26]",-1,25,35
0.14,0.05,"[36, 24]",-1,36,24
0.15,0.05,"[9, 51]",-1,9,51
0.16,0.05,"[28, 17, 15]",-1,43,17
0.17,0.05,"[23, 21, 8, 8]",-1,31,29
0.18,0.05,"[8, 8, 44]",-1,52,8
0.19,0.05,"[19, 41]",-1,19,41
0.05,0.2,"[35, 25]",-1,35,25
0.21,0.05,[60],-1,60,0
0.22,0.05,"[11, 49]",-1,11,49
0.23,0.05,"[8, 8, 34, 7, 3]",-1,45,15
0.24,0.05,"[8, 20, 11, 21]",-1,19,41
0.25,0.05,"[5, 55]",-1,5,55
0.26,0.05,"[3, 14, 30, 13]",-1,33,27
0.27,0.05,"[39, 11, 10]",-1,49,11
0.28,0.05,"[7, 2, 29, 22]",-1,36,24
0.29,0.05,"[1, 1, 58]",-1,59,1
0.3,0.05,[60],-1,60,0
0.31,0.05,"[12, 48]",-1,12,48
0.32,0.05,"[1, 42, 17]",-1,18,42
0.33,0.05,"[35, 4, 3, 18]",-1,38,22
0.34,0.05,"[14, 46]",-1,14,46
0.35,0.05,[60],-1,60,0
0.36,0.05,"[11, 2, 15, 5, 12, 15]",-1,38,22
0.37,0.05,"[41, 19]",-1,41,19
0.38,0.05,"[53, 7]",-1,53,7
0.39,0.05,"[17, 8, 35]",-1,52,8
0.4,0.05,"[53, 7]",-1,53,7
0.41,0.05,[60],-1,60,0
0.42,0.05,"[43, 17]",-1,43,17
0.43,0.05,"[24, 6, 24, 6]",-1,48,12
0.44,0.05,"[38, 17, 1, 4]",-1,39,21
0.45,0.05,"[35, 5, 17, 3]",-1,52,8
0.46,0.05,"[8, 27, 3, 22]",-1,11,49
0.47,0.05,"[14, 17, 18, 11]",-1,32,28
0.48,0.05,"[33, 9, 14, 4]",-1,47,13
0.49,0.05,"[3, 11, 3, 43]",-1,6,54
0.5,0.05,"[18, 7, 1, 34]",-1,19,41
0.51,0.05,"[15, 45]",-1,15,45
0.52,0.05,"[18, 29, 13]",-1,31,29
0.53,0.05,"[10, 10, 33, 7]",-1,43,17
0.54,0.05,"[23, 37]",-1,23,37
0.55,0.05,"[10, 50]",-1,10,50
0.56,0.05,"[15, 6, 15, 24]",-1,30,30
0.57,0.05,[42],1,42,0
0.58,0.05,"[13, 16, 10, 19, 2]",-1,25,35
0.59,0.05,"[22, 38]",-1,22,38
0.6,0.05,"[12, 2, 32]",1,44,2
0.61,0.05,"[27, 22, 11]",-1,38,22
0.62,0.05,"[6, 54]",-1,6,54
0.63,0.05,"[20, 40]",-1,20,40
0.64,0.05,[39],1,39,0
0.65,0.05,[38],1,38,0
0.66,0.05,[40],1,40,0
0.05,0.67,"[19, 37]",2,19,37
0.68,0.05,"[35, 25]",-1,35,25
0.69,0.05,[38],1,38,0
0.7,0.05,"[28, 25, 7]",-1,35,25
0.71,0.05,[37],1,37,0
0.72,0.05,[36],1,36,0
0.73,0.05,"[9, 5, 16, 23, 7]",-1,32,28
0.74,0.05,"[13, 13, 7, 27]",-1,20,40
0.75,0.05,[32],1,32,0
0.76,0.05,"[17, 3, 14]",1,31,3
0.77,0.05,"[1, 12, 20, 27]",-1,21,39
0.78,0.05,"[23, 37]",-1,23,37
0.79,0.05,[32],1,32,0
0.8,0.05,[32],1,32,0
0.81,0.05,[32],1,32,0
