wid,word,image,pratice,word_type,rt,response,type_time,response_type,typing_rt
w63cb8b3,patient,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,low,1,patient,2540.2500000200234,correct,1787.0
w63cb8b3,enemy,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,low,1,enemy,2305.839999986347,correct,1559.0
w63cb8b3,gravel,../static/stimuli/images/house/sun_admwlghhtfixlbsf.jpg,False,high,1,gravel,2541.4549999986775,correct,1415.0
w63cb8b3,lover,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,1,lovers,1914.14999999688,correct,1299.0
w63cb8b3,application,../static/stimuli/images/pool/sun_abmafiafisngvteo.jpg,False,low,1,,,timeout,
w63cb8b3,horse,../static/stimuli/images/footballfield/sun_byyhmoxeyuabpnes.jpg,False,high,1,horse,2985.0699999951757,correct,2315.0
w63cb8b3,tulip,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,False,high,1,trail,7337.934999988647,other,6709.0
w63cb8b3,magazine,../static/stimuli/images/bookstore/sun_aalyndhausktwxbc.jpg,False,high,1,magazine,3116.22999998508,correct,1587.0
w4460ab1,neck,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,True,high,3,neck,1763.0,correct,1410.0
w4460ab1,idol,../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg,False,low,1,idol,2261.0,correct,1872.0
w4460ab1,stranger,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,low,2,stranger,1773.0,correct,1189.0
w4460ab1,pig,../static/stimuli/images/railway/sun_acfjiedtgqzgvtnp.jpg,False,high,1,pig,1282.0,correct,1065.0
w4460ab1,goddess,../static/stimuli/images/musuem/sun_alsgupdkmpsptlos.jpg,False,low,1,godess,2823.0,other,1731.0
w4460ab1,refrigerator,../static/stimuli/images/house/sun_awyiuqdptibtzfuh.jpg,False,high,2,refrigerator,5131.0,correct,1580.0
w4460ab1,captive,../static/stimuli/images/computerroom/sun_akbfsjykwgllwszc.jpg,False,low,1,captive,3404.0,correct,2798.0
w4460ab1,transplant,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,low,1,,5669.0,empty,
w4460ab1,fellow,../static/stimuli/images/garage/sun_davtjcuielbxnyza.jpg,False,low,1,wonder,3763.0,other,3313.0
w4460ab1,cue,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,False,low,1,cue,1479.0,correct,1293.0
w4460ab1,gravel,../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg,False,high,1,gravel,1970.0,correct,1388.0
w4460ab1,saxophone,../static/stimuli/images/grocery/sun_atlvleypygwzuszx.jpg,False,high,2,saxophone,2651.0,correct,1476.0
w4460ab1,frog,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,False,high,1,frog,1642.0,correct,1347.0
w4460ab1,apple,../static/stimuli/images/greenhouse/sun_amgolruftenzsoay.jpg,False,high,2,apple,1490.0,correct,1026.0
w4460ab1,chimney,../static/stimuli/images/river/sun_advruofhmqeyqmbx.jpg,False,high,1,chimney,2816.0,correct,1800.0
w4460ab1,keeper,../static/stimuli/images/campsite/sun_azvxwxzbkknkggng.jpg,False,low,0,keeper,6062.0,correct,2276.0
w4460ab1,elbow,../static/stimuli/images/airport/sun_aonhxkxmksvewqlr.jpg,False,high,1,elbow,2131.0,correct,1622.0
w4460ab1,permit,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,low,2,permit,3522.0,correct,3031.0
w4460ab1,follower,../static/stimuli/images/gym/sun_appsvbfzhwrmtrje.jpg,False,low,1,follower,3221.0,correct,1891.0
w4460ab1,flower,../static/stimuli/images/footballfield/sun_bytuhfnudnbsojli.jpg,False,high,1,flower,2471.0,correct,1313.0
wa959259,house,../static/stimuli/images/airport/sun_aqogketumcqznmzs.jpg,True,high,1,house,2528.2700000025216,correct,1874.0
wa959259,rouge,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,low,0,rouge,2417.4049999928684,correct,1578.0
wa959259,hamburger,../static/stimuli/images/river/sun_awyqyxlrmqvjlwnd.jpg,False,high,1,,,timeout,
wa959259,follower,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,low,0,follower,6004.5200000022305,correct,4905.0
wa959259,penguin,../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg,False,high,0,penguin,3604.5799999992596,correct,2704.0
wa959259,elbow,../static/stimuli/images/railway/sun_acfjiedtgqzgvtnp.jpg,False,high,1,,,timeout,
wa959259,barracuda,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,False,high,0,,,timeout,
wa959259,traitor,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,low,0,traitor,3355.504999999539,correct,2214.0
wa959259,quill,../static/stimuli/images/greenhouse/sun_bmnxsjsqwqcaluzf.jpg,False,high,1,quill,4559.485000005225,correct,3854.0
wa959259,virus,../static/stimuli/images/gym/sun_awvqsdkrklypaaep.jpg,False,low,1,virus,2616.3850000011735,correct,1998.0
wa959259,apple,../static/stimuli/images/footballfield/sun_aszinldqqvnpmwfh.jpg,False,high,1,apple,2607.6450000036857,correct,1953.0
wa959259,patient,../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg,False,low,1,patient,5540.3949999963515,correct,4664.0
wa959259,elephant,../static/stimuli/images/bookstore/sun_aauabdbreuzsnnrv.jpg,False,high,0,,,timeout,
wa959259,roost,../static/stimuli/images/pool/sun_argikopryamoycho.jpg,False,low,0,,,timeout,
wa959259,keeper,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,False,low,0,,,timeout,
wa959259,flower,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,False,high,0,flower,2387.960000000021,correct,1572.0
wa959259,grizzly,../static/stimuli/images/castle/sun_aduovtnrsmdtcpie.jpg,False,low,0,grizzly,2612.395000003744,correct,1606.0
wa959259,empire,../static/stimuli/images/kitchen/sun_asrcfjusjydonoin.jpg,False,low,0,empire,2789.8799999966286,correct,1973.0
wa959259,finger,../static/stimuli/images/grocery/sun_ajxqnbvuflmzhcig.jpg,False,high,1,,,timeout,
wa959259,vagrant,../static/stimuli/images/auditorium/sun_ahcmaddzrcfxzuuz.jpg,False,low,0,vagrant,3680.5249999961234,correct,2834.0
w0e23abc,bug,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,True,high,1,bug,1372.789999935776,correct,1163.0
w0e23abc,jeans,../static/stimuli/images/greenhouse/sun_amgolruftenzsoay.jpg,False,high,1,jeans,1670.3249998390675,correct,1281.0
w0e23abc,volunteer,../static/stimuli/images/musuem/sun_alsgupdkmpsptlos.jpg,False,low,1,volunteer,2992.009999928996,correct,1129.0
w0e23abc,department,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,False,low,1,department,2487.4100000597537,correct,1136.0
w0e23abc,keeper,../static/stimuli/images/computerroom/sun_ashjjvtrfwzoxxij.jpg,False,low,1,keeper,2572.9900000151247,correct,1236.0
w0e23abc,application,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,low,2,application,4766.324999975041,correct,3107.0
w0e23abc,daisy,../static/stimuli/images/house/sun_afejjgypgnszvwza.jpg,False,high,1,daisy,1835.7100000139326,correct,1192.0
w0e23abc,winner,../static/stimuli/images/gym/sun_abcjjambqjxedqdv.jpg,False,low,1,winner,1720.435000024736,correct,1055.0
w0e23abc,goddess,../static/stimuli/images/auditorium/sun_amnlhuknqqtssrhl.jpg,False,low,2,goddess,2530.575000215322,correct,1612.0
w0e23abc,traitor,../static/stimuli/images/castle/sun_aoguwxhjirnhxsgn.jpg,False,low,1,traitor,1738.9499999117106,correct,1041.0
w0e23abc,tread,../static/stimuli/images/beach/sun_aacgcodmtsyjjmbx.jpg,False,low,1,tread,2881.129999877885,correct,2045.0
w0e23abc,tractor,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,False,high,2,tractor,4884.644999867305,correct,3770.0
w0e23abc,stairs,../static/stimuli/images/forest/sun_atlxncsxfmqwisuw.jpg,False,high,1,stairs,2681.8200000561774,correct,1268.0
w0e23abc,hero,../static/stimuli/images/kitchen/sun_avlgzqfdedxwbiei.jpg,False,low,2,hero,1658.335000043735,correct,1143.0
w0e23abc,bed,../static/stimuli/images/footballfield/sun_byyhmoxeyuabpnes.jpg,False,high,1,bed,1434.0850000735372,correct,1129.0
w0e23abc,stable,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,False,low,2,stable,2349.0949999541044,correct,1634.0
w0e23abc,apple,../static/stimuli/images/bookstore/sun_arnqlbdckkrvjqjj.jpg,False,high,2,apple,2025.649999966845,correct,1514.0
w0e23abc,horse,../static/stimuli/images/railway/sun_aqlgoveofhhmvrdh.jpg,False,high,2,horse,1979.5500000473112,correct,1263.0
w0e23abc,saxophone,../static/stimuli/images/river/sun_aiazxjumlgdcrfpn.jpg,False,high,1,saxophone,6459.060000022873,correct,5087.0
w0e23abc,tomato,../static/stimuli/images/airport/sun_ammfdrzrfvjsqahx.jpg,False,high,2,tomato,1619.7250001132488,correct,995.0
w4705b25,octopus,../static/stimuli/images/house/sun_aacohnpwcrythslq.jpg,True,high,3,octopus,4604.1300000215415,correct,2277.0
w4705b25,gravel,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,high,1,gravel,2089.799999987008,correct,1197.0
w4705b25,chimney,../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg,False,high,1,chimney,3003.4600000071805,correct,1804.0
w4705b25,scapegoat,../static/stimuli/images/musuem/sun_ayrwspiydnlwhouo.jpg,False,low,2,scapegoat,3549.3299999798182,correct,1806.0
w4705b25,sand,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,high,2,sand,2386.7599999939557,correct,1446.0
w4705b25,handkerchief,../static/stimuli/images/greenhouse/sun_aahkpmrwfcwqyfcf.jpg,False,high,2,,,timeout,7106.0
w4705b25,bed,../static/stimuli/images/forest/sun_atlxncsxfmqwisuw.jpg,False,high,2,bed,6564.229999989038,correct,2387.0
w4705b25,ozone,../static/stimuli/images/pool/sun_aahnsyqkaacnevsz.jpg,False,low,2,ozone,2045.219999999972,correct,1413.0
w4705b25,goddess,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,low,1,goddess,2899.2900000012014,correct,1775.0
w4705b25,hero,../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg,False,low,1,hero,2140.079999982845,correct,1801.0
w4705b25,finger,../static/stimuli/images/footballfield/sun_aszinldqqvnpmwfh.jpg,False,high,1,finger,1739.4250000070315,correct,1224.0
w4705b25,application,../static/stimuli/images/beach/sun_aaapvfgggrgorgox.jpg,False,low,1,,,timeout,
w4705b25,vagrant,../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg,False,low,2,vagrant,3717.1700000180863,correct,2335.0
w4705b25,fellow,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,1,fellow,1797.229999996489,correct,1053.0
w4705b25,apple,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,False,high,1,apple,2011.3399999972899,correct,1577.0
w4705b25,transplant,../static/stimuli/images/auditorium/sun_ahwnrxacspjqqqfm.jpg,False,low,2,transplant,4870.704999979353,correct,3157.0
w4705b25,stable,../static/stimuli/images/computerroom/sun_aiwdglrsrkkfbgzz.jpg,False,low,1,stable,3577.929999999469,correct,2738.0
w4705b25,dandelion,../static/stimuli/images/grocery/sun_acmmgshfrxgopxlk.jpg,False,high,2,dandelion,4199.28999998956,correct,1842.0
w4705b25,tart,../static/stimuli/images/campsite/sun_asbhlaoploqpjahx.jpg,False,low,1,tart,2256.3300000038,correct,1677.0
w4705b25,cactus,../static/stimuli/images/bookstore/sun_auwghripdoxzluuk.jpg,False,high,1,cactus,2848.329999978887,correct,1945.0
wc39b80e,vagrant,../static/stimuli/images/beach/sun_abkegkdifglzmevl.jpg,True,low,3,vagrancy,3916.419999965001,other,1703.0
wc39b80e,tread,../static/stimuli/images/campsite/sun_azvxwxzbkknkggng.jpg,False,low,1,tread,2714.6599999978207,correct,1614.0
wc39b80e,strawberry,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,False,high,1,strawberry,6176.925000036135,correct,1263.0
wc39b80e,transplant,../static/stimuli/images/gym/sun_arcsudfqyrphzccy.jpg,False,low,1,transplant,4509.965000033844,correct,1965.0
wc39b80e,gravel,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,high,1,gravel,3497.464999963995,correct,2276.0
wc39b80e,editorial,../static/stimuli/images/computerroom/sun_azkmsfiuzzekamsy.jpg,False,low,2,editorial,3458.279999962542,correct,1364.0
wc39b80e,keeper,../static/stimuli/images/auditorium/sun_amnlhuknqqtssrhl.jpg,False,low,1,keeper,3667.91000001831,correct,2565.0
wc39b80e,cauliflower,../static/stimuli/images/airport/sun_akhqgzrrubgnwzpa.jpg,False,high,1,cauliflower,4390.165000048,correct,1320.0
wc39b80e,finger,../static/stimuli/images/bookstore/sun_aamunjvxvlcyagxh.jpg,False,high,1,finger,2802.174999960698,correct,1550.0
wc39b80e,goddess,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,low,2,goddess,3116.7700000223704,correct,1504.0
wc39b80e,atom,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,low,1,atom,3548.1649999856018,correct,1615.0
wc39b80e,carrot,../static/stimuli/images/house/sun_abcaoiwkiofeweig.jpg,False,high,1,carrot,6147.114999999758,correct,4363.0
wc39b80e,tulip,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,False,high,1,tulip,2905.4100000066683,correct,1502.0
wc39b80e,pig,../static/stimuli/images/footballfield/sun_aedcjgjztgoialpm.jpg,False,high,1,pig,1881.9900000235066,correct,1363.0
wc39b80e,goat,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,high,1,goat,2303.6149999825284,correct,1604.0
wc39b80e,shoelace,../static/stimuli/images/greenhouse/sun_aahkpmrwfcwqyfcf.jpg,False,high,1,shoelace,5253.670000005513,correct,1624.0
wc39b80e,stable,../static/stimuli/images/castle/sun_apkncxxjepzqmdyk.jpg,False,low,1,,,timeout,
wc39b80e,ozone,../static/stimuli/images/musuem/sun_aqrchpiffnzkysmc.jpg,False,low,1,ozone,3317.095000005793,correct,2287.0
wc39b80e,grizzly,../static/stimuli/images/pool/sun_abmafiafisngvteo.jpg,False,low,1,grizzly,4362.059999955818,correct,2167.0
wc39b80e,banana,../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg,False,high,1,banana,3568.3699999935925,correct,1946.0
w5e1dfaa,consumer,../static/stimuli/images/computerroom/sun_ajcvdokgzllibdsg.jpg,True,low,2,consumer,2264.2049999994924,correct,1379.0
w5e1dfaa,stable,../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg,False,low,1,stable,8980.710000003455,correct,3641.0
w5e1dfaa,scenery,../static/stimuli/images/castle/sun_aqdmndojwupcntcn.jpg,False,low,1,scenery,3545.045000006212,correct,1237.0
w5e1dfaa,pillow,../static/stimuli/images/river/sun_aiazxjumlgdcrfpn.jpg,False,high,1,pillow,2098.58499999973,correct,1467.0
w5e1dfaa,major,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,low,1,major,1647.079999995185,correct,1224.0
w5e1dfaa,saxophone,../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg,False,high,1,saxophone,5437.879999997676,correct,2575.0
w5e1dfaa,traitor,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,low,1,traitor,1863.5400000057416,correct,1226.0
w5e1dfaa,pig,../static/stimuli/images/downtown/sun_axbzajoxhnjergfp.jpg,False,high,1,pig,2767.3350000113714,correct,1445.0
w5e1dfaa,tiger,../static/stimuli/images/greenhouse/sun_bmzsunjewvlfjojq.jpg,False,high,1,tiger,1649.3800000025658,correct,1085.0
w5e1dfaa,tulip,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,False,high,1,tulip,4508.499999996275,correct,3361.0
w5e1dfaa,grizzly,../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg,False,low,1,bear,1604.170000005979,other,1171.0
w5e1dfaa,strawberry,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,high,1,strawberry,5876.125000009779,correct,4244.0
w5e1dfaa,vagrant,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,low,1,vagrant,3217.789999995148,correct,2386.0
w5e1dfaa,pitchfork,../static/stimuli/images/railway/sun_alhsawcptyqiooss.jpg,False,high,1,pitchfork,2806.7100000043865,correct,1526.0
w5e1dfaa,roost,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,False,low,1,roost,3202.50000001397,correct,2796.0
w5e1dfaa,handkerchief,../static/stimuli/images/footballfield/sun_aedcjgjztgoialpm.jpg,False,high,1,hankerchief,3712.2050000034506,other,1718.0
w5e1dfaa,magazine,../static/stimuli/images/grocery/sun_akqpikmgyzrpoilg.jpg,False,high,1,magazine,2642.6700000010896,correct,1625.0
w5e1dfaa,parrot,../static/stimuli/images/airport/sun_axyoqqhxaeocbixs.jpg,False,high,1,parrot,2662.7449999941746,correct,2091.0
w5e1dfaa,application,../static/stimuli/images/kitchen/sun_aibgyrlkgcnwvhxl.jpg,False,low,1,application,5144.664999999804,correct,2589.0
w5e1dfaa,agent,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,low,1,thief,9667.494999986957,other,4470.0
w2ea05e4,seagull,../static/stimuli/images/bookstore/sun_aauabdbreuzsnnrv.jpg,True,high,2,seagull,4433.529999994789,correct,2940.0
w2ea05e4,carrot,../static/stimuli/images/railway/sun_axeddylwawkspiuo.jpg,False,high,1,carrot,2579.4350000069244,correct,1677.0
w2ea05e4,walrus,../static/stimuli/images/grocery/sun_acmmgshfrxgopxlk.jpg,False,high,1,walrus,2845.0450000091223,correct,1911.0
w2ea05e4,enemy,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,low,1,enemy,4828.6149999912595,correct,1311.0
w2ea05e4,goddess,../static/stimuli/images/auditorium/sun_alpteetxpjmjcejm.jpg,False,low,1,goddess,3044.0850000013597,correct,1599.0
w2ea05e4,daisy,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,False,high,1,daisy,2643.6850000027334,correct,1789.0
w2ea05e4,crook,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,low,1,electron,8301.81000000448,intrusion,6992.0
w2ea05e4,cauliflower,../static/stimuli/images/airport/sun_aqytxlpqgdgggfum.jpg,False,high,1,cauliflower,4044.339999993099,correct,1447.0
w2ea05e4,electron,../static/stimuli/images/beach/sun_aawqdbpihmlbwyyn.jpg,False,low,0,electron,3453.829999998561,correct,1887.0
w2ea05e4,mister,../static/stimuli/images/musuem/sun_argfiirfjlkefabp.jpg,False,low,1,mister,2772.5199999986216,correct,1878.0
w2ea05e4,tread,../static/stimuli/images/garage/sun_daivjtyepudsqerl.jpg,False,low,1,,,timeout,
w2ea05e4,handkerchief,../static/stimuli/images/downtown/sun_bubeehcgngkyqymr.jpg,False,high,1,handerchief,3477.4900000047637,correct,1447.0
w2ea05e4,saxophone,../static/stimuli/images/footballfield/sun_afihcbvbdxmnexyh.jpg,False,high,1,,,timeout,
w2ea05e4,consumer,../static/stimuli/images/campsite/sun_akmknzqdbcxpznth.jpg,False,low,0,consumer,2549.425000004703,correct,1263.0
w2ea05e4,chimney,../static/stimuli/images/river/sun_auvfucpnqlcaddzs.jpg,False,high,1,,,timeout,
w2ea05e4,cactus,../static/stimuli/images/house/sun_awyiuqdptibtzfuh.jpg,False,high,1,,,timeout,
w2ea05e4,shoelace,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,high,1,,,timeout,
w2ea05e4,ozone,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,low,1,ozone,3302.59500000102,correct,2399.0
w2ea05e4,permit,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,False,low,1,permit,2435.3049999917857,correct,1783.0
w2ea05e4,winner,../static/stimuli/images/castle/sun_apkncxxjepzqmdyk.jpg,False,low,1,winner,1949.2250000039348,correct,975.0
w801a692,seagull,../static/stimuli/images/airport/sun_aelkzcvlquyyzxlu.jpg,True,high,1,seagull,6716.815000050701,correct,2662.0
w801a692,scapegoat,../static/stimuli/images/musuem/sun_aqrchpiffnzkysmc.jpg,False,low,1,scapegoat,3647.02999999281,correct,1863.0
w801a692,territory,../static/stimuli/images/campsite/sun_agkgjmhhyqowlmdm.jpg,False,low,1,territory,3414.199999999255,correct,1479.0
w801a692,keeper,../static/stimuli/images/auditorium/sun_ahcmaddzrcfxzuuz.jpg,False,low,1,keeper,3470.450000022538,correct,2111.0
w801a692,hero,../static/stimuli/images/castle/sun_apvtpjdfgucfbnsd.jpg,False,low,1,hero,1654.5799999730662,correct,1151.0
w801a692,scenery,../static/stimuli/images/kitchen/sun_ajmwiafzffjerzeb.jpg,False,low,1,scenery,5062.210000003688,correct,3367.0
w801a692,saxophone,../static/stimuli/images/railway/sun_asgcpxncztcqwiyz.jpg,False,high,1,saxophone,5215.474999975413,correct,2888.0
w801a692,banana,../static/stimuli/images/house/sun_admwlghhtfixlbsf.jpg,False,high,1,banana,2750.63499994576,correct,1351.0
w801a692,stranger,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,low,1,stranger,4598.984999931417,correct,2504.0
w801a692,critic,../static/stimuli/images/garage/sun_deomonrjnryvglit.jpg,False,low,1,critic,3038.74500002712,correct,1735.0
w801a692,society,../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg,False,low,1,society,2854.340000078082,correct,1535.0
w801a692,bug,../static/stimuli/images/forest/sun_arwykvgzpgybhibg.jpg,False,high,1,bug,2303.040000027977,correct,1703.0
w801a692,elbow,../static/stimuli/images/river/sun_amqajokwdeitilnd.jpg,False,high,1,elbow,2542.604999965988,correct,1143.0
w801a692,chimney,../static/stimuli/images/grocery/sun_akqpikmgyzrpoilg.jpg,False,high,1,chimney,3342.7799999481067,correct,1871.0
w801a692,sand,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,high,1,sand,1694.7100000688806,correct,1184.0
w801a692,department,../static/stimuli/images/pool/sun_aahnsyqkaacnevsz.jpg,False,low,0,department,3126.384999952279,correct,1606.0
w801a692,house,../static/stimuli/images/footballfield/sun_afuzusgbewygvixv.jpg,False,high,1,house,2607.149999937974,correct,1799.0
w801a692,ear,../static/stimuli/images/downtown/sun_bubeehcgngkyqymr.jpg,False,high,1,ear,1886.2850000150502,correct,1255.0
w801a692,well,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,low,1,well,1990.8800000557676,correct,1399.0
w801a692,barracuda,../static/stimuli/images/bookstore/sun_afhaekubmjvpmvre.jpg,False,high,1,barracuda,3342.0500000938773,correct,1199.0
wde8ca44,donor,../static/stimuli/images/castle/sun_aieefrkagxyksfuj.jpg,True,low,1,,,timeout,
wde8ca44,well,../static/stimuli/images/musuem/sun_axbkhklgdaevqxyj.jpg,False,low,0,?,8345.754999994824,other,8346.0
wde8ca44,fellow,../static/stimuli/images/pool/sun_abmafiafisngvteo.jpg,False,low,0,fellow,3456.480000000738,correct,2730.0
wde8ca44,daisy,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,False,high,1,na,3816.915000003064,other,3632.0
wde8ca44,banana,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,False,high,0,banana,3149.600000004284,correct,1340.0
wde8ca44,barracuda,../static/stimuli/images/airport/sun_aelkzcvlquyyzxlu.jpg,False,high,1,na,3262.1149999977206,other,3181.0
wde8ca44,baby,../static/stimuli/images/railway/sun_axeddylwawkspiuo.jpg,False,high,0,na,2067.5699999992503,other,1974.0
wde8ca44,enemy,../static/stimuli/images/auditorium/sun_almcaxysfdwizxac.jpg,False,low,0,,,timeout,
wde8ca44,pig,../static/stimuli/images/grocery/sun_attfybmngdqnppeu.jpg,False,high,0,n,3628.0400000032387,other,3629.0
wde8ca44,vagrant,../static/stimuli/images/campsite/sun_agkgjmhhyqowlmdm.jpg,False,low,1,vagrant,3917.154999995546,correct,1860.0
wde8ca44,ghost,../static/stimuli/images/kitchen/sun_aibgyrlkgcnwvhxl.jpg,False,low,1,na,6362.634999997681,other,2268.0
wde8ca44,suburb,../static/stimuli/images/beach/sun_aatjakozddkxujut.jpg,False,low,1,suburb,4077.225000000908,correct,1837.0
wde8ca44,editorial,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,0,editorial,4372.745000000577,correct,2883.0
wde8ca44,handkerchief,../static/stimuli/images/forest/sun_aoqjnzwgdikwayvw.jpg,False,high,0,na,2389.7649999998976,other,2224.0
wde8ca44,octopus,../static/stimuli/images/house/sun_awvfftwqwfbjqmmu.jpg,False,high,0,octopus,7586.445000000822,correct,2855.0
wde8ca44,atom,../static/stimuli/images/gym/sun_auzbqfsaebhgtrig.jpg,False,low,0,atom,2056.5050000004703,correct,1561.0
wde8ca44,cue,../static/stimuli/images/computerroom/sun_ashjjvtrfwzoxxij.jpg,False,low,0,cue,6534.014999997453,correct,6300.0
wde8ca44,eagle,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,False,high,0,na,4572.664999999688,other,4463.0
wde8ca44,goat,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,False,high,1,na,3380.799999998999,other,3241.0
wde8ca44,antelope,../static/stimuli/images/footballfield/sun_byyhmoxeyuabpnes.jpg,False,high,0,na,3287.2950000019046,other,3197.0
wd8d1a5f,ear,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,True,high,3,ear,3248.0,correct,2707.0
wd8d1a5f,carrot,../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg,False,high,1,ozone,3692.0,intrusion,2748.0
wd8d1a5f,neck,../static/stimuli/images/airport/sun_axuntpkgfijknxde.jpg,False,high,2,vechicle,5627.0,other,3751.0
wd8d1a5f,lover,../static/stimuli/images/castle/sun_aduovtnrsmdtcpie.jpg,False,low,2,feet,4794.0,other,3990.0
wd8d1a5f,pizza,../static/stimuli/images/downtown/sun_bctdtcqciqgupefg.jpg,False,high,2,climate,3917.0,other,2953.0
wd8d1a5f,cue,../static/stimuli/images/auditorium/sun_amogjvmhqoxmxbyg.jpg,False,low,2,ozone,5249.0,intrusion,4553.0
wd8d1a5f,cauliflower,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,False,high,2,back,6856.0,other,5430.0
wd8d1a5f,donor,../static/stimuli/images/computerroom/sun_atznfxhjiiugbvxi.jpg,False,low,2,ear,2931.000000000058,intrusion,2039.0
wd8d1a5f,refrigerator,../static/stimuli/images/forest/sun_augxrcssyuvvueda.jpg,False,high,2,vehicle,4583.0,other,3314.0
wd8d1a5f,stairs,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,False,high,1,ozone,2535.0,intrusion,1702.0
wd8d1a5f,hero,../static/stimuli/images/kitchen/sun_alazdvaixpjtegwg.jpg,False,low,2,feet,5602.0,other,5103.0
wd8d1a5f,virus,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,False,low,2,gaah! i can't remember!,7748.000000000058,other,4699.0
wd8d1a5f,ozone,../static/stimuli/images/musuem/sun_atiiscmhrcnttlop.jpg,False,low,2,ozone,2383.0,correct,1248.0
